Column1,Time,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2025/09/01/2039,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/09/01/2909,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/09/01/7452,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/1044,GNA/NR/2025/09/01/5590,GNA/NR/2025/09/01/7215,GNA/NR/2025/07/01/8128,GNA/NR/2025/09/01/6485,GNA/NR/2025/09/01/9418,GNA/NR/2025/09/01/8071,GNA/NR/2025/09/01/9239,GNA/NR/2025/09/01/7691,GNA/NR/2025/09/01/6755,GNA/NR/2025/09/01/5084,GNA/NR/2025/09/01/7205,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/07/5932,GNA/NR/2025/09/01/4314,GNA/NR/2025/09/01/4602,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/WR/2025/08/25/1832,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08
19,04:30-04:45,0,0,20.48,0,0,0,0,20.48,0,70.28,0,15.27,149.86,47.81,0,0,55.22,4.5,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,0,0,0,30.81,0,0,0,0,0,0,0,0,0,13.38,13.38,40.14,0,34.3,34.29,11.67

20,04:45-05:00,0,0,20.48,0,0,0,0,20.48,0,70.28,0,15.27,149.86,47.81,0,0,55.22,4.5,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,0,0,0,30.41,0,0,0,0,0,0,0,0,0,13.4,13.4,40.2,0,34.59,34.58,11.33

21,05:00-05:15,0,0,20.48,0,0,0,0,20.48,0,70.28,0,15.27,149.86,47.81,3.71,0,55.22,4.5,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,0,0,0,28.01,0,0,0,0,0,0,0,0,0,13.69,13.69,41.05,0,35.34,35.33,11

22,05:15-05:30,0,0,20.48,0,0,0,0,20.48,0,70.28,0,15.27,149.86,47.81,3.71,0,55.22,4.5,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,0,0,0,28.01,0,0,0,0,0,0,0,0,0,14,14,41.98,0,36.41,36.42,10.67

23,05:30-05:45,0,0,20.48,0,0,0,0,20.48,0,70.28,0,15.27,149.86,47.81,3.71,0,55.22,4.5,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,0,0,0,25.01,0,0,0,0,0,0,0,0,0,14.36,14.36,43.09,0,37.79,37.79,10.33

24,05:45-06:00,0,0,20.48,0,0,0,0,20.48,0,70.28,0,15.27,149.86,47.81,3.71,0,55.22,4.5,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,0,0,0,25.21,0,0,0,0,0,0,0,0,0,14.8,14.8,44.4,0,39.28,39.29,10.33

25,06:00-06:15,0,0,20.48,0,0,0,0,20.48,0,70.28,0,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,1,0,0.03,25.33,3.68,3.05,0.43,0.02,0,0.09,1,0,1,15.25,15.25,45.74,0,39.66,39.65,10.33

26,06:15-06:30,0,0,20.48,0,0,0,0,20.48,0,70.28,0,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,145.49,-0,20.48,40.96,2,1,1.19,25.28,7.94,6.51,1.74,2.19,1,0.35,2,0,2,15.69,15.69,47.05,1,39.64,39.63,10.33

27,06:30-06:45,0.46,0,20.48,0.46,0,0,0,20.48,0,70.28,0.35,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,5,2,3.92,26.38,13.9,11.89,3.92,5.67,2,0.78,4,0,3,16.08,16.08,48.21,4,39.5,39.49,10.33

28,06:45-07:00,0.75,0,20.48,0.75,0,0,0,20.48,0,70.28,0.57,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,7,4,6.69,27.81,21.86,19.46,13.42,10.36,5,2.69,7,0,4,16.28,16.28,48.83,10,39.28,39.29,10.33

29,07:00-07:15,1.21,0,20.48,1.21,0,0,0,20.48,0,70.28,0.93,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,11,6,10.2,28.77,31.22,28.97,22.29,15.98,7,4.46,11,0,5,16.34,16.34,49.03,18,40.38,40.38,11.11

30,07:15-07:30,1.71,0,20.48,1.71,0,0,0,20.48,0,70.28,1.32,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,16,8,14.46,30.85,32.4,32.4,31.81,22.11,11,6.36,13,0,7,16.52,16.52,49.58,30,42.06,42.07,11.44

31,07:30-07:45,2.22,0,20.48,2.22,0,0,0,20.48,0,70.28,1.71,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,21,11,19.34,31.69,32.26,32.27,42.06,27.51,16,8.41,18,0,8,16.8,16.8,50.37,32.27,43.93,43.93,11.78

32,07:45-08:00,2.82,0,20.48,2.82,0,0,0,20.48,0,70.28,2.17,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,17.35,8.67,20.48,61.44,8.67,143.43,-0,20.48,40.96,28,14,24.81,32.18,32.6,32.6,53.02,33.94,21,10.61,23,0,12,16.93,16.93,50.8,32.6,46.04,46.03,12.19

33,08:00-08:15,3.42,0,20.48,3.42,0,0,0,20.48,0,70.28,2.63,15.27,149.86,47.81,3.71,0,55.22,3.69,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,30,15,30.84,32.21,33,33,66.3,40.67,27,13.26,24,0,13,13.04,13.04,39.1,33,47.31,47.3,12.81

34,08:15-08:30,3.88,0,20.48,3.88,0,0,0,20.48,0,70.28,2.99,15.27,149.86,47.81,3.71,0,55.22,4.53,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,37,18,37.31,32.21,33,33,80.02,47.5,33,16.01,29,0,15,13.46,13.46,40.39,33,48.47,48.47,13.11

35,08:30-08:45,4.59,0,20.48,4.59,0,0,0,20.48,0,70.28,3.54,15.27,149.86,47.81,3.71,0,55.22,4.53,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,43,22,43.9,32.41,33,33,94.03,53.43,37,18.81,35,0,8,13.38,13.38,40.13,33,49.33,49.32,13.29

36,08:45-09:00,5.23,0,20.48,5.23,0,0,0,20.48,0,70.28,4.04,15.27,149.86,47.81,3.71,0,55.22,4.53,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,50,25,50.44,32.81,33,33,108.11,59.21,43,21.62,42,0,8,13.06,13.06,39.16,33,50.33,50.34,13.42

37,09:00-09:15,6.01,0,20.48,6.01,0,0,0,20.48,0,70.28,4.65,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,57,28,53.91,30.01,33,33,111.12,64.8,48,22.22,40,0,12,11.7,11.7,35.1,33,49.2,49.21,13.02

38,09:15-09:30,6.78,0,20.48,6.78,0,0,0,20.48,0,70.28,5.24,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,63,32,59.67,30.41,33,33,124.42,70.37,52,24.88,43,0,13,10.6,10.6,31.81,33,47.44,47.45,12.39

39,09:30-09:45,7.53,0,20.48,7.53,0,0,0,20.48,0,70.28,5.82,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,70,35,65.03,26.01,33,33,137.22,75.4,57,27.44,42,0,19,9.83,9.83,29.48,33,40,40,11.69

40,09:45-10:00,8.25,0,20.48,8.25,0,0,0,20.48,0,70.28,6.37,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,75,38,70.09,26.41,33,33,149.52,80.21,60,29.9,42,0,21,9.36,9.36,28.08,33,40.43,40.44,11.01

41,10:00-10:15,8.6,0,20.48,8.6,0,0,0,20.48,0,70.28,6.65,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,80,40,74.71,27.01,33,33,177.46,84.54,64,35.49,55,0,27,13,13,39,33,44.67,44.66,12.57

42,10:15-10:30,9.96,0,20.48,9.96,0,0,0,20.48,0,70.28,7.69,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,78.95,29.01,33,33,187.87,88.34,67,37.58,57,0,29,13.17,13.17,39.49,33,44,44,12.91

43,10:30-10:45,13.22,0,20.48,13.22,0,0,0,20.48,0,70.28,10.21,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,87,43,83.33,34.01,33,33,206.27,59.08,72,41.26,55,0,28,13.17,13.17,39.49,33,51,51,12.68

44,10:45-11:00,13.94,0,20.48,13.94,0,0,0,20.48,0,70.28,10.77,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,90,45,91.67,36.01,33,33,217.16,59.08,78,43.43,55,0,30,13,13,39,33,52.33,52.34,12.29

45,11:00-11:15,14.27,0,20.48,14.27,0,0,0,20.48,0,70.28,11.03,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,93,47,100,37.02,33,33,227.92,59.08,84,45.59,55,0,33,16.83,16.83,50.51,33,53.67,53.66,15.07

46,11:15-11:30,14.76,0,20.48,14.76,0,0,0,20.48,0,70.28,11.41,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,93,47,100,38.02,33,33,233.33,59.08,84,46.67,55,0,35,17,17,51,33,55,55,14.7

47,11:30-11:45,14.97,0,20.48,14.97,0,0,0,20.48,0,70.28,11.57,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,87,43,100,35.02,33,33,233.33,59.08,75,46.67,58,0,35,17.17,17.17,51.49,33,62.7,62.7,14.7

48,11:45-12:00,15.4,0,20.48,15.4,0,0,0,20.48,0,70.28,11.9,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,87,43,100,36.02,33,33,233.33,92.98,75,46.67,58,0,41,17.33,17.33,52.01,33,65.63,65.64,14.33

49,12:00-12:15,15.78,0,20.48,15.78,0,0,0,20.48,0,70.28,12.2,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,38.01,33,33,233.33,98.66,66,46.67,72,0,33,21.67,21.67,64.99,33,53.67,53.66,21.33

50,12:15-12:30,16.38,0,20.48,16.38,0,0,0,20.48,0,70.28,12.66,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,40.01,33,33,233.33,103.48,66,46.67,72,0,33,21.67,21.67,64.99,33,54.67,54.66,21.33

51,12:30-12:45,14.24,0,20.48,14.24,0,0,0,20.48,0,70.28,11.01,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,32.01,33,33,233.33,102.54,81,46.67,85,0,33,19.5,19.5,58.5,33,55.33,55.34,21.33

52,12:45-13:00,13.89,0,20.48,13.89,0,0,0,20.48,0,70.28,10.73,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,33.01,33,33,233.33,58.4,81,46.67,85,0,33,19.5,19.5,58.5,33,56,56,21.67

53,13:00-13:15,14.37,0,20.48,14.37,0,0,0,20.48,0,70.28,11.1,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,33.61,33,33,233.33,58.4,81,46.67,81,0,33,19.5,19.5,58.5,33,56.33,56.34,25

54,13:15-13:30,14.06,0,20.48,14.06,0,0,0,20.48,0,70.28,10.86,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,35.01,33,33,228.33,58.4,81,45.67,81,0,33,19.5,19.5,58.5,33,57,57,24

55,13:30-13:45,14.37,0,20.48,14.37,0,0,0,20.48,0,70.28,11.1,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,85,43,100,26.01,33,33,229.17,58.4,81,45.83,65,0,33,19.5,19.5,58.5,33,57.33,57.34,24

56,13:45-14:00,14.46,0,20.48,14.46,0,0,0,20.48,0,70.28,11.17,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,28.01,33,33,229.17,58.4,81,45.83,65,0,33,19.5,19.5,58.5,33,57.67,57.66,23.67

57,14:00-14:15,13.46,0,20.48,13.46,0,0,0,20.48,0,70.28,10.4,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,28.01,33,33,229.17,58.4,78,45.83,67,0,33,19.5,19.5,58.5,33,61.67,61.66,24

58,14:15-14:30,12.28,0,20.48,12.28,0,0,0,20.48,0,70.28,9.49,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,83,42,100,28.61,33,33,229.17,58.4,75,45.83,67,0,33,19.5,19.5,58.5,33,61.67,61.66,24

59,14:30-14:45,12.76,0,20.48,12.76,0,0,0,20.48,0,70.28,9.87,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,77,38,100,31.02,33,33,225,58.4,72,45,72,0,33,19.5,19.5,58.5,33,61.67,61.66,23.67

60,14:45-15:00,11.45,0,20.48,11.45,0,0,0,20.48,0,70.28,8.84,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,73,37,100,35.02,33,33,208.33,58.4,67,41.67,72,0,33,19.5,19.5,58.5,33,61.67,61.66,23.33

61,15:00-15:15,12.21,0,20.48,12.21,0,0,0,20.48,0,70.28,9.44,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,69,35,100,41.01,33,33,195.83,58.4,63,39.17,65,0,33,19.8,19.8,59.4,33,61.67,61.66,25.33

62,15:15-15:30,12.29,0,20.48,12.29,0,0,0,20.48,0,70.28,9.5,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,64,32,100,43.01,33,33,175,54.2,58,35,65,0,32,21,21,63,33,62.33,62.34,25.33

63,15:30-15:45,11.36,0,20.48,11.36,0,0,0,20.48,0,70.28,8.78,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,60,30,100,43.01,33,33,153.14,49.7,54,30.63,60,0,30,22.35,22.35,67.05,33,62.33,62.34,25

64,15:45-16:00,10.2,0,20.48,10.2,0,0,0,20.48,0,70.28,7.88,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,61.44,14.6,143.43,-0,20.48,40.96,55,28,100,43.01,33,33,141.73,44.98,49,28.35,57,0,28,23.85,23.85,71.55,33,62.33,62.34,23.33

