Block,Time Block,BRBCL,BSIUL,DADRT2,CHAMERA1,CHAMERA3,DHAULIGNGA,FSTPP I & II,CHAMERA2,DULHASTI,RIHAND2,KHSTPP-I,KGSU3AND4,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,SINGRAULI_HYDRO,SIMHST1,TANAKPUR,TALA,RSTPSU1TO6,SIMHST2,RSTPSU7,SEWA2,SINGRAULI,SALAL,RIHAND3,TEHRI,TANDA2,TALST2,SASAN,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,ANTA_CRF,AURY_CRF,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,ANTA_RF,URI2,ANTA_LF,UNCHAHAR3,KGSU1AND2,JHAJJAR,RAPPC,PARBATI3,RIHAND1,RAPPB,RAPPD,RAMPUR,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NAPP,PARBATI2,KOLDAM,KISHANGANGA,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,14.7,12.56,207.86,40.59,22.47,21.07,20.03,31.33,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,1.72,0,0,0,0,0,144.78,50.35,125.95,31.07,2.48,0,397.83,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,388.12,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,28.95,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

18,04:15-04:30,18.48,12.56,101.52,40.59,22.47,21.07,20.03,31.33,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,1.72,0,0,0,0,0,144.78,50.35,125.95,31.07,2.48,0,400.85,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,388.12,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,28.95,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

19,04:30-04:45,19.26,12.56,4.75,40.59,22.47,21.07,20.03,31.33,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,1.72,0,0,0,0,0,144.78,50.35,125.95,31.07,2.48,0,400.85,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,388.12,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,28.95,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

20,04:45-05:00,19.26,12.56,4.33,40.59,22.47,21.07,20.03,31.33,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,1.72,0,0,0,0,0,144.78,50.35,125.95,30.45,2.48,0,400.85,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,388.12,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,28.95,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

21,05:00-05:15,19.26,12.56,263.98,40.59,22.47,21.07,15.56,31.33,57.3,119.97,34.7,0,0,0,0,0,0,0,0,1.02,0,2.96,0,0,0,0,0,144.78,50.35,125.95,30.45,2.09,0,400.85,0,0,32.86,49.44,0,0,0,15.6,0.95,0,36.69,0,19.6,0,375.84,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,21.71,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

22,05:15-05:30,19.26,12.56,203.46,40.59,22.47,21.07,15.56,31.33,57.3,119.97,34.7,0,0,0,0,0,0,0,0,1.02,0,2.96,0,0,0,0,0,144.78,50.35,125.95,30.45,2.09,0,400.85,0,0,32.86,49.44,0,0,0,15.6,0.95,0,36.69,0,19.6,0,375.84,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,21.71,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

23,05:30-05:45,19.26,12.56,47.63,40.59,22.47,21.07,20.03,31.33,57.3,119.97,43.47,0,0,0,0,0,0,0,0,1.02,0,2.96,0,0,0,0,0,144.78,61.55,125.95,29.68,2.48,0,400.85,0,0,32.86,49.44,0,0,0,15.6,0.95,0,36.69,0,19.6,0,375.84,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,21.71,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

24,05:45-06:00,19.26,12.56,47.63,40.59,22.47,21.07,20.03,31.33,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,2.96,0,0,0,0,0,144.78,61.55,125.95,29.68,2.48,0,400.85,0,0,32.86,49.44,0,0,0,15.6,0.95,0,36.69,0,19.6,0,318.06,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,21.71,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

25,06:00-06:15,19.26,12.56,44.29,40.59,22.47,21.07,15.56,31.33,57.3,119.97,34.7,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,6.07,144.78,61.55,125.95,29.68,2.09,0,400.85,0,0,27.43,51.03,0,0,0,12.36,0.95,0,36.69,0,16.03,0,325.76,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,21.71,4.61,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

26,06:15-06:30,19.26,12.56,47.63,40.59,22.47,21.07,15.56,31.33,57.3,119.97,34.7,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,12.14,144.78,61.55,125.95,29.68,2.09,0,400.85,0,0,27.43,51.03,0,0,0,12.36,0.95,0,36.69,0,16.03,0,276.99,66.51,32.51,93.63,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,21.71,4.61,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

27,06:30-06:45,19.26,12.56,112.44,40.59,22.47,21.07,15.56,31.33,57.3,93.5,34.7,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,12.14,127.74,73.85,91.88,29.68,2.09,0,400.85,0,0,27.43,51.03,0,0,0,12.36,0.95,0,36.69,0,16.03,0,241.02,66.51,32.51,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,21.71,4.61,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

28,06:45-07:00,19.26,12.56,6.34,40.59,22.47,21.07,15.56,31.33,57.3,93.5,34.7,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,12.14,127.74,73.85,91.88,29.68,2.09,0,400.85,0,0,27.42,51.03,0,0,0,12.36,0.95,0,36.69,0,16.03,0,241.02,66.51,32.51,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,21.71,4.61,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

29,07:00-07:15,19.26,12.56,6.34,39.56,22.47,21.07,15.56,31.33,57.3,93.5,34.7,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,16.97,127.74,73.85,91.88,29.68,2.09,0,400.85,0,0,23.83,51.03,0,0,0,11.87,0.95,0,36.69,0,14.66,0,241.02,66.51,32.51,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,14.46,4.61,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

30,07:15-07:30,19.26,12.56,6.34,39.56,22.47,21.07,13.27,31.33,57.3,93.5,34.7,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,127.74,73.85,91.88,29.68,2.09,0,400.85,0,0,23.83,51.03,0,0,0,11.87,0.96,0,36.69,0,14.66,0,241.02,66.51,32.51,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,14.46,4.2,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

31,07:30-07:45,19.26,12.56,6.34,24.34,11.24,21.07,15.56,31.33,57.3,93.5,34.7,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,127.74,76.44,125.95,20.1,2.09,0,400.85,0,0,24.59,51.03,0,0,0,11.87,0.96,0,36.69,0,16.32,0,241.02,66.51,32.51,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,14.46,4.2,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

32,07:45-08:00,19.26,12.56,6.34,13.53,11.24,21.07,13.27,31.33,57.3,93.5,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,127.74,76.44,125.95,19.79,2.09,0,400.85,0,0,24.59,51.03,0,0,0,11.87,0.96,0,36.69,0,16.32,0,241.02,66.51,32.51,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,14.46,4.2,8.31,0,10.04,82.73,0,0,0,0,0,0,0,0

33,08:00-08:15,19.26,12.56,6.34,13.53,11.24,21.07,10.72,31.33,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,127.74,76.44,125.95,10.04,2.09,0,400.85,0,0,24.59,51.03,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,18.91,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,14.46,4.2,8.31,0,10.04,82.73,0,0,0,0,0,0,0,0

34,08:15-08:30,19.26,12.56,6.34,13.53,11.24,21.07,10.72,31.33,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,127.74,76.44,125.95,0,2.09,0,400.85,0,0,24.59,51.03,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,18.91,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,14.46,4.2,8.31,0,10.04,82.73,0,0,0,0,0,0,0,0

35,08:30-08:45,19.26,12.56,6.34,0,11.24,21.07,10.72,31.33,57.3,119.97,27.45,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,127.74,76.44,125.95,0,2.09,0,400.85,0,0,24.59,51.03,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,18.91,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,14.46,4.2,8.31,0,10.04,74.93,0,0,0,0,0,0,0,0

36,08:45-09:00,19.26,12.56,6.34,0,11.24,21.07,10.72,31.33,57.3,119.97,27.45,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,144.78,76.44,125.95,0,2.09,0,400.85,0,0,24.59,51.03,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,18.91,60.16,0,20.86,3.63,0,0,91.69,0,0,0,0,24.69,14.46,4.2,8.31,0,10.04,74.93,0,0,0,0,0,0,0,0

37,09:00-09:15,19.26,12.56,6.34,0,11.24,21.07,10.72,31.33,57.3,119.97,27.45,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,17.73,60.16,0,20.86,2.58,0,0,64.71,0,0,0,0,24.69,10.86,4.2,8.31,0,10.04,74.92,0,0,0,0,0,0,0,0

38,09:15-09:30,19.26,12.56,6.34,0,11.24,21.07,10.72,31.33,57.3,119.97,27.45,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,17.73,93.63,0,20.86,1.71,0,0,43.15,0,0,0,0,24.69,10.86,4.2,8.31,0,10.04,74.66,0,0,0,0,0,0,0,0

39,09:30-09:45,19.26,12.56,6.34,0,11.24,21.07,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,16.26,93.63,0,20.86,1.71,0,0,43.15,0,0,0,0,24.69,10.86,4.2,8.31,0,10.04,76.13,0,0,0,0,0,0,0,0

40,09:45-10:00,19.26,12.56,6.34,0,11.24,10.54,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,16.26,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,4.2,8.31,0,10.04,77.99,0,0,0,0,0,0,0,0

41,10:00-10:15,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,16.26,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,2.1,8.31,0,10.04,81.08,0,0,0,0,0,0,0,0

42,10:15-10:30,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,16.26,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,2.1,8.31,0,10.04,81.08,0,0,0,0,0,0,0,0

43,10:30-10:45,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,18.2,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,16.26,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,0,8.31,0,10.04,81.08,0,0,0,0,0,0,0,0

44,10:45-11:00,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,12.14,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,16.26,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,0,8.31,0,10.04,81.08,0,0,0,0,0,0,0,0

45,11:00-11:15,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,12.14,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,16.26,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,0,8.31,0,10.04,78.08,0,0,0,0,0,0,0,0

46,11:15-11:30,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,6.07,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,16.26,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,0,8.31,0,10.04,78.08,0,0,0,0,0,0,0,0

47,11:30-11:45,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,0,8.31,0,10.04,78.08,0,0,0,0,0,0,0,0

48,11:45-12:00,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,119.97,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,144.78,73.85,125.95,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,93.63,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

49,12:00-12:15,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,127.74,73.85,91.88,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

50,12:15-12:30,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,127.74,73.85,91.88,0,2.09,0,400.85,0,0,24.59,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,1.06,0,0,26.64,0,0,0,0,24.69,10.86,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

51,12:30-12:45,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.37,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,127.74,73.85,121.73,0,3.3,0,400.85,0,0,24.58,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,2.91,0,0,73.34,0,0,0,0,24.69,2.53,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

52,12:45-13:00,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.37,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,127.74,73.85,125.95,0,3.3,0,400.85,0,0,24.58,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,4.24,0,0,106.58,0,0,0,0,24.69,0,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

53,13:00-13:15,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.37,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,127.74,73.85,125.95,0,3.3,0,400.85,0,0,24.58,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,5.3,0,0,133.21,0,0,0,0,24.69,0,0,8.31,0,10.04,79.14,0,0,0,0,0,0,0,0

