Block,Time Block,KOLDAM,KISHANGANGA,MAPS,KUDGI,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,BRBCL,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,KGSU3AND4,KGSU1AND2,DHAULIGNGA,FSTPP I & II,CHAMERA2,UNCHAHAR4,ANTA_RF,ANTA_CRF,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ANTA_GF,VALLURNTECL,UNCHAHAR1,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,RAMPUR,RAPPC,NNTPP,NTPL,PARBATI3,TANDA2,RIHAND2,SASAN,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,TALST2,RSTPSU7,TANAKPUR,SINGRAULI,SALAL,SEWA2,RIHAND3,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,32.62,8.51,142.31,0,0,13.34,31.63,287.29,0,0,0,231.46,0,0,1.27,15.38,2.3,0,0,0,4.39,19.24,0,0,15.5,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,13.39,0,119.3,0,0,0,0,0,0

7,01:30-01:45,0,0,0,0,32.62,8.51,142.31,0,0,12.71,31.63,287.29,0,0,0,231.46,0,0,1.27,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,11.43,84.92,2.24,0,119.3,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,32.62,8.51,142.31,0,0,13.02,31.63,287.29,0,0,0,231.46,0,0,1.27,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,11.43,84.92,2.24,0,119.3,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,32.62,8.51,142.31,0,0,12.84,31.63,287.29,0,0,0,231.46,0,0,1.27,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,2.24,0,119.3,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,32.62,8.51,142.31,0,0,11.71,31.63,287.29,0,0,0,231.46,0,0,1.27,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,2.24,0,119.3,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,32.62,8.51,142.31,0,0,15.34,31.63,287.29,0,0,0,231.46,0,0,1.27,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,2.24,0,119.3,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,32.62,8.51,142.31,0,0,15.35,31.63,287.29,0,0,0,231.46,0,0,1.27,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,11.43,84.92,2.24,0,119.3,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,32.62,8.51,142.31,0,0,13.32,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.53,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,2.24,0,119.3,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,29.79,8.51,142.31,0,0,13.75,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.53,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,2.24,0,119.3,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,29.79,8.51,142.31,0,0,14.39,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.53,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,2.24,0,119.3,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,29.79,8.51,142.31,0,0,18.81,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.53,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,2.24,0,119.3,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,29.79,8.51,142.31,0,0,19.19,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.53,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,29.79,8.51,142.31,0,0,19.19,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.53,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,29.79,8.51,142.31,0,0,19.19,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.53,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,29.79,8.51,142.31,0,0,19.19,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.53,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,44.89,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,29.79,8.51,142.31,0,0,19.19,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.75,14.33,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,44.89,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,29.79,8.51,142.31,0,0,19.19,31.63,287.29,0,0,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.75,29.62,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,29.79,8.51,122.67,0,0,19.19,31.63,287.29,0,1.06,0,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.75,29.62,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,89.78,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,287.29,0,2.11,9.29,231.46,0,0,17.49,15.38,3.84,0,0,0,4.39,19.24,0,0,15.25,0.75,44.44,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,112.23,0,0,40.38,0,50.04,0,0,2.45,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,29.79,8.51,122.67,0,0,19.19,31.63,274.04,11.37,6.26,18.58,231.46,0,0,26.37,15.38,11.52,0,0,0,4.39,19.24,0,0,15.25,0.75,59.73,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,6.1,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,0,119.3,0,0,0,0,0,0

26,06:15-06:30,0,0,0,0,29.79,18.92,122.67,0,0,19.19,47.43,232.78,13.48,18.77,27.89,231.46,0,0,35.07,15.38,37.91,0,0,0,4.39,19.24,0,0,15.25,0.75,59.73,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,31.76,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,84.92,12.26,5.06,119.3,0,0,0,0,0,0

27,06:30-06:45,0,0,0,0,29.79,18.92,142.31,0,0,19.19,47.43,220.3,13.48,18.77,27.89,231.46,0,0,35.07,15.38,37.91,0,0,0,4.39,19.24,0,0,15.25,0.75,59.73,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,31.76,0,113.96,401.85,88.28,0,0,0,0,0,0,11.43,85.1,12.26,10.11,119.3,0,0,0,0,0,0

28,06:45-07:00,0,0,0,0,29.79,18.92,142.31,0,0,19.19,47.43,222.22,13.48,18.77,27.89,231.46,0,0,35.07,15.38,37.91,0,0,0,4.39,19.24,0,0,15.25,1.07,59.73,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,31.76,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,91.7,12.26,10.11,119.3,0,0,0,0,0,0

29,07:00-07:15,0,0,0,0,29.79,18.92,142.31,0,0,19.19,47.43,245.25,13.48,18.77,27.89,231.46,0,0,35.07,15.38,37.91,0,0,0,4.39,19.24,0,0,15.25,33.9,59.73,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,31.76,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,98.6,12.26,10.11,119.3,0,0,0,0,0,0

30,07:15-07:30,0,0,0,0,29.79,18.92,142.31,0,0,19.19,47.43,244.29,11.37,18.77,27.89,231.46,0,0,35.07,15.38,37.91,0,0,0,4.39,19.24,0,0,15.25,33.9,59.73,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,31.76,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,98.6,12.26,5.06,119.3,0,0,0,0,0,0

31,07:30-07:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,215.51,0,1.06,18.58,231.46,0,0,26.37,15.38,25.28,0,0,0,4.39,19.24,0,0,15.25,3.18,44.44,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,112.23,0,0,40.38,0,50.04,0,0,31.76,0,113.96,401.85,88.28,0,0,0,0,0,0,4.92,98.6,12.26,0,119.3,0,0,0,0,0,0

32,07:45-08:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,221.74,0,0,9.29,231.46,0,0,17.49,15.38,11.52,0,0,0,4.39,19.24,0,0,15.25,0.84,29.62,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,89.78,0,0,40.38,0,50.04,0,0,4.88,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,229.9,0,0,9.29,231.46,0,0,8.74,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,14.33,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,40.38,0,50.04,0,0,2.45,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,13.39,0,119.3,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,229.9,0,0,9.29,231.46,0,0,0,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,38.62,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,76.17,0,119.3,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,253.89,0,0,9.29,231.46,0,0,0,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,38.62,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,76.17,0,119.3,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,234.7,0,0,9.29,231.46,0,0,0,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,38.62,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,76.17,0,119.3,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,215.51,0,0,0,231.46,0,0,0,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,33.9,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,11.43,98.6,76.17,0,119.3,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,186.72,0,0,0,231.46,0,0,0,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,33.9,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,13.39,0,119.3,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,29.79,8.51,135.63,0,0,19.19,15.81,189.6,0,0,0,231.46,0,0,0,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,3.18,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,29.79,8.51,122.67,0,0,19.19,15.81,189.6,0,0,0,231.46,0,0,0,15.38,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,26.3,8.51,105.71,0,0,18.21,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,26.3,8.51,105.71,0,0,18.35,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,33.9,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,10.33,19.24,0,0,15.25,33.9,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,26.3,8.51,105.71,0,0,18.92,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,10.33,19.24,0,0,15.25,3.18,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,10.33,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,10.33,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,11.43,75.65,12.26,0,119.3,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,189.6,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,10.33,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,10.33,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,100.37,401.85,88.28,0,0,0,0,0,0,11.43,75.65,12.26,0,119.3,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,100.37,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,29.13,8.51,125.35,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,14.84,0,0,15.25,1.07,0,0,0,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,100.37,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,29.13,8.51,125.35,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,14.84,0,0,15.25,1.07,0,0,0,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,100.37,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,29.13,8.51,125.35,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,14.84,0,0,15.25,1.07,0,0,0,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,14.84,0,0,15.25,1.07,0,0,0,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,14.84,0,0,15.25,1.07,0,0,0,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,401.85,88.28,0,0,0,0,0,0,5.53,75.65,12.26,0,119.3,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,26.3,8.51,105.71,0,0,19.19,15.81,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,93.95,12.26,0,119.3,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,26.3,8.51,105.71,0,0,19.19,31.63,203.13,0,0,0,230.22,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,1.07,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,29.79,8.51,122.67,0,0,19.19,31.63,203.13,0,0,0,230.22,0,0,0,12.87,2.3,0,0,0,4.39,19.24,0,0,15.25,33.9,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

