Block,Time,L_NR_2019_07,LT-05,L_NR_2012_01,LT-36,L_NR_2022_09,L_NR_2019_05,L_NR_2020_07,L_NR_2019_06,SH-06,L_NR_2022_08,L_NR_2020_05,L_NR_2018_61,L_NR_2021_15,LT_MEJA_Delhi,LT-59,LT-35,L_NR_2019_11,L_NR_2012_02,L_NR_2020_06,L_NR_2020_02,LT-31,L_NR_2012_04,L_NR_2022_10,L_NR_2021_16,L_NR_2021_17,SH-07,L_NR_2019_19,L_NR_2012_07,L_NR_2021_12,L_NR_2021_14,L_NR_2021_13
6,01:15-01:30,0,116.050000,101.240000,0.000000,35.15,0,18.52,0,0.000000,9.43,55.53,6.98,0,6.170000,4.190000,0.000000,4.000000,261.530000,18.51,4.470000,0.000000,271.830000,35.15,0,0,0.000000,0.000000,87.180000,0,0,0

7,01:30-01:45,0,116.050000,101.240000,0.000000,35.26,0,18.52,0,0.000000,9.5,55.56,6.97,0,6.170000,4.190000,0.000000,4.000000,261.530000,18.52,4.470000,0.000000,271.830000,35.26,0,0,0.000000,0.000000,87.180000,0,0,0

8,01:45-02:00,0,116.050000,101.240000,0.000000,41.82,0,18.53,0,0.000000,9.64,55.58,6.98,0,6.170000,4.190000,0.000000,4.000000,261.530000,18.53,4.470000,0.000000,271.830000,41.82,0,0,0.000000,0.000000,87.180000,0,0,0

9,02:00-02:15,0,66.370000,101.240000,0.000000,41.44,0,17.31,0,0.000000,7.92,51.95,6.97,0,6.170000,4.040000,0.000000,4.000000,261.530000,17.32,4.370000,0.000000,271.830000,41.44,0,0,0.000000,0.000000,87.180000,0,0,0

10,02:15-02:30,0,66.370000,101.240000,0.000000,41.44,0,17.26,0,0.000000,7.89,51.8,6.93,0,6.170000,4.040000,0.000000,4.000000,261.530000,17.27,4.370000,0.000000,271.830000,41.44,0,0,0.000000,0.000000,87.180000,0,0,0

11,02:30-02:45,0,66.370000,101.240000,0.000000,41.52,0,17.16,0,0.000000,7.89,51.5,6.94,0,6.170000,4.360000,0.000000,4.000000,261.530000,17.17,4.370000,0.000000,271.830000,41.52,0,0,0.000000,0.000000,87.180000,0,0,0

12,02:45-03:00,0,66.370000,101.240000,0.000000,41.88,0,17.09,0,0.000000,7.93,51.25,6.83,0,6.170000,4.360000,0.000000,4.000000,261.530000,17.08,4.370000,0.000000,271.830000,41.88,0,0,0.000000,0.000000,87.180000,0,0,0

13,03:00-03:15,0,66.370000,101.240000,0.000000,42.23,0,17.06,0,0.000000,7.97,51.2,6.84,0,6.170000,4.360000,0.000000,3.920000,261.530000,17.07,4.370000,0.000000,271.830000,42.23,0,0,0.000000,0.000000,87.180000,0,0,0

14,03:15-03:30,0,66.370000,101.240000,0.000000,28.01,0,16.97,0,0.000000,8,50.9,6.96,0,6.170000,4.360000,0.000000,3.920000,261.530000,16.97,4.370000,0.000000,271.830000,28.01,0,0,0.000000,0.000000,87.180000,0,0,0

15,03:30-03:45,0,66.370000,101.240000,0.000000,28.79,0,16.88,0,0.000000,8.04,50.66,6.97,0,6.170000,4.360000,0.000000,3.920000,213.210000,16.89,4.370000,0.000000,271.830000,28.79,0,0,0.000000,0.000000,63.020000,0,0,0

16,03:45-04:00,0,66.370000,101.240000,0.000000,29.67,0,17.06,0,0.000000,8.09,51.18,6.99,0,6.170000,4.360000,0.000000,3.920000,210.610000,17.06,4.370000,0.000000,271.830000,29.67,0,0,0.000000,0.000000,55.690000,0,0,0

17,04:00-04:15,0,66.370000,101.240000,0.000000,30.25,0,17.06,0,0.000000,8.59,51.2,7,0,6.170000,4.280000,0.000000,3.920000,210.610000,17.07,4.270000,0.000000,271.830000,30.25,0,0,0.000000,0.000000,55.690000,0,0,0

18,04:15-04:30,0,66.370000,101.240000,0.000000,31.12,0,17.78,0,0.000000,8.89,53.36,6.89,0,6.170000,4.280000,0.000000,3.920000,210.610000,17.79,4.270000,0.000000,271.830000,31.12,0,0,0.000000,0.000000,55.690000,0,0,0

19,04:30-04:45,0,66.370000,101.240000,0.000000,32.18,0,18.33,0,0.000000,9.14,55.01,6.84,0,6.170000,4.280000,0.000000,3.920000,210.610000,18.34,4.270000,0.000000,271.830000,32.18,0,0,0.000000,0.000000,55.690000,0,0,0

20,04:45-05:00,0,66.370000,101.240000,0.000000,32.91,0,18.91,0,0.000000,9.36,56.76,6.86,0,6.170000,4.280000,0.000000,3.920000,210.610000,18.92,4.270000,0.000000,271.830000,32.91,0,0,0.000000,0.000000,55.690000,0,0,0

21,05:00-05:15,0,66.370000,101.240000,0.000000,33.91,0,18.98,0,0.000000,8.23,56.94,7,0,6.170000,4.280000,0.000000,3.850000,210.610000,18.98,4.270000,0.000000,271.830000,33.91,0,0,0.000000,0.000000,31.890000,0,0,0

22,05:15-05:30,0,66.370000,101.240000,0.000000,34.81,0,19.33,0,0.000000,8.26,58.01,6.97,0,6.170000,4.280000,0.000000,3.850000,210.610000,19.34,4.270000,0.000000,271.830000,34.81,0,0,0.000000,0.000000,31.890000,0,0,0

23,05:30-05:45,0,66.370000,101.240000,0.000000,35.61,0,19.81,0,0.000000,8.31,59.46,6.92,0,6.170000,4.280000,0.000000,3.850000,210.610000,19.82,4.270000,0.000000,271.830000,35.61,0,0,0.000000,0.140000,31.890000,0,0,0

24,05:45-06:00,0,66.370000,101.240000,0.000000,36.43,0,20.03,0,0.000000,8.33,60.09,6.86,0,6.170000,4.280000,0.000000,3.850000,210.610000,20.03,4.270000,0.000000,271.830000,36.43,0.29,0.15,0.000000,3.000000,31.890000,0,0,0

25,06:00-06:15,1.35,66.370000,101.240000,0.020000,35.7,2.58,19.61,8.59,0.000000,8.14,58.86,6.82,0.17,6.170000,4.280000,0.020000,3.850000,210.610000,19.62,4.180000,0.020000,271.830000,35.7,1.87,0.93,0.000000,7.980000,31.890000,0.37,0.03,0.07

26,06:15-06:30,3.74,66.370000,101.240000,0.130000,35.7,7.45,19.34,15.48,0.000000,8.06,58.04,6.92,1,6.170000,4.280000,0.130000,3.850000,210.610000,19.35,4.180000,0.130000,271.830000,35.7,4.78,2.39,0.000000,13.030000,31.890000,3.88,0.03,0.77

27,06:30-06:45,10.84,66.370000,101.240000,0.580000,35.98,14.44,19.21,18.22,0.000000,7.92,57.58,6.88,2.28,6.170000,4.280000,0.830000,3.850000,210.610000,19.19,4.180000,0.810000,271.830000,35.98,8.69,4.34,0.000000,18.960000,31.890000,9.73,1.67,1.95

28,06:45-07:00,14.5,66.370000,101.240000,1.190000,36.37,14.5,18.97,14.5,0.000000,7.58,56.92,6.95,4.19,6.170000,4.280000,1.690000,3.850000,174.630000,18.97,4.180000,1.550000,271.830000,36.37,13.5,6.75,0.000000,26.410000,31.890000,17.6,4.12,3.52

29,07:00-07:15,14.5,70.540000,72.250000,1.830000,36.81,14.5,16.53,14.5,0.000000,7.24,49.62,6.95,6.71,6.170000,4.130000,2.520000,3.850000,115.010000,16.54,4.180000,2.350000,231.960000,36.81,26.67,13.33,0.000000,35.080000,31.890000,29.72,7.54,5.94

30,07:15-07:30,14.5,70.540000,53.160000,2.690000,37.26,14.5,14,14.5,0.000000,6.99,42,7,9.79,6.170000,4.130000,3.510000,3.850000,115.010000,14,4.180000,3.350000,231.960000,37.26,36.67,18.33,0.000000,44.520000,31.890000,44.29,12.4,8.86

31,07:30-07:45,14.5,70.540000,53.160000,3.670000,37.71,14.5,13.09,14.5,0.000000,6.69,39.27,6.92,13.06,6.170000,4.130000,4.500000,3.850000,115.010000,13.09,4.180000,4.350000,231.960000,37.71,49.34,24.66,0.000000,54.350000,31.890000,62.2,18.72,12.44

32,07:45:08:00,14.5,70.540000,53.160000,4.680000,38.12,14.5,13.09,14.5,0.000000,5.88,39.27,6.88,16.5,6.170000,4.130000,5.470000,3.850000,115.010000,13.09,4.180000,5.380000,193.300000,38.12,60,30,0.000000,63.430000,31.890000,78.43,25.87,15.68

33,08:00-08:15,26.85,70.540000,53.160000,5.820000,30.21,26.85,13.04,26.85,0.000000,5.81,39.1,6.92,24.6,6.450000,4.130000,6.620000,3.850000,115.010000,13.03,4.090000,6.410000,159.470000,30.21,68,34,0.000000,71.500000,31.890000,97.89,32.99,19.58

34,08:15-08:30,26.85,70.540000,53.160000,7.000000,30.49,26.85,13,26.85,0.000000,5.67,38.99,6.95,28.97,6.450000,4.130000,7.690000,3.850000,115.010000,13,4.090000,7.480000,159.470000,30.49,72.67,36.33,0.000000,79.600000,31.890000,118.97,40.35,23.79

35,08:30-08:45,26.85,70.540000,53.160000,8.230000,30.18,26.85,12.9,26.85,0.000000,5.53,38.72,6.95,32.78,6.450000,4.130000,8.720000,3.850000,115.010000,12.91,4.090000,8.530000,159.470000,30.18,78.67,39.33,0.000000,88.300000,31.890000,139.54,47.61,27.91

36,08:45:09:00,26.85,70.540000,53.160000,9.420000,29.86,26.85,12.78,26.85,0.000000,3.95,38.32,6.88,35.84,6.450000,4.130000,9.770000,3.850000,115.010000,12.77,4.090000,9.570000,159.470000,29.86,85.34,42.66,0.000000,97.270000,31.890000,158.74,55.09,31.75

37,09:00:09:15,26.85,70.540000,53.160000,10.590000,19.63,26.85,8.2,26.85,0.000000,3.79,24.62,6.98,38.46,6.450000,4.130000,10.730000,4.000000,115.010000,8.21,4.090000,10.550000,159.470000,19.63,88,44,0.000000,106.040000,31.890000,175.39,61.47,35.08

38,09:15-09:30,26.85,70.540000,53.160000,11.670000,17.87,26.85,7.92,26.85,0.000000,3.77,23.75,6.98,40.54,6.450000,4.130000,11.710000,4.000000,115.010000,7.92,4.090000,11.460000,193.300000,17.87,92,46,0.000000,113.810000,31.890000,188.66,67.89,37.73

39,09:30-09:45,26.85,58.030000,53.160000,12.670000,16.09,26.85,7.57,26.85,0.000000,3.83,22.72,6.9,37.01,6.450000,4.130000,12.490000,4.000000,115.010000,7.57,4.090000,12.230000,231.960000,16.09,96,48,0.000000,119.670000,31.890000,204.18,73.58,40.83

40,09:45-10:00,26.85,58.030000,53.160000,13.620000,14.46,26.85,7.28,26.85,0.000000,3.86,21.82,6.97,39.06,6.450000,4.130000,13.300000,4.000000,115.010000,7.27,4.090000,13.040000,271.830000,14.46,100,50,0.000000,125.020000,31.890000,218.03,78.37,43.6

41,10:00-10:15,26.85,33.190000,53.160000,14.480000,14.51,26.85,7.06,26.85,0.000000,3.84,21.17,6.96,40.76,6.450000,4.050000,13.970000,4.000000,115.010000,7.06,4.000000,13.730000,271.830000,14.51,100,50,0.000000,129.100000,31.890000,231.97,82.49,46.39

42,10:15-10:30,26.85,33.190000,53.160000,15.130000,13.66,26.85,6.83,26.85,0.000000,3.83,20.48,6.89,42.14,6.450000,4.050000,14.530000,4.000000,115.010000,6.82,4.000000,14.230000,271.830000,13.66,97.34,48.66,0.000000,131.350000,31.890000,233.8,86.16,46.76

43,10:30-10:45,26.85,37.450000,53.160000,15.730000,12.27,26.85,6.44,26.85,0.000000,3.91,19.33,6.95,43.38,6.450000,4.050000,14.990000,4.000000,165.940000,6.44,4.000000,14.590000,271.830000,12.27,94.67,47.33,0.000000,132.740000,50.910000,233.8,89.32,46.76

44,10:45-11:00,26.85,41.710000,53.160000,16.260000,11.54,26.85,6.07,26.85,0.000000,3.94,18.21,6.93,44.44,6.450000,4.050000,15.390000,4.000000,165.940000,6.07,4.000000,15.100000,271.830000,11.54,92.67,46.33,0.000000,133.020000,50.910000,233.8,90.75,46.76

45,11:00-11:15,26.85,45.990000,53.160000,16.680000,19.54,26.85,6.02,26.85,0.000000,3.87,18.07,6.94,49.66,6.450000,4.050000,15.760000,4.000000,165.940000,6.02,4.000000,15.480000,271.830000,19.54,92,46,0.000000,133.270000,50.910000,237.97,91.79,47.59

46,11:15-11:30,26.85,50.250000,53.160000,17.710000,19.89,26.85,6.1,26.85,0.000000,3.76,18.27,6.95,50,6.450000,4.050000,17.280000,4.000000,165.940000,6.09,4.000000,17.280000,271.830000,19.89,90.67,45.33,0.000000,132.680000,50.910000,237.97,91.79,47.59

47,11:30-11:45,26.85,70.540000,53.160000,17.950000,20.82,26.85,5.99,26.85,0.000000,3.7,18,6.94,50,6.450000,4.050000,17.520000,4.000000,165.940000,6,4.000000,17.520000,271.830000,20.82,90,45,0.000000,130.970000,50.910000,237.97,92.81,47.59

48,11:45-12:00,26.85,70.540000,53.160000,18.330000,21.35,26.85,6.08,26.85,0.000000,3.67,18.24,6.82,50,6.450000,4.050000,17.880000,4.000000,165.940000,6.08,4.000000,17.880000,271.830000,21.35,89.34,44.66,0.000000,129.060000,50.910000,237.97,93.17,47.59

49,12:00-12:15,26.85,70.540000,53.160000,18.360000,22.01,26.85,6.1,26.85,0.000000,3.95,18.27,6.84,49.82,6.450000,3.970000,17.910000,4.000000,165.940000,6.09,4.000000,17.910000,271.830000,22.01,89.34,44.66,0.000000,129.460000,50.910000,237.97,93.11,47.59

50,12:15-12:30,26.85,70.540000,53.160000,18.390000,22.72,26.85,6.04,26.85,0.000000,4.07,18.17,6.96,49.06,6.450000,3.970000,17.950000,4.000000,165.940000,6.06,4.000000,17.950000,271.830000,22.72,88.67,44.33,0.000000,127.630000,50.910000,237.97,93.17,47.59

51,12:30-12:45,26.85,70.540000,53.160000,18.370000,28.46,26.85,9.1,26.85,0.000000,4.42,27.31,6.93,49.33,6.450000,3.970000,17.920000,4.000000,165.940000,9.1,4.000000,17.920000,271.830000,28.46,88.67,44.33,0.000000,127.290000,50.910000,237.97,92.79,47.59

52,12:45-13:00,26.85,70.540000,53.160000,18.430000,29.34,26.85,9.38,26.85,0.000000,4.63,28.14,6.94,49.14,6.450000,3.970000,17.980000,4.000000,115.010000,9.38,4.000000,17.980000,271.830000,29.34,88.67,44.33,0.000000,126.130000,50.910000,237.97,93.11,47.59

53,13:00-13:15,26.85,70.540000,53.160000,18.350000,30.29,26.85,9.7,26.85,0.000000,4.88,29.12,6.95,48.72,6.450000,3.970000,17.890000,4.150000,115.010000,9.71,4.000000,17.890000,231.960000,30.29,88.67,44.33,0.000000,125.720000,31.890000,237.97,93.03,47.59

54,13:15-13:30,26.85,70.540000,53.160000,18.230000,30.44,26.85,10.02,26.85,0.000000,5.3,30.08,6.94,47.92,6.450000,3.970000,17.780000,4.150000,115.010000,10.03,4.000000,17.780000,231.960000,30.44,89.34,44.66,0.000000,126.300000,31.890000,237.97,92.91,47.59

55,13:30-13:45,26.85,70.540000,53.160000,18.010000,31.76,26.85,10.44,26.85,0.000000,5.49,31.3,6.82,45.4,6.450000,3.970000,17.570000,4.150000,115.010000,10.43,4.000000,17.570000,271.830000,31.76,90,45,0.000000,120.100000,31.890000,237.97,92.76,47.59

56,13:45-14:00,26.85,70.540000,53.160000,15.620000,33.28,26.85,10.9,26.85,0.000000,5.71,32.67,6.84,42.61,6.450000,3.970000,15.240000,4.150000,115.010000,10.89,4.000000,15.240000,271.830000,33.28,90,45,0.000000,116.050000,31.890000,237.97,92.21,47.59

57,14:00-14:15,26.85,70.540000,53.160000,15.370000,41.78,26.85,11.34,26.85,0.000000,6.45,34.03,7.13,33.3,6.450000,4.130000,15.000000,4.150000,115.010000,11.34,4.090000,15.000000,271.830000,41.78,91.34,45.66,0.000000,110.850000,31.890000,237.97,92.11,47.59

58,14:15-14:30,26.85,70.540000,53.160000,15.080000,42.92,26.85,11.86,26.85,0.000000,7,35.58,6.96,32.58,6.450000,4.130000,14.720000,4.150000,115.010000,11.86,4.090000,14.720000,271.830000,42.92,92,46,0.000000,104.360000,31.890000,237.97,91.36,47.59

59,14:30-14:45,26.85,70.540000,53.160000,14.390000,44.09,26.85,12.47,26.85,0.000000,7.45,37.43,6.93,31.86,6.450000,4.360000,14.050000,4.150000,165.940000,12.48,4.090000,14.050000,271.830000,44.09,92.67,46.33,0.000000,96.130000,31.890000,225,80.88,45

60,14:45-15:00,26.85,70.540000,53.160000,13.880000,45.66,26.85,13.12,26.85,0.000000,8.56,39.34,6.94,31.25,6.450000,4.360000,13.540000,4.150000,165.940000,13.11,4.090000,13.540000,271.830000,45.66,90.67,45.33,0.000000,87.150000,31.890000,225,79.24,45

61,15:00-15:15,26.85,70.540000,53.160000,13.270000,46.78,26.85,14.75,26.85,0.000000,9.57,44.28,6.95,30.57,6.230000,4.360000,12.950000,4.000000,165.940000,14.76,4.230000,12.950000,271.830000,46.78,86,43,0.000000,76.630000,50.910000,220.73,75.48,44.14

62,15:15-15:30,26.85,94.810000,53.160000,12.480000,48.33,26.85,15.91,26.85,0.000000,10.27,47.75,6.94,29.64,6.230000,4.360000,12.170000,4.000000,165.940000,15.92,4.230000,12.170000,271.830000,48.33,81.34,40.66,0.000000,70.880000,50.910000,198.47,71.15,39.69

63,15:30-15:45,26.85,111.790000,53.160000,11.840000,49.8,26.85,17.54,26.85,0.000000,11.16,52.62,6.82,27.58,3.660000,4.360000,11.550000,4.000000,165.940000,17.54,4.230000,11.550000,271.830000,49.8,78,39,0.000000,65.920000,50.910000,179.62,67.14,35.92

64,15:45-16:00,26.85,107.520000,53.160000,11.000000,52.97,26.85,19.57,26.85,0.000000,12.18,58.72,6.84,26.63,3.660000,4.360000,10.730000,4.000000,190.100000,19.57,4.230000,10.730000,271.830000,52.97,76,38,0.000000,61.300000,50.910000,183.42,33.41,36.68

65,16:00-16:15,26.85,106.570000,53.160000,8.840000,56.18,26.85,22.66,26.85,0.000000,13.76,67.97,7.13,25.45,3.590000,4.440000,8.630000,4.000000,226.080000,22.66,4.420000,8.630000,271.830000,56.18,70.67,35.33,0.000000,55.450000,50.910000,171.93,36.78,34.38

66,16:15-16:30,26.85,106.570000,53.160000,8.210000,57.26,26.85,25.39,26.85,0.000000,14.59,76.18,6.96,24.15,3.590000,4.440000,8.000000,4.000000,226.080000,25.39,4.420000,8.000000,271.830000,57.26,66,33,0.000000,47.910000,50.910000,151.68,40.11,30.34

67,16:30-16:45,26.85,106.570000,53.160000,7.130000,59.11,26.85,27.74,26.85,0.000000,15.32,83.23,6.93,21.68,3.590000,4.440000,6.960000,4.000000,226.080000,27.74,4.420000,6.960000,271.830000,59.11,60,30,0.000000,39.010000,50.910000,135.68,43.45,27.14

68,16:45-17:00,26.85,106.570000,53.160000,6.160000,62.49,26.85,29.23,26.85,0.000000,15.33,87.74,6.94,19.09,3.590000,4.440000,6.000000,4.000000,226.080000,29.25,4.420000,6.000000,271.830000,62.49,56.67,28.33,0.000000,30.800000,50.910000,113.63,39.39,22.73

69,17:00-17:15,24.64,106.570000,53.160000,5.180000,53.18,27.95,25.85,27.96,0.000000,15.49,77.53,6.95,21.48,3.640000,3.960000,5.050000,4.080000,165.940000,25.84,4.600000,5.050000,271.830000,53.18,34,17,0.000000,23.860000,50.420000,93.64,32.85,18.73

70,17:15-17:30,13.97,106.570000,53.160000,4.190000,52.53,21.58,25.71,33,0.000000,15.09,77.18,6.94,17.54,2.360000,3.960000,4.090000,4.080000,165.940000,25.73,4.600000,4.090000,271.830000,52.53,29.33,14.67,0.000000,18.450000,50.420000,72.57,26.6,14.51

71,17:30-17:45,8.14,106.570000,53.160000,3.240000,51.78,9.51,25.51,18.96,0.000000,15.14,76.51,6.82,13.89,2.750000,4.190000,3.160000,4.080000,226.080000,25.5,4.600000,3.160000,271.830000,51.78,20,10,0.000000,13.710000,50.420000,62.17,20.28,12.43

72,17:45-18:00,2.51,106.570000,53.160000,2.390000,52.23,4.75,25.44,12.03,0.000000,15.14,76.34,6.84,10.18,3.160000,4.190000,2.330000,4.080000,261.530000,25.45,4.600000,2.330000,271.830000,52.23,13.33,6.67,0.000000,9.390000,50.420000,46.29,14.27,9.26

73,18:00-18:15,0,106.570000,82.150000,1.610000,53,0,25.25,0,0.000000,14.97,75.76,7.13,6.93,3.580000,4.190000,1.570000,4.080000,261.530000,25.26,4.600000,1.570000,271.830000,53,10,5,0.000000,5.680000,50.420000,33.55,9.15,6.71

74,18:15-18:30,0,106.570000,101.240000,1.130000,55.12,0,25.01,0,0.000000,14.21,75.04,6.96,4.3,4.000000,4.190000,1.110000,4.080000,261.530000,25.01,4.600000,1.110000,271.830000,55.12,6.67,3.33,0.000000,2.850000,50.420000,21.06,5.29,4.21

75,18:30-18:45,0,106.570000,101.240000,0.000000,55.55,0,24.03,0,0.000000,15.36,72.11,6.93,1.86,4.460000,4.190000,0.000000,4.080000,261.530000,24.04,4.600000,0.000000,271.830000,55.55,3.33,1.67,0.000000,1.180000,62.900000,12.73,2.63,2.54

76,18:45-19:00,0,106.570000,101.240000,0.000000,55.22,0,23.7,0,0.000000,15.23,71.1,6.94,0.5,4.970000,4.190000,0.000000,4.080000,261.530000,23.7,4.600000,0.000000,271.830000,55.22,1.33,0.67,0.000000,0.230000,62.900000,6.19,0.81,1.24

77,19:00-19:15,0,106.570000,101.240000,0.000000,54.88,0,23.43,0,0.000000,15.04,70.31,6.95,0,6.170000,3.890000,0.000000,4.150000,261.530000,23.44,4.600000,0.000000,271.830000,54.88,0.29,0.15,0.000000,0.000000,87.180000,1.86,0.03,0.37

78,19:15-19:30,0,106.570000,101.240000,0.000000,54.53,0,23.26,0,0.000000,14.89,69.81,6.94,0,6.170000,3.890000,0.000000,4.150000,261.530000,23.27,4.600000,0.000000,271.830000,54.53,0,0,0.000000,0.000000,87.180000,0.14,0.03,0.03

79,19:30-19:45,0,106.570000,101.240000,0.000000,51.35,0,23.16,0,0.000000,14.51,69.46,6.82,0,6.170000,3.890000,0.000000,4.150000,261.530000,23.15,4.270000,0.000000,271.830000,51.35,0,0,0.000000,0.000000,87.180000,0,0.03,0

80,19:45-20:00,0,106.570000,101.240000,0.000000,48.66,0,23.25,0,0.000000,14.11,69.78,6.84,0,6.170000,3.890000,0.000000,4.150000,261.530000,23.26,4.270000,0.000000,271.830000,48.66,0,0,0.000000,0.000000,87.180000,0,0,0

81,20:00-20:15,0,106.570000,101.240000,0.000000,53.44,0,23.51,0,0.000000,13.77,70.51,7.13,0,6.170000,3.890000,0.000000,4.150000,261.530000,23.5,4.270000,0.000000,271.830000,53.44,0,0,0.000000,0.000000,87.180000,0,0,0

82,20:15-20:30,0,106.570000,101.240000,0.000000,53.72,0,23.51,0,0.000000,12.87,70.51,6.92,0,6.170000,3.890000,0.000000,4.150000,261.530000,23.5,4.270000,0.000000,271.830000,53.72,0,0,0.000000,0.000000,87.180000,0,0,0

83,20:30-20:45,0,106.570000,101.240000,0.000000,53.29,0,23.25,0,0.000000,12.51,69.78,6.93,0,6.170000,3.890000,0.000000,3.920000,261.530000,23.26,4.000000,0.000000,271.830000,53.29,0,0,0.000000,0.000000,87.180000,0,0,0

84,20:45-21:00,0,106.570000,101.240000,0.000000,52.75,0,23.01,0,0.000000,12.19,69.01,7,0,6.170000,3.890000,0.000000,3.920000,261.530000,23,4.000000,0.000000,271.830000,52.75,0,0,0.000000,0.000000,87.180000,0,0,0

85,21:00-21:15,0,106.570000,101.240000,0.000000,52,0,27.76,0,0.000000,13.95,83.26,7,0,6.170000,4.040000,0.000000,3.920000,261.530000,27.75,4.000000,0.000000,271.830000,52,0,0,0.000000,0.000000,87.180000,0,0,0

86,21:15-21:30,0,106.570000,101.240000,0.000000,56.82,0,27.65,0,0.000000,13.84,82.93,6.83,0,6.170000,4.040000,0.000000,3.920000,261.530000,27.64,4.000000,0.000000,271.830000,56.82,0,0,0.000000,0.000000,87.180000,0,0,0

87,21:30-21:45,0,106.570000,101.240000,0.000000,56.27,0,27.23,0,0.000000,13.44,81.69,6.99,0,6.170000,4.040000,0.000000,3.920000,261.530000,27.23,4.000000,0.000000,271.830000,56.27,0,0,0.000000,0.000000,87.180000,0,0,0

88,21:45-22:00,0,106.570000,101.240000,0.000000,56.07,0,26.72,0,0.000000,13.11,80.16,6.97,0,6.170000,4.040000,0.000000,3.920000,261.530000,26.72,4.000000,0.000000,271.830000,56.07,0,0,0.000000,0.000000,87.180000,0,0,0

89,22:00-22:15,0,106.570000,101.240000,0.000000,56.05,0,26.41,0,0.000000,13.27,79.2,6.92,0,6.170000,4.040000,0.000000,3.920000,261.530000,26.4,3.900000,0.000000,271.830000,56.05,0,0,0.000000,0.000000,87.180000,0,0,0

90,22:15-22:30,0,106.570000,101.240000,0.000000,55.65,0,26.26,0,0.000000,15.22,78.76,6.84,0,6.170000,4.040000,0.000000,3.920000,261.530000,26.25,3.900000,0.000000,271.830000,55.65,0,0,0.000000,0.000000,87.180000,0,0,0

91,22:30-22:45,0,106.570000,101.240000,0.000000,58.38,0,28.01,0,0.000000,14.88,84.01,6.99,0,6.170000,4.040000,0.000000,3.920000,261.530000,28,3.900000,0.000000,271.830000,58.38,0,0,0.000000,0.000000,87.180000,0,0,0

92,22:45-23:00,0,106.570000,101.240000,0.000000,57.75,0,28.24,0,0.000000,14.11,84.75,6.97,0,6.170000,4.040000,0.000000,3.920000,261.530000,28.25,3.900000,0.000000,271.830000,57.75,0,0,0.000000,0.000000,87.180000,0,0,0

93,23:00-23:15,0,106.570000,101.240000,0.000000,56.92,0,27.81,0,0.000000,13.77,83.48,6.92,0,6.170000,4.040000,0.000000,3.850000,261.530000,27.83,3.810000,0.000000,271.830000,56.92,0,0,0.000000,0.000000,87.180000,0,0,0

94,23:15-23:30,0,106.570000,101.240000,0.000000,56.15,0,27.25,0,0.000000,13.55,81.78,6.84,0,6.170000,4.040000,0.000000,3.850000,261.530000,27.26,3.810000,0.000000,271.830000,56.15,0,0,0.000000,0.000000,87.180000,0,0,0

95,23:30-23:45,0,106.570000,101.240000,0.000000,55.8,0,26.98,0,0.000000,13.51,80.94,6.96,0,6.170000,4.040000,0.000000,3.850000,261.530000,26.98,3.810000,0.000000,271.830000,55.8,0,0,0.000000,0.000000,87.180000,0,0,0

