Block,Time,BSIUL,DULHASTI,KKNP,NLCIIST1,NTPL,RAPPC,SALAL,SEWA2,TALA,UNCHAHAR2,UNCHAHAR4,BRBCL,NJPC,PARBATI3,SASAN,TANDA2,VALLURNTECL,AURY_GF,CHAMERA2,FSTPP I & II,NLCIIST2,RAPPB,RIHAND2,TANAKPUR,URI2,ANTA_GF,DADRI_RF,DHAULIGNGA,MAPS,NNTPP,UNCHAHAR1,DADRI_CRF,CHAMERA1,DADRT2,RIHAND1,RSTPSU1TO6,RSTPSU7,ANTA_RF,CHAMERA3,KGSU3AND4,KHSTPP-I,KHSTPP-II,KUDGI,NAPP,NLCTS2EXP,RIHAND3,SINGRAULI_HYDRO,URI,ANTA_CRF,AURY_LF,DADRI_LF,KGSU1AND2,KISHANGANGA,KOTESHWR,NLCEXP,RAMPUR,SIMHST1,SINGRAULI,TEHRI,TelanganaSTPP,ANTA_LF,AURY_RF,DADRI_GF,JHAJJAR,KKNPPU2,KOLDAM,SIMHST2,TALST2,UNCHAHAR3,AURY_CRF
6,01:15-01:30,0,49.43,0,0,0,51.64,21.5,0,10.79,42.4,0,15,70.17,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,26.9,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,38.24,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

7,01:30-01:45,0,49.43,0,0,0,51.64,21.5,0,10.79,42.4,0,15,70.17,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,38.24,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

8,01:45-02:00,0,49.43,0,0,0,51.64,38.35,0,10.79,42.4,0,15,70.17,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,38.24,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

9,02:00-02:15,0,49.43,0,0,0,51.64,79.38,0,10.94,42.4,0,15,70.17,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,38.24,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

10,02:15-02:30,0,49.43,0,0,0,51.64,79.38,0,10.94,42.4,0,15,46.78,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,39.45,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

11,02:30-02:45,0,49.43,0,0,0,51.64,79.38,0,10.94,42.4,0,15,46.78,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,39.45,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

12,02:45-03:00,0,49.43,0,0,0,51.64,79.38,0,10.94,42.4,0,15,46.78,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,39.45,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

13,03:00-03:15,0,49.43,0,0,0,51.64,27.89,0,11.52,42.4,0,15,46.78,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,39.45,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

14,03:15-03:30,0,49.43,0,0,0,51.64,26.14,0,11.52,42.4,0,15,46.78,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,39.45,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,135,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

15,03:30-03:45,0,49.43,0,0,0,51.64,26.14,0,11.52,42.4,0,15,46.78,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,39.45,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

16,03:45-04:00,0,49.43,0,0,0,51.64,26.14,0,11.52,42.4,0,15,46.78,0,407.81,0,0,0,13.17,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,9.68,0,39.45,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,14.99,0,0,68.96,0,554.31,0,0,0,0,0,0

17,04:00-04:15,0,49.43,0,0,0,51.64,26.14,0,11.52,42.4,0,15,46.78,0,407.81,0,0,0,2.14,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,0,0,44.92,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,15.56,0,0,68.96,0,554.31,0,0,0,0,0,0

18,04:15-04:30,0,49.43,0,0,0,51.64,26.14,0,11.52,42.4,0,15,46.78,0,407.81,0,0,0,2.14,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,0,0,44.92,131.13,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,15.56,0,0,68.96,0,554.31,0,0,0,0,0,0

19,04:30-04:45,0,49.43,0,0,0,51.64,26.14,0,11.52,42.4,0,15,46.78,0,407.81,0,0,0,2.14,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,0,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,15.56,0,0,68.96,0,554.31,0,0,0,0,0,0

20,04:45-05:00,0,49.43,0,0,0,51.64,26.14,0,11.43,42.4,0,15,46.78,0,407.81,0,0,0,2.14,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,0,341.57,46,0,0,42.74,0,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,15.56,0,0,68.96,0,554.31,0,0,0,0,0,0

21,05:00-05:15,0,49.43,0,0,0,51.64,26.14,0,11.43,42.4,0,15,46.78,0,407.81,0,0,0,2.14,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,11.85,341.57,46,0,0,42.74,0,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,15.56,0,0,68.96,0,554.31,0,0,0,0,0,0

22,05:15-05:30,1.1,49.43,0,0,0,51.64,26.14,0,10.96,42.4,0,15,46.78,2.55,407.81,0,0,0,2.14,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,12.33,341.57,46,0,0,42.74,0,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,15.56,0,0,68.96,0,554.31,0,0,0,0,0,0

23,05:30-05:45,6.52,49.43,0,0,0,51.64,26.14,0,10.47,42.4,0,15,70.17,6.36,407.81,0,0,0,5.33,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,13.43,341.57,46,0,0,42.74,9.68,0,44.92,148.3,0,41.01,0,124.32,0,7.73,0,0,21.92,0,0,8.87,0,0,0,138.75,15.56,0,0,68.96,0,554.31,0,0,0,0,0,0

24,05:45-06:00,6.52,49.43,0,0,0,51.64,26.14,0,10.09,42.4,0,15,88.93,49.01,407.81,0,0,0,15.99,20.8,0,0,118.76,11.53,5.38,0,66.85,27.48,0,0,20.56,0,13.43,341.57,46,0,0,42.74,19.36,0,44.92,148.3,0,41.01,0,124.32,0,7.73,0,0,21.92,0,0,17.75,0,0,0,138.75,15.56,0,0,68.96,0,554.31,0,0,0,0,0,0

25,06:00-06:15,19.56,49.93,0,0,0,51.64,26.14,0,9.88,42.4,0,15,116.95,49.01,399.38,0,0,0,40.79,20.8,0,0,118.76,13.06,5.38,0,66.85,37.65,0,0,20.56,0,14.05,341.57,46,0,0,41.68,30.56,0,44.92,148.3,0,41.01,0,124.32,0,7.73,0,0,21.92,0,0,29.58,0,0,0,138.75,31.13,0,0,68.96,0,554.31,0,0,0,0,0,0

26,06:15-06:30,19.56,49.93,0,0,0,51.64,26.14,0,9.38,42.4,0,15,116.95,49.01,399.38,0,0,0,40.79,20.8,0,0,118.76,13.06,5.38,0,66.85,37.65,0,0,20.56,0,14.05,341.57,46,0,0,41.68,30.56,0,44.92,148.3,0,41.01,0,124.32,0,11.04,0,0,21.92,0,0,29.58,0,0,0,138.75,31.13,0,0,68.96,0,554.31,0,0,0,0,0,0

27,06:30-06:45,19.56,49.93,0,0,0,51.64,26.14,0,9.38,42.4,0,15,116.95,49.01,399.38,0,0,0,40.79,20.8,0,0,118.76,13.06,5.38,0,66.85,37.65,0,0,20.56,0,14.05,341.57,46,0,0,41.68,30.56,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,29.58,0,0,0,138.75,31.13,0,0,68.96,0,554.31,0,0,0,0,0,0

28,06:45-07:00,19.56,49.93,0,0,0,51.64,26.14,0,9.53,42.4,0,15,116.95,49.01,399.38,0,0,0,40.79,20.8,0,0,118.76,13.06,5.38,0,66.85,37.65,0,0,20.56,0,14.05,341.57,46,0,0,41.68,30.56,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,29.58,0,0,0,138.75,30.68,0,0,68.96,0,554.31,0,0,0,0,0,0

29,07:00-07:15,6.52,49.43,0,0,0,51.64,26.14,0,9.62,42.4,0,15,116.95,49.01,399.38,0,0,0,39.51,20.8,0,0,118.76,11.53,5.38,0,66.85,18.23,0,0,20.56,0,11.85,341.57,46,0,0,41.68,19.36,0,44.92,148.3,0,41.01,0,124.32,0,11.04,0,0,21.92,0,0,9.86,0,0,0,138.75,14.93,0,0,68.96,0,554.31,0,0,0,0,0,0

30,07:15-07:30,6.52,49.43,0,0,0,51.64,26.14,0,9.76,42.4,0,15,85.23,6.36,399.38,0,0,0,26.34,20.8,0,0,118.76,11.53,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,9.68,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.96,0,554.31,0,0,0,0,0,0

31,07:30-07:45,6.52,49.43,0,0,0,51.64,26.14,0,9.9,42.4,0,15,70.17,2.55,399.38,0,0,0,12,20.8,0,0,118.76,11.27,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,9.68,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.96,0,554.31,0,0,0,0,0,0

32,07:45-08:00,6.52,49.43,0,0,0,51.64,38.35,0,10.02,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.27,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.96,0,554.31,0,0,0,0,0,0

33,08:00-08:15,6.52,49.43,0,0,0,51.64,79.38,0,10.17,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

34,08:15-08:30,6.52,49.43,0,0,0,51.64,79.38,0,10.17,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

35,08:30-08:45,6.52,49.43,0,0,0,51.64,79.38,0,10.17,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

36,08:45-09:00,6.52,49.43,0,0,0,51.64,79.38,0,9.88,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

37,09:00-09:15,6.52,49.43,0,0,0,51.64,27.89,0,9.88,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,26.9,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

38,09:15-09:30,6.52,49.43,0,0,0,51.64,26.14,0,9.88,42.4,0,15,46.78,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,26.9,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,11.04,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

39,09:30-09:45,6.52,49.43,0,0,0,51.64,26.14,0,10.79,42.4,0,15,46.78,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,26.9,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

40,09:45-10:00,6.52,49.43,0,0,0,51.64,26.14,0,10.79,42.4,0,15,46.78,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,26.9,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.68,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

41,10:00-10:15,6.52,49.43,0,0,0,51.64,26.14,0,10.79,42.4,0,15,46.78,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,26.9,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.48,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

42,10:15-10:30,6.52,49.43,0,0,0,51.64,26.14,0,10.79,42.4,0,15,46.78,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,26.9,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.48,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

43,10:30-10:45,6.52,49.43,0,0,0,51.64,26.14,0,10.79,42.4,0,15,46.78,0,399.38,0,0,0,2.4,20.8,0,0,118.76,13.06,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.48,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

44,10:45-11:00,6.52,49.43,0,0,0,51.64,26.14,0,10.79,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,13.06,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.48,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

45,11:00-11:15,0,49.43,0,0,0,51.64,26.14,0,10.79,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,13.06,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.48,0,0,44.92,148.3,0,41.01,0,124.32,0,11.04,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

46,11:15-11:30,0,49.43,0,0,0,51.64,26.14,0,10.79,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,13.06,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.48,0,0,44.92,148.3,0,41.01,0,124.32,0,11.04,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

47,11:30-11:45,0,49.43,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.48,0,0,44.92,148.3,0,41.01,0,124.32,0,11.04,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

48,11:45-12:00,0,49.43,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,5.38,0,66.85,9.11,0,0,20.56,0,0,341.57,46,0,0,41.48,0,0,44.92,148.3,0,41.01,0,124.32,0,11.04,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

49,12:00-12:15,0,49.43,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.4,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

50,12:15-12:30,0,49.43,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.4,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

51,12:30-12:45,0,49.43,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.4,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

52,12:45-13:00,0,49.43,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.4,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

53,13:00-13:15,0,49.43,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.4,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

54,13:15-13:30,0,49.43,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.4,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

55,13:30-13:45,0,44.91,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.54,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

56,13:45-14:00,0,44.91,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.54,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.75,0,554.31,0,0,0,0,0,0

57,14:00-14:15,0,44.91,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.54,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

58,14:15-14:30,0,44.91,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.54,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

59,14:30-14:45,0,44.91,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.54,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

60,14:45-15:00,0,44.91,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.54,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

61,15:00-15:15,0,44.91,0,0,0,51.64,26.14,0,10.94,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.54,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

62,15:15-15:30,0,44.91,0,0,0,51.64,26.14,0,10.64,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,7.54,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

