Block,Time,CHAMERA1,CHAMERA2,JHAJJAR,KGSU3AND4,KHSTPP-II,PARBATI3,RIHAND2,UNCHAHAR3,VALLURNTECL,ANTA_LF,BSIUL,DULHASTI,KOTESHWR,RSTPSU1TO6,URI2,AURY_LF,BRBCL,DHAULIGNGA,FSTPP I & II,KKNP,KUDGI,NJPC,NLCIIST1,RIHAND1,SEWA2,TALA,TANAKPUR,TelanganaSTPP,DADRT2,KGSU1AND2,RAPPB,RSTPSU7,SALAL,TEHRI,UNCHAHAR2,URI,AURY_CRF,DADRI_CRF,KISHANGANGA,KKNPPU2,MAPS,NLCEXP,NLCTS2EXP,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_RF,DADRI_GF,CHAMERA3,NLCIIST2,NTPL,RAMPUR,RIHAND3,SINGRAULI,AURY_GF,KHSTPP-I,NAPP,TANDA2,ANTA_CRF,AURY_RF,DADRI_LF,KOLDAM,NNTPP,RAPPC,SASAN,SIMHST1,SIMHST2,TALST2,UNCHAHAR4,ANTA_GF,DADRI_RF
65,16:00-16:15,0,4,434.65,0,148.3,0,118.76,26.4,0,0,0,16.48,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,10.53,0,1.79,0,683.14,0,0,0,2.33,34.02,42.39,34.23,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,117,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

66,16:15-16:30,0,13.17,434.65,0,148.3,0,118.76,26.4,0,0,0,16.48,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,10.53,0,1.79,0,683.14,0,0,0,2.33,34.02,42.39,34.23,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,118.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

67,16:30-16:45,0,13.17,434.65,0,148.3,0,118.76,26.4,0,0,0,16.48,8.87,0,28.25,0,20,0,18.2,0,0,23.39,0,92,10.53,0,2.05,0,683.14,0,0,0,2.33,34.02,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.88,0,0,0,0,0,124.33,118.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

68,16:45-17:00,13.2,13.17,434.65,0,148.3,0,118.76,26.4,0,0,0,16.48,8.87,0,28.25,0,20,0,18.2,0,0,23.39,0,92,10.53,0,2.05,0,683.14,0,0,0,2.33,34.02,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.88,0,0,0,0,0,124.33,120,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

69,17:00-17:15,24.57,13.17,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,28.25,0,20,9.14,18.2,0,0,46.78,0,92,10.53,0,4.1,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,26.88,0,0,0,0,0,124.33,120,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

70,17:15-17:30,42.15,26.34,434.65,0,148.3,0,118.76,26.4,0,0,6.52,32.96,17.75,0,28.25,0,20,9.24,18.2,0,0,46.78,0,92,10.53,0,4.1,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,26.88,0,19.35,0,0,0,124.33,121.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

71,17:30-17:45,42.15,39.51,434.65,0,148.3,0,118.76,26.4,0,0,19.56,49.43,39.05,0,28.25,0,20,27.41,18.2,0,0,70.17,0,92,10.53,0,4.1,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.09,0,29.06,0,0,0,124.33,121.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

72,17:45-18:00,42.15,39.51,434.65,0,148.3,0,118.76,26.4,0,0,19.56,49.43,39.05,0,28.25,0,20,27.41,18.2,0,0,93.56,0,92,10.53,0,4.1,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.19,0,29.06,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

73,18:00-18:15,42.15,39.51,434.65,0,148.3,0,118.76,26.4,0,0,19.56,49.43,39.05,0,28.25,0,20,27.41,18.2,0,0,116.95,0,92,10.53,0,1.79,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.3,0,29.06,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

74,18:15-18:30,42.15,39.51,434.65,0,148.3,0,118.76,26.4,0,0,19.56,49.43,39.05,0,28.25,0,20,27.41,18.2,0,0,140.35,0,92,10.53,0,1.79,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.41,0,29.06,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

75,18:30-18:45,41.28,39.51,434.65,0,148.3,0,118.76,26.4,0,0,19.56,49.43,39.05,0,28.25,0,20,27.41,18.2,0,0,140.35,0,92,10.53,0,1.79,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.41,0,29.06,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

76,18:45-19:00,41.28,39.51,434.65,0,148.3,0,118.76,26.4,0,0,19.56,49.43,39.05,0,28.25,0,20,27.41,18.2,0,0,140.35,0,92,10.53,0,1.79,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.62,0,29.06,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

77,19:00-19:15,23.7,39.51,434.65,0,148.3,3.82,118.76,26.4,0,0,6.52,32.96,17.75,0,28.25,0,20,16.64,18.2,0,0,116.95,0,92,10.53,0,1.79,0,683.14,0,0,0,2.33,44.73,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.72,0,9.68,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

78,19:15-19:30,13.2,39.51,434.65,0,148.3,16.54,118.76,26.4,0,0,6.52,32.96,17.75,0,28.25,0,20,0,18.2,0,0,93.56,0,92,10.53,0,1.79,0,683.14,0,0,0,13.95,34.02,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.93,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

79,19:30-19:45,13.2,4,434.65,0,148.3,16.54,118.76,26.4,0,0,6.52,16.48,17.75,0,33.23,0,20,0,18.2,0,0,46.78,0,92,8.79,0,1.79,0,683.14,0,0,0,70.88,34.02,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.93,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

80,19:45-20:00,0,0,434.65,0,148.3,16.54,118.76,26.4,0,0,6.52,16.48,17.75,0,33.23,0,20,0,18.2,0,0,23.39,0,92,8,0,1.79,0,683.14,0,0,0,70.88,34.02,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.93,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

81,20:00-20:15,0,0,434.65,0,148.3,16.54,118.76,26.4,0,0,6.52,16.48,8.87,0,33.23,0,20,0,18.2,0,0,22.83,0,92,0,0,1.79,0,683.14,0,0,0,70.88,34.02,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.93,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

82,20:15-20:30,0,0,434.65,0,148.3,16.54,118.76,26.4,0,0,6.52,16.48,8.87,0,33.23,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,70.88,34.02,42.39,33.12,0,0,0,0,0,0,0,0.69,20.85,27.93,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

83,20:30-20:45,0,0,434.65,0,148.3,16.54,118.76,26.4,0,0,6.52,16.48,8.87,0,33.23,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,15.11,34.02,42.39,39.75,0,0,0,0,0,0,0,0.69,20.85,27.93,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

84,20:45-21:00,0,0,434.65,0,148.3,3.57,118.76,26.4,0,0,6.52,16.48,8.87,0,33.23,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,22.55,42.39,39.75,0,0,0,0,0,0,0,0.69,20.85,27.93,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

85,21:00-21:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,26.9,0,20,0,18.2,0,0,0,0,92,0,0,1.15,0,683.14,0,0,0,13.36,22.55,42.39,39.75,0,0,0,0,0,0,0,0.71,20.85,28.14,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

86,21:15-21:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,26.9,0,20,0,18.2,0,0,0,0,92,0,0,1.15,0,683.14,0,0,0,13.36,22.55,42.39,39.75,0,0,0,0,0,0,0,0.71,20.85,28.14,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

87,21:30-21:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,26.9,0,20,0,18.2,0,0,0,0,92,0,0,1.15,0,683.14,0,0,0,13.36,22.55,42.39,34.78,0,0,0,0,0,0,0,0.71,20.85,28.14,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

88,21:45-22:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,26.9,0,20,0,18.2,0,0,0,0,92,0,0,1.15,0,683.14,0,0,0,13.36,22.55,42.39,34.78,0,0,0,0,0,0,0,0.71,20.85,28.14,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

89,22:00-22:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,26.9,0,20,0,18.2,0,0,0,0,92,0,0,0.77,0,683.14,0,0,0,13.36,22.55,42.39,33.67,0,0,0,0,0,0,0,0.71,20.85,28.14,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

90,22:15-22:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,26.9,0,20,0,18.2,0,0,0,0,92,0,0,0.77,0,683.14,0,0,0,13.36,22.55,42.39,33.67,0,0,0,0,0,0,0,0.71,20.85,28.14,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

91,22:30-22:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,28.25,0,20,0,18.2,0,0,0,0,92,0,0,0.77,0,683.14,0,0,0,13.36,10.97,42.39,33.67,0,0,0,0,0,0,0,0.71,20.85,28.14,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

92,22:45-23:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,28.25,0,20,0,18.2,0,0,0,0,92,0,0,0.77,0,683.14,0,0,0,13.36,10.97,42.39,33.67,0,0,0,0,0,0,0,0.71,20.85,28.14,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

93,23:00-23:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,28.25,0,20,0,18.2,0,0,0,0,92,0,0,0.9,0,683.14,0,0,0,13.36,10.97,42.39,33.67,0,0,0,0,0,0,0,0.71,20.85,28.24,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

94,23:15-23:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,28.25,0,20,0,18.2,0,0,0,0,92,0,0,0.9,0,683.14,0,0,0,13.36,10.97,42.39,33.67,0,0,0,0,0,0,0,0.71,20.85,28.24,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

95,23:30-23:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,28.25,0,20,0,18.2,0,0,0,0,92,0,0,0.9,0,683.14,0,0,0,2.33,10.97,42.39,33.67,0,0,0,0,0,0,0,0.71,20.85,28.35,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

96,23:45-24:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,28.25,0,20,0,18.2,0,0,0,0,92,0,0,0.9,0,683.14,0,0,0,2.33,0,42.39,33.67,0,0,0,0,0,0,0,0.71,20.85,28.35,0,0,0,0,0,124.33,123,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

