Block,Time Block,CHAMERA1,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,FSTPP I & II,KGSU1AND2,KHSTPP-II,KKNP,KGSU3AND4,KISHANGANGA,MAPS,NLCEXP,KOTESHWR,NLCIIST1,NJPC,KKNPPU2,KOLDAM,NAPP,KUDGI,RAPPB,RIHAND2,RAMPUR,RIHAND1,NLCIIST2,NLCTS2EXP,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND3,RSTPSU7,SALAL,SEWA2,RSTPSU1TO6,SASAN,SIMHST1,AURY_RF,DADRI_CRF,DADRI_RF,AURY_LF,DADRI_LF,AURY_GF,DADRI_GF,SIMHST2,TALA,TelanganaSTPP,TEHRI,TANDA2,SINGRAULI_HYDRO,TALST2,SINGRAULI,TANAKPUR,URI2,ANTA_GF,AURY_CRF,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,ANTA_RF,URI,UNCHAHAR1,VALLURNTECL,ANTA_LF,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,27.35,11.7,0,30.85,42.53,38.85,51.73,362.89,27.89,110.69,10.29,0,123.7,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,72.63,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.42,0,65.13,0,0.48,0,112.37,10.47,23.45,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

9,02:00-02:15,27.35,11.69,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,8.33,0,123.7,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,6.76,122.71,0,72.63,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,112.37,9.12,34.67,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

10,02:15-02:30,27.35,12.57,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,96.65,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,6.76,122.71,0,72.63,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,112.37,9.12,34.67,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

11,02:30-02:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,96.65,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,72.63,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,112.37,9.12,34.67,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

12,02:45-03:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,96.65,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,72.63,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,112.37,9.12,34.67,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

13,03:00-03:15,27.35,13.85,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,96.65,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,112.37,9.12,23.45,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

14,03:15-03:30,27.35,14.3,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,96.65,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,112.37,9.12,23.45,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

15,03:30-03:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,96.65,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.36,0,20.27,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,100.62,9.12,23.45,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

16,03:45-04:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,96.65,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,20.27,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,100.62,9.12,23.45,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

17,04:00-04:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,24.74,110.69,9.05,0,114.18,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,20.27,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

18,04:15-04:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,24.74,110.69,9.05,0,114.18,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,20.27,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

19,04:30-04:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,95.69,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,20.27,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.7,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

20,04:45-05:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,95.69,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,6.76,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.52,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

21,05:00-05:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,98.57,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,6.76,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,8.81,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

22,05:15-05:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,98.57,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,6.76,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,8.62,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

23,05:30-05:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,98.57,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,12.17,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,8.52,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

24,05:45-06:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,21.99,110.69,7.62,0,98.57,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,51.35,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,8.22,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

25,06:00-06:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,28,110.69,9.18,0,115.57,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,117.05,3.4,58.2,0,0,0,58.21,0,51.35,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,8.04,0,65.13,0,0.48,0,112.37,11.09,25.58,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

26,06:15-06:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,28,110.69,9.18,0,115.57,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,117.05,3.4,58.2,0,0,0,58.21,0,51.35,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,8.02,0,65.13,0,0.48,0,112.37,11.09,25.58,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

27,06:30-06:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,28,110.69,9.18,0,115.57,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,117.05,3.4,58.2,0,0,0,58.21,0,51.35,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.02,0,65.13,0,0.48,0,112.37,2.46,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

28,06:45-07:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,28,110.69,9.18,0,115.57,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,117.05,3.4,58.2,0,0,0,58.21,0,51.35,122.71,0,67.05,16.7,0,386.24,0,0,0,0,0,0,0,0,0,9.1,0,65.13,0,0.48,0,112.37,2.46,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

29,07:00-07:15,25.07,14.43,0,30.85,42.53,38.85,51.73,362.89,28,110.69,9.18,0,115.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,35.14,91.28,0,67.05,16.7,0,395.71,0,0,0,0,0,0,0,0,0,9.2,0,65.13,0,0.48,0,100.62,4.93,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

30,07:15-07:30,25.07,14.43,0,30.85,42.53,38.85,51.73,362.89,28,110.69,9.18,0,115.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,6.76,91.28,0,67.05,16.7,0,397.61,0,0,0,0,0,0,0,0,0,9.51,0,65.13,0,0.48,0,100.62,9.86,25.58,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

31,07:30-07:45,26.59,14.43,0,30.85,42.53,38.85,51.73,362.89,28,110.69,9.18,0,115.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,6.76,91.28,0,67.05,16.7,0,397.61,0,0,0,0,0,0,0,0,0,8.91,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

32,07:45-08:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,28,110.69,9.18,0,115.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.21,0,6.76,91.28,0,67.05,16.7,0,397.61,0,0,0,0,0,0,0,0,0,8.87,0,65.13,0,0.48,0,100.62,11.09,25.58,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

33,08:00-08:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,18.69,110.69,9.18,0,95.88,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.36,0,20.27,91.28,0,67.05,16.7,0,397.61,0,0,0,0,0,0,0,0,0,8.86,0,65.13,0,0.48,0,100.62,11.09,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

34,08:15-08:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,18.69,110.69,9.18,0,95.88,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,94.78,3.4,58.2,0,0,0,58.36,0,20.27,91.28,0,67.05,16.7,0,397.61,0,0,0,0,0,0,0,0,0,8.78,0,65.13,0,0.48,0,100.62,11.09,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

35,08:30-08:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,18.69,110.69,9.18,0,95.88,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,67.05,11.14,0,397.61,0,0,0,0,0,0,0,0,0,8.71,0,65.13,0,0.48,0,112.37,11.09,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

36,08:45-09:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,18.69,110.69,9.18,0,95.88,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,67.05,11.14,0,397.61,0,0,0,0,0,0,0,0,0,8.69,0,65.13,0,0.48,0,112.37,11.09,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

37,09:00-09:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,18.69,110.69,9.18,0,78.89,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,8.72,0,63.95,0,0.48,0,112.37,12.44,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

38,09:15-09:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,18.69,110.69,9.18,0,78.89,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,8.79,0,63.75,0,0.48,0,112.37,12.44,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

39,09:30-09:45,27.35,17.38,0,30.85,42.53,38.85,51.73,362.89,18.69,110.69,9.18,0,78.89,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,7.8,0,51.12,0,0.48,0,112.37,12.44,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

40,09:45-10:00,27.35,17.81,0,30.85,42.53,38.85,51.73,362.89,18.69,110.69,9.18,0,78.89,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,7.79,0,51.12,0,0.48,0,112.37,12.44,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

41,10:00-10:15,27.35,17.81,0,30.85,42.53,38.85,51.73,362.89,22.96,110.69,9.18,0,78.89,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,10.71,0,32.71,0,0.48,0,112.37,12.44,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

42,10:15-10:30,27.35,17.81,0,30.85,42.53,38.85,51.73,362.89,22.96,110.69,9.18,0,98.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,10.91,0,16.35,0,0.48,0,112.37,12.44,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

43,10:30-10:45,27.35,17.81,0,30.85,42.53,38.85,51.73,362.89,22.96,110.69,9.18,0,98.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,10.81,0,16.35,0,0.48,0,112.37,11.09,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

44,10:45-11:00,27.35,17.81,0,30.85,42.53,38.85,51.73,362.89,22.96,110.69,9.18,0,98.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0.48,0,112.37,11.09,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

45,11:00-11:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,22.96,110.69,9.18,0,98.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,10.78,0,0,0,0.48,0,112.37,11.09,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

46,11:15-11:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,22.96,110.69,9.18,0,98.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.36,0,20.27,122.71,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,10.74,0,0,0,0.48,0,112.37,11.09,22.74,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

47,11:30-11:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,22.96,110.69,9.18,0,98.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,103.43,3.4,81.13,0,0,0,58.36,0,6.76,99.98,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,11.53,0,0,0,0.48,0,87.6,11.09,34.67,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

48,11:45-12:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,22.96,110.69,9.18,0,98.57,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,103.43,3.4,81.13,0,0,0,58.36,0,6.76,99.98,0,60.35,11.14,0,397.61,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0.48,0,87.6,11.09,34.67,0,0,14.87,0,23.23,0,35.03,11.77,0,0,0,0,0,0,0,0

49,12:00-12:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,9.18,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,86.25,3.4,59.63,0,0,0,58.36,0,20.27,99.98,0,38.55,11.14,0,397.61,0,0,0,0,0,0,0,0,0,11.42,0,0,0,0.48,0,78.24,7.39,34.67,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

50,12:15-12:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,9.18,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,81.16,3.4,56.76,0,0,0,58.36,0,20.27,99.98,0,38.55,11.14,0,397.61,0,0,0,0,0,0,0,0,0,11.46,0,0,0,0.48,0,78.24,7.39,34.67,0,0,14.87,0,23.23,0,40.87,11.77,0,0,0,0,0,0,0,0

51,12:30-12:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,9.18,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,81.16,3.4,56.76,0,0,0,58.21,0,20.27,99.98,0,38.55,11.14,0,397.61,0,0,0,0,0,0,0,0,0,11.59,0,0,0,0.48,0,78.24,7.39,25.58,0,0,14.87,0,23.23,0,35.56,11.77,0,0,0,0,0,0,0,0

52,12:45-13:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,9.18,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,81.16,3.4,56.76,0,0,0,58.21,0,20.27,99.98,0,62.58,11.14,0,397.61,0,0,0,0,0,0,0,0,0,11.69,0,0,0,0.48,0,78.24,7.39,25.58,0,0,14.87,0,23.23,0,35.56,11.77,0,0,0,0,0,0,0,0

53,13:00-13:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,9.18,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,81.16,3.4,56.76,0,0,0,58.21,0,20.27,99.98,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,11.61,0,0,0,0.48,0,78.24,11.09,25.58,0,0,14.87,0,23.23,0,35.56,11.77,0,0,0,0,0,0,0,0

54,13:15-13:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,9.18,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,81.16,3.4,56.76,0,0,0,58.21,0,20.27,99.98,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,11.69,0,0,0,0.48,0,78.24,11.09,25.58,0,0,14.87,0,23.23,0,35.56,11.77,0,0,0,0,0,0,0,0

55,13:30-13:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,9.18,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,81.16,3.4,56.76,0,0,0,58.21,0,20.27,99.98,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,11.88,0,0,0,0.48,0,78.24,11.09,29.84,0,0,14.87,0,23.23,0,35.56,11.77,0,0,0,0,0,0,0,0

