Block,Time,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/05012040/L_NR_2020_02,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/31102037/L_NR_2019_11
87,21:30-21:45,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,7.34,0,0,272.220000,10.86,0,0,3.730000,7.41,33.22,0.000000,249.720000,101.380000,0,0,33.22,10.87,0.000000,3.500000,0,0,0.000000,0,32.61,0,0,3.470000

88,21:45-22:00,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,7.34,0,0,272.220000,10.61,0,0,3.730000,7.41,32.79,0.000000,249.720000,101.380000,0,0,32.79,10.61,0.000000,3.500000,0,0,0.000000,0,31.84,0,0,3.470000

89,22:00-22:15,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,7.34,0,0,272.220000,10.13,0,0,3.680000,7.41,32.33,0.000000,249.720000,101.380000,0,0,32.33,10.14,0.000000,3.500000,0,0,0.000000,0,30.42,0,0,3.310000

90,22:15-22:30,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,7.34,0,0,272.220000,9.59,0,0,3.680000,7.41,31.79,0.000000,249.720000,101.380000,0,0,31.79,9.6,0.000000,3.500000,0,0,0.000000,0,28.79,0,0,3.310000

91,22:30-22:45,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,7.34,0,0,272.220000,9.19,0,0,3.680000,7.41,31.25,0.000000,249.720000,101.380000,0,0,31.25,9.2,0.000000,3.500000,0,0,0.000000,0,27.59,0,0,3.310000

92,22:45-23:00,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,7.34,0,0,272.220000,8.38,0,0,3.680000,7.41,30.59,0.000000,249.720000,101.380000,0,0,30.59,8.39,0.000000,3.500000,0,0,0.000000,0,25.16,0,0,3.310000

93,23:00-23:15,30.970000,118.080000,0.000000,29.970000,0.000000,30.970000,0,7.34,0,0,272.220000,7.5,0,0,3.680000,7.41,30.11,0.000000,249.720000,101.380000,0,0,30.11,7.5,0.000000,3.500000,0,0,0.000000,0,22.5,0,0,3.310000

94,23:15-23:30,30.970000,118.080000,0.000000,29.970000,0.000000,30.970000,0,7.34,0,0,272.220000,7.5,0,0,3.680000,7.41,29.62,0.000000,249.720000,101.380000,0,0,29.62,7.5,0.000000,3.500000,0,0,0.000000,0,22.5,0,0,3.310000

95,23:30-23:45,30.970000,118.080000,0.000000,29.970000,0.000000,30.970000,0,7.34,0,0,272.220000,7.5,0,0,3.680000,7.41,29.32,0.000000,249.720000,101.380000,0,0,29.32,7.5,0.000000,3.500000,0,0,0.000000,0,22.5,0,0,3.310000

96,23:45-24:00,30.970000,118.080000,0.000000,29.970000,0.000000,30.970000,0,7.34,0,0,272.220000,7.5,0,0,3.680000,7.41,29.02,0.000000,249.720000,101.380000,0,0,29.02,7.5,0.000000,3.500000,0,0,0.000000,0,22.5,0,0,3.310000

