Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/1906,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/4651,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/9482,GNA/WR/2025/01/01/8625,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/8036,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/01/01/9606,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668
34,08:15-08:30,4.13,24.22,31.43,5.34,0.78,31.43,86.52,259.56,4.5,99.93,1.21,5.34,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0.92,0,6.4,31.57,16,31.57,28,13.81,22.67,61.66,49,31.67,31.67,61.67,94.99,21,69.06,31.56,33,59.44,17,23.77

35,08:30-08:45,5.3,23.21,32,6.87,0.78,32,86.52,259.56,4.5,99.93,1.21,6.87,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0.92,0,6.4,32.67,21,32.67,38,18.13,22,60,70,31.33,31.33,60,94.01,30,90.63,32.66,43,71.81,22,32.47

36,08:45-09:00,6.52,23.21,32,8.43,0.78,32,86.52,259.56,4.5,99.93,1.21,8.43,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0.92,0,6.4,32.67,25,32.67,46,22.32,21.33,57.34,91,31,31,57.33,93,39,111.58,32.66,50,83.3,25,41.54

37,09:00-09:15,7.67,23.21,25.65,9.93,0.78,32,86.52,259.56,4.4,99.93,1.21,9.93,22.06,114.72,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,29,32.67,57,26.31,20.67,59,109,30.67,30.67,59,91.99,46,131.56,32.66,57,94.08,28,49.79

38,09:15-09:30,8.72,23.21,25.65,11.29,0.78,32,86.52,259.56,4.4,99.93,1.21,11.29,22.06,106.25,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,32,32.67,63,30.68,20,59,126,30.33,30.33,59,91.01,54,153.37,32.66,64,104.25,32,57.98

39,09:30-09:45,9.68,23.21,25.65,12.53,1.05,32,86.52,258.98,4.4,99.93,1.21,12.53,22.06,97.79,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,35,32.67,73,34.61,19.33,59.34,140,22.5,22.5,59.33,67.5,60,173.05,32.66,72,113.65,36,66.53

40,09:45-10:00,10.51,23.21,25.65,13.61,1.05,32,86.52,225.34,4.4,99.93,1.21,13.61,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,38,32.67,79,38.79,18.67,58.66,158,22.17,22.17,58.67,66.49,67,193.93,32.66,79,122.06,39,75.08

41,10:00-10:15,11.35,22.21,25.65,14.7,1.05,32,59.15,172.36,4.4,99.93,1.26,14.7,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,40,32.67,86,42.04,18.67,57.66,175,21.67,21.67,57.67,64.99,75,210.2,32.66,87,129.44,43,82.31

42,10:15-10:30,12.02,22.21,25.65,15.56,1.05,32,59.15,172.36,4.4,99.93,1.26,15.56,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,42,32.67,90,45.13,18.67,57,182,21.33,21.33,57,64.01,78,225.63,32.66,91,129.28,45,87.32

43,10:30-10:45,12.61,22.21,25.65,16.31,1.05,32,59.15,172.36,4.4,99.93,1.26,16.31,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,44,32.67,92,49.17,18.67,56.34,193,20.83,20.83,56.33,62.51,82,245.83,32.66,93,135.41,47,96.35

44,10:45-11:00,13.14,21.7,25.65,17.01,1.05,32,59.15,172.36,4.4,99.93,1.26,17.01,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,46,32.67,93,49.17,18.67,55,203,20,20,55,60,87,245.83,32.66,97,141.05,48,100

45,11:00-11:15,13.6,21.7,26.87,17.6,1.05,26.87,47,141.96,4.32,99.93,1.26,17.6,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,47,32.67,95,49.17,19.67,54,210,22.5,22.5,54,67.5,90,245.83,32.66,100,145.08,50,100

46,11:15-11:30,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.32,99.93,1.26,18.07,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,48,32.67,96,49.17,20.33,52.66,210,22.17,22.17,52.67,66.49,90,245.83,32.66,100,147.4,50,100

47,11:30-11:45,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.32,99.93,1.26,18.07,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,48,32.67,96,49.17,25,57.66,210,21.67,21.67,57.67,64.99,90,245.83,32.66,100,148.51,50,100

48,11:45-12:00,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.32,99.93,1.26,18.07,22.06,69.95,271.21,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0.92,0,0,32.67,48,32.67,96,49.17,25.67,57,210,21.33,21.33,57,64.01,90,245.83,32.66,100,150.42,50,100

49,12:00-12:15,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.22,99.93,1.26,18.07,22.06,69.95,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0.96,0,0,32.67,48,32.67,96,49.17,26,56.34,210,29.17,29.17,56.33,87.49,90,245.83,32.66,100,151.72,50,100

50,12:15-12:30,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.22,99.93,1.26,18.07,22.06,69.95,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0.96,0,0,32.67,48,32.67,96,49.17,26,56,210,29.17,29.17,56,87.49,90,245.83,32.66,100,152.43,50,100

51,12:30-12:45,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.22,52.76,1.49,18.07,22.06,69.95,230.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0.96,0,0,32.67,48,32.67,96,49.17,26.33,55.34,210,29.17,29.17,55.33,87.49,90,245.83,32.66,100,152.93,50,100

52,12:45-13:00,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.22,52.76,1.49,18.07,22.06,69.95,191.84,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0.96,0,0,32.67,48,32.67,96,49.17,26.33,54.66,210,29,29,54.67,87,90,245.83,32.66,100,152.43,50,100

53,13:00-13:15,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.13,52.76,1.49,18.07,22.06,69.95,149.17,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,48,32.67,96,49.17,26.33,54,210,28.83,28.83,54,86.51,90,245.83,32.66,100,151.42,50,100

54,13:15-13:30,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.13,52.76,1.49,18.07,22.06,69.95,149.17,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,48,32.67,96,49.17,26,53.34,210,28.5,28.5,53.33,85.5,90,245.83,32.66,100,150.72,50,100

55,13:30-13:45,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.13,52.76,1.49,18.07,22.06,69.95,149.17,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,48,32.67,96,49.17,28.33,48.34,210,28,28,48.33,84,90,245.83,32.66,100,148.91,50,100

56,13:45-14:00,13.96,21.2,26.87,18.07,1.05,26.87,47,141.96,4.13,52.76,1.49,18.07,22.06,69.95,149.17,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,48,32.67,96,49.17,28.33,48,210,27.5,27.5,48,82.5,90,245.83,32.66,100,146.29,50,100

57,14:00-14:15,13.96,21.7,26.87,18.07,1.05,26.87,47,141.96,4.04,52.76,1.58,18.07,22.06,69.95,149.17,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,48,32.67,95,49.17,28.33,47.34,207,27.17,27.17,47.33,81.49,88,245.83,32.66,100,142.26,50,100

58,14:15-14:30,13.66,21.7,26.87,17.68,1.05,26.87,47,141.96,4.04,52.76,1.58,17.68,22.06,69.95,149.17,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,47,32.67,94,49.17,28.33,46.34,207,26.83,26.83,46.33,80.51,88,245.83,32.66,97,136.43,48,100

59,14:30-14:45,13.2,21.7,26.87,17.08,1.05,26.87,47,141.96,4.04,99.93,1.58,17.08,22.06,69.95,191.84,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,45,32.67,93,49.17,28.33,45.66,207,26.5,26.5,45.67,79.5,88,245.83,32.66,93,131.79,47,100

60,14:45-15:00,12.68,21.7,26.87,16.42,1.05,26.87,47,141.96,4.04,99.93,1.58,16.42,22.06,69.95,230.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,44,32.67,92,48.33,28.33,45,196,26,26,45,78,84,241.67,32.66,90,116.84,45,100

61,15:00-15:15,12.15,22.21,26.87,15.72,1.05,26.87,47,141.96,4.04,99.93,1.58,15.72,22.06,69.95,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,42,32.67,91,46.67,28.33,40,186,19.17,19.17,40,57.49,79,233.33,32.66,87,116.71,43,98.33

62,15:15-15:30,11.5,23.21,26.87,14.88,1.05,26.87,47,141.96,4.04,99.93,1.58,14.88,22.06,69.95,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,40,32.67,88,44.67,28.33,39.66,179,19,19,39.67,57,76,223.33,32.66,81,107.81,41,95

63,15:30-15:45,10.77,24.22,26.87,13.95,1.05,26.87,47,141.96,4.04,52.76,1.58,13.95,22.06,69.95,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,37,32.67,82,42.5,28.33,53.34,168,23.33,23.33,53.33,70.01,72,212.5,32.66,75,97.92,38,88.97

64,15:45-16:00,9.95,24.22,26.87,12.87,1.05,26.87,47,141.96,4.04,52.76,1.58,12.87,22.06,69.95,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1,0,0,32.67,34,32.67,76,38.33,28.33,52.34,154,23.17,23.17,52.33,69.49,66,191.67,32.66,69,87.41,35,83.17

65,16:00-16:15,9.08,25.24,26.87,11.76,1.05,26.87,57.47,141.96,4.04,99.93,1.58,11.76,22.06,69.95,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1.07,0,0,32.67,32,32.67,69,36.29,24.67,51.66,140,23,23,51.67,69,60,181.43,32.66,60,76.96,30,75.59

66,16:15-16:30,8.11,25.74,26.87,10.49,1.05,26.87,69.62,206.58,4.04,99.93,1.58,10.49,22.06,69.95,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1.07,0,0,32.67,29,32.67,63,32.26,24.67,50.66,126,23.5,23.5,50.67,70.5,54,161.29,32.66,53,66.52,27,68.63

67,16:30-16:45,7.09,26.74,26.87,9.17,1.05,26.87,69.62,206.58,4.04,99.93,1.58,9.17,22.06,65.82,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1.07,0,0,32.67,25,32.67,55,29.48,18.33,49.34,109,23.5,23.5,49.33,70.5,46,147.38,32.66,47,60.8,23,64.17

68,16:45-17:00,6.01,27.25,26.87,7.76,1.05,26.87,86.52,259.56,4.04,99.93,1.58,7.76,22.06,74.28,271.21,0,8.63,0,0,0,23.02,17.27,0,0,23.02,1.07,0,0,32.67,20,32.67,48,25.05,18.33,48.34,93,23.5,23.5,48.33,70.5,40,125.26,32.66,37,48.33,18,54.87

69,17:00-17:15,4.84,28.26,26.87,6.27,1.05,26.87,86.52,259.56,3.95,99.93,1.58,6.27,22.06,82.75,271.21,0,12.47,0,0,0,34.53,17.27,100,0,34.53,1.07,0,0,32.67,15,32.67,38,21.07,17.67,46.66,76,23.33,23.33,46.67,70.01,32,105.36,32.66,28,35.94,14,44.4

70,17:15-17:30,3.65,28.26,26.87,4.72,1.05,26.87,86.52,259.56,3.95,99.93,1.58,4.72,22.06,65.82,271.21,0,12.47,0,0,0,34.53,17.27,100,0,34.53,1.07,0,0,27.96,11,18,30,16.5,17.33,46,56,23.33,23.33,46,70.01,24,82.51,27.68,19,24.41,10,36.9

71,17:30-17:45,2.54,28.26,26.87,3.29,0.78,26.87,86.52,259.56,3.95,99.93,1.3,3.29,22.06,65.82,271.21,0,12.47,0,0,0,34.53,17.27,100,0,34.53,1.07,0,0,16.45,7,8,22,12.17,17,46,42,23,23,46,69,18,60.83,16.28,12,14.97,6,26.43

72,17:45-18:00,1.5,28.77,26.87,1.94,0.78,26.87,86.52,259.56,3.95,99.93,1.3,1.94,22.06,65.82,271.21,0,12.47,0,0,0,34.53,17.27,100,0,34.53,1.07,0,0,4.93,5,1,13,8.17,16.67,46,21,22.5,22.5,46,67.5,9,40.82,4.88,7,8.35,3,17.9

73,18:00-18:15,0.74,29.27,31.43,0.96,0.78,31.43,86.52,259.56,3.95,99.93,1.3,0.96,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,0,36.45,1.07,100,6.4,0,3,0,8,5.49,12.67,44.66,7,17.5,17.5,44.67,52.5,3,27.45,0,4,3.88,2,10.4

74,18:15-18:30,0.23,29.77,31.43,0.3,0.78,31.43,86.52,259.56,3.95,99.93,1.3,0.3,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,0,36.45,1.07,100,6.4,0,1,0,5,3.28,11,44.66,2,17.67,17.67,44.67,52.99,1,16.39,0,1,0.79,1,5.93

75,18:30-18:45,0.04,29.77,31.43,0.05,0.78,31.43,86.52,259.56,3.95,99.93,1.3,0.05,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,1.07,100,6.4,0,0,0,2,1.48,15,50,0,17.67,17.67,50,52.99,0,7.37,0,0,0,0,2.17

