Block,Time,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,NAPP,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND2,RIHAND3,SALAL,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR3,URI2,RIHAND1,TANDA2,NJPC,SEWA2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,BSIUL,CHAMERA2,CHAMERA3,DADRT2,KISHANGANGA,CHAMERA1,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
7,01:30-01:45,21.168,20.556,42.392196,0,47.472,28.836,6.365,0,0,50.76,118.125,123.665625,84.9422,139.3125,0.99476,8.3265,26.39091,31.897383,92,0,152.9405,10.55736,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,41.883,343.125

8,01:45-02:00,21.168,20.556,42.392196,0,51.888,28.836,6.365,0,0,50.76,118.125,123.665625,84.9422,139.3125,0.99476,8.3265,26.39091,31.897383,92,0,152.9405,5.8652,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,41.883,343.125

9,02:00-02:15,10.584,20.556,42.392196,0,51.888,28.836,6.365,0,0,50.76,118.125,123.665625,84.9422,139.3125,0.99476,8.3265,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,41.883,340.875

10,02:15-02:30,10.584,20.556,42.392196,0,47.472,28.836,6.365,0,0,50.76,118.125,123.665625,84.9422,139.3125,0.99476,8.3265,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,41.883,340.875

11,02:30-02:45,10.584,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,84.9422,139.3125,0.99476,8.3265,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,41.883,340.875

12,02:45-03:00,10.584,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,84.9422,139.3125,0.99476,8.3265,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,41.883,340.875

13,03:00-03:15,10.584,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,8.3265,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,41.883,340.875

14,03:15-03:30,10.584,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,8.3265,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,41.883,340.875

15,03:30-03:45,10.584,20.556,42.392196,0,51.888,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

16,03:45-04:00,10.584,20.556,42.392196,0,51.888,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

17,04:00-04:15,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

18,04:15-04:30,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

19,04:30-04:45,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

20,04:45-05:00,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

21,05:00-05:15,0,20.556,42.392196,0,47.472,28.836,22.914,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

22,05:15-05:30,0,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

23,05:30-05:45,0,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

24,05:45-06:00,0,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,36.75,0,5.25,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

25,06:00-06:15,0,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,42,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

26,06:15-06:30,0,20.556,42.392196,0,51.888,28.836,65.401648,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,42,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

27,06:30-06:45,0,20.556,42.392196,0,51.888,28.836,65.401648,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,42,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

28,06:45-07:00,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,5.916,13.1076,39.51012,29.41554,686.779958,0,42.66,0,42,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

29,07:00-07:15,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,5.916,19.6614,39.51012,29.41554,686.779958,0,42.66,0,42,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

30,07:15-07:30,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,5.916,19.6614,39.51012,29.41554,686.779958,0,42.66,0,42,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

31,07:30-07:45,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,5.916,19.6614,39.51012,29.41554,686.779958,0,42.66,0,42,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

32,07:45:08:00,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,5.916,19.6614,39.51012,29.41554,686.779958,0,42.66,0,42,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

33,08:00-08:15,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

34,08:15-08:30,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

35,08:30-08:45,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

36,08:45:09:00,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

37,09:00:09:15,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

38,09:15-09:30,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,340.875

39,09:30-09:45,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,344.25

40,09:45-10:00,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,42.49,344.25

41,10:00-10:15,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,32.2848,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,46.39908,344.25

42,10:15-10:30,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,32.2848,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,46.39908,344.25

43,10:30-10:45,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,32.2848,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

44,10:45-11:00,0,20.556,42.392196,0,51.888,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,32.2848,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.95,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

45,11:00-11:15,0,20.556,42.392196,0,51.888,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,32.2848,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.425,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

46,11:15-11:30,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,32.2848,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.425,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

47,11:30-11:45,0,20.556,42.392196,0,47.472,28.836,30.552,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.425,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

48,11:45-12:00,0,20.556,42.392196,0,47.472,28.836,30.552,0,0,50.76,118.125,123.665625,81.34,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.425,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

49,12:00-12:15,0,20.556,42.392196,0,47.472,28.836,30.552,0,0,50.76,118.125,123.665625,80.178,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.425,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

50,12:15-12:30,0,20.556,42.392196,0,47.472,28.836,30.552,0,0,50.76,118.125,123.665625,80.178,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.425,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

51,12:30-12:45,0,20.556,42.392196,0,47.472,28.836,30.552,0,0,50.76,118.125,123.665625,79.3646,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.425,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

52,12:45-13:00,0,20.556,42.392196,0,47.472,28.836,30.552,0,0,50.76,118.125,123.665625,79.3646,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,40.425,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

53,13:00-13:15,0,20.556,42.392196,0,47.472,28.836,30.552,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.20864,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

54,13:15-13:30,0,20.556,42.392196,0,47.472,28.836,30.552,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.20864,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

55,13:30-13:45,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.20864,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

