Block,Time,KKNPPU2,KOLDAM,NLCEXP,NLCIIST1,SEWA2,AURY_GF,AURY_LF,DADRI_CRF,DADRI_GF,CHAMERA3,DHAULIGNGA,DULHASTI,KISHANGANGA,NNTPP,RAPPD,SINGRAULI,TEHRI,UNCHAHAR1,RAPPC,TALA,TALST2,BRBCL,CHAMERA2,KGSU1AND2,NJPC,NLCTS2EXP,RAPPB,SALAL,TANAKPUR,VALLURNTECL,AURY_RF,DADRI_LF,DADRI_RF,CHAMERA1,DADRT2,FSTPP I & II,KHSTPP-I,KUDGI,PARBATI3,RIHAND2,SASAN,URI2,ANTA_GF,ANTA_LF,KGSU3AND4,KOTESHWR,MAPS,NTPL,PARBATI2,RAMPUR,RSTPSU7,SIMHST2,TelanganaSTPP,UNCHAHAR3,URI,ANTA_RF,BSIUL,JHAJJAR,NAPP,NLCIIST2,RIHAND1,RIHAND3,SIMHST1,UNCHAHAR2,UNCHAHAR4,KHSTPP-II,KKNP,RSTPSU1TO6,SINGRAULI_HYDRO,TANDA2,ANTA_CRF,AURY_CRF
15,03:30-03:45,0,9.59,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,2.65,0,20,48.81,0,165.99,0,0,84.24,0.51,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,95.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

16,03:45-04:00,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,2.65,0,20,48.81,0,165.99,0,0,84.24,0.51,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,95.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

17,04:00-04:15,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.08,0,20,48.81,0,165.99,0,0,76.69,6.27,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

18,04:15-04:30,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.08,0,20,48.81,0,165.99,0,0,76.69,6.27,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

19,04:30-04:45,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,6.27,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

20,04:45-05:00,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

21,05:00-05:15,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

22,05:15-05:30,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

23,05:30-05:45,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,28.1,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

24,05:45-06:00,0,6.74,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,14.05,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

25,06:00-06:15,0,6.74,0,0,6.3,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,14.05,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,44.5,2.3,148.3,0,0,1.08,5.7,0,0

26,06:15-06:30,0,6.74,0,0,6.3,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,0,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,468.67,25.38,0,97.23,130.79,0,45,2.3,148.3,0,0,1.08,5.7,0,0

27,06:30-06:45,0,6.74,0,0,6.3,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,0,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,670.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

28,06:45-07:00,0,6.74,0,0,6.3,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,19.58,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,0,458.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,51.34,52.22,13.04,670.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

29,07:00-07:15,0,6.74,0,0,6.06,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,9.79,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,31.56,6.5,0,0,0,27.68,51.34,51.83,13.04,670.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

30,07:15-07:30,0,6.74,0,0,6.06,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,9.79,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,0.51,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,31.56,6.5,0,0,0,27.68,51.34,51.83,13.04,670.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

31,07:30-07:45,0,6.74,0,0,5.98,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,9.79,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,6.27,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,31.56,6.5,0,0,0,27.68,51.34,51.83,13.04,670.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

32,07:45-08:00,0,6.74,0,0,5.98,0,0,0,0,35.03,10.95,59.5,8.63,0,21.66,150.34,9.79,21.94,68.05,3.97,0,20,48.81,0,165.99,0,0,76.69,6.27,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,31.56,6.5,0,0,0,27.68,51.34,51.83,13.04,670.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

33,08:00-08:15,0,4.78,0,0,0,0,0,0,0,35.03,10.95,59.5,8.63,0,21.66,150.34,0,21.94,68.05,3.97,0,20,48.81,0,135.53,0,0,76.69,6.27,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,31.56,5.38,0,0,0,27.68,52.99,51.17,13.04,570.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

34,08:15-08:30,0,4.36,0,0,0,0,0,0,0,35.03,10.95,59.5,8.63,0,21.66,150.34,0,21.94,68.05,3.97,0,20,48.81,0,135.53,0,0,76.69,6.27,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,414,38.1,0,0,0,10.43,0,0,31.56,5.38,0,0,0,27.68,52.99,51.17,13.04,570.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

35,08:30-08:45,0,1.99,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,32.53,0,135.53,0,0,76.69,6.27,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,416.25,38.1,0,0,0,10.43,0,0,31.56,5.38,0,0,0,27.68,52.99,51.17,13.04,570.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,32.53,0,135.53,0,0,76.69,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,416.25,38.1,0,0,0,10.43,0,0,31.56,5.38,0,0,0,27.68,52.99,51.17,13.04,570.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,11.67,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,16.27,0,165.99,0,0,76.69,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,33.76,124.58,416.25,38.1,0,0,0,10.43,0,0,31.56,6.5,0,0,0,27.68,52.99,51.17,19.56,570.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,11.67,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,16.27,0,165.99,0,0,76.69,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,22.54,6.5,0,0,0,27.68,52.99,51.17,19.56,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,11.67,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,16.27,0,165.99,0,0,76.69,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,22.54,6.5,0,0,0,27.68,52.99,51.17,19.56,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,11.67,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,16.27,0,165.99,0,0,76.69,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,22.54,6.5,0,0,0,27.68,52.99,51.17,19.56,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,11.67,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,16.27,0,165.99,0,0,76.69,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,15.02,6.5,0,0,0,27.68,52.99,51.17,19.56,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,11.67,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,16.27,0,165.99,0,0,72.05,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,52.99,51.17,13.04,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,11.67,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,16.27,0,165.99,0,0,72.05,3.07,0,80.77,0,98.41,0,688.92,17.38,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,52.99,51.17,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,11.67,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,2.21,0,20,16.27,0,165.99,0,0,72.05,3.07,0,80.77,0,98.41,0,688.92,17.38,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,52.99,51.17,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0.73,0,20,16.27,0,165.99,0,0,72.05,3.07,0,80.77,0,98.41,0,688.92,17.38,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,51.34,50.51,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0.73,0,20,16.27,0,165.99,0,0,76.69,3.07,0,80.77,0,98.41,0,688.92,17.38,45.53,0,4.29,124.58,416.25,38.1,0,0,0,0,0,0,11.28,6.5,0,0,0,27.68,51.34,50.51,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,165.99,0,0,76.69,3.07,0,80.77,0,98.41,0,688.92,17.38,45.53,0,4.29,124.58,416.25,38.1,0,0,0,0,0,0,11.28,6.5,0,0,0,27.68,51.34,50.51,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,165.99,0,0,76.69,3.07,0,80.77,0,98.41,0,688.92,17.38,45.53,0,4.29,124.58,416.25,38.1,0,0,0,0,0,0,11.28,6.5,0,0,0,27.68,51.34,50.51,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,134.41,0,0,77.85,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,4.29,124.58,416.25,38.1,0,0,0,0,0,0,11.28,5.34,0,0,0,27.68,51.34,49.86,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,134.41,0,0,77.85,1.15,0,80.77,0,98.41,0,688.92,17.38,45.53,0,4.29,124.58,416.25,38.1,0,0,0,0,0,0,11.28,5.34,0,0,0,27.68,51.34,49.86,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,165.99,0,0,77.85,1.15,0,80.77,0,98.41,0,688.92,18.07,45.53,0,4.29,124.58,416.25,38.1,0,0,0,0,0,0,11.28,6.5,0,0,0,27.68,50.79,49.86,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,165.99,0,0,77.85,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,0,0,0,11.28,6.5,0,0,0,27.68,50.79,49.86,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,165.99,0,0,77.85,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,50.79,49.86,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,165.99,0,0,77.85,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,50.79,49.2,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,165.99,0,0,77.85,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,50.79,49.2,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

