Time,Block,NR/2023/18204/A/2477,NR/2023/18074/A/2512,NR/2024/18238/C,NR/2024/18239/C,NR/2023/18183/A/2599,WR/2023/20914/A/2596,NR/2024/18237/C,WR/2023/20937/A/2598,Total
38,09:15-09:30,5.780000,0.870000,0.000000,0.000000,0.000000,0.000000,3.25,0.000000,9.9

39,09:30-09:45,5.780000,0.870000,0.000000,0.000000,0.000000,0.000000,3.68,0.000000,10.33

40,09:45-10:00,5.780000,0.870000,0.000000,0.000000,0.000000,0.000000,4.08,0.000000,10.73

41,10:00-10:15,5.780000,0.870000,0.000000,0.000000,0.000000,0.000000,4.48,0.000000,11.13

42,10:15-10:30,5.780000,0.870000,0.000000,0.000000,0.000000,0.000000,4.91,0.000000,11.56

43,10:30-10:45,5.780000,0.870000,0.000000,0.000000,0.000000,0.000000,4.95,0.000000,11.6

44,10:45-11:00,5.780000,0.870000,0.000000,0.000000,0.000000,0.000000,5.1,0.000000,11.75

45,11:00-11:15,5.780000,0.870000,0.000000,0.000000,0.000000,0.000000,5.54,0.000000,12.19

46,11:15-11:30,5.780000,0.870000,4.340000,6.270000,0.000000,0.000000,5.74,0.000000,23

47,11:30-11:45,5.780000,0.870000,4.340000,6.270000,0.000000,0.000000,5.87,0.000000,23.13

48,11:45-12:00,5.780000,0.870000,4.340000,6.270000,0.000000,0.000000,5.93,0.000000,23.19

49,12:00-12:15,5.780000,0.870000,4.340000,6.270000,0.000000,0.000000,6.03,0.000000,23.29

50,12:15-12:30,5.780000,0.870000,4.340000,6.270000,0.000000,0.000000,6.11,0.000000,23.37

51,12:30-12:45,5.780000,0.870000,4.340000,6.270000,0.000000,0.000000,6.21,0.000000,23.47

52,12:45-13:00,5.780000,0.870000,4.340000,6.270000,0.000000,0.000000,6.1,0.000000,23.36

53,13:00-13:15,5.780000,0.770000,4.340000,6.270000,0.000000,0.000000,6.03,0.000000,23.19

54,13:15-13:30,5.780000,0.770000,4.340000,6.270000,0.000000,0.000000,5.78,0.000000,22.94

55,13:30-13:45,5.780000,0.770000,4.340000,6.270000,0.000000,0.000000,5.67,0.000000,22.83

56,13:45-14:00,5.780000,0.770000,4.340000,6.270000,0.000000,0.000000,5.45,0.000000,22.61

57,14:00-14:15,5.780000,0.770000,4.340000,6.270000,0.000000,0.000000,5.15,0.000000,22.31

58,14:15-14:30,5.780000,0.770000,4.340000,6.270000,0.000000,0.000000,4.91,0.000000,22.07

59,14:30-14:45,5.780000,0.770000,4.340000,6.270000,0.000000,0.000000,4.68,0.000000,21.84

60,14:45-15:00,5.780000,0.770000,4.340000,6.270000,0.000000,0.000000,4.5,0.000000,21.66

61,15:00-15:15,5.780000,0.670000,4.340000,6.270000,0.000000,0.000000,3.98,0.000000,21.04

62,15:15-15:30,5.780000,0.670000,4.340000,6.270000,0.000000,0.000000,3.5,0.000000,20.56

63,15:30-15:45,5.780000,0.670000,4.340000,6.270000,0.000000,0.000000,3.27,0.000000,20.33

64,15:45-16:00,5.780000,0.670000,4.340000,6.270000,0.000000,0.000000,2.78,0.000000,19.84

65,16:00-16:15,5.780000,0.480000,4.340000,6.270000,0.000000,0.000000,2.29,0.000000,19.16

66,16:15-16:30,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,1.87,0.000000,8.13

67,16:30-16:45,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,1.47,0.000000,7.73

68,16:45-17:00,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,1.08,0.000000,7.34

69,17:00-17:15,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,0.69,0.000000,6.95

70,17:15-17:30,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,0.4,0.000000,6.66

71,17:30-17:45,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,0.2,0.000000,6.46

72,17:45-18:00,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,0,0.000000,6.26

73,18:00-18:15,5.780000,0.480000,0.000000,0.000000,0.000000,55.000000,0,25.000000,86.26

74,18:15-18:30,5.780000,0.480000,0.000000,0.000000,0.000000,55.000000,0,25.000000,86.26

75,18:30-18:45,5.780000,0.480000,0.000000,0.000000,0.000000,55.000000,0,25.000000,86.26

76,18:45-19:00,5.780000,0.480000,0.000000,0.000000,0.000000,55.000000,0,25.000000,86.26

77,19:00-19:15,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

78,19:15-19:30,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

79,19:30-19:45,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

80,19:45-20:00,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

81,20:00-20:15,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

82,20:15-20:30,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

83,20:30-20:45,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

84,20:45-21:00,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

85,21:00-21:15,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

86,21:15-21:30,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

87,21:30-21:45,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

88,21:45-22:00,5.780000,0.580000,0.000000,0.000000,158.480000,55.000000,0,25.000000,244.84

89,22:00-22:15,5.780000,0.480000,0.000000,0.000000,0.000000,55.000000,0,0.000000,61.26

90,22:15-22:30,5.780000,0.480000,0.000000,0.000000,0.000000,55.000000,0,0.000000,61.26

91,22:30-22:45,5.780000,0.480000,0.000000,0.000000,0.000000,55.000000,0,0.000000,61.26

92,22:45-23:00,5.780000,0.480000,0.000000,0.000000,0.000000,55.000000,0,0.000000,61.26

93,23:00-23:15,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,0,0.000000,6.26

94,23:15-23:30,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,0,0.000000,6.26

95,23:30-23:45,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,0,0.000000,6.26

96,23:45-24:00,5.780000,0.480000,0.000000,0.000000,0.000000,0.000000,0,0.000000,6.26

