Column1,Time,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,GNA/WR/2025/01/01/8625,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/4863,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/SR/2025/02/01/6460,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/02/01/9969,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/01/5886,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/2143,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59
12,02:45-03:00,0,0,0,0,0,0,0,0,55.33,0,0,19.83,55.34,19.83,0,59.51,8.33,0,0,0,21.01,149.57,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,67.33,0,70.16,26.99,0.92,59.47,0

13,03:00-03:15,0,0,0,0,0,0,0,0,54,0,0,19.67,54,19.67,0,58.99,8.33,0,0,0,20.61,149.57,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,52.9,0,70.16,26.99,0.92,59.47,0.63

14,03:15-03:30,0,0,0,0,0,0,0,0,53.33,0,0,19.67,53.34,19.67,0,58.99,8,0,0,0,20.21,149.57,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,52.9,0,70.16,26.99,0.92,59.47,0.63

15,03:30-03:45,0,0,0,0,0,0,0,0,41.67,0,0,14,41.66,14,0,42,8,0,0,0,16.01,149.57,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,52.9,0,70.16,26.99,0.92,59.47,0.63

16,03:45-04:00,0,0,0,0,0,0,0,0,39.67,0,0,13.5,39.66,13.5,0,40.5,8,0,0,0,15.41,192.36,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,52.9,0,70.16,26.99,0.92,59.47,0.63

17,04:00-04:15,0,0,0,0,0,0,0,0,37.33,0,0,13,37.34,13,0,39,8,0,0,0,14.41,230.83,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,52.9,0,70.16,26.99,0.92,59.47,0.63

18,04:15-04:30,0,0,0,0,0,0,0,0,34.67,0,0,12.5,34.66,12.5,0,37.5,7.67,0,0,0,13.61,230.83,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,52.9,0,70.16,26.99,0.92,59.47,0.63

19,04:30-04:45,0,0,0,0,0,0,0,0,28.33,0,0,12,28.34,12,0,36,7.67,0,0,0,7.4,230.83,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,52.9,0,70.16,26.99,0.92,59.47,0

20,04:45-05:00,0,0,0,0,0,0,0,0,27.67,0,0,11.5,27.66,11.5,0,34.5,7.67,0,0,0,7,230.83,0,26.99,0,23.08,8.66,1.44,0,75,1.25,0,23.08,135.61,8.66,0,0,23.08,52.9,0,70.16,26.99,0.92,59.47,0

21,05:00-05:15,0,0,0,0,0,0,0,0,20,0,0,9.17,20,9.17,0,27.49,7.33,0,0,0,6.6,271.95,0,26.99,0,23.08,8.66,1.35,0,75,1.25,0,23.08,134.32,8.66,0,0,23.08,72.14,0,70.16,26.99,0.92,59.47,0.63

22,05:15-05:30,0,0,0,0,0,0,0,0,19.33,0,0,8.83,19.34,8.83,0,26.51,7.33,0,0,0,6,271.95,0,26.99,0,23.08,8.66,1.35,0,75,1.25,0,23.08,134.32,8.66,0,0,23.08,100.2,0,70.16,26.99,0.92,59.47,0.63

23,05:30-05:45,0,0,0,0,0,0,0,0,19,0,0,8.33,19,8.33,0,25.01,7.33,0,0,0,6,271.95,0,26.99,0,23.08,8.66,1.35,0,75,1.25,0,23.08,169.93,8.66,0,0,23.08,100.2,0,66.02,26.99,0.92,59.47,0.63

24,05:45-06:00,0,0,0,0,0,0,0,0,18.67,0,0,8,18.66,8,0,24,7.33,0,0,0,6,271.95,0,26.99,0,23.08,8.66,1.35,0,75,1.25,0,23.08,218.02,8.66,0,0,23.08,100.2,0,66.02,26.99,0.92,59.47,0.63

25,06:00-06:15,0,0,0,0,0,0,0,0,18.33,0,0,7.5,18.34,7.5,0,22.5,7,0.71,0,0,6,271.95,0,26.99,0,23.08,8.66,1.35,0,75,1.25,0,23.08,260.26,8.66,0,0,23.08,100.2,0,66.02,26.99,0.92,86.75,0.63

26,06:15-06:30,0,0,0,0,0,0,0,0,18,0,0,7.5,18,7.5,0,22.5,7,0.93,0,0.15,6,271.95,0,32,0,23.08,8.66,1.35,0,75,1.25,0,23.08,260.26,8.66,0,0,23.08,100.2,0,66.02,26.99,0.92,86.75,0.63

27,06:30-06:45,0,0,0,0,0,0,0,0,17.67,0,0,7.5,17.66,7.5,0,22.5,6.67,1.85,0,2.19,6,271.95,0,32,0,31.74,8.66,1.35,0,75,1.25,0,31.74,260.26,8.66,0,0,31.74,100.2,0,66.02,14.91,0.92,86.75,0

28,06:45-07:00,0,0,0,0,0,0,0,0,17.33,0,0,7.5,17.34,7.5,0,22.5,6.67,4.11,1,5.6,6,271.95,0,32,0,31.74,8.66,1.35,0,75,1.25,0,31.74,260.26,8.66,0,0,31.74,100.2,0,66.02,14.91,0.92,86.75,0

29,07:00-07:15,0,0,2,0,10,0,5,0,16.67,1,1.95,7.5,16.66,7.5,0,22.5,6.67,8.2,3,11.35,6,271.95,0,32,0,31.74,8.66,1.35,0,75,1.25,0,31.74,260.26,8.66,0,0,31.74,100.2,0,70.26,32,0.92,86.75,0.63

30,07:15-07:30,0.16,0.1,3,1,10,0.82,5,1,16,4,7.77,7.5,16,7.5,0,22.5,6.67,14.86,7,20.2,6,271.95,0,32,0,31.74,8.66,1.35,0,75,1.25,0,31.74,260.26,8.66,0,0,31.74,100.2,0,84.88,32,0.92,86.75,0.63

31,07:30-07:45,1.05,0.19,5,2,10,5.23,5,3,15,7,14.37,7.5,15,7.5,0,22.5,6.67,25.4,11,32.28,17.01,271.95,0,32,0,31.74,8.66,1.35,0.12,75,1.25,0.12,31.74,260.26,8.66,0,0,31.74,100.2,0.1,105.81,32,0.92,86.75,0.63

32,07:45-08:00,3.11,2.14,7,3,13,15.55,7,7,15,18,21.59,7.5,15,7.5,0,22.5,6.67,28.25,18,28.25,17.01,271.95,0,32,0,36.55,8.66,1.35,0.49,75,1.25,0.49,43.28,260.26,8.66,0,0,36.55,100.2,0.37,105.81,32,0.92,86.75,0.63

33,08:00-08:15,5.57,6.73,11,5,13,27.87,7,13,15,32,30.78,7.5,15,7.5,0,22.5,6.67,25.5,25.5,25.5,16.61,271.95,0,32,0,36.55,8.66,1.35,1.1,75,1.25,1.1,43.28,260.26,8.66,0,0,36.55,100.2,0.84,105.81,32,0.92,86.75,0.63

34,08:15-08:30,8.79,12.47,15,7,17,43.95,8,21,15,49,41.53,7.5,15,7.5,0,22.5,6.67,27.07,27.06,27.07,16.21,271.95,0,32,0,36.55,8.66,1.35,1.95,75,1.25,1.95,43.28,260.26,8.66,0,0,36.55,100.2,1.5,105.81,32,0.92,86.75,0.63

35,08:30-08:45,11.18,18.04,22,12,27,55.88,13,21,15,49,52.35,7.5,15,7.5,0,22.5,6.67,28.57,28.56,28.57,15.81,271.95,0,32,0,36.55,8.66,1.35,3.04,75,1.25,3.04,43.28,260.26,8.66,0,0,36.55,100.2,2.35,105.81,17.8,0.92,86.75,0

36,08:45-09:00,15.01,25.75,32,18,33,75.05,17,28,15,67,62.06,7.5,15,7.5,0,22.5,6.67,28.57,28.56,28.57,15.01,271.95,0,32,0,36.55,8.66,1.35,4.72,75,1.25,4.72,43.28,260.26,8.66,0,0,36.55,100.2,3.65,105.81,24.99,0.92,86.75,0

37,09:00-09:15,18.79,34.01,41,22,42,93.93,21,37,15,88,72.58,7.5,15,7.5,0,22.5,6.67,28.57,28.56,28.57,14.41,271.95,0,32,0,36.55,8.66,1.35,5.98,75,1.25,5.98,43.28,260.26,8.66,0,0,36.55,100.2,4.61,105.81,24.99,0.92,86.75,0.63

38,09:15-09:30,22.72,41.25,47,25,49,113.57,24,45,15,105,84.65,7.5,15,7.5,0,22.5,6.67,29.57,29.56,29.57,13.61,271.95,0,32,0,36.55,8.66,1.35,7.12,75,1.25,7.12,43.28,260.26,8.66,0,0,36.55,100.2,5.5,105.81,24.99,0.92,86.75,0.63

39,09:30-09:45,26.69,57.54,53,29,53,133.42,27,48,15,112,96.16,9.17,15,9.17,0,27.49,6.67,29.57,29.56,29.57,12.61,271.95,0,32,0,31.74,8.66,1.35,8.12,75,1.25,8.12,31.74,260.26,8.66,0,0,31.74,100.2,6.27,66.02,26.42,0.92,86.75,0.63

40,09:45-10:00,30.78,65.63,60,32,60,153.87,30,54,15,126,106.52,8.67,15,8.67,0,25.99,6.67,29.57,29.56,29.57,11.61,271.95,0,32,0,31.74,8.66,1.35,9.08,75,1.25,9.08,31.74,260.26,8.66,0,0,31.74,100.2,7.02,66.02,26.42,0.92,76.26,0.63

41,10:00-10:15,34.17,68.87,67,34,67,170.82,33,61,15,144,121.18,8.33,15,8.33,0,25.01,6.67,29.57,29.56,29.57,11,271.95,0,26.99,0,23.08,8.66,1.35,9.9,75,1.3,9.9,23.08,242.3,8.66,0,0,23.08,100.2,7.65,66.02,26.99,0.96,76.26,0.63

42,10:15-10:30,37.07,75.94,72,36,73,185.34,37,66,15,154,129.04,8,15,8,0,24,6.67,29.57,29.56,29.57,6.8,271.95,0,26.99,0,23.08,8.66,1.35,10.65,75,1.3,10.65,23.08,211.82,8.66,0,0,23.08,100.2,8.22,66.02,26.99,0.96,64.08,0.63

43,10:30-10:45,44.09,83.66,78,39,80,220.44,40,73,15,172,134.78,7.5,15,7.5,0,22.5,6.67,29.57,29.56,29.57,7.2,271.95,0,26.99,0,23.08,8.66,1.35,11.21,75,1.3,11.21,23.08,211.82,8.66,0,0,23.08,100.2,8.66,66.02,26.99,0.96,64.08,0

44,10:45-11:00,46.43,89.2,83,41,87,232.13,43,79,15,186,138.2,7.5,15,7.5,0,22.5,6.67,29.57,29.56,29.57,7.4,271.95,0,26.99,0,23.08,8.66,1.35,11.84,75,1.3,11.84,23.08,194.18,8.66,0,0,23.08,71.35,9.15,70.16,26.99,0.96,64.08,0

45,11:00-11:15,47.16,93.56,86,42,89,235.77,44,85,15,200,140.88,7.5,15,7.5,0,22.5,6.67,29.57,29.56,29.57,7.4,271.95,0,26.99,0,23.08,8.66,1.47,14.44,75,1.3,14.44,23.08,194.18,8.66,18.67,0,23.08,63.48,11.15,70.16,26.99,0.96,64.08,0

46,11:15-11:30,47.14,97.33,86,43,93,235.69,47,85,15,200,141.9,7.5,15,7.5,0,22.5,6.67,29.57,29.56,29.57,7.4,271.95,0,26.99,0,23.08,8.66,1.47,14.91,75,1.3,14.91,23.08,194.18,8.66,18.67,0,23.08,63.48,11.52,70.16,26.99,0.96,64.08,0

47,11:30-11:45,47.22,98.33,86,44,93,236.11,47,81,15,189,143.28,7.5,15,7.5,0,22.5,6.67,29.57,29.56,29.57,7.8,271.95,0,26.99,0,23.08,8.66,1.47,16.47,75,1.3,16.47,23.08,194.18,8.66,18.67,0,23.08,63.48,12.73,70.16,26.99,0.96,64.08,0

48,11:45-12:00,47.17,98.33,86,45,93,235.86,47,81,15,189,136.81,7.5,15,7.5,0,22.5,6.67,29.57,29.56,29.57,8.2,271.95,0,26.99,0,23.08,8.66,1.47,16.74,75,1.3,16.74,23.08,194.18,8.66,18.67,0,23.08,52.9,12.94,70.16,26.99,0.96,64.08,0

49,12:00-12:15,47.1,98.33,88,45,93,235.52,47,81,12.67,189,137.33,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,12.01,271.95,0,26.99,0,23.08,8.66,1.47,16.74,75,1.35,16.74,23.08,194.18,8.66,18.67,0,23.08,63.48,12.94,70.16,26.99,0.96,64.08,0

50,12:15-12:30,47.18,98.33,88,45,90,235.92,45,81,12.67,189,137.25,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,12.41,271.95,0,26.99,0,23.08,8.66,1.47,16.74,75,1.35,16.74,23.08,194.18,8.66,18.67,0,23.08,63.48,12.94,70.16,26.99,0.96,64.08,0

51,12:30-12:45,47.13,100,91,47,88,235.66,44,78,12.67,182,137.52,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,19.01,271.95,0,26.99,0,23.08,8.66,1.47,16.74,75,1.35,16.74,23.08,194.18,8.66,18.67,0,23.08,63.48,12.94,70.16,26.99,0.96,64.08,0

52,12:45-13:00,47.17,100,91,47,88,235.83,44,78,12.67,182,137.33,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,20.01,271.95,0,26.99,0,23.08,8.66,1.47,16.74,75,1.35,16.74,23.08,194.18,8.66,18.67,0,23.08,63.48,12.94,70.16,26.99,0.96,64.08,0

53,13:00-13:15,47.17,100,91,48,88,235.84,44,78,12.67,182,136.89,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,21.01,230.83,0,26.99,0,23.08,8.66,1.47,16.74,75,1.35,16.74,23.08,146.09,8.66,18.17,0,23.08,81.75,12.94,70.16,26.99,0.96,59.47,0

54,13:15-13:30,47.12,100,91,48,88,235.58,44,78,12.67,182,134.88,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,24.01,192.36,0,26.99,0,23.08,8.66,1.47,16.74,75,1.35,16.74,23.08,134.32,8.66,18.17,0,23.08,78.87,12.94,70.16,26.99,0.96,59.47,0

55,13:30-13:45,47.08,100,91,48,87,235.42,43,78,12.67,182,131.3,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,28.01,149.57,0,26.99,0,23.08,8.66,1.47,16.74,75,1.35,16.74,23.08,134.32,8.66,18.17,0,23.08,78.87,12.94,70.16,26.99,0.96,59.47,0

56,13:45-14:00,47.2,100,91,47,85,235.97,43,78,12.67,182,127.11,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,29.01,149.57,0,26.99,0,23.08,8.66,1.47,16.66,75,1.35,16.66,23.08,134.32,8.66,18.17,0,23.08,78.87,12.87,70.16,26.99,0.96,59.47,0

57,14:00-14:15,47.17,100,88,44,87,235.85,43,76,12.67,179,122.01,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,30.01,149.57,0,26.99,0,23.08,8.66,1.47,16.31,75,1.35,16.31,23.08,134.32,8.66,18.17,0,23.08,78.87,12.61,70.16,26.99,0.96,59.47,0

58,14:15-14:30,47.13,100,86,42,87,235.65,43,76,12.67,179,116.54,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,31.01,149.57,0,26.99,0,23.08,8.66,1.47,15.75,75,1.35,15.75,23.08,134.32,8.66,18.17,0,23.08,88.49,12.17,70.16,26.99,0.96,59.47,0

59,14:30-14:45,46.48,97,83,40,85,232.38,43,69,12.67,161,110.7,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,30.21,149.57,0,26.99,0,23.08,8.66,1.47,15.28,75,1.35,15.28,23.08,134.32,8.66,18.67,0,23.08,88.49,11.8,70.16,26.99,0.96,59.47,0

60,14:45-15:00,45.12,96.67,80,39,81,225.6,41,66,12.67,154,120.51,6.67,12.66,6.67,0,19.99,6.67,29.57,29.56,29.57,30.41,192.36,0,26.99,0,23.08,8.66,1.47,14.66,75,1.35,14.66,23.08,134.32,8.66,19.18,0,23.08,88.49,11.33,70.16,26.99,0.96,59.47,0

61,15:00-15:15,38.82,98.83,77,37,77,194.09,38,63,13,147,112.87,6.67,13,6.67,0,19.99,6.67,29.57,29.56,29.57,31.01,230.83,0,26.99,0,23.08,8.66,1.47,13.87,75,1.35,13.87,23.08,134.32,8.66,19.18,0,23.08,88.49,10.72,70.16,26.99,1,59.47,0

62,15:15-15:30,35.94,94.56,74,35,71,179.71,36,60,13,140,104.18,6.67,13,6.67,0,19.99,6.67,29.57,29.56,29.57,32.01,271.95,0,26.99,0,23.08,8.66,1.47,13.02,75,1.35,13.02,23.08,134.32,8.66,19.68,0,23.08,88.49,10.06,70.16,26.99,1,59.47,0

63,15:30-15:45,33.07,75.31,72,33,67,165.34,33,55,13,130,94.56,6.67,13,6.67,0,19.99,6.67,30.35,28,30.35,32.61,271.95,0,26.99,0,23.08,8.66,1.47,12.03,75,1.35,12.03,23.08,134.32,8.66,19.68,0,23.08,88.49,9.3,70.16,26.99,1,59.47,0

64,15:45-16:00,30.19,69.29,66,30,60,150.97,30,52,13,123,83.98,6.67,13,6.67,0,19.99,6.67,32.6,18.99,32.6,33.41,271.95,0,26.99,0,23.08,8.66,1.47,10.93,75,1.35,10.93,23.08,134.32,8.66,20.19,0,23.08,88.49,8.45,70.16,26.99,1,59.47,0

65,16:00-16:15,27.21,61.67,57,27,47,136.05,23,49,13,116,72.84,6.67,13,6.67,0,19.99,6.67,33,11,33,32.61,271.95,0,26.99,0,23.08,8.66,1.47,9.71,75,1.3,9.71,23.08,182.41,8.66,20.69,0,23.08,100.2,7.51,70.16,26.99,1,64.08,0

66,16:15-16:30,24.23,54.05,52,25,41,121.14,21,42,13,98,61.35,6.67,13,6.67,0,19.99,6.67,33,5,33,33.81,271.95,0,26.99,0,23.08,8.66,1.47,8.43,75,1.3,8.43,23.08,229.78,8.66,21.7,0,23.08,100.2,6.51,70.16,26.99,1,64.08,0

67,16:30-16:45,21.25,46.43,43,20,30,106.23,15,25,13,60,49.31,6.67,13,6.67,0,19.99,6.67,33,1,33,33.61,271.95,0,26.99,0,23.08,8.66,1.47,6.99,75,1.3,6.99,23.08,229.78,8.66,22.71,0,23.08,100.2,5.41,66.02,26.99,1,64.08,0

68,16:45-17:00,18.27,38.81,38,15,23,91.32,12,18,13,42,37.07,6.67,13,6.67,0,19.99,6.67,33,0,33,33.61,271.95,0,26.99,0,23.08,8.66,1.47,5.48,75,1.3,5.48,23.08,260.26,8.66,23.22,0,23.08,100.2,4.24,66.02,26.99,1,74.57,0

69,17:00-17:15,15.82,31.27,29,10,15,79.09,7,12,13,28,25.46,6.67,13,6.67,0,19.99,6.67,20.82,0,27.02,33.41,271.95,0,26.99,0,34.62,8.66,1.57,3.81,75,1.3,3.81,34.62,260.26,8.66,23.72,0,34.62,100.2,2.94,66.02,26.99,1,74.57,0

70,17:15-17:30,11.2,23.73,20,8,10,55.97,5,7,13,18,15.88,6.67,13,6.67,0,19.99,6.67,11.84,0,15.56,33.41,271.95,0,26.99,0,34.62,8.66,1.57,2.65,75,1.3,2.65,34.62,260.26,8.66,24.73,0,34.62,100.2,2.04,66.02,26.99,1,86.75,0

71,17:30-17:45,7.18,16.18,12,5,7,35.92,3,4,13,11,9.12,6.67,13,6.67,0,19.99,6.67,6.06,0,3.53,33.41,271.95,0,26.99,0,34.62,8.66,1.57,1.69,75,1.3,1.69,34.62,260.26,8.66,24.73,0,34.62,100.2,1.31,66.02,26.99,1,86.75,0

72,17:45-18:00,0.44,8.64,9,3,3,2.2,2,3,13,7,4.33,6.67,13,6.67,0,19.99,6.67,2.74,0,1.32,33.41,271.95,0,25.87,0,34.62,8.66,1.57,0.96,75,1.3,0.96,34.62,260.26,8.66,25.23,0,34.62,100.2,0.74,66.02,25.87,1,86.75,0

73,18:00-18:15,0.44,4.86,5,1,1,2.2,0,1,13,2,0.82,7.17,13,7.17,0,21.49,6.67,0,0,0,25.61,271.95,50,32,200,36.55,8.66,1.47,0.42,75,1.3,0.42,36.55,260.26,8.66,25.74,0,36.55,100.2,0.32,105.81,32,1,86.75,0.63

74,18:15-18:30,0.44,2.16,2,0,0,2.2,0,0,13,0,0,7.17,13,7.17,0,21.49,6.67,0,0,0,25.01,271.95,50,32,200,36.55,8.66,1.47,0.11,75,1.3,0.11,36.55,260.26,8.66,26.24,0,36.55,100.2,0.09,105.81,32,1,86.75,0.63

75,18:30-18:45,0,0.54,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,22.61,271.95,50,32,200,36.55,8.66,1.47,0,75,1.3,0,36.55,260.26,8.66,26.24,50,36.55,100.2,0,105.81,32,1,86.75,0.63

76,18:45-19:00,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,22.41,271.95,50,32,200,36.55,8.66,1.47,0,75,1.3,0,36.55,260.26,8.66,26.24,50,36.55,100.2,0,105.81,32,1,86.75,0.63

77,19:00-19:15,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,18.21,271.95,50,32,200,36.55,8.66,1.57,0,75,1.3,0,36.55,260.26,8.66,26.24,50,36.55,100.2,0,105.81,32,0.96,86.75,0.63

78,19:15-19:30,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.81,271.95,50,32,200,36.55,8.66,1.57,0,75,1.3,0,36.55,260.26,8.66,26.24,50,36.55,100.2,0,105.81,32,0.96,86.75,0.63

79,19:30-19:45,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.21,271.95,50,32,200,36.55,8.66,1.57,0,75,1.3,0,36.55,260.26,8.66,25.74,50,36.55,100.2,0,105.81,24.45,0.96,86.75,0

