Block,Time Block,TEHRI,UNCHAHAR1,TANDA2,UNCHAHAR4,VALLURNTECL,TALST2,URI2,SINGRAULI_HYDRO,UNCHAHAR3,TANAKPUR,TALA,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,ANTA_GF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,NTPL,RIHAND2,PARBATI3,SASAN,PARBATI2,RIHAND1,RAPPB,SIMHST1,SINGRAULI,RSTPSU1TO6,SIMHST2,RSTPSU7,RAPPD,SALAL,SEWA2,RIHAND3,RAMPUR,RAPPC,NAPP,NLCEXP,NLCIIST1,KUDGI,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,JHAJJAR,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA2,DULHASTI,DADRT2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,DHAULIGNGA,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,29.68,12,3.02,1.1,0,0,36.69,1.04,16.03,6.04,2.97,0,23.35,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,0,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,27.06,12.56,22.47,10.54,13.34,0,0,0,0,0

19,04:30-04:45,29.68,12,3.02,1.1,0,0,36.69,1.04,16.03,6.04,3.82,0,23.35,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,0,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,27.06,12.56,22.47,10.54,13.34,0,0,0,0,0

20,04:45-05:00,29.68,12,3.02,1.1,0,0,36.69,1.04,16.03,0.49,3.82,0,23.35,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,0,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,27.06,12.56,22.47,10.54,13.34,0,0,0,0,0

21,05:00-05:15,29.68,12,3.02,1.1,0,0,36.69,1.04,16.03,0.49,3.82,0,23.35,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,0,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,27.06,12.56,22.47,10.54,13.34,0,0,0,0,0

22,05:15-05:30,29.68,12,3.02,1.1,0,0,36.69,1.04,16.03,0.49,3.82,0,23.35,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,0,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,27.06,12.56,22.47,10.54,13.34,0,0,0,0,0

23,05:30-05:45,29.68,12,3.02,1.1,0,0,36.69,1.04,16.03,0.49,3.82,0,23.35,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,0,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,27.06,12.56,22.47,10.54,13.34,0,0,0,0,0

24,05:45-06:00,29.68,12,3.02,1.1,0,0,36.69,1.04,16.03,0.49,3.82,0,23.35,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,0,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,13.53,12.56,22.47,10.54,13.34,0,0,0,0,0

25,06:00-06:15,29.68,11.87,2.93,1.1,0,0,36.69,1.04,14.66,0.49,3.82,0,23.35,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,6.07,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,13.53,12.56,22.47,10.54,13.34,0,0,0,0,0

26,06:15-06:30,29.68,13.07,2.93,1.1,0,0,36.69,1.04,15.48,0.49,3.82,0,23.83,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,6.07,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,166.23,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,0,12.56,22.47,10.54,13.34,0,0,0,0,0

27,06:30-06:45,29.68,11.87,2.93,1.1,0,0,36.69,1.04,14.66,0.49,3.82,0,23.83,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,6.07,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,0,12.56,22.47,10.54,13.34,0,0,0,0,0

28,06:45-07:00,18.86,11.87,2.93,1.1,0,0,36.69,1.04,14.66,0.49,3.82,0,23.83,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,32.51,398.68,28.95,64.97,0,0,130.63,0,0,0,20.86,73.85,6.07,92.84,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,29.12,0,0,114.76,10.04,0,0,6.49,8.31,47,57.3,94.98,19.26,0,12.56,22.47,10.54,11.19,0,0,0,0,0

29,07:00-07:15,9.43,11.87,2.93,1.1,0,0,36.69,1.04,14.66,0.49,3.82,0,23.83,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,32.51,398.68,30.39,51.5,0,0,107.65,0,0,0,20.86,73.85,5.84,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,25.3,0,0,98.69,10.04,0,0,6.49,8.31,47,57.3,246.02,19.26,0,12.56,22.47,10.54,9.69,0,0,0,0,0

30,07:15-07:30,9.43,11.87,2.93,1.1,0,0,36.69,1.04,14.66,0.49,3.82,0,23.83,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,32.51,398.68,30.39,51.5,0,0,107.65,0,0,0,20.86,73.85,5.84,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,24.58,0,0,95.04,10.04,0,0,6.49,8.31,47,57.3,234.62,18.07,0,12.56,22.47,10.54,9.69,0,0,0,0,0

31,07:30-07:45,9.43,11.87,2.93,1.1,0,0,36.69,1.04,16.32,6.04,3.82,0,23.9,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,32.51,398.68,30.39,51.5,0,0,107.65,0,0,0,20.86,73.85,5.76,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,24.58,0,0,78.55,10.04,0,0,6.49,8.31,47,57.3,166.78,19.26,0,12.56,22.47,10.54,9.69,0,0,0,0,0

32,07:45-08:00,9.43,11.87,2.93,1.1,0,0,36.69,1.04,16.32,6.04,3.82,0,23.9,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,32.51,398.68,30.39,51.5,0,0,107.65,0,0,0,20.86,73.85,5.76,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,24.58,0,0,78.55,10.04,0,0,6.49,8.31,47,57.3,94.98,17.56,0,12.56,33.73,10.54,9.69,0,0,0,0,0

33,08:00-08:15,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,6.04,3.82,0,23.9,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,32.51,398.68,30.39,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,5.18,65.53,24.44,0,0,0,130.52,0,0,0,0,262.53,24.58,0,0,78.55,10.04,0,0,4.6,8.31,47,57.3,94.98,19.26,0,12.56,33.73,10.54,9.69,0,0,0,0,0

34,08:15-08:30,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,6.04,3.82,0,23.9,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,32.51,398.68,30.39,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,5.18,65.53,24.44,0,0,0,130.52,0,0,0,0,262.53,24.58,0,0,78.55,10.04,0,0,4.2,8.31,47,57.3,94.98,19.26,0,12.56,33.73,10.54,9.69,0,0,0,0,0

35,08:30-08:45,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,6.04,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,32.51,400.73,30.39,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,5.18,65.53,24.44,0,0,0,130.52,0,0,0,0,262.53,24.58,0,0,78.55,10.04,0,0,1.92,8.31,31.33,57.3,94.98,19.26,0,12.56,22.47,0,9.69,0,0,0,0,0

36,08:45-09:00,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,1.11,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,32.51,400.85,30.39,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,5.18,65.53,24.44,0,0,0,130.52,0,0,0,0,262.53,24.58,0,0,78.55,10.04,0,0,0,8.31,31.33,57.3,94.98,19.26,0,12.56,22.47,0,9.69,0,0,0,0,0

37,09:00-09:15,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,1.11,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,32.51,400.85,30.39,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,262.53,24.58,0,0,78.55,10.04,0,0,0,8.31,15.67,57.3,94.98,19.26,0,18.84,11.24,0,9.69,0,0,0,0,0

38,09:15-09:30,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,1.11,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,400.85,21.71,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,24.58,0,0,78.55,10.04,0,0,0,8.31,15.67,57.3,94.98,19.26,0,18.84,11.24,0,9.69,0,0,0,0,0

39,09:30-09:45,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,1.11,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,384.04,21.71,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,78.55,10.04,0,0,0,8.31,15.67,57.3,94.98,19.26,0,18.84,11.24,0,9.69,0,0,0,0,0

40,09:45-10:00,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,1.11,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,371.23,21.71,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,78.55,10.04,0,0,0,8.31,15.67,57.3,94.98,19.26,0,18.84,11.24,0,9.69,0,0,0,0,0

41,10:00-10:15,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,1.11,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,371.23,14.46,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,86.56,10.04,0,0,0,8.31,15.67,57.3,94.98,19.26,0,18.84,11.24,0,9.69,0,0,0,0,0

42,10:15-10:30,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,1.11,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,371.23,10.86,51.5,0,0,79.63,0,0,0,20.86,69.38,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,86.56,10.04,0,0,0,8.31,15.67,57.3,94.98,19.26,0,12.56,11.24,0,9.69,0,0,0,0,0

43,10:30-10:45,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,2.96,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,298.53,10.86,51.5,0,0,79.63,0,0,0,20.86,69.38,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,86.56,10.04,0,0,0,8.31,15.67,57.3,94.98,19.26,0,6.28,11.24,0,9.69,0,0,0,0,0

44,10:45-11:00,0,13.08,2.93,1.1,0,0,36.69,1.04,16.32,2.96,2.13,0,25.56,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,260.01,10.86,51.5,0,0,79.63,0,0,0,20.86,69.38,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,86.56,10.04,0,0,0,8.31,15.67,57.3,94.98,18.42,0,6.28,11.24,0,9.69,0,0,0,0,0

45,11:00-11:15,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,2.96,0.7,0,25.56,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,4.13,245.37,10.86,51.5,0,0,79.63,0,0,0,20.86,69.38,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,10.04,0,0,0,8.31,15.67,57.3,94.98,18.81,0,6.28,22.47,0,9.69,0,0,0,0,0

46,11:15-11:30,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,2.96,0.7,0,25.56,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,4.13,225.18,10.86,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,0,0,0,0,8.31,15.67,57.3,94.98,18.14,0,6.28,22.47,0,9.69,0,0,0,0,0

47,11:30-11:45,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,2.96,0,0,25.51,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,4.13,250.38,10.86,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,0,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

48,11:45-12:00,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,2.96,0,0,25.51,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,4.13,293.72,10.86,51.5,0,0,79.63,0,0,0,20.86,73.85,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,0,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

49,12:00-12:15,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,25.51,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,4.13,306.2,10.86,51.5,0,0,79.63,0,0,0,20.86,74.97,0,69.27,5.14,65.53,24.44,0,0,0,129.44,0,0,0,0,224.01,27.95,0,0,96.59,0,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

50,12:15-12:30,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,25.51,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,4.13,316.31,10.86,51.5,0,0,79.63,0,0,0,20.86,74.97,0,69.27,5.14,65.53,24.44,0,0,0,129.44,0,0,0,0,224.01,27.95,0,0,96.59,0,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

51,12:30-12:45,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,25.48,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,4.13,264.82,10.86,51.5,0,0,79.63,0,0,0,20.86,74.97,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,0,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

52,12:45-13:00,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,25.48,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,4.13,260.97,10.86,51.5,0,0,79.63,0,0,0,20.86,74.97,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,0,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

53,13:00-13:15,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,25.07,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,250.38,10.86,51.5,0,0,79.63,0,0,0,20.86,74.97,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,10.04,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

54,13:15-13:30,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,25.07,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,250.38,10.86,51.5,0,0,79.63,0,0,0,20.86,74.97,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,10.04,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

