Block,Time,KGSU1AND2,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,RAPPB,RAPPC,SEWA2,SIMHST2,URI,VALLURNTECL,ANTA_CRF,CHAMERA3,NJPC,NLCEXP,RIHAND1,RSTPSU1TO6,TALST2,DADRI_RF,FSTPP I & II,MAPS,PARBATI3,SASAN,TANDA2,TEHRIPSP,DADRT2,DHAULIGNGA,DULHASTI,KHSTPP-II,RAPPD,RIHAND2,RSTPSU7,SIMHST1,TALA,URI2,BRBCL,KGSU3AND4,NAPP,NLCIIST1,SINGRAULI,TEHRI,UNCHAHAR2,AURY_CRF,DADRI_GF,JHAJJAR,KHSTPP-I,KKNP,KKNPPU2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,ANTA_GF,ANTA_LF,AURY_RF,BSIUL,CHAMERA1,CHAMERA2,KUDGI,PARBATI2,SINGRAULI_HYDRO,TANAKPUR,ANTA_RF,DADRI_LF,KISHANGANGA,KOLDAM,KOTESHWR,NTPL,RIHAND3,SALAL,UNCHAHAR3,AURY_GF,AURY_LF,DADRI_CRF
10,02:15-02:30,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.4,37.41,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,13.11,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

11,02:30-02:45,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.44,37.41,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,13.11,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

12,02:45-03:00,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.4,37.41,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,13.11,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

13,03:00-03:15,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.4,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

14,03:15-03:30,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.37,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

15,03:30-03:45,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.37,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

16,03:45-04:00,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.37,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

17,04:00-04:15,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.34,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.85,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

18,04:15-04:30,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.32,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.85,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

19,04:30-04:45,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.2,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.85,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

20,04:45-05:00,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.97,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.85,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

21,05:00-05:15,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.73,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.85,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

22,05:15-05:30,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.38,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.85,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

23,05:30-05:45,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.96,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.85,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

24,05:45-06:00,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.7,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.85,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

25,06:00-06:15,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.6,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

26,06:15-06:30,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.55,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

27,06:30-06:45,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.55,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

28,06:45-07:00,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.55,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,82.48,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

29,07:00-07:15,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.64,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

30,07:15-07:30,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.67,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

31,07:30-07:45,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.79,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

32,07:45-08:00,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,22.93,32.74,24.99,0,24.23,0,97.47,79.43,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,52.6,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

33,08:00-08:15,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.07,32.74,24.99,0,24.23,0,97.47,59.45,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,52.09,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

34,08:15-08:30,0,0,0,0,5.68,0,65.11,18.34,0,52.36,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.19,32.74,24.99,0,24.23,0,97.47,39.63,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,52.09,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

35,08:30-08:45,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,88.59,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.64,32.74,24.99,0,24.23,0,97.47,19.82,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,52.09,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

36,08:45-09:00,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,26.37,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,52.09,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

37,09:00-09:15,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,26.58,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,51.59,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

38,09:15-09:30,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,26.58,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,51.59,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

39,09:30-09:45,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,26.87,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,51.59,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

40,09:45-10:00,0,0,0,0,5.68,0,65.11,18.34,0,46.37,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,26.87,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,51.59,0,6.97,8.63,45.08,0,130.84,77.27,27.38,0,0,0

41,10:00-10:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.17,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,82.22,19.56,42.15,47.12,0,38.71,0,11.91,50.83,0,4.65,8.63,45.08,0,130.84,77.27,27.38,0,0,0

42,10:15-10:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,374.62,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.17,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,38.71,0,11.91,50.83,0,4.65,8.63,45.08,0,130.84,77.27,27.38,0,0,0

43,10:30-10:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,394.88,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.17,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,50.58,0,4.65,8.63,45.08,0,130.84,77.27,27.38,0,0,0

44,10:45-11:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.17,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,50.58,0,4.65,8.63,45.08,0,130.84,77.27,27.38,0,0,0

45,11:00-11:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.46,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,50.08,0,4.65,8.63,45.08,0,130.84,52.28,27.38,0,0,0

46,11:15-11:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.46,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,50.08,0,4.65,8.63,45.08,0,130.84,52.28,27.38,0,0,0

47,11:30-11:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.46,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,50.08,0,4.65,8.63,45.08,0,130.84,52.28,27.38,0,0,0

48,11:45-12:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.46,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,50.08,0,4.65,8.63,45.08,0,130.84,63.92,27.38,0,0,0

49,12:00-12:15,0,0,0,0,5.68,0,65.11,18.34,0,36.43,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,49.81,0,4.65,8.63,45.08,0,130.84,84.83,27.38,0,0,0

50,12:15-12:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,32.74,24.99,0,24.23,0,97.47,0,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,49.81,0,4.65,8.63,45.08,0,130.84,84.83,27.38,0,0,0

51,12:30-12:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,32.74,24.99,0,24.23,0,97.47,20.05,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,49.81,0,4.65,8.63,45.08,0,130.84,84.83,27.38,0,0,0

52,12:45-13:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,32.74,24.99,0,24.23,0,97.47,40.1,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,49.81,0,4.65,8.63,45.08,0,130.84,84.83,27.38,0,0,0

53,13:00-13:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,32.74,24.99,0,24.23,0,97.47,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,81.57,19.56,42.15,47.12,0,26.04,0,11.91,49.56,0,4.65,8.63,45.08,0,130.84,84.83,27.38,0,0,0

