Block,Time Block,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TALST2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,SINGRAULI_HYDRO,TEHRI,MAPS,JHAJJAR,KOTESHWR,KKNP,KISHANGANGA,KKNPPU2,KHSTPP-I,KOLDAM,KUDGI,KHSTPP-II,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,CHAMERA1,CHAMERA3,BRBCL,CHAMERA2,BSIUL,ANTA_GF,ANTA_CRF,SIMHST2,RSTPSU7,RIHAND3,SEWA2,SINGRAULI,SALAL,SASAN,RIHAND2,RSTPSU1TO6,SIMHST1,NLCIIST2,RAMPUR,NLCTS2EXP,NAPP,RAPPC,NNTPP,NTPL,PARBATI3,RAPPB,NLCEXP,NJPC,NLCIIST1,RIHAND1,KGSU3AND4,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0,11.85,0,0,0,35.2,0,12.59,0,12.36,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,27.21,20.7,12.42,26,6.31,0,0,0,0,87.52,5.61,116.68,74.27,333.41,91.05,0,0,0,2.47,0,44.03,58.33,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

11,02:30-02:45,0,11.85,0,0,0,35.2,0,12.59,0,12.13,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,27.21,20.7,12.48,27.45,6.31,0,0,0,0,87.52,0,116.68,73.14,333.41,91.05,0,0,0,2.47,0,44.03,58.33,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

12,02:45-03:00,0,11.85,0,0,0,35.2,0,11.53,0,12.13,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,27.21,20.7,13.76,27.45,6.31,0,0,0,0,87.52,0,116.72,73.14,333.41,91.05,0,0,0,2.47,0,44.03,58.33,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

13,03:00-03:15,0,11.85,0,0,0,32.91,0,12.59,0,12.13,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,27.21,20.7,13.5,27.45,6.31,0,0,0,0,87.52,0,116.72,73.14,333.41,91.05,0,0,0,2.47,0,44.03,58.33,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

14,03:15-03:30,0,11.85,0,0,0,32.91,0,12.59,0,12.13,23.28,48.65,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,27.21,20.7,12.2,27.45,6.31,0,0,0,0,87.52,0,116.72,73.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

15,03:30-03:45,0,11.85,0,0,0,32.91,0,12.59,0,12.13,23.28,48.65,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,27.21,20.7,12.71,27.45,6.31,0,0,0,0,87.52,0,116.72,73.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

16,03:45-04:00,0,11.85,0,0,0,32.91,0,11.53,0,12.13,23.28,48.65,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,13.01,20.7,14.15,27.45,6.31,0,0,0,0,87.52,0,116.72,73.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

17,04:00-04:15,0,11.85,0,0,0,32.91,0,2.48,0,12.13,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,13.01,20.7,14.46,27.45,6.31,0,0,0,0,87.52,0,116.72,70.9,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,14.97,0,0,115.23,0,30.73,0,0,0,0,0,0,0

18,04:15-04:30,0,11.85,0,0,0,32.91,0,2.48,0,11.96,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.72,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,13.01,20.7,16.45,27.45,6.31,0,0,0,0,87.52,0,116.72,70.9,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,14.97,0,0,115.23,0,30.73,0,0,0,0,0,0,0

19,04:30-04:45,0,11.85,0,0,0,32.91,0,3.73,0,11.83,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,13.01,20.7,18.87,27.45,6.31,0,0,0,0,87.52,0,116.72,70.9,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

20,04:45-05:00,0,11.85,0,0,0,32.91,0,4.97,0,11.83,23.28,48.65,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.25,52.1,365.45,0,0,0,0,0,0,0,0,0,0,13.01,20.7,19.37,27.45,6.31,0,0,0,0,87.52,0,116.72,70.9,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

21,05:00-05:15,0,11.85,0,0,0,32.91,0,11.53,0,11.64,23.28,48.65,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,13.01,20.7,19.37,27.45,6.31,0,0,0,0,87.52,0,116.72,69.78,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

22,05:15-05:30,0,11.85,0,0,0,32.91,0,11.53,0,11.51,23.28,42.77,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,13.01,20.7,19.37,27.45,6.31,0,0,0,0,87.52,0,116.72,69.78,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,5.44,0,0,115.23,0,30.73,0,0,0,0,0,0,0

23,05:30-05:45,0,11.85,0,0,0,32.91,0,11.53,0,11.39,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,13.01,20.7,19.37,27.45,6.31,0,0,0,0,87.52,0,116.72,64.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,8.16,0,0,115.23,0,30.73,0,0,0,0,0,0,0

24,05:45-06:00,0,11.85,0,0,0,32.91,0,11.53,0,11.39,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.03,27.45,6.31,0,0,0,0,87.52,0,116.72,64.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,52.41,0,0,115.23,0,30.73,0,0,0,0,0,0,0

25,06:00-06:15,0,11.85,0,0,0,32.91,0,0,0,11.39,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,117.38,0,116.72,64.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,52.41,0,0,115.23,0,30.73,0,0,0,0,0,0,0

26,06:15-06:30,0,11.85,0,0,0,32.91,0,0,0,11.39,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,117.38,0,116.72,64.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,52.41,0,0,115.23,0,30.73,0,0,0,0,0,0,0

27,06:30-06:45,0,11.85,0,0,0,32.91,0,0,0,11.11,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,117.38,0,116.72,64.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,52.41,0,0,115.23,0,30.73,0,0,0,0,0,0,0

28,06:45-07:00,0,11.85,0,0,0,32.91,0,0,0,11.11,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,117.38,0,116.72,64.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,52.41,0,0,115.23,0,30.73,0,0,0,0,0,0,0

29,07:00-07:15,0,11.85,0,0,0,32.91,0,0,0,11.11,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,117.38,0,116.72,56.27,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,52.41,0,0,115.23,0,30.73,0,0,0,0,0,0,0

30,07:15-07:30,0,11.85,0,0,0,32.91,0,0,0,11.11,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.32,27.45,6.31,0,0,0,0,117.38,0,116.72,56.27,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,6.81,0,0,115.23,0,30.73,0,0,0,0,0,0,0

31,07:30-07:45,0,11.85,0,0,0,32.91,0,0,0,11.11,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,16.98,27.45,6.31,0,0,0,0,117.38,0,116.72,37.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,3.4,0,0,115.23,0,30.73,0,0,0,0,0,0,0

32,07:45-08:00,0,11.85,0,0,0,32.91,0,0,0,11.11,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.12,27.45,6.31,0,0,0,0,117.38,0,116.72,37.14,333.41,91.05,0,0,0,2.47,0,44.03,58.48,0,0,14.97,0,0,115.23,0,30.73,0,0,0,0,0,0,0

33,08:00-08:15,0,11.85,0,0,0,32.91,0,0,0,11.39,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,18.9,27.45,6.31,0,0,0,0,120.4,0,120.62,37.14,313.79,92.59,0,0,0,2.47,0,44.03,58.48,0,0,14.97,0,0,115.23,0,31.1,0,0,0,0,0,0,0

34,08:15-08:30,0,11.85,0,0,0,32.91,0,0,0,11.39,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,120.4,0,120.62,37.14,294.18,92.59,0,0,0,2.47,0,44.03,58.48,0,0,14.97,0,0,115.23,0,31.1,0,0,0,0,0,0,0

35,08:30-08:45,0,11.85,0,0,0,32.91,0,0,0,11.39,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,120.4,0,120.62,37.14,272.39,92.59,0,0,0,2.47,0,44.03,58.48,0,0,14.97,0,0,115.23,0,31.1,0,0,0,0,0,0,0

36,08:45-09:00,0,11.85,0,0,0,32.91,0,0,0,11.59,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,120.4,0,120.62,37.14,272.39,92.59,0,0,0,2.47,0,44.03,58.48,0,0,14.97,0,0,115.23,0,31.1,0,0,0,0,0,0,0

37,09:00-09:15,0,11.85,0,0,0,32.91,0,0,0,11.59,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,120.4,0,120.62,24.76,272.39,92.59,0,0,0,2.47,0,44.03,58.48,0,0,14.97,0,0,115.23,0,31.1,0,0,0,0,0,0,0

38,09:15-09:30,0,11.85,0,0,0,32.91,0,0,0,11.59,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,27.45,6.31,0,0,0,0,120.4,0,120.62,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

39,09:30-09:45,0,11.85,0,0,0,32.91,0,0,0,11.59,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,26,6.31,0,0,0,0,120.4,0,120.62,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

40,09:45-10:00,0,11.85,0,0,0,32.91,0,0,0,11.76,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,26,6.31,0,0,0,0,120.4,0,120.62,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

41,10:00-10:15,0,11.85,0,0,0,32.91,0,0,0,11.76,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,26,6.31,0,0,0,0,120.4,0,103.88,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

42,10:15-10:30,0,11.85,0,0,0,32.91,0,0,0,11.76,23.28,48.65,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,18.46,26,6.31,0,0,0,0,120.4,0,87.2,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

43,10:30-10:45,0,11.85,0,0,0,32.91,0,0,0,11.39,23.28,48.65,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,16.04,26,6.31,0,0,0,0,120.4,0,87.2,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

44,10:45-11:00,0,11.85,0,0,0,32.91,0,0,0,11.39,23.28,48.65,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,16.76,26,6.31,0,0,0,0,120.4,0,87.2,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

45,11:00-11:15,0,11.85,0,0,0,32.91,0,0,0,11.56,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,17.97,26,12.63,0,0,0,0,120.4,0,87.2,24.76,272.39,115.02,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,44.55,0,0,0,0,0,0,0

46,11:15-11:30,0,11.85,0,0,0,32.91,0,0,0,11.56,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,14.25,26,12.63,0,0,0,0,120.4,0,87.2,24.76,272.39,115.02,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,44.55,0,0,0,0,0,0,0

47,11:30-11:45,0,11.85,0,0,0,32.91,0,0,0,11.14,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,52.97,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,14.41,26,12.63,0,0,0,0,120.4,0,87.2,24.76,272.39,115.02,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,44.55,0,0,0,0,0,0,0

48,11:45-12:00,0,11.85,0,0,0,32.91,0,0,0,11.27,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,28.54,3.88,0,63.74,39.13,10.73,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,17.87,26,12.63,0,0,0,0,120.4,0,87.2,24.76,272.39,115.02,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,44.55,0,0,0,0,0,0,0

49,12:00-12:15,0,11.85,0,0,0,32.91,0,0,0,11.27,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,29.81,3.88,0,66.18,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,19.37,26,6.31,0,0,0,0,88.75,0,87.2,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,17.01,0,0,123.75,0,31.1,0,0,0,0,0,0,0

50,12:15-12:30,0,11.85,0,0,0,32.91,0,0,0,11.27,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,29.81,3.88,0,66.18,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,20.7,18.09,26,6.31,0,0,0,0,88.75,0,87.2,24.76,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,17.01,0,0,123.75,0,31.1,0,0,0,0,0,0,0

51,12:30-12:45,0,11.85,0,0,0,32.91,0,0,0,10.68,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,53.27,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,16.34,18.02,26,6.31,0,0,0,0,120.4,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

52,12:45-13:00,0,11.85,0,0,0,32.91,0,0,0,10.68,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,53.27,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,16.34,19.2,26,6.31,0,0,0,0,120.4,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

53,13:00-13:15,0,11.85,0,0,0,32.91,0,0,0,10.68,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,53.27,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,16.34,16.87,20.23,6.31,0,0,0,0,120.4,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

54,13:15-13:30,0,11.85,0,0,0,32.91,0,0,0,10.68,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,53.27,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,16.34,18.77,20.23,6.31,0,0,0,0,120.4,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

55,13:30-13:45,0,11.85,0,0,0,32.91,0,0,0,10.68,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,53.27,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,20.23,6.31,0,0,0,0,89.95,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

56,13:45-14:00,0,11.85,0,0,0,32.91,0,0,0,10.68,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,53.27,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,20.23,6.31,0,0,0,0,88.75,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

57,14:00-14:15,0,11.85,0,0,0,32.91,0,0,0,10.82,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,24.71,3.88,0,53.27,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,13.01,6.31,0,0,0,0,88.75,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

