Column1,Time,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2025/04/01/8964,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8510,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/8954,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/4138,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/9320,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/6363,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/5800,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/7791,GNA/NR/2025/04/01/8456
66,16:15-16:30,31.05,68.67,22,41,58.33,21,33,27.17,48.46,81.49,40,27.17,23,68.66,33,11.21,33,1.19,26.95,2.41,5.77,9.78,0,53.09,26.95,5.06,28.26,0,40.54,10.53,0,17.38,0,0,7.56,9.78,0,52,155.23,164.1,164.1,129.35,0,272.94,0,4.03,13.51,14.48,0,28.96,10.62,123.08,0,3.19

67,16:30-16:45,21.87,69.33,24.33,37,47.54,18,33,30.17,42.86,90.49,34,30.17,18,69.34,33,18.41,33,1.19,26.95,2.41,5.77,8.77,0,53.09,26.95,5.06,28.26,0,40.54,10.53,0,17.38,0,0,6.78,8.77,0,44,109.37,164.1,164.1,129.35,0,272.94,0,4.03,13.51,14.48,0,28.96,10.62,123.08,0,3.19

68,16:45-17:00,19.12,72,26.67,32,41.46,16,33,33.33,37.22,100.01,28,33.33,16,72,33,18.21,33,1.19,26.95,2.41,5.77,7.76,0,82.05,26.95,5.06,27.25,0,40.54,10.53,0,17.38,0,0,6,7.76,0,38,95.58,164.1,164.1,164.76,0,272.94,0,4.03,13.51,14.48,0,28.96,10.62,123.08,0,3.19

69,17:00-17:15,16.21,70,28,28,35.62,14,28,32.17,31.32,96.49,22,32.17,12,70,33,18.01,33,1.19,26.95,2.41,6,6.69,0,85.82,26.95,5.44,27.76,0,40.54,10.81,0,17.38,0,0,5.17,6.69,0,33,81.05,164.1,164.1,164.76,0,272.94,0,4.21,13.51,14.48,0,28.96,10.62,123.08,0,3.19

70,17:15-17:30,13.49,67.67,29.33,22,29.78,11,10,31,25.26,93,15,31,9,67.66,28.17,17.81,31.73,1.19,26.95,2.41,6,5.58,0,85.82,26.95,5.44,27.76,0,63.3,10.81,0,17.38,0,0,4.32,5.58,0,26,67.44,164.1,164.1,201.14,0,272.94,0,4.21,13.51,14.48,0,28.96,10.62,123.08,0,3.19

71,17:30-17:45,10.77,65.33,30.33,15,23.55,8,5,29.83,18.64,89.51,15,29.83,8,65.34,19.78,23.01,23.93,1.19,26.95,2.41,6,4.53,0,85.82,26.95,5.44,28.26,0,63.3,10.81,0,17.38,0,0,3.5,4.53,0,20,53.82,164.1,164.1,201.14,0,272.94,0,4.21,13.51,14.48,0,28.96,10.62,123.08,0,3.19

72,17:45-18:00,8.17,63.33,31.33,11,17.66,5,1,28.67,12.51,85.99,7,28.67,7,63.34,11.71,22.41,15.05,1.19,26.95,2.41,6,3.49,0,85.82,26.95,5.44,28.77,0,63.3,10.81,0,17.38,0,0,2.69,3.49,0,13,40.85,164.1,164.1,201.14,0,272.94,0,4.21,13.51,14.48,0,28.96,10.62,123.08,0,3.19

73,18:00-18:15,5.88,63,27.67,5,12.64,3,0,30.92,7.3,92.78,3,30.92,5,63,0,19.81,0,1.19,26.94,2.41,6.24,2.5,0,85.82,26.94,5.44,27.25,5.79,63.3,11.18,5.79,29.01,28.96,0,1.93,2.5,0,8,29.37,164.1,0,201.14,14.48,272.94,67.57,4.21,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

74,18:15-18:30,3.94,66.33,28,3,8.5,2,0,30.48,3.54,91.46,1,30.48,3,66.34,0,20.01,0,1.19,26.94,2.41,6.24,1.61,0,85.82,26.94,5.44,27.76,5.79,63.3,11.18,5.79,29.01,28.96,0,1.25,1.61,0,5,19.67,164.1,0,201.14,14.48,272.94,67.57,4.21,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

75,18:30-18:45,2.46,66.33,38.33,2,0.74,1,0,30.1,1.14,90.29,0,30.1,1,66.34,0,20.21,0,1.19,26.94,2.41,6.24,0.93,0,85.82,26.94,5.44,28.26,5.79,63.3,11.18,5.79,29.01,28.96,0,0.72,0.93,0,2,12.32,164.1,0,201.14,14.48,272.94,67.57,4.21,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

76,18:45-19:00,1.36,66.33,37.67,0,0.27,0,0,29.43,0,88.3,0,29.43,1,66.34,0,20.81,0,1.19,26.94,2.41,6.24,0.42,0,85.82,26.94,5.44,29.28,5.79,63.3,11.18,5.79,29.01,28.96,0,0.32,0.42,0,1,6.79,164.1,0,201.14,14.48,272.94,67.57,4.21,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

77,19:00-19:15,0.51,71.38,37,0,0.27,0,0,29.25,0,87.74,0,29.25,0,71.38,0,21.41,0,4.83,26.94,8.69,6.54,0,0,85.82,26.94,5.44,29.28,5.79,87.07,11.54,5.79,29.01,28.96,0,0,0,0,0,2.56,164.1,0,261.21,14.48,272.94,67.57,4.31,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

78,19:15-19:30,0.06,70.35,36,0,0,0,0,29.24,0,87.7,0,29.24,0,70.36,0,22.21,0,4.83,26.94,8.69,6.54,0,0,85.82,26.94,5.44,29.78,5.79,87.07,11.54,5.79,29.01,28.96,0,0,0,0,0,0.3,164.1,0,261.21,14.48,272.94,67.57,4.31,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

79,19:30-19:45,0.01,69.74,39,0,0,0,0,30.83,0,92.51,0,30.83,0,69.74,0,23.21,0,4.83,26.94,8.69,6.54,0,0,85.82,26.94,5.44,29.78,5.79,87.07,11.54,5.79,29.01,28.96,0,0,0,0,0,0.04,164.1,0,261.21,14.48,272.94,67.57,4.31,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

80,19:45-20:00,0,69.1,38.67,0,0,0,0,30.67,0,91.99,0,30.67,0,69.1,0,25.21,0,4.83,26.94,8.69,6.54,0,0,85.82,26.94,5.44,29.78,5.79,87.07,11.54,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.31,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

81,20:00-20:15,0,66.67,37.67,0,0,0,0,30.5,0,91.5,0,30.5,0,66.66,0,9,0,4.83,26.94,8.69,5.93,0,0,85.82,26.94,5.44,29.28,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.31,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

82,20:15-20:30,0,65,37,0,0,0,0,30.33,0,91.01,0,30.33,0,65,0,9,0,4.83,26.94,8.69,5.93,0,0,85.82,26.94,5.44,29.28,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.31,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

83,20:30-20:45,0,63.33,28.67,0,0,0,0,24.27,0,72.79,0,24.27,0,63.34,0,8.8,0,4.83,25.84,8.69,5.93,0,0,85.82,25.84,5.44,29.28,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.31,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

84,20:45-21:00,0,62.67,27.67,0,0,0,0,24,0,72,0,24,0,62.66,0,8.6,0,4.83,25.84,8.69,5.93,0,0,85.82,25.84,5.44,29.28,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.31,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

85,21:00-21:15,0,49.33,25,0,0,0,0,23.33,0,70.01,0,23.33,0,49.34,0,8.8,0,4.83,25.84,8.69,5.77,0,0,85.82,25.84,5.44,29.77,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.21,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

86,21:15-21:30,0,46.67,24,0,0,0,0,22.67,0,67.99,0,22.67,0,46.66,0,9,0,4.83,25.84,8.69,5.77,0,0,85.82,25.84,5.44,29.27,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.21,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

87,21:30-21:45,0,64.14,32.67,0,0,0,0,25.34,0,76.02,0,25.34,0,64.15,0,9.6,0,4.83,25.84,8.69,5.77,0,0,85.82,25.84,5.44,29.27,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.21,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

88,21:45-22:00,0,64.22,32,0,0,0,0,25.55,0,76.65,0,25.55,0,64.21,0,10,0,4.83,25.84,8.69,5.77,0,0,85.82,25.84,5.44,29.27,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.21,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

89,22:00-22:15,0,61.81,30.67,0,0,0,0,24.56,0,73.67,0,24.56,0,61.8,0,19.61,0,4.83,25.84,8.69,5.77,0,0,85.82,25.84,5.44,29.27,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.12,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

90,22:15-22:30,0,59.8,30,0,0,0,0,24.55,0,73.64,0,24.55,0,59.79,0,18.01,0,4.83,25.84,8.69,5.77,0,0,85.82,25.84,5.44,29.27,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.12,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

91,22:30-22:45,0,57.72,29.33,0,0,0,0,27.86,0,83.59,0,27.86,0,57.73,0,17.01,0,4.83,25.84,8.69,5.77,0,0,85.82,25.84,5.44,28.25,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.12,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

92,22:45-23:00,0,55.79,28.67,0,0,0,0,27.61,0,82.8,0,27.61,0,55.79,0,15.81,0,4.83,25.84,8.69,5.77,0,0,85.82,25.84,5.44,28.25,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.12,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

93,23:00-23:15,0,55.06,28.33,0,0,0,0,27.05,0,81.15,0,27.05,0,55.05,0,15.41,0,4.83,25.84,8.69,5.54,0,0,85.82,25.84,4.98,28.25,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.03,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

94,23:15-23:30,0,54.02,28,0,0,0,0,26.45,0,79.35,0,26.45,0,54.03,0,14.81,0,4.83,25.84,8.69,5.54,0,0,85.82,25.84,4.98,28.25,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.03,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

95,23:30-23:45,0,52.81,28,0,0,0,0,25.72,0,77.13,0,25.72,0,52.82,0,14.21,0,4.83,25.84,8.69,5.54,0,0,85.82,25.84,4.98,28.25,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.03,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

96,23:45-24:00,0,52.73,26.67,0,0,0,0,25.22,0,75.65,0,25.22,0,52.72,0,14.01,0,4.83,25.84,8.69,5.54,0,0,85.82,25.84,4.98,28.25,5.79,87.07,13.22,5.79,29.01,28.96,0,0,0,0,0,0,164.1,0,261.21,14.48,272.94,67.57,4.03,13.51,14.48,0,28.96,10.62,123.08,19.31,3.19

