Column1,Time,NR/30092023/31122025/SH-07,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/4503,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/9042,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/3646,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/9061,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/1868,NR/01102023/30042040/GNA_LT_35,L_NR_2019_19,NR/30092023/26122029/SH-06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17
7,01:30-01:45,0,0,0,57.34,8.64,25.74,25.93,0,164.23,1.16,17.29,0,142.69,25.93,47.56,1.6,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,7.33,6.67,22.01,7.33,13.33,7.2,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,57.34,8.64,25.23,25.93,0,164.23,1.16,17.29,0,142.69,25.93,47.56,1.6,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,7.17,6.67,21.49,7.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,57.34,8.64,25.23,25.93,0,164.23,1.16,17.29,0,142.69,25.93,47.56,1.53,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,7.17,6.67,21.49,7.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,57.34,8.64,25.23,25.93,0,164.23,1.16,17.29,0,142.69,25.93,47.56,1.53,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,7.17,6.67,21.49,7.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,57.34,8.64,0,25.93,0,173.83,1.16,17.29,0,142.69,25.93,47.56,1.53,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,7,6.67,21,7,13.33,7.2,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,57.34,8.64,0,25.93,0,173.83,1.16,17.29,0,142.69,25.93,47.56,1.53,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.83,6.67,20.51,6.83,13.33,7.2,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,57.34,8.64,0,25.93,0,173.83,1.09,17.29,0,142.69,25.93,47.56,1.53,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.67,6.67,19.99,6.67,13.33,7.2,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,57.34,8.64,0,25.93,0,173.83,1.09,17.29,0,142.69,25.93,47.56,1.53,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.5,6.67,19.5,6.5,13.33,7.2,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,57.34,8.64,0,25.93,0,173.83,1.09,17.29,0,142.69,25.93,47.56,1.53,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,57.34,8.64,0,25.93,0,173.83,1.09,17.29,0,142.69,25.93,47.56,1.53,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,66.86,8.64,0,25.93,0,195.58,1.09,17.29,0,142.69,25.93,47.56,1.45,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,66.86,8.64,0,25.93,0,195.58,1.09,17.29,0,142.69,25.93,47.56,1.45,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,66.86,8.64,0,25.93,0,195.58,1.09,17.29,0,142.69,25.93,47.56,1.45,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,66.86,8.64,0,25.93,0,195.58,1.09,17.29,0,142.69,25.93,47.56,1.45,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,66.86,8.64,0,25.93,0,195.58,1.01,17.29,0,142.69,25.93,47.56,1.45,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,8.6,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,66.86,8.64,0,25.93,0,195.58,1.01,17.29,0,142.69,25.93,47.56,1.45,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,8.6,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,66.86,8.64,0,25.93,0,195.58,1.01,17.29,0,142.69,25.93,47.56,1.45,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,66.86,8.64,0,25.93,0,195.58,1.01,17.29,0,142.69,25.93,47.56,1.45,25.93,35.02,0,2.2,1.61,52.82,8.64,0,0,0,13.34,0,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,66.86,8.64,0,25.93,0,226.25,1.01,17.29,0,0,25.93,0,1.37,25.93,32.94,0,2.2,1.61,81.63,8.64,0,0,0,13.34,0.89,6.17,6.67,18.49,6.17,13.33,7.2,0,0,0,0,0,0,0.01,0,0,0

26,06:15-06:30,0,0,0,66.86,8.64,0,25.93,0,226.25,1.01,17.29,0,0,25.93,0,1.37,25.93,32.94,0,2.2,1.61,100.05,8.64,0,0,0,13.34,1.43,6.17,6.67,18.49,6.17,13.33,7.2,2,0,0,0,0,0,3.96,0,0,0

27,06:30-06:45,0,0,0,76.38,8.64,0,25.93,0.15,260.75,1.01,17.29,0.15,0,25.93,0,1.37,25.93,32.94,0,2.2,1.61,100.05,8.64,0.15,0,0,13.34,2.94,6.17,6.67,18.49,6.17,13.33,7.2,7,0,0.01,0,0,0,10.34,0,0,0

28,06:45-07:00,0,0,0,76.38,8.64,0,25.93,0.36,260.75,1.01,17.29,0.35,0,25.93,0,1.37,25.93,32.94,0,2.2,1.61,100.05,8.64,0.35,0.05,0,13.34,9.37,6.17,6.67,18.49,6.17,13.33,7.2,11,0,0.19,0,0,0.04,17.23,0,0,0

29,07:00-07:15,0,0,0,86.63,8.64,23.72,25.93,0.68,260.75,1.01,17.29,0.66,0,25.93,0,1.37,25.93,32.94,0,2.2,1.61,100.05,8.64,0.66,5.58,0,13.34,18.9,6.17,6.67,18.49,6.17,13.33,7.2,16,0,0.28,2,0,0.05,26.86,1,1,0

30,07:15-07:30,0,0,0,86.63,8.64,23.72,25.93,1.14,260.75,1.01,17.29,1.11,0,25.93,0,1.37,25.93,32.94,0,2.2,1.61,100.05,8.64,1.11,12.85,0,13.34,27.75,6.17,6.67,18.49,6.17,13.33,7.2,22,1,2.84,5,1,0.57,27.75,2,4,1

31,07:30-07:45,0,0,0,86.63,8.64,23.21,25.93,1.75,260.75,1.01,17.29,1.7,0,25.93,0,1.37,25.93,32.94,0,2.2,1.61,100.05,8.64,1.7,22,0,13.34,27,6.17,6.67,18.49,6.17,13.33,7.2,27,4,10.69,7,2,2.14,27,5,11,3

32,07:45-08:00,0,0,0,86.63,8.64,22.2,25.93,2.5,260.75,1.01,17.29,2.44,0,25.93,0,1.37,25.93,32.94,0,2.2,1.61,100.05,8.64,2.44,31.08,0,13.34,27.5,6.17,6.67,18.49,6.17,13.33,7.2,27.5,10,22.71,9,4,4.54,27.5,8,25,4

33,08:00-08:15,0,0,0,86.63,8.64,22.2,25.93,3.31,260.75,1.01,17.29,3.24,0,25.93,0,1.37,25.93,57.6,0,2.2,1.57,100.05,8.64,3.24,40.32,0,13.34,29,6.17,6.67,18.49,6.17,13.33,7.2,29,17,40.25,13,7,8.05,29,20,40,10

34,08:15-08:30,0,0,0,86.63,8.64,22.2,25.93,4.14,260.75,1.01,17.29,4.03,0,25.93,0,1.37,25.93,57.6,0,2.2,1.57,100.05,8.64,4.03,49.53,0,13.34,29.9,6.17,6.67,18.49,6.17,13.33,7.2,29.9,24,59.82,20,12,11.96,29.9,29,56,14

35,08:30-08:45,0,0,0,86.63,8.64,22.2,25.93,4.93,260.75,1.01,17.29,4.8,0,25.93,0,1.37,25.93,57.6,0,2.2,1.57,100.05,8.64,4.8,58.33,0,13.34,30.07,6.17,6.67,18.49,6.17,13.33,7.2,30.07,30,79.09,28,17,15.82,30.06,35,70,18

36,08:45-09:00,0,0,0,86.63,8.64,22.2,25.93,5.9,260.75,1.01,17.29,5.76,0,25.93,0,1.37,25.93,57.6,0,2.2,1.57,100.05,8.64,5.76,65.83,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,7.2,31.07,36,99.14,37,21,19.83,31.06,43,84,22

37,09:00-09:15,0,0,0,86.63,8.64,22.2,25.93,7.51,260.75,1.01,17.29,7.32,0,25.93,0,1.37,25.93,57.6,0,2.11,1.57,100.05,8.64,7.32,74.08,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,8,31.07,36,118.46,46,24,23.69,31.06,50,84,25

38,09:15-09:30,0,0,0,86.63,8.64,22.2,25.93,8.4,260.75,1.01,17.29,8.2,0,25.93,0,1.37,25.93,57.6,0,2.11,1.57,100.05,8.64,8.2,81.63,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,8,31.07,42,136.78,53,27,27.35,31.06,57,98,28

39,09:30-09:45,0,0,0,86.63,8.64,22.2,25.93,9.46,260.75,1.01,17.29,9.23,0,25.93,0,1.37,25.93,57.6,0,2.11,1.57,100.05,8.64,9.23,88.63,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,8,31.07,46,153.89,58,29,30.78,31.06,57,109,28

40,09:45-10:00,0,0,0,86.63,8.64,22.2,25.93,10.83,260.75,1.01,17.29,10.56,0,25.93,0,1.37,25.93,57.6,0,2.11,1.57,100.05,8.64,10.56,95,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,8,31.07,52,170.19,63,31,34.04,31.06,63,123,32

41,10:00-10:15,0,0,0,65.9,8.64,22.2,25.93,11.78,195.58,1.09,17.29,11.49,0,25.93,0,1.37,25.93,32.94,0,2.11,1.57,100.05,8.64,11.49,100.52,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,8,31.07,57,185.38,67,33,37.07,31.06,70,133,35

42,10:15-10:30,0,0,0,65.9,8.64,22.2,25.93,12.56,195.58,1.09,17.29,12.25,0,25.93,0,1.37,25.93,32.94,0,2.11,1.57,74.91,8.64,12.25,104.92,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,8,31.07,61,198.33,72,35,39.67,31.06,77,144,38

43,10:30-10:45,0,0,0,65.9,8.64,22.2,25.93,13.26,195.58,1.09,17.29,12.94,0,25.93,0,1.37,25.93,32.94,0,2.11,1.57,52.82,8.64,12.94,108.78,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,8,31.07,66,209.05,75,36,41.81,31.06,80,154,40

44,10:45-11:00,0,0,0,65.9,8.64,22.2,25.93,13.86,195.58,1.09,17.29,13.52,0,25.93,0,1.37,25.93,32.94,0,2.11,1.57,52.82,8.64,13.52,111.69,0,13.34,31.07,6.17,6.67,18.49,6.17,13.33,8,31.07,69,218.68,78,38,43.73,31.06,85,161,42

45,11:00-11:15,0,0,0,65.9,8.64,22.2,25.93,14.27,195.58,1.09,17.29,13.91,0,25.93,0,1.37,25.93,32.94,0,2.11,1.61,52.82,8.64,13.91,114.4,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,8,31.57,72,227.52,83,40,45.5,31.56,90,168,45

46,11:15-11:30,0,0,0,65.9,8.64,22.2,25.93,14.71,195.58,1.09,17.29,14.35,0,25.93,0,1.37,25.93,32.94,0,2.11,1.61,52.82,8.64,14.35,116.62,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,8,31.57,75,235.39,85,40,47.08,31.56,90,175,45

47,11:30-11:45,0,0,0,65.9,8.64,22.2,25.93,15.05,195.58,1.09,17.29,14.69,0,25.93,0,1.37,25.93,35.02,0,2.11,1.61,52.82,8.64,14.69,118.19,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,8,31.57,76,240.98,87,41,48.19,31.56,90,179,45

48,11:45-12:00,0,0,0,57.34,8.64,22.2,25.93,15.17,173.83,1.09,17.29,14.79,0,25.93,0,1.37,25.93,35.02,0,2.11,1.61,52.82,8.64,14.79,119.54,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,8,31.57,76,244.01,88,41,48.8,31.56,90,179,45

49,12:00-12:15,0,0,0,57.34,8.64,22.2,25.93,15.17,164.23,1.16,17.29,14.79,0,25.93,0,1.45,25.93,35.02,0,2.11,1.61,52.82,8.64,14.79,120.53,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,8.2,31.57,76,245.66,88,41,49.13,31.56,90,179,45

50,12:15-12:30,0,0,0,57.34,8.64,22.2,25.93,15.17,154.62,1.16,17.29,14.79,0,25.93,0,1.45,25.93,35.02,0,2.11,1.61,52.82,8.64,14.79,120.54,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,8.6,31.57,76,245.78,88,41,49.15,31.56,90,179,45

51,12:30-12:45,0,0,0,57.34,8.64,22.2,25.93,15.17,139.26,1.16,17.29,14.79,0,25.93,0,1.45,25.93,35.02,0,2.11,1.61,52.82,8.64,14.79,119.87,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,8.8,31.57,76,245.73,88,41,49.14,31.56,90,179,45

52,12:45-13:00,0,0,0,57.34,8.64,22.2,25.93,15.2,139.26,1.16,17.29,14.83,0,25.93,0,1.45,25.93,35.02,0,2.11,1.61,52.82,8.64,14.83,118.66,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,9,31.57,76,244.1,88,41,48.82,31.56,90,179,45

53,13:00-13:15,0,0,0,57.34,8.64,22.2,25.93,14.9,139.26,1.32,17.29,14.54,0,25.93,0,1.53,25.93,35.02,0,2.11,1.66,52.82,8.64,14.54,116.27,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,11,31.57,76,242.85,87,41,48.57,31.56,87,179,43

54,13:15-13:30,0,0,0,57.34,8.64,22.2,25.93,14.58,139.26,1.32,17.29,14.23,0,25.93,0,1.53,25.93,35.02,0,2.11,1.66,52.82,8.64,14.23,112.72,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,11,31.57,76,239.35,86,40,47.87,31.56,83,179,42

55,13:30-13:45,0,0,0,57.34,8.64,22.2,25.93,14.32,148.86,1.32,17.29,13.96,0,25.93,0,1.53,25.93,35.02,0,2.11,1.66,52.82,8.64,13.96,108.58,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,14.01,31.57,70,232.53,84,40,46.5,31.56,80,165,40

56,13:45-14:00,0,0,0,57.34,8.64,22.2,25.93,14.16,158.47,1.32,17.29,13.81,0,25.93,0,1.53,25.93,35.02,0,2.11,1.66,52.82,8.64,13.81,104.01,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,13.81,31.57,69,223.98,82,38,44.8,31.56,78,161,39

57,14:00-14:15,0,0,0,57.34,8.64,22.2,25.93,13.69,158.47,1.39,17.29,13.35,0,25.93,0,1.53,25.93,35.02,0,2.11,1.71,52.82,8.64,13.35,98.63,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,13.61,31.57,66,215.39,76,36,43.08,31.56,73,154,37

58,14:15-14:30,0,0,0,65.9,8.64,22.2,25.93,12.92,170.61,1.39,17.29,12.61,0,25.93,0,1.53,25.93,35.02,0,2.11,1.71,52.82,8.64,12.61,92.94,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,13.81,31.57,63,208.35,72,33,41.67,31.56,70,147,35

59,14:30-14:45,0,0,0,65.9,8.64,22.2,25.93,12.2,170.61,1.39,17.29,11.91,0,25.93,0,1.53,25.93,35.02,0,2.11,1.71,65.31,8.64,11.91,86.74,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,14.01,31.57,58,199.42,67,31,39.88,31.56,67,137,33

60,14:45-15:00,0,0,0,65.9,8.64,22.2,25.93,11.14,170.61,1.39,17.29,10.87,0,25.93,0,1.53,25.93,35.02,0,2.11,1.71,69.15,8.64,10.87,80.24,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,14.41,31.57,54,188.55,63,29,37.71,31.56,61,126,31

61,15:00-15:15,0,0,0,65.9,8.64,23.21,25.93,10.32,170.61,1.55,17.29,10.08,0,25.93,0,1.76,25.93,35.02,0,2.2,1.76,69.15,8.64,10.08,73.26,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,20.01,31.57,48,175.08,59,26,35.02,31.56,52,112,26

62,15:15-15:30,0,0,0,65.9,8.64,24.22,25.93,9.21,170.61,1.55,17.29,8.99,0,25.93,0,1.76,25.93,35.02,0,2.2,1.76,81.63,8.64,8.99,65.89,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,22.01,31.57,42,160.53,53,24,32.11,31.56,45,98,22

63,15:30-15:45,0,0,0,65.9,8.64,24.22,25.93,8.17,170.61,1.55,17.29,7.96,0,25.93,0,1.76,25.93,32.94,0,2.2,1.76,100.05,8.64,7.96,57.67,0,13.34,31.57,6.17,6.67,18.49,6.17,13.33,21.01,31.57,36,143.99,47,22,28.8,31.56,37,84,18

64,15:45-16:00,0,0,0,65.9,8.64,25.74,25.93,7.11,170.61,1.55,17.29,6.93,0,25.93,0,1.76,25.93,32.94,0,2.2,1.76,100.05,8.64,6.93,49.46,0,13.34,31.9,6.17,6.67,18.49,6.17,13.33,21.21,31.9,30,125.12,42,20,25.02,31.9,30,70,15

65,16:00-16:15,0,0,0,86.63,8.64,26.24,25.93,6.04,260.75,1.55,17.29,5.89,0,25.93,0,1.83,25.93,32.94,0,2.2,1.71,100.05,8.64,5.89,40.04,0,19.34,33,6.17,9.33,18.49,6.17,19.33,32.01,25,24,107.44,33,15,21.49,33,25,56,12

66,16:15-16:30,0,0,0,86.63,8.64,26.75,25.93,4.91,260.75,1.55,17.29,4.78,0,25.93,0,1.83,25.93,32.94,0,2.2,1.71,100.05,8.64,4.78,29.84,0,19,21.79,6.17,9.33,18.49,6.17,19,32.41,17,18,88.62,27,9,17.72,30.37,16,42,8

67,16:30-16:45,0,0,0,86.63,8.64,26.75,25.93,3.76,260.75,1.24,17.29,3.68,0,25.93,0,1.83,25.93,32.94,0,2.2,1.71,100.05,8.64,3.68,20.69,0,25,12.68,6.17,9,18.49,6.17,25,33.61,10,13,68.7,20,7,13.74,20.35,13,32,7

68,16:45-17:00,0,0,0,86.63,8.64,27.25,25.93,2.65,260.75,1.24,17.29,2.58,0,25.93,0,1.83,25.93,32.94,0,2.2,1.71,100.05,8.64,2.58,13.46,0,24.66,5.7,6.17,8.67,18.49,6.17,24.67,33.81,5,9,48.28,13,5,9.65,11.51,9,21,4

69,17:00-17:15,0,0,0,86.63,8.64,27.76,31.69,1.88,260.75,1.24,19.21,1.83,0,31.69,0,1.99,31.69,32.94,0,2.2,1.71,100.05,8.64,1.83,5.29,0,24.34,1.41,6.17,8.33,18.49,6.17,24.33,33.61,1,6,27.86,10,2,5.57,4.44,6,14,3

70,17:15-17:30,0,0,0,86.63,8.64,28.26,31.69,1.28,260.75,1.24,19.21,1.25,0,31.69,0,1.99,31.69,56.47,0,2.2,1.71,100.05,8.64,1.25,0,0,24,1.6,6.17,8.33,18.49,6.17,24,33.01,0,3,13.35,7,1,2.67,0.75,2,7,1

71,17:30-17:45,0,0,0,86.63,8.64,26.75,31.69,0.79,260.75,1.24,19.21,0.77,0,31.69,0,1.76,31.69,56.47,0,2.2,1.71,100.05,8.64,0.77,0,0,23.34,0.95,6.17,8.33,18.49,6.17,23.33,32.41,0,1,4.46,3,0,0.89,0.28,1,2,0

72,17:45-18:00,0,0,0,86.63,8.64,26.75,31.69,0.44,260.75,1.24,19.21,0.43,0,31.69,0,1.76,31.69,56.47,0,2.2,1.71,100.05,8.64,0.43,0,0,22.66,0.61,6.17,8,18.49,6.17,22.67,31.61,0,0,0.39,2,0,0.08,0.03,0,1,0

73,18:00-18:15,0,50,150,86.63,8.64,26.75,31.69,0.25,260.75,1.24,19.21,0.25,0,31.69,0,1.76,31.69,56.47,0,2.2,1.66,100.05,8.64,0.25,0,0,23,0,6.17,7.33,18.49,6.17,23,27.01,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,50,150,86.63,8.64,26.75,31.69,0,260.75,1.24,19.21,0,0,31.69,0,1.76,31.69,56.47,0,2.2,1.66,100.05,8.64,0,0,0,22.66,0,6.17,7.33,18.49,6.17,22.67,26.41,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,50,150,86.63,8.64,26.24,31.69,0,260.75,1.24,19.21,0,0,31.69,0,1.76,31.69,32.94,0,2.2,1.66,100.05,8.64,0,0,0,21.66,0,9.17,7.33,27.49,9.17,21.67,26.01,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,50,150,86.63,8.64,26.24,31.69,0,260.75,1.24,19.21,0,0,31.69,0,1.76,31.69,32.94,0,2.2,1.66,100.05,8.64,0,0,0,21.34,0,8.83,7.33,26.51,8.83,21.33,25.01,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,50,150,75.74,8.64,25.74,31.69,0,227.39,1.24,19.21,0,0,31.69,0,1.76,31.69,32.94,0,2.2,1.66,100.05,8.64,0,0,0,21,0,8.67,7.33,25.99,8.67,21,24.01,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,50,150,65.26,8.64,25.74,31.69,0,227.39,1.24,19.21,0,0,31.69,0,1.76,31.69,32.94,0,2.2,1.66,100.05,8.64,0,0,0,20.34,0,8.33,7.33,25.01,8.33,20.33,23.01,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,50,150,65.26,8.64,25.74,31.69,0,211.15,1.24,19.21,0,0,31.69,0,1.6,31.69,32.94,0,2.2,1.66,100.05,8.64,0,0,0,20,0,7.5,7.33,22.5,7.5,20,22.41,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,50,150,65.26,8.64,25.23,31.69,0,192.91,1.24,19.21,0,0,31.69,0,1.6,31.69,32.94,0,2.2,1.66,100.05,8.64,0,0,0,18.34,0,7.5,7.33,22.5,7.5,18.33,22.01,0,0,0,0,0,0,0,0,0,0

