Block,Time Block,ANTA_LF,ANTA_GF,ANTA_CRF,URI,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,URI2,UNCHAHAR2,DADRI_RF,DADRI_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,TEHRI,SASAN,TANDA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TALST2,SEWA2,TANAKPUR,UNCHAHAR1,SINGRAULI,TelanganaSTPP,TALA,BSIUL,CHAMERA3,BRBCL,CHAMERA2,DHAULIGNGA,DADRT2,DULHASTI,CHAMERA1,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,FSTPP I & II,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,NLCIIST1,MAPS,NJPC,NLCIIST2,NLCTS2EXP,KOTESHWR,NAPP,NNTPP,KUDGI,NLCEXP,SALAL,RIHAND1,RAMPUR,RAPPC,RSTPSU1TO6,RSTPSU7,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
35,08:30-08:45,0,0,0,5.87,0,0,0,9.1,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,9.37,6.3,0,14.5,2.58,26.56,279.89,47.77,0,43.41,158.39,0,0,17.32,95.55,0,0,0,0,0,0,82.37,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

36,08:45-09:00,0,0,0,5.87,0,0,0,9.1,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,9.37,6.3,0,14.5,2.58,26.56,249.74,47.77,0,43.41,158.39,0,0,17.32,95.55,0,0,0,0,0,0,82.37,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

37,09:00-09:15,0,0,0,5.87,0,0,0,9.1,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,9.52,6.3,0,14.5,0,26.56,207.05,47.77,0,41.16,141.41,0,0,17.32,82.36,0,0,0,0,0,0,82.37,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

38,09:15-09:30,0,0,0,5.87,0,0,0,9.1,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,9.52,6.3,0,14.5,0,26.56,197.14,47.77,0,37.41,149.14,0,0,17.32,82.36,0,0,0,0,0,0,82.37,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

39,09:30-09:45,0,0,0,49.08,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,9.52,6.3,0,14.5,0,26.56,206.4,47.77,0,37.41,139.48,0,0,17.32,82.36,0,0,0,0,0,0,82.37,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

40,09:45-10:00,0,0,0,49.08,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,9.52,6.3,0,14.5,0,26.56,215.67,47.77,0,37.41,134.65,0,0,17.32,82.36,0,0,0,0,0,0,82.37,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

41,10:00-10:15,0,0,0,11.74,0,0,0,24.18,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,12.27,6.3,0,14.5,0,26.56,249.08,47.77,0,37.41,129.82,0,0,17.32,82.36,0,0,0,0,0,0,82.37,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

42,10:15-10:30,0,0,0,6.41,0,0,0,24.18,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,12.27,6.3,0,14.5,0,26.56,255.11,47.77,0,37.41,139.48,0,0,17.32,82.36,0,0,0,0,0,0,82.37,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

43,10:30-10:45,0,0,0,6.41,0,0,0,26,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,12.27,6.3,0,14.5,0,17.62,239.26,47.77,0,37.41,128.85,0,0,17.32,82.36,0,0,0,0,0,0,67.91,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

44,10:45-11:00,0,0,0,6.41,0,0,0,26,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,12.27,6.3,0,14.5,0,17.62,188.14,47.77,0,37.41,128.85,0,0,17.32,82.36,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

45,11:00-11:15,0,0,0,5.65,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,12.41,6.3,0,14.5,0,17.62,181.55,47.77,0,43.41,128.85,0,0,17.32,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

46,11:15-11:30,0,0,0,5.65,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,14.52,128.29,0,12.41,6.3,0,14.5,0,17.62,181.55,47.77,0,43.41,144.31,0,0,17.32,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

47,11:30-11:45,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,128.29,0,12.41,0,0,14.5,0,17.62,181.55,47.77,0,43.41,153.98,0,0,17.32,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

48,11:45-12:00,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,128.29,0,12.41,0,0,14.5,0,17.62,181.55,47.77,0,43.41,156.3,0,0,17.32,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

49,12:00-12:15,0,0,0,7.47,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,128.29,0,12.27,0,0,14.5,0,17.62,181.55,47.77,0,43.41,156.3,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

50,12:15-12:30,0,0,0,49.08,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,128.29,0,12.27,0,0,14.5,0,17.62,188.45,47.77,0,43.41,156.3,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

51,12:30-12:45,0,0,0,49.08,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,128.29,0,12.27,0,0,14.5,0,17.62,181.68,47.77,0,43.41,156.3,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

52,12:45-13:00,0,0,0,7.47,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,128.29,0,12.27,0,0,14.5,0,17.62,186.52,47.77,0,43.41,156.3,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

53,13:00-13:15,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,128.29,0,12.14,0,0,14.5,0,17.62,181.55,47.77,0,43.41,146.25,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

54,13:15-13:30,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,128.29,0,12.14,0,0,14.5,0,17.62,181.55,47.77,0,43.41,141.41,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

55,13:30-13:45,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,12.14,0,0,14.5,0,17.62,181.55,47.77,0,43.41,152.04,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

56,13:45-14:00,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,12.14,0,0,14.5,0,17.62,184.58,47.77,0,43.41,153.98,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

57,14:00-14:15,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,9.37,0,0,14.5,0,17.62,181.55,47.77,0,43.41,149.14,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

58,14:15-14:30,0,0,0,8.75,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,9.37,0,0,14.5,0,17.62,181.55,47.77,0,43.41,158.39,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

59,14:30-14:45,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,0,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,9.37,0,0,14.5,0,17.62,193.28,47.77,0,43.41,158.39,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

60,14:45-15:00,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,14.43,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,9.37,0,0,14.5,0,17.62,217.52,47.77,0,43.41,158.39,0,0,20.1,95.55,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

