Block,Time,KISHANGANGA,RIHAND2,CHAMERA3,JHAJJAR,KOLDAM,NJPC,NLCEXP,TEHRI,VALLURNTECL,AURY_CRF,DADRI_LF,CHAMERA2,TelanganaSTPP,UNCHAHAR4,AURY_GF,KOTESHWR,NAPP,NLCIIST1,NLCTS2EXP,NTPL,RIHAND1,SEWA2,SINGRAULI,UNCHAHAR1,UNCHAHAR3,URI2,DADRI_CRF,DULHASTI,NLCIIST2,RAMPUR,TALA,TANAKPUR,ANTA_RF,AURY_LF,DADRI_RF,CHAMERA1,FSTPP I & II,KGSU3AND4,KHSTPP-II,KUDGI,NNTPP,PARBATI2,RIHAND3,SALAL,SASAN,ANTA_CRF,ANTA_GF,BSIUL,DADRT2,DHAULIGNGA,KGSU1AND2,KHSTPP-I,KKNP,MAPS,RAPPB,RAPPD,RSTPSU1TO6,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,URI,ANTA_LF,DADRI_GF,BRBCL,KKNPPU2,PARBATI3,RAPPC,SIMHST1,TANDA2,AURY_RF
6,01:15-01:30,8.63,124.58,23.33,448.67,0,75.04,0,34.67,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,38.56,0,59.5,0,2.98,0,0,51.17,0,98.41,28.05,20.8,0,148.3,0,0,18.78,130.79,79.38,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,52.36,0,0,15,0,19.64,69.07,0,5.7,76.73

7,01:30-01:45,8.63,124.58,23.33,448.67,0,75.04,0,34.67,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,38.56,0,59.5,0,2.98,0,0,51.17,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,79.38,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,52.36,0,0,15,0,19.64,69.07,0,5.7,76.74000000000001

8,01:45-02:00,8.63,124.58,23.33,448.67,0,75.04,0,23.11,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,38.56,0,59.5,0,2.98,0,0,51.17,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,79.38,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,52.36,0,0,17.14,0,19.64,69.07,0,5.7,76.74000000000001

9,02:00-02:15,8.63,124.58,23.33,448.67,0,75.04,0,23.11,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,38.56,0,59.5,0,2.98,0,0,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,79.38,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,52.36,0,0,17.58,0,19.64,69.07,0,5.7,76.74000000000001

10,02:15-02:30,8.63,124.58,23.33,448.67,0,75.04,0,11.56,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,38.56,0,59.5,0,2.98,0,0,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,79.38,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,18.02,0,19.64,69.07,0,5.7,76.74000000000001

11,02:30-02:45,8.63,124.58,23.33,448.67,0,75.04,0,11.56,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,38.56,0,59.5,0,2.98,0,6.27,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,18.68,0,19.64,69.07,0,5.7,76.74000000000001

12,02:45-03:00,8.63,124.58,23.33,448.67,0,75.04,0,11.56,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,38.56,0,59.5,0,2.98,0,6.27,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,19.34,0,19.64,69.07,0,5.7,76.74000000000001

13,03:00-03:15,8.63,124.58,23.33,448.67,0,75.04,0,0,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,35.34,0,59.5,0,2.98,0,6.27,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

14,03:15-03:30,8.63,124.58,23.33,448.67,0,75.04,0,0,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,35.34,0,59.5,0,2.98,0,6.27,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

15,03:30-03:45,8.63,124.58,23.33,448.67,0,75.04,0,0,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,35.34,0,59.5,0,2.98,0,6.27,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

16,03:45-04:00,8.63,124.58,11.67,448.67,0,75.04,0,0,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,35.34,0,59.5,0,2.98,0,6.27,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

17,04:00-04:15,8.63,124.58,11.67,448.67,0,75.04,0,0,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,35.34,0,59.5,0,2.98,0,0,51.82,0,98.4,28.05,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

18,04:15-04:30,8.63,124.58,11.67,438.67,0,49.28,0,0,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.82,0,98.4,13.99,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

19,04:30-04:45,8.63,124.58,11.67,438.67,0,49.28,0,0,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.82,0,98.4,13.99,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

20,04:45-05:00,8.63,124.58,11.67,438.67,0,49.28,0,0,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.82,0,98.4,13.99,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

21,05:00-05:15,8.63,124.58,11.67,438.67,0,49.28,0,11.56,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,6.3,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.82,0,98.4,13.99,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

22,05:15-05:30,8.63,124.58,11.67,438.67,0,49.28,0,11.56,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.82,0,98.4,13.99,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

23,05:30-05:45,8.63,124.58,11.67,438.67,0,49.28,0,23.11,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.82,0,98.4,13.99,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

24,05:45-06:00,8.63,124.58,11.67,438.67,0,49.28,0,23.11,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.82,0,98.4,13.99,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

25,06:00-06:15,8.63,124.58,11.67,438.67,0,49.28,0,23.11,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.17,0,98.4,13.99,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

26,06:15-06:30,8.63,124.58,11.67,438.67,0,49.28,0,23.11,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,1.95,0,0,51.17,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

27,06:30-06:45,8.63,124.58,11.67,418.67,0,53.76,0,23.11,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,51.17,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

28,06:45-07:00,8.63,124.58,11.67,418.67,0,53.76,0,11.56,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,51.17,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,340.88,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

29,07:00-07:15,8.63,124.58,11.67,418.67,0,53.76,0,11.56,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,51.17,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,363.38,0,0,13.04,688.59,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

30,07:15-07:30,8.63,124.58,11.67,418.67,0,53.76,0,11.56,0,0,0,16.27,0,2.3,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,51.17,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,371.25,0,0,13.04,688.92,10.95,0,45.83,0,0,0,30,0,0,0,1,0,44.5,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

31,07:30-07:45,8.63,124.58,11.67,418.67,0,53.76,0,11.56,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,51.17,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

32,07:45-08:00,8.63,124.58,11.67,418.67,0,53.76,0,11.56,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,51.17,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

33,08:00-08:15,8.63,124.58,11.67,438.67,0,53.76,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,51.17,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

34,08:15-08:30,8.63,124.58,11.67,438.67,0,53.76,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,50.51,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

35,08:30-08:45,8.63,124.58,11.67,438.67,0,53.76,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,50.51,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

36,08:45-09:00,8.63,124.58,11.67,438.67,0,53.76,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,50.51,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,49.68,0,0,20,0,19.64,69.07,0,5.7,76.74000000000001

37,09:00-09:15,8.63,124.58,11.67,438.67,0,53.76,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,35.34,0,59.5,0,2.14,0,0,50.51,0,98.4,0,20.8,0,148.3,0,0,18.78,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,4.29,69.07,0,5.7,76.74000000000001

38,09:15-09:30,8.63,124.58,11.67,438.67,0,53.76,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,28.92,0,59.5,0,2.14,0,0,50.51,0,98.4,0,20.8,0,148.3,0,0,3.76,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,4.29,69.07,0,5.7,76.74000000000001

39,09:30-09:45,8.63,124.58,11.67,438.67,0,53.76,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,19.28,0,59.5,0,2.14,0,0,50.51,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

40,09:45-10:00,8.63,124.58,11.67,438.67,0,53.76,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,9.64,0,59.5,0,2.14,0,0,50.51,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

41,10:00-10:15,8.63,124.58,11.67,428.67,0,24.65,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0.98,0,0,50.51,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

42,10:15-10:30,8.63,124.58,11.67,428.67,0,0,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,49.86,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

43,10:30-10:45,8.63,124.58,11.67,428.67,0,0,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,49.86,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

44,10:45-11:00,8.63,124.58,11.67,428.67,0,0,0,0,0,0,0,16.27,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,49.86,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,19.56,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

45,11:00-11:15,8.63,124.58,11.67,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,49.86,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

46,11:15-11:30,8.63,124.58,11.67,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,49.86,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

47,11:30-11:45,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,49.86,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

48,11:45-12:00,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,49.86,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

49,12:00-12:15,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,49.86,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

50,12:15-12:30,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,48.54,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

51,12:30-12:45,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,48.54,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

52,12:45-13:00,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,48.54,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

53,13:00-13:15,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,48.54,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

54,13:15-13:30,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.89,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

55,13:30-13:45,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.89,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

56,13:45-14:00,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.239999999999995,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

57,14:00-14:15,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.239999999999995,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

