Block,Time Block,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA3,DADRT2,DHAULIGNGA,DULHASTI,FSTPP I & II,CHAMERA2,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,TALST2,TANDA2,TALA,UNCHAHAR1,TelanganaSTPP,TANAKPUR,TEHRI,ANTA_CRF,ANTA_RF,URI,AURY_LF,ANTA_LF,VALLURNTECL,AURY_GF,UNCHAHAR4,UNCHAHAR3,ANTA_GF,URI2,AURY_CRF,UNCHAHAR2,BRBCL,CHAMERA1,BSIUL,RIHAND2,SASAN,RIHAND1,SINGRAULI_HYDRO,RAMPUR,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,RAPPB,KGSU3AND4,KHSTPP-II,JHAJJAR,KHSTPP-I,KGSU1AND2,NLCEXP,NLCIIST1,NLCTS2EXP,NNTPP,NTPL,PARBATI3,NLCIIST2,MAPS,NJPC,NAPP,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,28.07,0,0,3.53,1.39,16.34,365.45,39.13,52.1,11.53,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.96,0,32.91,0,23.28,19.37,0,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,73.14,0,123.58,0,0,95.76,111.47,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

58,14:15-14:30,28.07,0,0,3.53,1.39,16.34,365.45,39.13,52.1,13.85,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.96,0,32.91,0,23.28,19.37,0,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,73.14,0,123.58,0,0,95.76,111.47,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

59,14:30-14:45,28.07,0,0,3.53,1.39,16.34,365.45,39.13,52.1,13.85,20.23,0,0,0,0,0,0,0,11.22,13.86,0,11.53,65.87,0,0,42.77,0,0,0,0,0,18.5,0,32.91,0,28.1,19.37,0,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,73.14,0,123.58,0,0,95.76,203.38,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

60,14:45-15:00,28.07,0,0,3.53,1.39,16.34,372.87,39.13,52.1,13.85,20.23,0,0,0,0,0,0,0,11.22,17.76,0,11.53,65.87,0,0,42.77,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,0,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,73.14,0,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

61,15:00-15:15,28.07,0,0,3.53,1.39,16.34,421.3,39.13,52.1,13.85,20.23,0,0,0,0,0,0,0,8.63,17.76,0,11.53,65.87,0,0,42.77,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,0,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,73.14,0,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

62,15:15-15:30,28.07,0,0,3.53,1.39,16.34,449.38,39.13,52.1,13.85,20.23,0,0,0,0,0,0,0,8.63,17.76,0,11.53,65.87,0,0,42.77,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,0,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,73.14,0,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

63,15:30-15:45,28.07,0,0,3.53,1.39,16.34,479.41,39.13,52.1,13.85,20.23,0,0,0,0,0,0,0,8.63,17.76,0,11.53,65.87,0,0,42.77,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,12.24,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,76.88,0,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

64,15:45-16:00,28.07,0,0,3.53,1.39,16.34,527.83,39.13,52.1,13.85,20.23,0,0,0,0,0,0,0,8.63,17.76,0,11.53,65.87,0,0,42.77,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,12.24,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,76.88,0,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

65,16:00-16:15,28.07,0,0,3.53,1.39,16.34,585.71,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,8.63,17.76,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,12.24,12.63,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,76.88,0,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

66,16:15-16:30,28.07,0,0,3.53,1.39,16.34,585.71,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,8.63,17.76,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,12.24,12.63,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,76.88,0,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

67,16:30-16:45,28.07,0,0,3.53,1.39,16.34,585.71,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,8.63,17.76,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,12.24,12.63,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,76.88,5.61,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

68,16:45-17:00,28.07,0,0,3.53,1.39,16.34,585.71,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,8.63,17.76,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,12.24,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,76.88,5.61,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

69,17:00-17:15,28.07,0,0,3.53,1.39,16.34,585.71,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,8.63,17.76,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,27.21,18.94,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,4.96,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

70,17:15-17:30,28.07,0,0,3.53,1.39,16.34,585.71,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,8.48,17.76,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,27.21,18.94,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,5.61,123.58,0,0,95.76,236.61,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

71,17:30-17:45,28.07,0,0,4.7,1.39,16.34,585.56,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,8.48,15.53,0,11.53,68.64,0,0,43.3,0,0,0,0,0,21.88,0,32.91,0,30.62,19.37,40.82,18.94,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,127.66,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

72,17:45-18:00,28.07,0,0,4.7,1.39,16.34,585.56,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,7.77,15.53,0,11.53,68.64,0,0,43.3,0,0,0,0,0,21.88,0,32.91,0,30.62,19.37,40.82,6.31,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,111.47,41.16,0,0,0,0,0,0,5.44,0,0,161.84,43.68,0,0,0,0,0,0

73,18:00-18:15,28.07,0,0,5.06,1.39,16.34,585.56,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,7.52,15.53,0,11.53,68.64,0,0,43.3,0,0,0,0,0,21.88,0,32.91,0,30.62,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,111.47,41.16,0,0,0,0,0,0,8.16,0,0,161.84,43.68,0,0,0,0,0,0

74,18:15-18:30,37.42,0,0,5.18,2.79,20.7,585.56,39.13,52.1,13.85,23.12,0,0,0,0,0,0,0,7.52,15.53,0,11.53,74.48,0,0,43.3,0,0,0,0,0,21.88,0,32.91,0,30.62,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,111.47,41.16,0,0,0,0,0,0,52.41,0,0,161.84,43.68,0,0,0,0,0,0

75,18:30-18:45,41.59,0,0,5.18,4.18,32.68,585.56,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,7.52,17.76,0,12.59,74.48,0,0,43.3,0,0,0,0,0,22.94,0,32.91,0,36.44,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,199.81,41.16,0,0,0,0,0,0,52.41,0,0,163.35,43.68,0,0,0,0,0,0

76,18:45-19:00,41.59,0,0,5.18,4.18,32.68,585.56,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,7.65,19.43,0,12.59,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,288.91,41.16,0,0,0,0,0,0,52.41,0,0,163.35,43.68,0,0,0,0,0,0

77,19:00-19:15,41.59,0,0,2.35,4.18,32.68,592.14,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,7.72,19.54,0,12.59,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,380.17,41.16,0,0,0,0,0,0,52.41,0,0,163.35,43.68,0,0,0,0,0,0

78,19:15-19:30,41.59,0,0,3.53,4.18,32.68,579.55,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,7.85,19.54,0,12.59,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,52.41,0,0,163.35,43.68,0,0,0,0,0,0

79,19:30-19:45,41.59,0,0,3.53,4.18,32.68,576.64,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,8.26,19.54,0,12.59,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,52.41,0,0,163.35,43.68,0,0,0,0,0,0

80,19:45-20:00,41.59,0,0,3.53,4.18,32.68,582.46,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,8.43,19.54,0,12.59,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,6.81,0,0,163.35,43.68,0,0,0,0,0,0

81,20:00-20:15,41.59,0,0,3.53,4.18,32.68,582.46,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,8.63,19.54,0,12.59,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,6.81,0,0,163.35,43.68,0,0,0,0,0,0

82,20:15-20:30,41.59,0,0,3.53,4.18,32.68,586.33,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,8.63,19.54,0,12.59,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,6.81,0,0,163.35,43.68,0,0,0,0,0,0

83,20:30-20:45,37.42,0,0,3.53,3.18,24.51,609.85,39.13,52.1,13.85,31.79,0,0,0,0,0,0,0,8.75,19.54,0,11.53,69.55,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

84,20:45-21:00,37.42,0,0,3.53,3.18,24.51,600.17,39.13,52.1,13.85,31.79,0,0,0,0,0,0,0,8.91,19.54,0,11.53,68.64,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

85,21:00-21:15,37.42,0,0,3.88,3.18,24.51,605.01,39.13,52.1,13.85,31.79,0,0,0,0,0,0,0,9.06,19.54,0,11.53,68.64,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

86,21:15-21:30,37.42,0,0,3.88,3.18,24.51,608.89,39.13,52.1,13.85,31.79,0,0,0,0,0,0,0,9.08,19.54,0,11.53,68.64,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

87,21:30-21:45,37.42,0,0,3.88,3.18,24.51,611.79,39.13,52.1,13.85,31.79,0,0,0,0,0,0,0,9.17,19.54,0,3.73,68.64,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

88,21:45-22:00,37.42,0,0,3.88,3.18,24.51,625.35,39.13,52.1,13.85,31.79,0,0,0,0,0,0,0,9.25,19.54,0,3.73,68.64,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,137.31,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

89,22:00-22:15,41.59,0,0,3.88,4.18,32.68,609.57,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,9.25,19.54,0,4.97,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,122.22,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,17.01,0,0,163.35,43.68,0,0,0,0,0,0

90,22:15-22:30,41.59,0,0,3.88,4.18,32.68,616.35,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,9.25,19.54,0,12.59,74.48,0,0,43.3,0,0,0,0,0,24.44,0,32.91,0,39.82,19.11,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,105.62,76.88,16.82,123.58,0,0,95.76,384.63,41.16,0,0,0,0,0,0,17.01,0,0,163.35,43.68,0,0,0,0,0,0

91,22:30-22:45,41.59,0,0,3.88,4.18,32.68,554.95,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,9.43,19.91,0,12.59,74.48,0,0,43.3,0,0,0,0,0,25.57,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,105.62,76.88,16.82,123.58,0,0,95.76,304.03,41.16,0,0,0,0,0,0,17.01,0,0,163.35,43.68,0,0,0,0,0,0

92,22:45-23:00,41.59,0,0,3.88,4.18,32.68,553.01,40.12,53.34,13.85,44.21,0,0,0,0,0,0,0,9.51,19.91,0,12.59,74.48,0,0,43.3,0,0,0,0,0,25.57,0,32.91,0,39.82,19.15,40.82,0,97.94,333.41,30.89,0,3.51,0,0,0,58.33,0,105.62,76.88,16.82,123.58,0,0,95.76,214.93,41.16,0,0,0,0,0,0,17.01,0,0,163.35,43.68,0,0,0,0,0,0

93,23:00-23:15,37.42,0,0,3.88,2.79,31.07,522.99,39.13,52.1,13.85,42.83,0,0,0,0,0,0,0,9.59,19.91,0,12.59,68.64,0,0,43.3,0,0,0,0,0,25.57,0,32.91,0,39.82,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,105.62,76.88,16.82,123.58,0,0,95.76,186.25,41.16,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

94,23:15-23:30,37.42,0,0,3.88,1.39,31.07,522.99,39.13,52.1,13.85,42.83,0,0,0,0,0,0,0,9.54,17.68,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.82,0,32.91,0,36.26,19.37,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,105.62,76.88,16.82,123.58,0,0,95.76,186.25,41.16,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

95,23:30-23:45,37.42,0,0,3.88,1.39,31.07,537.52,39.13,52.1,13.85,42.83,0,0,0,0,0,0,0,9.68,17.68,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.82,0,32.91,0,36.26,18.73,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,105.62,76.88,16.82,123.58,0,0,95.76,186.25,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

96,23:45-24:00,37.42,0,0,3.88,1.39,31.07,527.83,39.13,52.1,13.85,42.83,0,0,0,0,0,0,0,9.7,17.68,0,11.53,68.64,0,0,43.3,0,0,0,0,0,22.82,0,32.91,0,36.26,15.65,40.82,0,97.94,333.41,30.89,0,3.43,0,0,0,58.33,0,105.62,76.88,16.82,123.58,0,0,95.76,186.25,41.16,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

