Block,Time Block,BSIUL,CHAMERA3,JHAJJAR,CHAMERA2,DHAULIGNGA,BRBCL,DULHASTI,DADRT2,FSTPP I & II,CHAMERA1,KGSU3AND4,KISHANGANGA,KHSTPP-II,KHSTPP-I,KKNP,KGSU1AND2,KOLDAM,KUDGI,KOTESHWR,KKNPPU2,MAPS,RAPPC,NNTPP,NAPP,NTPL,PARBATI3,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,RSTPSU7,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,TALA,TALST2,TANAKPUR,TANDA2,TelanganaSTPP,ANTA_CRF,UNCHAHAR2,URI,ANTA_RF,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_LF,UNCHAHAR4,URI2,ANTA_GF,UNCHAHAR3,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,6.27,30.85,381.95,42.53,38.85,19.24,51.73,653.85,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,80.47,11.14,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,10.04,0,10.47,0,0,0,38.135115681,31.85,0,51.12,19.41,0,0,0,23.45,0,24.79,0,0,0,0,0,0,76.68,0,0,0,0,0,0

7,01:30-01:45,6.27,30.85,381.95,42.53,38.85,19.24,51.73,653.85,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,80.47,11.14,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,10.17,0,9.12,0,0,0,38.14,37.16,0,51.12,19.41,0,0,0,23.45,0,24.78,0,0,0,0,0,0,23.64,0,0,0,0,0,0

8,01:45-02:00,6.27,30.85,381.95,42.53,38.85,19.24,51.73,653.85,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,80.47,11.14,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,10.17,0,9.12,0,0,0,38.14,37.16,0,51.12,19.41,0,0,0,23.45,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,6.27,30.85,381.95,42.53,38.85,19.24,51.73,653.85,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,80.47,5.57,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.9,0,9.12,0,0,0,38.14,37.16,0,51.12,19.41,0,0,0,34.67,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,6.27,30.85,388.96,42.53,38.85,19.24,51.73,653.85,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,80.47,5.57,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.9,0,9.12,0,0,0,38.14,37.16,0,51.12,19.41,0,0,0,34.67,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,12.54,30.85,388.96,42.53,38.85,19.24,51.73,629.54,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,80.47,5.57,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.9,0,9.12,0,0,0,38.14,37.16,0,51.12,19.77,0,0,0,34.67,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,12.54,30.85,284.04,42.53,38.85,19.24,51.73,629.54,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,80.47,5.57,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.9,0,9.12,0,0,0,38.14,37.16,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,12.54,30.85,351.93,42.53,38.85,19.24,51.73,565.34,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,5.57,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.9,0,9.12,0,0,0,36.996,37.16,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,12.54,30.85,380.73,42.53,38.85,19.24,51.73,480.5,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,5.57,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.9,0,9.12,0,0,0,36.996,37.16,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,12.54,30.85,301.33,42.53,38.85,19.24,51.73,460.47,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,10.04,0,9.12,0,0,0,36.996,37.16,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,12.54,30.85,162.72,42.53,38.85,19.24,51.73,437.03,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,10.04,0,9.12,0,0,0,36.996,37.16,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,12.54,30.85,162.72,42.53,38.85,19.24,51.73,464.15,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,10.04,0,11.09,0,0,0,36.996,31.85,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,12.54,30.85,270.91,42.53,38.85,19.24,51.73,445.07,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,10.04,0,11.09,0,0,0,36.996,31.85,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,12.54,30.85,270.91,42.53,38.85,19.24,51.73,441.83,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.9,0,11.09,0,0,0,36.996,31.85,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,12.54,30.85,334.33,42.53,38.85,19.24,51.73,438.45,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.75,0,11.09,0,0,0,36.996,31.85,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,12.54,30.85,383.1,42.53,38.85,19.24,51.73,432.22,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.62,0,11.09,0,0,0,36.996,31.85,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,12.54,30.85,383.1,42.53,38.85,19.24,51.73,430.29,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.47,0,11.09,0,0,0,36.996,31.85,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,6.27,30.85,383.1,42.53,38.85,19.24,51.73,404.33,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,10.81,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,9.05,0,11.09,0,0,0,36.996,31.85,0,51.12,19.77,0,0,0,23.45,0,24.77,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,6.27,30.85,383.1,42.53,38.85,19.24,51.73,391.83,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,35.14,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,362.45,69.25,0,0,0,89.9,0.43,0,8.91,0,11.09,0,0,0,36.996,31.85,0,51.12,19.77,0,0,0,23.45,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,6.27,30.85,383.87,42.53,29.15,19.24,51.73,445.66,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,35.14,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,367.1,69.25,0,0,0,89.9,0.43,0,8.62,0,11.09,0,0,0,39.554,44.59,0,51.12,19.41,0,0,0,23.45,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,6.27,30.85,383.87,42.53,29.15,19.24,51.73,491.81,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,35.14,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,367.85,69.25,0,0,0,89.9,0.43,0,8.48,0,11.09,0,0,0,39.554,44.59,0,51.12,19.41,0,0,0,23.45,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,6.27,30.85,376.97,42.53,29.15,19.24,51.73,498.55,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,35.14,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,367.85,69.25,0,0,0,89.9,0.43,0,8.35,0,11.09,0,0,0,39.554,37.16,0,51.12,19.41,0,0,0,34.67,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,6.27,30.85,376.97,42.53,29.15,19.24,51.73,498.55,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,35.14,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,367.85,69.25,0,0,0,89.9,0.43,0,8.2,0,11.09,0,0,0,39.554,37.16,0,51.12,19.41,0,0,0,34.67,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,6.27,30.85,376.97,42.53,29.15,19.24,51.73,502.67,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,35.14,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,367.85,69.25,0,0,0,89.9,0.43,0,8.2,0,9.12,0,0,0,39.554,37.16,0,51.12,19.41,0,0,0,34.67,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,6.27,30.85,383.87,42.53,29.15,19.24,51.73,503.46,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,367.85,69.25,0,0,0,89.9,0.43,0,8.2,0,9.12,0,0,0,39.554,37.16,0,51.12,19.41,0,0,0,34.67,0,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,12.54,30.85,331.6,42.53,29.15,19.24,51.73,451.21,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,367.85,69.25,0,0,0,89.9,0.43,0,8.35,0,1.11,0,0,0,39.554,37.16,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,12.54,30.85,227.3,42.53,29.15,19.24,51.73,379.87,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,367.85,69.25,0,0,0,89.9,0.43,0,8.62,0,0.49,0,0,0,39.554,37.16,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,12.54,30.85,166.28,42.53,29.15,19.24,51.73,362.89,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,375.66,69.25,0,0,0,89.9,0.43,0,8.91,0,0.49,1.47,0,0,27.898,37.16,0,51.12,17.55,0,0,0,23.45,0,17.41,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,12.54,30.85,166.28,42.53,29.15,19.24,51.73,362.89,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,74.87,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.05,0,9.12,0.42,0,0,27.898,37.16,0,51.12,13.9,0,0,0,23.45,0,17.41,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,12.54,30.85,166.28,42.53,29.15,19.24,51.73,427.96,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.18,0,9.12,0,0,0,36.189,37.16,0,51.12,17.64,0,0,0,23.45,0,22.78,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,12.54,30.85,166.28,42.53,29.15,19.24,51.73,427.96,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.18,0,9.12,0,0,0,36.189,37.16,0,51.12,17.64,0,0,0,23.45,0,22.78,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,12.54,30.85,166.28,42.53,29.15,19.24,51.73,427.96,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.33,0,9.12,0,0,0,36.189,37.16,0,51.12,17.64,0,0,0,23.45,0,22.78,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,12.54,30.85,110.69,42.53,29.15,19.24,51.73,427.96,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.33,0,9.12,0,0,0,30.41,37.16,0,34.08,14.45,0,0,0,23.45,0,18.84,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,12.54,30.85,163.3,42.53,29.15,19.24,51.73,427.96,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.33,0,9.12,0,0,0,33.809,31.85,0,34.08,17.2,0,0,0,25.58,0,20.86,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,12.54,30.85,110.69,42.53,29.15,19.24,51.73,427.96,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.33,0,11.09,0,0,0,30.41,31.85,0,34.08,14.45,0,0,0,25.58,0,18.84,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,12.54,30.85,110.69,42.53,29.15,19.24,51.73,476.04,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,10.17,0,11.09,0,0,0,35.71,44.59,0,34.08,17.41,0,0,0,21.31,0,22.48,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,12.54,30.85,110.69,42.53,29.15,19.24,51.73,476.04,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,10.17,0,11.09,0,0,0,35.71,44.59,0,34.08,17.41,0,0,0,21.31,0,22.48,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,6.27,30.85,110.69,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.62,0,12.44,0,0,0,30.41,31.85,0,34.08,14.45,0,0,0,21.31,0,18.84,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,6.27,30.85,110.69,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.62,0,12.44,0,0,0,30.41,31.85,0,34.08,14.45,0,0,0,21.31,0,18.84,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,6.27,30.85,110.69,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.62,0,12.44,0,0,0,30.19,31.85,0,34.08,14.34,0,0,0,21.31,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,6.27,30.85,110.69,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.62,0,12.44,0,0,0,30.19,31.85,0,34.08,14.34,0,0,0,21.31,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,6.27,30.85,110.69,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.75,0,12.44,0,0,0,34.996,31.85,0,34.08,16.59,0,0,0,21.31,0,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,6.27,30.85,110.69,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.75,0,12.44,0,0,0,34.996,44.59,0,34.08,16.59,0,0,0,21.31,0,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,6.27,30.85,110.69,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,34.996,44.59,0,34.08,16.59,0,0,0,34.67,0,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,6.27,30.85,110.69,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,34.996,31.85,0,34.08,16.59,0,0,0,34.67,0,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,6.27,30.85,233.64,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,40.774,31.85,0,34.08,17.13,0,0,0,34.67,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,6.27,30.85,262.49,42.53,29.15,19.24,51.73,524.13,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,378.67,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,40.774,31.85,0,34.08,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,6.27,30.85,243.25,42.53,29.15,19.24,51.73,528.29,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,386.48,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,40.774,31.85,0,34.08,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,6.27,30.85,243.25,42.53,29.15,19.24,51.73,528.29,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,40.774,31.85,0,34.08,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,6.27,30.85,257.68,42.53,29.15,19.24,51.73,557.14,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,40.774,44.59,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

