Block,Time,KGSU3AND4,KHSTPP-I,NLCIIST2,PARBATI3,RAMPUR,RIHAND1,RIHAND3,RSTPSU1TO6,UNCHAHAR2,AURY_CRF,DADRI_LF,DADRT2,KKNPPU2,KUDGI,SEWA2,SIMHST1,SINGRAULI,UNCHAHAR4,ANTA_CRF,MAPS,RAPPB,RAPPC,RSTPSU7,SASAN,TelanganaSTPP,URI,URI2,VALLURNTECL,AURY_GF,AURY_LF,DADRI_CRF,DADRI_RF,BRBCL,CHAMERA3,NJPC,RIHAND2,TALA,TEHRI,BSIUL,KISHANGANGA,NLCEXP,NTPL,RAPPD,SALAL,TALST2,TANDA2,ANTA_RF,DADRI_GF,CHAMERA1,CHAMERA2,DHAULIGNGA,DULHASTI,JHAJJAR,KHSTPP-II,KKNP,SINGRAULI_HYDRO,ANTA_LF,KOTESHWR,NAPP,NNTPP,FSTPP I & II,KGSU1AND2,KOLDAM,NLCIIST1,NLCTS2EXP,PARBATI2,SIMHST2,TANAKPUR,UNCHAHAR1,UNCHAHAR3,ANTA_GF,AURY_RF
6,01:15-01:30,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,12.61,0,143.68,2.3,0,0,0,67.88,0,414,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,51.17,0,42.22,48.81,32.83,58.69,605.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,7.19,0,0,41.33,0,5.13,21.64,27.68,0,80.77

7,01:30-01:45,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,12.61,0,143.68,3.2,0,0,0,67.88,0,414,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,51.17,0,42.22,48.81,32.83,58.69,605.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,7.19,0,0,41.33,0,5.13,21.64,27.68,0,80.77

8,01:45-02:00,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,6.3,0,143.68,3.2,0,0,0,67.88,0,414,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,51.17,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,7.19,0,0,41.33,0,5.13,21.64,27.68,0,80.77

9,02:00-02:15,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,6.3,0,143.68,3.2,0,0,0,67.88,0,414,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,51.83,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,7.19,0,0,41.33,0,5.13,21.64,27.68,0,80.77

10,02:15-02:30,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,6.02,0,143.68,3.2,0,0,0,67.88,0,414,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,51.83,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,7.19,0,0,41.33,0,5.13,21.64,27.68,0,80.77

11,02:30-02:45,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,6.02,0,143.68,3.2,0,0,0,67.88,0,414,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,51.83,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

12,02:45-03:00,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,6.02,0,143.68,3.2,0,0,0,67.88,0,414,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,51.83,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

13,03:00-03:15,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,52.22,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

14,03:15-03:30,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,52.22,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

15,03:30-03:45,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,52.22,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

16,03:45-04:00,0,45.53,0,67.51,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,76.69,0,5.7,52.22,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

17,04:00-04:15,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,43.78,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,8.33,21.64,27.68,0,80.77

18,04:15-04:30,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,43.78,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,8.33,21.64,27.68,0,80.77

19,04:30-04:45,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,43.78,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,8.33,21.64,27.68,0,80.77

20,04:45-05:00,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,10.58,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,43.78,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,8.33,21.64,27.68,0,80.77

21,05:00-05:15,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,43.78,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

22,05:15-05:30,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,43.78,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

23,05:30-05:45,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,13.52,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,43.78,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

24,05:45-06:00,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,13.52,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,43.78,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

25,06:00-06:15,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,13.52,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

26,06:15-06:30,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,13.52,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

27,06:30-06:45,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,13.52,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

28,06:45-07:00,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,52.22,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

29,07:00-07:15,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,51.83,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

30,07:15-07:30,0,45.53,0,59.07,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,29.61,13.04,8.63,0,0,19.14,74.37,0,5.7,51.83,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

31,07:30-07:45,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,29.61,6.52,8.63,0,0,19.14,74.37,0,5.7,51.83,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

32,07:45-08:00,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,29.61,6.52,8.63,0,0,19.14,74.37,0,5.7,51.83,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.13,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

33,08:00-08:15,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,29.61,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

34,08:15-08:30,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,29.61,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

35,08:30-08:45,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,19.74,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

36,08:45-09:00,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.32,9.87,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

37,09:00-09:15,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,12.94,0,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,21.88,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

38,09:15-09:30,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,12.94,0,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,21.88,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.13,21.64,27.68,0,80.77

39,09:30-09:45,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,8.23,0,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,21.88,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.76,21.64,27.68,0,80.77

40,09:45-10:00,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,8.23,0,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,21.88,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,5.76,21.64,27.68,0,80.77

41,10:00-10:15,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,2.8,0,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,10.95,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,7.76,0,0,41.33,0,5.76,21.64,27.68,0,80.77

42,10:15-10:30,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,2.8,0,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,10.95,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,7.76,0,0,41.33,0,5.76,21.64,27.68,0,80.77

43,10:30-10:45,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,2.8,0,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,42.22,48.81,10.95,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,8.33,21.64,27.68,0,80.77

44,10:45-11:00,0,45.53,0,4.61,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,414,0,52.99,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,2.8,0,6.52,8.63,0,0,19.14,73.21,0,5.7,51.17,0,28.05,48.81,10.95,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,8.33,21.64,27.68,0,80.77

45,11:00-11:15,0,45.53,0,4.61,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,6.52,8.63,0,0,19.14,52.87,0,5.7,50.51,0,3.95,37.87,10.95,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,8.33,21.64,27.68,0,80.77

46,11:15-11:30,0,45.53,0,4.61,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,6.52,8.63,0,0,19.14,39.62,0,5.7,50.51,0,0,48.81,10.95,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,8.33,21.64,27.68,0,80.77

47,11:30-11:45,0,45.53,0,9.2,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,6.52,8.63,0,0,19.14,26.38,0,5.7,50.51,0,0,48.81,10.95,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,6.4,21.64,27.68,0,80.77

48,11:45-12:00,0,45.53,0,9.2,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,6.52,8.63,0,0,19.14,6.97,0,5.7,50.51,0,0,48.81,10.95,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,6.4,21.64,27.68,0,80.77

49,12:00-12:15,0,45.53,0,9.2,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,0,8.63,0,0,19.14,6.97,0,5.7,49.86,0,0,48.81,10.95,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,7.43,21.64,27.68,0,80.77

50,12:15-12:30,0,45.53,0,9.2,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,0,8.63,0,0,19.14,6.97,0,5.7,49.86,0,0,48.81,10.95,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,7.43,21.64,27.68,0,80.77

51,12:30-12:45,0,45.53,0,9.2,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,0,8.63,0,0,19.14,6.97,0,5.7,49.86,0,0,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,7.43,21.64,27.68,0,80.77

52,12:45-13:00,0,45.53,0,23.02,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,0,8.63,0,0,19.14,6.97,0,5.7,49.86,0,0,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,7.43,21.64,27.68,0,80.77

53,13:00-13:15,0,45.53,0,23.02,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,0,8.63,0,0,19.14,6.97,0,5.7,49.86,0,0,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,7.43,21.64,27.68,0,80.77

54,13:15-13:30,0,45.53,0,23.02,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.79,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,0,0,0,8.63,0,0,19.14,6.97,0,5.7,49.2,0,0,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,5.26,0,7.43,21.64,27.68,0,80.77

55,13:30-13:45,0,45.53,0,39.28,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,1.47,0,0,8.63,0,0,19.14,26.46,0,5.7,49.2,0,0,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,11.28,0,7.43,21.64,27.68,0,80.77

