Block,Time Block,DADRT2,KOTESHWR,KOLDAM,BSIUL,BRBCL,CHAMERA1,KHSTPP-I,JHAJJAR,KGSU1AND2,KHSTPP-II,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,KISHANGANGA,KKNPPU2,KKNP,CHAMERA3,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,UNCHAHAR2,URI,CHAMERA2,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,NLCEXP,MAPS,NJPC,NAPP,KUDGI,TEHRI,TelanganaSTPP,TALST2,TANAKPUR,TALA,TEHRIPSP,TANDA2,SASAN,SINGRAULI_HYDRO,SIMHST1,SIMHST2,RSTPSU7,SINGRAULI,SALAL,SEWA2,PARBATI3,RIHAND2,PARBATI2,RAPPB,NLCIIST1,RIHAND1,NLCIIST2,RAPPD,RSTPSU1TO6,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,RIHAND3,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,532.29,20.18,10.29,12.6,9.08,40.73,32.84,496.42,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.65,0.85,50.24,6.1,404.66,1.18,0,0,0,148.11,82.53,0,75.75,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

7,01:30-01:45,532.29,20.18,10.29,12.6,10.19,40.73,32.84,496.42,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.65,0.85,50.24,6.1,404.66,1.18,0,0,0,148.11,82.53,0,75.75,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

8,01:45-02:00,532.29,20.18,10.29,12.6,10.45,40.73,32.84,496.42,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.65,0.85,50.24,6.1,404.66,1.18,0,0,0,148.11,82.53,0,75.75,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

9,02:00-02:15,532.29,20.18,10.29,12.6,10.75,40.73,32.84,483.86,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,6.69,0.85,50.24,6.1,404.66,1.18,0,0,0,147.46,82.53,0,75.75,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

10,02:15-02:30,532.29,20.18,10.29,12.6,10.7,40.73,32.84,496.42,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,6.69,0.85,0,6.1,404.66,1.18,0,0,0,147.46,82.53,0,75.75,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

11,02:30-02:45,532.29,20.18,10.29,12.6,12.18,40.73,32.84,498.49,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,6.69,0,0,6.1,404.66,1.18,0,0,0,147.46,82.53,0,71.28,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

12,02:45-03:00,532.29,11.21,10.29,12.6,14.06,40.73,32.84,474.33,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,6.69,0,0,6.1,404.66,1.18,0,0,0,147.46,82.53,0,71.28,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

13,03:00-03:15,497.94,11.21,10.29,12.6,14.24,40.73,32.84,497.85,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.65,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,0,71.28,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

14,03:15-03:30,439.97,11.21,10.29,12.6,15.16,40.73,32.84,498.49,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.65,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,0,71.28,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

15,03:30-03:45,381.99,11.21,10.29,12.6,15.75,40.73,32.84,498.49,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.65,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

16,03:45-04:00,324.01,11.21,10.29,12.6,16.52,40.73,32.84,498.49,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.65,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

17,04:00-04:15,333.25,11.21,10.29,12.6,17.75,40.73,32.84,498.49,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.37,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,6.69,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

18,04:15-04:30,343.34,11.21,10.29,12.6,18.59,40.73,32.84,498.49,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.09,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,6.69,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

19,04:30-04:45,338.18,11.21,10.29,12.6,19.33,40.73,32.84,498.49,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.09,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,6.69,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

20,04:45-05:00,296.14,11.21,10.29,12.6,19.33,40.73,32.84,434.09,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.58,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,6.69,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

21,05:00-05:15,320.32,11.21,10.29,12.6,19.33,40.73,32.84,535.83,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.58,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,8.54,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

22,05:15-05:30,436.27,11.21,10.29,12.6,19.33,40.73,32.84,448.87,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.58,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,8.54,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

23,05:30-05:45,378.3,11.21,10.29,12.6,19.33,40.73,32.84,412.15,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.58,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,8.54,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

24,05:45-06:00,320.32,11.21,10.29,12.6,19.33,40.73,32.84,394.75,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.58,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,8.54,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

25,06:00-06:15,262.34,11.21,10.29,12.6,19.33,40.73,32.84,394.75,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.15,0,36.87,27.05,43.09,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.9,0.57,0,5.96,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

26,06:15-06:30,223.69,11.21,10.29,12.6,19.33,40.73,32.84,394.75,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.09,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.9,0,0,5.96,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

27,06:30-06:45,187.94,11.21,10.29,12.6,19.33,40.73,32.84,394.75,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,2.31,0,36.87,27.05,43.58,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.9,0,0,5.96,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

28,06:45-07:00,139.62,10.09,10.29,12.6,19.33,40.73,32.84,394.75,0,136.85,0,42.37,18.67,38.4,8.42,0,0,33.91,20.23,3.2,0,36.87,27.05,43.58,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.9,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

29,07:00-07:15,95.32,10.09,10.29,12.6,19.33,40.73,32.84,383.61,0,142.36,0,42.37,16.12,38.4,8.42,0,0,33.91,15.58,2.32,0,36.87,18.07,37.05,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,10.89,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

30,07:15-07:30,95.32,10.09,10.29,12.6,19.33,40.73,32.84,383.61,0,142.82,0,42.37,15.32,38.4,8.42,0,0,33.91,13.85,2.31,0,36.87,18.07,28.79,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,10.89,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

31,07:30-07:45,7.38,10.09,10.29,12.6,19.33,40.73,27.81,347.84,0,114.5,0,42.37,13.46,38.4,8.42,0,0,33.91,13.85,1.13,0,36.87,18.07,28.79,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,10.89,0,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

32,07:45-08:00,7.38,10.09,10.29,12.6,17.02,40.73,26.77,347.84,0,114.5,0,42.37,13.46,38.4,8.42,0,0,33.91,13.85,1.13,0,36.87,18.07,28.79,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,10.89,0,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

33,08:00-08:15,7.38,10.09,10.29,12.6,17.35,40.73,26.77,335.16,0,114.5,0,42.37,13.46,38.4,8.42,0,0,33.91,13.85,1.13,0,36.87,18.07,28.79,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,23.32,0,0,10.52,0.73,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,71.28,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

34,08:15-08:30,7.38,10.09,10.29,12.6,19.33,40.73,26.77,331.3,0,114.5,0,42.37,13.46,38.4,8.42,0,0,33.91,13.85,1.13,0,36.87,18.07,28.79,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,9.4,0,0,10.52,0.79,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,71.28,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

35,08:30-08:45,7.38,10.09,10.29,12.6,19.33,40.73,26.77,233.7,0,114.5,0,42.37,13.46,38.4,8.42,0,0,33.91,10.84,1.13,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,71.28,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

36,08:45-09:00,7.38,10.09,10.29,12.6,18.3,40.73,26.77,224.04,0,114.5,0,42.37,13.46,38.4,8.42,0,0,33.91,10.84,1.13,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,71.28,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

37,09:00-09:15,7.38,10.09,10.29,12.6,17.39,40.73,26.77,224.04,0,114.5,0,42.37,13.46,38.4,8.42,0,0,33.91,10.84,1.13,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

38,09:15-09:30,7.38,10.09,10.29,12.6,18.56,40.73,20.98,224.04,0,114.5,0,42.37,13.46,38.4,8.42,0,0,33.91,10.84,1.13,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

39,09:30-09:45,7.38,10.09,10.29,12.6,19.33,40.73,21.11,224.04,0,142.82,0,42.37,13.46,38.4,8.42,0,0,33.91,10.84,1.13,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

40,09:45-10:00,7.38,10.09,10.29,12.6,19.33,40.73,21.11,224.04,0,142.82,0,42.37,13.46,38.4,8.42,0,0,33.91,10.84,1.13,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,4.39,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

41,10:00-10:15,7.38,10.09,10.29,12.6,19.33,40.73,30.5,224.04,0,142.82,0,31.78,13.46,38.4,8.42,0,0,33.91,10.84,1.93,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,3.84,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

42,10:15-10:30,7.38,10.09,10.29,12.6,19.33,27.15,30.5,224.04,0,142.82,0,31.78,13.46,38.4,8.42,0,0,33.91,10.84,1.93,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,3.79,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

43,10:30-10:45,7.38,10.09,10.29,12.6,17.51,27.15,30.5,224.04,0,142.82,0,31.78,13.46,38.4,8.42,0,0,33.91,10.84,1.93,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,3.79,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

44,10:45-11:00,7.38,10.09,10.29,12.6,17.35,27.15,30.5,224.04,0,142.82,0,31.78,13.46,38.4,8.42,0,0,33.91,10.84,1.93,0,36.87,14.42,23.96,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,3.79,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

45,11:00-11:15,7.38,10.09,10.29,12.6,17,27.15,30.5,224.04,0,142.82,0,31.78,13.46,38.4,8.42,0,0,33.91,10.84,1.93,0,36.87,14.42,23.96,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,2.39,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

46,11:15-11:30,7.38,10.09,10.29,12.6,16.9,27.15,30.5,224.04,0,142.82,0,31.78,13.46,38.4,8.42,0,0,33.91,10.84,1.93,0,36.87,14.42,23.96,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,2.39,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

47,11:30-11:45,7.38,10.09,10.29,12.6,17.11,13.58,30.5,229.94,0,142.82,0,31.78,15.05,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.99,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,56.43,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

48,11:45-12:00,7.38,10.09,10.29,12.6,19.05,0,30.5,229.94,0,142.82,0,31.78,16.8,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.99,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,56.43,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

49,12:00-12:15,7.38,10.09,10.29,6.3,19.33,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,2.39,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,56.43,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

50,12:15-12:30,7.38,10.09,10.29,6.3,18.61,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,2.39,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,56.43,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

51,12:30-12:45,7.38,10.09,10.29,6.3,18.42,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,2.39,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,56.43,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

52,12:45-13:00,7.38,10.09,10.29,6.3,17.35,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,2.39,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,56.43,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

