Block,Time,NR/01122023/07122023/HP-18,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_35,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01122023/15122023/HP-15
73,18:00-18:15,122.930000,1.940000,86.710000,0,1.610000,0,0,0,0,0,1.470000,0,0,0.000000,9,7.17,0.000000,0,0.000000,0.000000,0,260.130000,7.16,48.06,0,117.660000,16.61,30.280000,25.960000,270.370000,0,0.000000,100.690000,0,16.61,21.5,9.59,0,96.130000,0.000000

74,18:15-18:30,122.930000,1.940000,86.710000,0,1.610000,0,0,0,0,0,1.470000,0,0,0.000000,9.06,7.17,0.000000,0,0.000000,0.000000,0,260.130000,7.16,48.06,0,117.660000,17.69,30.280000,24.990000,270.370000,0,0.000000,100.690000,0,17.69,21.5,9.11,0,96.130000,0.000000

75,18:30-18:45,122.930000,1.940000,86.710000,0,1.610000,0,0,0,0,0,1.470000,0,0,0.000000,9.18,7.17,0.000000,0,0.000000,0.000000,0,260.130000,7.16,48.06,0,117.660000,18.84,30.760000,24.990000,270.370000,0,0.000000,100.690000,0,18.84,21.5,8.71,0,96.130000,0.000000

76,18:45-19:00,122.930000,1.940000,86.710000,0,1.610000,0,0,0,0,0,1.470000,0,0,0.000000,9.2,7.17,0.000000,0,0.000000,0.000000,0,260.130000,7.16,48.06,0,117.660000,19.71,30.760000,24.990000,270.370000,0,0.000000,100.690000,0,19.71,21.5,8.32,0,96.130000,0.000000

77,19:00-19:15,122.930000,1.940000,57.680000,0,1.530000,0,0,0,0,0,1.390000,0,0,0.000000,9.33,7.17,0.000000,0,0.000000,0.000000,0,260.130000,7.16,48.06,0,117.660000,29.54,15.280000,24.990000,270.370000,0,15.280000,100.690000,0,29.54,21.5,7.91,0,96.130000,0.000000

78,19:15-19:30,122.930000,1.940000,57.680000,0,1.530000,0,0,0,0,0,1.390000,0,0,0.000000,9.36,7.17,0.000000,0,0.000000,0.000000,0,260.130000,7.16,48.06,0,117.660000,31.89,15.280000,24.990000,270.370000,0,15.280000,100.690000,0,31.89,21.5,7.01,0,96.130000,0.000000

79,19:30-19:45,122.930000,1.940000,57.680000,0,1.530000,0,0,0,0,0,1.390000,0,0,0.000000,9.49,7.62,0.000000,0,0.000000,0.000000,0,260.130000,7.63,48.06,0,117.660000,50.21,15.280000,24.990000,270.370000,0,15.280000,100.690000,0,50.21,22.86,7.01,0,96.130000,0.000000

80,19:45-20:00,122.930000,1.940000,57.680000,0,1.530000,0,0,0,0,0,1.390000,0,0,0.000000,9.82,8.26,0.000000,0,0.000000,0.000000,0,260.130000,8.26,48.06,0,117.660000,53.54,15.280000,24.990000,270.370000,0,15.280000,100.690000,0,53.54,24.78,7.01,0,96.130000,0.000000

81,20:00-20:15,122.930000,1.890000,57.680000,0,1.450000,0,0,0,0,0,1.390000,0,0,0.000000,9.9,9.5,0.000000,0,0.000000,0.000000,0,260.130000,9.49,48.06,0,117.660000,56.85,23.340000,24.990000,270.370000,0,23.340000,71.850000,0,56.85,28.49,7.01,0,96.130000,0.000000

82,20:15-20:30,122.930000,1.890000,51.910000,0,1.450000,0,0,0,0,0,1.390000,0,0,0.000000,10.22,11.06,0.000000,0,0.000000,0.000000,0,260.130000,11.06,48.06,0,117.660000,60.22,23.340000,24.990000,270.370000,0,23.340000,46.200000,0,60.22,33.19,7.01,0,96.130000,0.000000

83,20:30-20:45,122.930000,1.890000,51.910000,0,1.450000,0,0,0,0,0,1.390000,0,0,0.000000,8.73,12.85,0.000000,0,0.000000,0.000000,0,257.500000,12.85,48.06,0,117.660000,64.51,23.340000,24.990000,270.370000,0,23.340000,46.200000,0,64.51,38.55,7.01,0,96.130000,0.000000

84,20:45-21:00,122.930000,1.890000,51.910000,0,1.450000,0,0,0,0,0,1.390000,0,0,0.000000,9.03,14.51,0.000000,0,0.000000,0.000000,0,257.500000,14.53,48.06,0,96.130000,66.55,23.340000,24.990000,270.370000,0,23.340000,46.200000,0,66.55,43.54,7.01,0,96.130000,0.000000

85,21:00-21:15,122.930000,1.890000,41.900000,0,1.450000,0,0,0,0,0,1.320000,0,0,0.000000,9.19,14.44,0.000000,0,0.000000,0.000000,0,260.130000,14.43,48.06,0,67.290000,41.76,23.340000,24.990000,270.370000,0,23.340000,46.200000,0,41.76,43.31,7.01,0,96.130000,0.000000

86,21:15-21:30,122.930000,1.890000,41.900000,0,1.450000,0,0,0,0,0,1.320000,0,0,0.000000,9.21,14.5,0.000000,0,0.000000,0.000000,0,260.130000,14.5,48.06,0,67.290000,43.55,23.340000,24.990000,270.370000,0,23.340000,46.200000,0,43.55,43.51,7.01,0,96.130000,0.000000

87,21:30-21:45,122.930000,1.890000,41.900000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,8.81,11.84,0.000000,0,0.000000,0.000000,0,260.130000,11.85,48.06,0,67.290000,30.21,25.950000,24.990000,270.370000,0,25.950000,46.200000,0,30.21,35.53,7.01,0,96.130000,0.000000

88,21:45-22:00,122.930000,1.890000,41.900000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,8.51,12.63,0.000000,0,0.000000,0.000000,0,260.130000,12.63,48.06,0,67.290000,31.89,25.950000,24.990000,270.370000,0,25.950000,46.200000,0,31.89,37.88,7.01,0,96.130000,0.000000

89,22:00-22:15,122.930000,1.890000,41.900000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,8.33,12.94,0.000000,0,0.000000,0.000000,0,218.440000,12.93,48.06,0,67.290000,22.39,25.950000,24.990000,270.370000,0,25.950000,46.200000,0,22.39,38.81,7.01,0,96.130000,57.250000

90,22:15-22:30,122.930000,1.890000,41.900000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,8.19,13.42,0.000000,0,0.000000,0.000000,0,208.820000,13.43,48.06,0,71.520000,22.92,25.950000,24.990000,270.370000,0,25.950000,46.200000,0,22.92,40.26,7.01,0,96.130000,57.250000

91,22:30-22:45,122.930000,1.890000,41.900000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,8.08,11.94,0.000000,0,0.000000,0.000000,0,189.600000,11.94,48.06,0,71.520000,23.51,25.950000,24.990000,270.370000,0,25.950000,46.200000,0,23.51,35.83,8.71,0,96.130000,57.250000

92,22:45-23:00,122.930000,1.890000,41.900000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,7.99,11.61,0.000000,0,0.000000,0.000000,0,179.980000,11.6,48.06,0,71.520000,24.06,25.950000,24.990000,270.370000,0,25.950000,46.200000,0,24.06,34.83,8.66,0,96.130000,57.250000

93,23:00-23:15,122.930000,1.850000,41.900000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,7.88,11.28,0.000000,0,0.000000,0.000000,0,179.980000,11.26,48.06,0,71.520000,21.82,25.950000,24.990000,270.370000,0,25.950000,46.200000,0,21.82,33.83,8.62,0,96.130000,57.250000

94,23:15-23:30,122.930000,1.850000,41.900000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,7.85,10.44,0.000000,0,0.000000,0.000000,0,182.870000,10.43,48.06,0,71.520000,22.2,25.950000,24.990000,270.370000,0,25.950000,46.200000,0,22.2,31.32,8.58,0,96.130000,57.250000

95,23:30-23:45,122.930000,1.850000,41.900000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,7.74,10.07,0.000000,0,0.000000,0.000000,0,182.870000,10.08,48.06,0,71.520000,22.53,25.950000,24.990000,230.710000,0,25.950000,46.200000,0,22.53,30.22,8.51,0,96.130000,57.250000

96,23:45-24:00,122.930000,1.850000,41.900000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,7.74,9.82,0.000000,0,0.000000,0.000000,0,182.870000,9.83,48.06,0,71.520000,23.22,25.950000,24.990000,230.710000,0,25.950000,46.200000,0,23.22,29.48,8.46,0,96.130000,57.250000

