Column1,Time,GNA/NR/2025/03/01/1906,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/8036,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/03/01/6891,GNA/SR/2025/03/01/7500,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/4651,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/9482,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606
76,18:45-19:00,36.48,30.79,36.48,31.57,0,100,1.31,0,100.01,6.72,86.59,31.57,271.44,36.48,114.82,0,1.39,4.96,1.39,0,0,0,0,4.53,0.06,0.27,0,0,0,50,259.78,5.76,0,0,0,51.33,17,7,17,0,51,51.34,17,0,17.28,0,100

77,19:00-19:15,36.48,30.79,36.48,31.57,0,100,1.31,0,100.01,6.72,86.59,31.57,271.44,36.48,114.82,0,1.39,5.15,1.39,0,0,0,0,2.53,0,0,0,0,0,50,259.78,5.76,0,0,0,63.33,16.67,7,16.67,0,49.99,63.34,19.33,0,17.28,0,100

78,19:15-19:30,36.48,30.79,36.48,31.57,0,100,1.31,0,100.01,6.72,86.59,31.57,271.44,36.48,114.82,0,1.39,5.15,1.39,0,0,0,0,0.3,0,0,0,0,0,50,259.78,5.76,0,0,0,63,16.83,7,16.83,0,50.51,63,20,0,17.28,0,100

79,19:30-19:45,36.48,30.79,36.48,31.57,0,100,1.31,0,100.01,6.72,86.59,31.57,271.44,36.48,114.82,0,1.39,5.15,1.39,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,55,22,7,22,0,66,55,24.33,0,17.28,0,100

80,19:45-20:00,36.48,30.79,36.48,31.57,0,100,1.31,0,100.01,6.72,86.59,31.57,271.44,36.48,114.82,0,1.39,5.15,1.39,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,54.33,22,7,22,0,66,54.34,25,0,17.28,0,100

81,20:00-20:15,36.48,30.79,36.48,31.54,0,100,1.23,0,100.01,6.72,86.59,31.54,271.44,36.48,114.82,0,1.39,5.33,1.39,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,53.33,22,7,22,0,66,53.34,25.67,0,17.28,0,100

82,20:15-20:30,36.48,30.79,36.48,31.54,0,100,1.23,0,100.01,6.72,86.59,31.54,271.44,36.48,114.82,0,1.39,5.33,1.39,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,53.67,22,7,22,0,66,53.66,26.33,0,17.28,0,100

83,20:30-20:45,36.48,31.29,36.48,32,0,100,1.23,0,100.01,6.72,86.59,3.08,271.44,36.48,114.82,0,1.39,5.33,1.39,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,53.67,17.69,7,17.69,0,53.07,53.66,21.39,0,17.28,0,100

84,20:45-21:00,36.48,31.29,36.48,32,0,100,1.23,0,100.01,6.72,86.59,12.39,271.44,36.48,114.82,0,1.39,5.33,1.39,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,53.67,17.23,7,17.23,0,51.69,53.66,20.32,0,17.28,0,100

85,21:00-21:15,36.48,31.29,36.48,22.2,0,100,1.23,0,100.01,6.72,86.59,22.2,271.44,36.48,114.82,0,1.39,5.42,1.35,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,52.67,17.22,7,17.22,0,51.67,52.66,19.73,0,17.28,0,100

86,21:15-21:30,36.48,31.29,36.48,22.2,0,100,1.23,0,100.01,6.72,86.59,22.2,271.44,36.48,114.82,0,1.39,5.42,1.35,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,52,17.2,7,17.2,0,51.58,52,18.86,0,17.28,0,100

87,21:30-21:45,36.48,31.29,36.48,22.2,0,100,1.23,0,100.01,6.72,86.59,22.2,271.44,36.48,114.82,0,1.08,5.42,1.35,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,51,17.11,7,17.11,0,51.31,51,17.85,0,17.28,0,100

88,21:45-22:00,36.48,30.79,36.48,22.2,0,100,1.23,0,100.01,6.72,86.59,22.2,271.44,36.48,114.82,0,1.08,5.42,1.35,0,0,0,0,0,0,0,0,0,0,50,259.78,5.76,0,0,0,50.33,17.03,7,17.03,0,51.07,50.34,16.77,0,17.28,0,100

89,22:00-22:15,23.04,30.28,23.04,23.22,0,100,1.15,0,100.01,6.72,86.59,23.22,132.48,23.04,114.82,0,1.08,5.42,1.35,0,0,0,0,0,0,0,0,0,55.49,50,259.78,5.76,0,0,0,61.67,20,7,20,0,60,61.66,21.67,166.48,17.28,0,100

90,22:15-22:30,23.04,30.28,23.04,23.22,0,100,1.15,0,100.01,6.72,86.59,23.22,132.48,23.04,114.82,0,1.08,5.42,1.35,0,0,0,0,0,0,0,0,0,55.49,50,259.78,5.76,0,0,0,60.67,20,7,20,0,60,60.66,21.67,166.48,17.28,0,100

91,22:30-22:45,23.04,29.27,23.04,23.22,0,100,1.31,0,100.01,6.72,86.59,23.22,132.48,23.04,114.82,0,1.08,4.96,1.35,0,0,0,0,0,0,0,0,0,55.49,50,259.78,5.76,0,0,0,60,20,7,20,0,60,60,21.67,166.48,17.28,0,100

92,22:45-23:00,23.04,29.27,23.04,23.22,0,100,1.31,0,100.01,6.72,86.59,23.22,132.48,23.04,114.82,0,1.08,4.96,1.35,0,0,0,0,0,0,0,0,0,55.49,50,259.78,5.76,0,0,0,56.67,20,7,20,0,60,56.66,20.78,166.48,17.28,0,100

93,23:00-23:15,23.04,29.27,23.04,26.99,0,0,1.31,0,100.01,6.72,86.59,26.99,132.48,23.04,84.7,0,1.08,4.87,1.31,0,0,0,0,0,0,0,0,0,55.49,50,259.78,5.76,0,0,0,66.67,25,7,25,0,75,66.66,19.91,166.48,17.28,0,100

94,23:15-23:30,23.04,29.27,23.04,26.99,0,0,1.31,0,100.01,6.72,86.59,26.99,132.48,23.04,65.88,0,1.08,4.87,1.31,0,0,0,0,0,0,0,0,0,55.49,50,259.78,5.76,0,0,0,66.67,25,7,25,0,75,66.66,19.84,166.48,17.28,0,100

95,23:30-23:45,23.04,29.27,23.04,26.99,0,0,1.31,0,100.01,6.72,86.59,26.99,132.48,23.04,65.88,0,1.08,4.87,1.31,0,0,0,0,0,0,0,0,0,55.49,50,259.78,5.76,0,0,0,66.67,25,7,25,0,75,66.66,19.8,166.48,17.28,0,100

96,23:45-24:00,23.04,29.27,23.04,26.99,0,0,1.31,0,100.01,6.72,86.59,26.99,132.48,23.04,65.88,0,1.08,4.87,1.31,0,0,0,0,0,0,0,0,0,55.49,50,259.78,5.76,0,0,0,66.67,25,7,25,0,75,66.66,20.23,166.48,17.28,0,100

