Block,Time,KHSTPP-I,NLCTS2EXP,RIHAND3,TelanganaSTPP,ANTA_CRF,DADRI_CRF,DADRI_GF,JHAJJAR,KUDGI,RAMPUR,SASAN,SIMHST2,TALST2,UNCHAHAR1,URI,AURY_CRF,AURY_GF,AURY_LF,DADRI_LF,DADRI_RF,DHAULIGNGA,KKNP,KOLDAM,KOTESHWR,NAPP,NLCIIST1,NLCIIST2,NTPL,SEWA2,TANAKPUR,TANDA2,VALLURNTECL,AURY_RF,DADRT2,MAPS,TEHRI,UNCHAHAR4,ANTA_GF,BRBCL,BSIUL,DULHASTI,FSTPP I & II,KGSU3AND4,NLCEXP,RAPPB,RAPPC,RIHAND1,RIHAND2,UNCHAHAR3,URI2,CHAMERA3,KKNPPU2,RSTPSU7,SIMHST1,SINGRAULI,TALA,CHAMERA2,KISHANGANGA,NJPC,NNTPP,PARBATI3,RSTPSU1TO6,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_RF,CHAMERA1,KGSU1AND2,KHSTPP-II,ANTA_LF
58,14:15-14:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,26.6,32.08,0,0,0,140.21,13.85,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,28.1,0,98.87,0

59,14:30-14:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,13.82,44.22,2.88,167.1,0,15.46,0,79.6,0,43.71,46.37,28.1,0,98.87,0

60,14:45-15:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,13.82,44.22,2.88,167.1,0,15.46,0,79.6,0,43.71,46.37,28.1,0,98.87,0

61,15:00-15:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,5.79,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,11.2,44.22,2.88,167.1,0,15.46,0,79.6,0,43.71,46.37,28.1,0,98.87,0

62,15:15-15:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,11.58,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,11.15,44.22,2.88,167.1,0,15.46,0,79.6,0,43.71,46.37,28.1,0,98.87,0

63,15:30-15:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,11.08,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,46.37,28.1,0,98.87,0

64,15:45-16:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,11.05,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,46.37,28.1,0,98.87,0

65,16:00-16:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,6.52,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,10.88,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,45.18,28.1,0,98.87,0

66,16:15-16:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,6.52,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,10.88,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,45.18,42.15,0,98.87,0

67,16:30-16:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,6.52,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,10.94,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,45.18,42.15,0,98.87,0

68,16:45-17:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,6.52,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,36.35,32.08,0,0,0,140.21,10.73,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,45.18,42.15,0,98.87,0

69,17:00-17:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,6.52,53.79,18.21,0,0,0,60.09,45.27,121.71,0,36.35,32.08,0,0,0,140.21,10.44,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,45.18,42.15,0,98.87,0

70,17:15-17:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,0.19,0,77.58,686.07,0,76.9,1.62,0,20.01,6.52,53.79,18.21,0,0,0,60.09,45.27,121.71,0,36.35,32.08,0,0,0,140.21,10.14,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,45.18,42.15,0,98.87,0

71,17:30-17:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,4.94,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,0.19,0,77.58,686.07,0,76.9,1.62,0,20.01,3.3,53.79,18.21,0,0,0,60.09,39.1,121.71,0,32.51,32.08,0,0,0,140.21,9.55,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,45.18,42.15,0,98.87,0

72,17:45-18:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,12.33,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,0.19,0,77.58,686.07,0,76.9,1.62,0,20.01,3.3,53.79,18.21,0,0,0,60.09,39.1,121.71,0,32.51,32.08,0,0,0,140.21,9.55,44.22,2.88,167.1,0,15.46,0,80.18,0,43.71,45.18,42.15,0,98.87,0

73,18:00-18:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,18.5,40.4,0,5.35,28.98,44.99,0,0,0,17.37,11.53,0.12,0,77.58,686.07,0,76.9,0,0,20.01,3.3,53.79,18.21,0,0,0,60.09,39.1,121.71,0,32.51,32.08,0,0,0,140.21,9.62,44.22,2.88,167.1,0,8.43,0,80.18,0,42.4,2.36,42.15,0,98.87,0

74,18:15-18:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,30.82,40.4,0,5.35,38.64,44.99,0,0,0,17.37,11.53,0.12,0,77.58,686.07,0,76.9,0,0,20.01,3.3,53.79,18.21,0,0,0,60.09,39.1,121.71,0,32.51,32.08,0,0,0,140.21,9.62,44.22,2.88,167.1,0,54.11,0,80.18,0,42.4,8.28,42.15,0,98.87,0

75,18:30-18:45,33.69,0,127.6,0,0,0,0,413.81,0,3.62,418.77,0,0,20.56,44.16,0,0,0,0,43.16,41.42,0,5.35,42.94,44.99,0,0,0,17.37,12.43,0.12,0,77.58,686.07,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,39.1,121.71,0,33.98,33.74,0,0,0,140.21,9.11,45.65,4.32,168.66,0,54.11,0,80.18,0,42.4,15.38,42.15,0,98.87,0

76,18:45-19:00,33.69,0,127.6,0,0,0,0,413.81,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,12.43,0.12,0,77.58,631.71,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,39.1,121.71,0,33.98,33.74,0,0,0,140.21,9.15,45.65,4.32,168.66,0,54.11,0,80.18,0,42.4,22.47,42.15,0,98.87,0

77,19:00-19:15,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,11.15,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,39.1,121.71,0,33.98,33.74,0,0,0,140.21,9.27,45.65,4.32,168.66,0,54.11,0,80.18,0,42.4,28.39,42.15,0,98.87,0

78,19:15-19:30,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,11.15,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,39.1,121.71,0,33.98,33.74,0,0,0,140.21,9.38,45.65,4.32,168.66,0,54.11,0,80.18,0,42.4,29.21,42.15,0,98.87,0

79,19:30-19:45,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,11.15,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,39.1,121.71,0,33.98,33.74,0,0,0,140.21,9.67,45.65,4.32,168.66,0,54.11,0,80.18,0,42.4,29.21,42.15,0,98.87,0

80,19:45-20:00,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,11.15,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,39.1,121.71,0,33.98,33.74,0,0,0,140.21,9.85,45.65,4.32,168.66,0,17.56,0,80.18,0,42.4,29.21,42.15,0,98.87,0

81,20:00-20:15,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,11.15,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,39.1,121.71,0,33.98,33.74,0,0,0,140.21,9.35,45.65,4.32,168.66,0,21.08,0,80.18,0,42.4,29.21,42.15,0,98.87,0

82,20:15-20:30,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,11.15,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,39.1,121.71,0,33.98,33.74,0,0,0,140.21,9.5,45.65,4.32,168.66,0,21.08,0,80.18,0,42.4,29.21,42.15,0,98.87,0

83,20:30-20:45,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.86,44.99,0,0,0,17.37,5.13,0.12,0,77.58,682.82,0,76.9,0,0,20.01,7.7,53.79,18.21,0,0,0,60.09,39.1,121.71,0,33.98,32.08,0,0,0,140.21,9.74,44.22,4.32,167.1,0,21.08,0,80.18,0,42.4,29.21,42.15,0,98.87,0

84,20:45-21:00,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,3.07,0.12,0,77.58,682.82,0,76.9,0,0,20.01,7.7,53.79,18.21,0,0,0,60.09,39.1,121.71,0,33.98,32.08,0,0,0,140.21,9.74,44.22,4.32,167.1,0,21.08,0,80.18,0,42.4,29.21,42.15,0,98.87,0

85,21:00-21:15,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,4.35,0.12,0,77.58,682.82,0,76.9,0,0,20.01,7.7,53.79,18.21,0,0,0,60.09,39.1,121.71,0,33.98,32.08,0,0,0,140.21,9.9,44.22,4.32,167.1,0,21.08,0,80.18,0,42.4,29.56,42.15,0,98.87,0

86,21:15-21:30,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,4.35,0.12,0,77.58,682.82,0,76.9,0,0,20.01,7.7,53.79,18.21,0,0,0,60.09,39.1,121.71,0,33.98,32.08,0,0,0,140.21,9.9,44.22,4.32,167.1,0,21.08,0,80.18,0,42.4,29.56,42.15,0,98.87,0

87,21:30-21:45,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,9.48,0.12,0,77.58,682.82,0,76.9,0,0,20.01,7.7,53.79,18.21,0,0,0,60.09,45.27,121.71,0,33.98,32.08,0,0,0,140.21,10.05,44.22,4.32,167.1,0,21.08,0,80.18,0,42.4,29.56,42.15,0,98.87,0

88,21:45-22:00,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,9.48,0.12,0,77.58,682.82,0,76.9,0,0,20.01,7.7,53.79,18.21,0,0,0,60.09,45.27,121.71,0,33.98,32.08,0,0,0,140.21,10.26,44.22,4.32,167.1,0,21.08,0,80.18,0,42.4,29.56,42.15,0,98.87,0

89,22:00-22:15,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,10.37,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,45.27,121.71,0,33.98,33.74,0,0,0,140.21,10.44,45.65,4.32,168.66,0,21.08,0,80.18,0,42.4,46.96,42.15,0,98.87,0

90,22:15-22:30,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,10.37,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,45.27,121.71,0,33.98,33.74,0,0,0,140.21,10.56,45.65,4.32,168.66,0,21.08,0,80.18,0,42.4,46.96,42.15,0,98.87,0

91,22:30-22:45,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,12.43,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,45.27,121.71,0,33.98,33.74,0,0,0,140.21,10.7,45.65,4.32,168.66,0,21.08,0,80.18,0,42.4,46.96,42.15,0,98.87,0

92,22:45-23:00,33.69,0,127.6,0,0,0,0,406.41,0,3.62,418.77,0,0,20.57,44.16,0,0,0,0,59.19,41.42,0,5.35,42.94,44.99,0,0,0,17.37,12.43,0.12,0,77.58,682.82,0,76.9,0,0,20.01,20.21,55.08,18.21,0,0,0,60.09,45.27,121.71,3.61,33.98,33.74,0,0,0,140.21,10.88,45.65,4.32,168.66,0,21.08,0,80.18,0,42.4,46.96,42.15,0,98.87,0

93,23:00-23:15,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,11.53,0.12,0,77.58,682.82,0,76.9,0,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,6.44,33.98,32.08,0,0,0,140.21,11.03,44.22,2.88,167.1,0,21.08,0,80.18,0,42.4,48.13,42.15,0,98.87,0

94,23:15-23:30,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,11.53,0.12,0,77.58,682.82,0,76.9,0,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,9.27,33.98,32.08,0,0,0,140.21,11.03,44.22,2.88,167.1,0,21.08,0,80.18,0,42.4,48.13,42.15,0,98.87,0

95,23:30-23:45,33.69,0,127.6,0,0,0,0,406.41,0,3.54,418.77,0,0,20.57,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,11.53,0.12,0,77.58,682.82,0,76.9,0,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,12.82,33.98,32.08,0,0,0,140.21,11.03,44.22,2.88,167.1,0,21.08,0,80.18,0,42.4,48.13,42.15,0,98.87,0

96,23:45-24:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,59.19,40.4,0,5.35,38.64,44.99,0,0,0,17.37,11.53,0.12,0,77.58,686.07,0,76.9,0,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,16.99,33.98,32.08,0,0,0,140.21,11.03,44.22,2.88,167.1,0,21.08,0,80.18,0,42.4,48.13,42.15,0,98.87,0

