Column1,Block,NR/2025/25174/C,NR/2025/25173/C,GNA/NR/2025/02/01/4863,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/2594,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/5886,NR/30092023/31122025/SH-07,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/9969,NR/2025/25190/C,NR/2024/24418/A/52051,NER/2025/2918/A/52296,GNA/WR/2024/11/01/4200,ER/2025/15683/A/52294,NR/2025/24992/A/52064,WR/2025/26047/A/52297,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,NR/2025/25070/A/52318,NR/2025/24882/A/52065,Total
36,08:45-09:00,0,0,8.66,0,34.62,34.62,1.57,0,8.66,32,75,22.12,0,0.87,9.18,0,7.34,9.62,0,32,0,14.29,4.81,295.36

37,09:00-09:15,0,0,8.66,0,34.62,34.62,1.84,0,8.66,32,75,22.12,0,0.87,9.18,0,7.34,9.62,0,32,0,14.29,4.81,295.63000000000005

38,09:15-09:30,0,0,8.66,0,34.62,34.62,1.84,0,8.66,32,75,22.12,0,0.87,9.18,0,7.34,9.62,0,32,0,14.29,4.81,295.63000000000005

39,09:30-09:45,0,0,8.66,0,23.08,23.08,1.84,0,8.66,14.1,75,22.12,0,0.87,9.18,0,7.34,9.62,0,32,0,14.29,4.81,254.65

40,09:45-10:00,0,0,8.66,0,23.08,23.08,1.84,0,8.66,19.89,75,22.12,0,0.87,9.18,0,7.34,9.62,0,32,0,14.29,4.81,260.44

41,10:00-10:15,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,10.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,32,0,14.29,3.85,299.63000000000005

42,10:15-10:30,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,10.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,32,0,14.29,3.85,299.63000000000005

43,10:30-10:45,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,10.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,32,0,14.29,3.85,299.63000000000005

44,10:45-11:00,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,10.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,32,0,14.29,3.85,299.63000000000005

45,11:00-11:15,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,10.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,32,0,14.29,3.85,299.63000000000005

46,11:15-11:30,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,10.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,32,0,14.29,3.85,299.63000000000005

47,11:30-11:45,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,18.68,75,22.12,0,0.87,9.18,0,7.34,5.77,0,18.68,0,14.29,3.85,294.00000000000006

48,11:45-12:00,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,18.68,75,22.12,0,0.87,9.18,0,7.34,5.77,0,18.68,0,14.29,3.85,294.00000000000006

49,12:00-12:15,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,18.68,75,22.12,0,0.87,9.18,0,7.34,5.77,0,18.68,0,14.29,3.85,294.00000000000006

50,12:15-12:30,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,18.68,75,22.12,0,0.87,9.18,0,7.34,5.77,0,18.68,0,14.29,3.85,294.00000000000006

51,12:30-12:45,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,16.12,75,22.12,0,0.87,9.18,0,7.34,5.77,0,16.12,0,14.29,3.85,288.88000000000005

52,12:45-13:00,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,16.12,75,22.12,0,0.87,9.18,0,7.34,5.77,0,16.12,0,14.29,3.85,288.88000000000005

53,13:00-13:15,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,26.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.62000000000006

54,13:15-13:30,38.47,14.43,8.66,0,23.08,23.08,1.84,0,8.66,26.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.62000000000006

55,13:30-13:45,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.35

56,13:45-14:00,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.35

57,14:00-14:15,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.35

58,14:15-14:30,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.35

59,14:30-14:45,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.35

60,14:45-15:00,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.87,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.35

61,15:00-15:15,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.67,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.15000000000003

62,15:15-15:30,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.67,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.15000000000003

63,15:30-15:45,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.67,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.15000000000003

64,15:45-16:00,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.67,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.15000000000003

65,16:00-16:15,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.53,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.01000000000005

66,16:15-16:30,38.47,14.43,8.66,0,23.08,23.08,1.57,0,8.66,26.99,75,22.12,0,0.53,9.18,0,7.34,5.77,0,26.99,0,14.29,3.85,310.01000000000005

67,16:30-16:45,34.62,18.27,8.66,0,23.08,23.08,1.57,0,8.66,25.69,75,22.12,0,0.53,9.18,0,7.34,5.77,0,25.69,0,14.29,3.85,307.40000000000003

68,16:45-17:00,25.01,20.1,8.66,0,23.08,23.08,1.57,0,8.66,25.69,75,22.12,0,0.53,9.18,0,7.34,5.77,0,25.69,0,14.29,3.85,299.62000000000006

69,17:00-17:15,0,0,8.66,0,36.55,36.55,1.57,0,8.66,24.07,75,22.12,96.18,0.53,9.18,0,7.34,9.62,0,32,0,14.29,4.81,387.13

70,17:15-17:30,0,0,8.66,0,36.55,36.55,1.57,0,8.66,24.07,75,22.12,96.18,0.53,9.18,0,7.34,9.62,0,32,0,14.29,4.81,387.13

71,17:30-17:45,0,0,8.66,0,36.55,36.55,1.57,0,8.66,24.07,75,22.12,96.18,0.53,9.18,0,7.34,9.62,0,32,0,14.29,4.81,387.13

72,17:45-18:00,0,0,8.66,0,36.55,36.55,1.57,0,8.66,14.1,75,22.12,96.18,0.53,9.18,0,7.34,9.62,0,32,0,14.29,4.81,377.15999999999997

73,18:00-18:15,0,0,9.62,0,36.55,36.55,1.57,0,9.62,32,75,22.12,72.14,0.53,9.18,50,7.34,9.62,38.47,32,200,14.29,4.81,661.4099999999999

74,18:15-18:30,0,0,9.62,0,36.55,36.55,1.57,0,9.62,32,75,22.12,72.14,0.53,9.18,50,7.34,9.62,38.47,32,200,14.29,4.81,661.4099999999999

75,18:30-18:45,0,0,9.62,50,36.55,36.55,1.57,0,9.62,32,75,22.12,72.14,0.53,9.18,50,7.34,9.62,38.47,32,200,14.29,4.81,711.4099999999999

76,18:45-19:00,0,0,9.62,50,36.55,36.55,1.57,0,9.62,32,75,22.12,72.14,0.53,9.18,50,7.34,9.62,38.47,32,200,14.29,4.81,711.4099999999999

77,19:00-19:15,0,0,9.62,50,36.55,36.55,1.57,0,9.62,32,75,22.12,72.14,0.63,9.18,50,7.34,9.62,38.47,32,200,14.29,4.81,711.5099999999999

78,19:15-19:30,0,0,9.62,50,36.55,36.55,1.57,0,9.62,32,75,22.12,72.14,0.63,9.18,50,7.34,9.62,38.47,32,200,14.29,4.81,711.5099999999999

79,19:30-19:45,0,0,9.62,50,36.55,36.55,1.57,0,9.62,32,75,22.12,96.18,0.63,9.18,50,7.34,9.62,38.47,32,200,14.29,4.81,735.5499999999998

80,19:45-20:00,0,0,9.62,50,36.55,36.55,1.57,0,9.62,32,75,22.12,96.18,0.63,9.18,50,7.34,9.62,38.47,32,200,14.29,4.81,735.5499999999998

81,20:00-20:15,0,0,9.62,50,36.55,36.55,1.57,0,9.62,24.07,75,22.12,0,0.63,9.18,50,7.34,5.77,38.47,32,150,14.29,3.85,576.6299999999999

82,20:15-20:30,0,0,9.62,50,36.55,36.55,1.57,0,9.62,24.07,75,22.12,0,0.63,9.18,50,7.34,5.77,38.47,32,150,14.29,3.85,576.6299999999999

83,20:30-20:45,0,0,9.62,50,36.55,36.55,1.57,0,9.62,25.69,75,22.12,0,0.63,9.18,50,7.34,5.77,38.47,25.69,150,14.29,3.85,571.9399999999999

84,20:45-21:00,0,0,9.62,50,36.55,36.55,1.57,0,9.62,25.69,75,22.12,0,0.63,9.18,50,7.34,5.77,38.47,25.69,150,14.29,3.85,571.9399999999999

85,21:00-21:15,0,0,8.66,50,36.55,36.55,1.57,0,8.66,25.69,75,22.12,0,0.58,9.18,50,7.34,5.77,38.47,25.69,150,14.29,3.85,569.9699999999999

86,21:15-21:30,0,0,8.66,50,36.55,36.55,1.57,0,8.66,25.69,75,22.12,0,0.58,9.18,50,7.34,5.77,38.47,25.69,150,14.29,3.85,569.9699999999999

87,21:30-21:45,0,0,8.66,50,36.55,36.55,1.57,0,8.66,25.69,75,22.12,0,0.58,9.18,50,7.34,5.77,38.47,25.69,150,14.29,3.85,569.9699999999999

88,21:45-22:00,0,0,8.66,50,36.55,36.55,1.57,0,8.66,25.69,75,22.12,0,0.58,9.18,50,7.34,5.77,38.47,25.69,150,14.29,3.85,569.9699999999999

89,22:00-22:15,0,0,8.66,50,36.55,36.55,1.57,0,8.66,26.99,75,22.12,0,0.53,9.18,50,7.34,5.77,38.47,26.99,150,14.29,3.85,572.5199999999999

90,22:15-22:30,0,0,8.66,50,36.55,36.55,1.57,0,8.66,26.99,75,22.12,0,0.53,9.18,50,7.34,5.77,38.47,26.99,150,14.29,3.85,572.5199999999999

91,22:30-22:45,0,0,8.66,50,36.55,36.55,1.57,0,8.66,26.99,75,22.12,0,0.53,9.18,50,7.34,5.77,38.47,26.99,150,14.29,3.85,572.5199999999999

92,22:45-23:00,0,0,8.66,50,36.55,36.55,1.57,0,8.66,26.99,75,22.12,0,0.53,9.18,50,7.34,5.77,38.47,26.99,150,14.29,3.85,572.5199999999999

93,23:00-23:15,0,0,8.66,50,28.85,28.85,1.57,0,8.66,26.99,75,22.12,0,0.48,9.18,50,7.34,5.77,38.47,26.99,150,14.29,3.85,557.0699999999999

94,23:15-23:30,0,0,8.66,50,28.85,28.85,1.57,0,8.66,26.99,75,22.12,0,0.48,9.18,50,7.34,5.77,38.47,26.99,150,14.29,3.85,557.0699999999999

95,23:30-23:45,0,0,8.66,50,28.85,28.85,1.57,0,8.66,26.99,75,22.12,0,0.48,9.18,50,7.34,5.77,38.47,26.99,150,14.29,3.85,557.0699999999999

96,23:45-24:00,0,0,8.66,50,28.85,28.85,1.57,0,8.66,26.99,75,22.12,0,0.48,9.18,50,7.34,5.77,38.47,26.99,150,14.29,3.85,557.0699999999999

