Block,Time,RIHAND2,SINGRAULI_HYDRO,TANDA2,URI2,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,SEWA2,SINGRAULI,RAPPC,RIHAND1,RIHAND3,PARBATI3,RAMPUR,DADRT2,KOTESHWR,DHAULIGNGA,DULHASTI,JHAJJAR,NAPP,KISHANGANGA,NJPC,KOLDAM,CHAMERA3,CHAMERA2,TANAKPUR,URI,RAPPB,SALAL,CHAMERA1,BSIUL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,FSTPP I & II,BRBCL,TALA,KHSTPP-II,SASAN
16,03:45-04:00,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,586.943499,8.874,0,0,653.1525,0,0,0,0,0,0,2.562,5.52,0,12.782,0,0,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,141.615,418.77

17,04:00-04:15,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,586.943499,8.874,0,0,653.1525,0,0,18.94,0,0,0,8.3265,5.52,0,12.782,0,0,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

18,04:15-04:30,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,586.943499,8.874,0,0,653.1525,0,0,18.94,0,0,0,8.3265,5.52,0,12.782,0,0,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

19,04:30-04:45,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,601.814499,8.874,0,16.478852,653.1525,0,0,18.94,0,0,0,8.3265,3.864,0,12.782,0,0,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

20,04:45-05:00,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,616.685499,8.874,0,16.478852,653.1525,0,0,18.94,0,0,0,8.3265,3.864,0,12.782,0,0,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

21,05:00-05:15,118.125,0.59303,0,6.0534,15.561,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,616.685499,8.874,0,16.478852,653.1525,0,0,18.94,0,0,0,3.843,3.864,0,12.782,0,1.1,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

22,05:15-05:30,118.125,0.59303,0,6.0534,31.122,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,631.556499,8.874,0,16.478852,653.1525,0,0,37.88,0,0,0,3.843,3.864,0,12.782,0,1.1,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

23,05:30-05:45,118.125,0.59303,0,6.0534,31.122,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,646.427499,8.874,0,16.478852,653.1525,0,0,56.82,0,0,3.999,3.843,3.864,0,12.782,0,1.1,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

24,05:45-06:00,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,5.1987,123.375,54.1863,92,123.665625,0,0,661.298499,8.874,7.926,32.957704,653.1525,0,0,75.76,0,9.67784,13.17004,1.7934,3.864,0,12.782,0,1.1,0,0,0,54.6258,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

25,06:00-06:15,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,5.1987,123.375,54.1863,92,123.665625,7.638,0,676.169499,17.748,15.852,49.436556,653.1525,0,0,94.7,0,9.67784,13.17004,1.7934,3.864,0,2.324,7.031,2.2,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

26,06:15-06:30,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,683.129127,19.72,27.408108,49.436556,653.1525,0,0,123.11,0,20.3744,39.51012,1.7934,3.864,0,2.324,26.07,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

27,06:30-06:45,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,683.129127,19.72,27.408108,49.436556,653.1525,0,0,132.58,0,20.3744,39.51012,1.7934,3.864,0,2.324,26.07,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

28,06:45-07:00,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,683.129127,19.72,27.408108,49.436556,653.1525,0,0,132.58,0,20.3744,39.51012,1.7934,3.864,0,2.324,26.07,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

29,07:00-07:15,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,683.129127,19.72,27.408108,49.436556,653.1525,0,0,132.58,0,20.3744,39.51012,1.7934,39.744,0,2.324,37.92,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

30,07:15-07:30,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,683.129127,19.72,27.408108,49.436556,653.1525,0,0,132.58,0,20.3744,39.51012,1.7934,39.744,0,2.324,37.92,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

31,07:30-07:45,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,3.819,0,683.129127,19.72,27.408108,49.436556,653.1525,0,0,124.4358,0,20.3744,39.51012,1.7934,8.832,0,2.324,37.92,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

32,07:45:08:00,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,4.9321,123.375,54.1863,92,123.665625,0,0,683.129127,9.86,17.8335,32.957704,653.1525,0,0,113.64,0,9.67784,26.34008,1.7934,6.624,0,2.324,27.65,6.5208,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

33,08:00-08:15,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,4.5322,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,7.926,32.957704,653.1525,0,0,97.541,0,0,13.17004,1.7934,6.624,0,2.324,23.7,6.5208,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

34,08:15-08:30,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,32.957704,653.1525,0,0,75.76,0,0,0,1.7934,6.624,0,2.324,13.43,6.5208,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

35,08:30-08:45,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,32.957704,653.1525,0,0,56.82,0,0,0,1.7934,6.624,0,2.324,0,0,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

36,08:45:09:00,118.125,0.59303,0,6.0534,31.122,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,18.94,0,0,0,1.7934,39.744,0,2.324,0,0,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

37,09:00:09:15,118.125,0.59303,0,6.0534,15.561,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,1.7934,39.744,0,12.782,0,0,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

38,09:15-09:30,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,1.7934,6.624,0,70.882,0,0,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

39,09:30-09:45,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,1.7934,6.624,0,70.882,0,0,0,0,0,54.3,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

40,09:45-10:00,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,3.843,6.624,0,70.882,0,0,0,0,0,54.3,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

41,10:00-10:15,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,16.478852,653.1525,0,0,0,0,0,0,3.843,6.624,0,70.882,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

42,10:15-10:30,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,16.478852,653.1525,0,0,0,0,0,0,3.843,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

43,10:30-10:45,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,16.478852,653.1525,0,0,0,0,0,0,3.843,11.04,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

44,10:45-11:00,118.125,0.59303,0,9.4164,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,16.478852,653.1525,0,0,0,0,0,0,3.843,39.744,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

45,11:00-11:15,118.125,0.59303,0,24.75168,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,3.843,39.744,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

46,11:15-11:30,118.125,0.59303,0,24.75168,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,3.843,8.832,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

47,11:30-11:45,118.125,0.59303,0,24.75168,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,2.3058,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

48,11:45-12:00,118.125,0.59303,0,24.75168,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,2.3058,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

49,12:00-12:15,118.125,0.59303,0,24.75168,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,2.3058,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

50,12:15-12:30,118.125,0.59303,0,24.75168,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,2.3058,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

51,12:30-12:45,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,2.3058,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

52,12:45-13:00,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,2.3058,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

53,13:00-13:15,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,1.281,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

54,13:15-13:30,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,1.281,6.624,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

55,13:30-13:45,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,1.281,4.968,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

56,13:45-14:00,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,0,653.1525,0,0,0,0,0,0,1.281,4.968,0,12.782,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

57,14:00-14:15,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,16.478852,653.1525,0,0,0,0,0,0,1.281,4.968,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

58,14:15-14:30,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,16.478852,653.1525,0,0,0,0,0,0,1.5372,4.968,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

59,14:30-14:45,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,16.478852,653.1525,0,0,0,0,0,0,7.0455,4.968,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

60,14:45-15:00,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,0,0,16.478852,653.1525,0,0,0,0,0,0,7.0455,4.968,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

