Block,Time,LT_MEJA_Delhi,SH-07,L_NR_2018_61,L_NR_2012_07,L_NR_2012_04,LT-59,L_NR_2019_19,LT-31,L_NR_2023_04,L_NR_2020_02,SH-06,LT-36,L_NR_2012_02,LT-35,L_NR_2012_01,LT-05,L_NR_2019_11,L_NR_2021_12,L_NR_2022_09,L_NR_2022_08,L_NR_2019_06,L_NR_2021_13,L_NR_2019_05,L_NR_2020_07,L_NR_2021_15,L_NR_2021_16,L_NR_2020_06,L_NR_2021_17,L_NR_2022_10,L_NR_2019_07,L_NR_2021_14,L_NR_2020_05
92,22:45-23:00,3.690000,29.500000,36.08,87.240000,272.020000,6.860000,0.000000,0.000000,0.000000,7.350000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.690000,0,54.04,18.65,0,0,0,19.54,0,0,19.53,0,54.04,0,0,58.6

93,23:00-23:15,3.690000,29.500000,34.94,87.240000,272.020000,6.690000,0.000000,0.000000,0.000000,7.160000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.690000,0,54.18,19.02,0,0,0,20.77,0,0,20.76,0,54.18,0,0,62.29

94,23:15-23:30,3.690000,29.500000,35.28,87.240000,272.020000,6.690000,0.000000,0.000000,0.000000,7.160000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.690000,0,54.3,19.18,0,0,0,21.77,0,0,21.76,0,54.3,0,0,65.29

95,23:30-23:45,3.690000,29.500000,34.28,87.240000,272.020000,6.690000,0.000000,0.000000,0.000000,7.160000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.690000,0,54.46,19.35,0,0,0,22.6,0,0,22.58,0,54.46,0,0,67.75

96,23:45-24:00,3.690000,29.500000,33.74,87.240000,272.020000,6.690000,0.000000,0.000000,0.000000,7.160000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.690000,0,55.95,19.21,0,0,0,23.48,0,0,23.49,0,55.95,0,0,70.46

