Block,Time,NLCIIST1,SASAN,SIMHST2,SINGRAULI_HYDRO,VALLURNTECL,AURY_CRF,KHSTPP-II,KOLDAM,KOTESHWR,KUDGI,NAPP,NLCEXP,NLCTS2EXP,NNTPP,PARBATI2,TALST2,UNCHAHAR3,UNCHAHAR4,CHAMERA3,DHAULIGNGA,KGSU1AND2,RIHAND2,SALAL,SIMHST1,UNCHAHAR2,ANTA_GF,DADRI_RF,DADRT2,JHAJJAR,KKNP,PARBATI3,RAMPUR,RAPPC,RIHAND3,SEWA2,TALA,TelanganaSTPP,AURY_GF,CHAMERA1,KISHANGANGA,NJPC,NLCIIST2,RAPPD,SINGRAULI,TANDA2,URI,ANTA_CRF,DADRI_LF,BRBCL,BSIUL,FSTPP I & II,NTPL,RSTPSU1TO6,TEHRI,AURY_LF,DADRI_GF,CHAMERA2,KGSU3AND4,KHSTPP-I,RIHAND1,TANAKPUR,TEHRIPSP,URI2,ANTA_LF,AURY_RF,DULHASTI,KKNPPU2,MAPS,RAPPB,RSTPSU7,UNCHAHAR1,ANTA_RF,DADRI_CRF
6,01:15-01:30,0,236.25,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,33.95,42.46,0,122.57,80.18,0,44.52,0,105.4,689.39,667.27,0,44.61,5.68,65.43,130.84,18.87,23.73,0,0,28.1,6.97,175.8,0,38.66,109.75,5.73,4.41,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,13.11,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.34,0

7,01:30-01:45,0,236.25,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,0,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,23.73,0,0,28.1,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,13.11,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.34,0

8,01:45-02:00,0,236.25,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,0,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,23.73,0,0,28.1,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,13.11,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.34,0

9,02:00-02:15,0,236.25,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,18.23,0,0,28.1,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,13.11,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

10,02:15-02:30,0,236.25,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,18.23,0,0,28.1,6.97,175.8,0,38.66,109.75,5.73,26.49,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,13.11,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

11,02:30-02:45,0,236.25,0,0,0,0,147.7,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,18.23,0,0,28.1,6.97,175.8,0,38.66,109.75,5.73,26.49,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,13.11,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

12,02:45-03:00,0,236.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,18.23,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,26.49,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,13.11,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

13,03:00-03:15,0,236.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,18.23,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.85,0

14,03:15-03:30,0,236.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,18.23,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.85,0

15,03:30-03:45,0,236.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,19.76,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.85,0

16,03:45-04:00,0,236.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,19.76,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.85,0

17,04:00-04:15,0,236.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,19.99,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.85,0

18,04:15-04:30,0,236.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,85.41,0,44.52,0,105.4,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,19.99,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.85,0

19,04:30-04:45,0,253.12,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,105.4,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,19.99,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.85,0

20,04:45-05:00,0,258.75,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,105.4,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,19.85,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,16.37,0,82.34,37.42,0,0,0,0,22.41,52.85,0

21,05:00-05:15,0,264.38,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,19.85,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,103.98,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

22,05:15-05:30,0,275.62,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,19.7,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,103.98,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

23,05:30-05:45,0,275.62,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,19.4,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,103.98,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

24,05:45-06:00,0,275.62,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,105.4,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,19.4,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,103.98,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

25,06:00-06:15,0,275.62,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,103.43,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,18.91,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,33.89,46.89,11.91,0,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

26,06:15-06:30,0,275.62,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,103.43,689.39,667.27,0,42.37,5.68,65.43,130.84,18.87,18.91,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,33.89,46.89,11.91,0,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

27,06:30-06:45,0,275.62,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,18.76,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,33.89,46.89,11.91,0,16.37,0,82.34,37.42,0,0,0,0,22.41,52.6,0

28,06:45-07:00,0,275.62,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,18.76,0,0,17.77,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,33.89,46.89,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.6,0

29,07:00-07:15,0,275.62,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,18.76,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,33.89,46.89,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.6,0

30,07:15-07:30,0,275.62,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,18.61,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.6,0

31,07:30-07:45,0,247.5,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,19.87,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.6,0

32,07:45-08:00,0,247.5,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,122.57,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,21.55,0,0,28.1,4.65,175.8,0,38.66,109.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.6,0

33,08:00-08:15,0,225,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,21.85,0,0,28.1,4.65,175.8,0,38.66,113.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.09,0

34,08:15-08:30,0,225,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,21.99,0,0,28.1,4.65,175.8,0,38.66,113.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.09,0

35,08:30-08:45,0,225,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,21.99,0,0,28.1,4.65,175.8,0,38.66,113.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.09,0

36,08:45-09:00,0,225,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,22.13,0,0,28.1,4.65,175.8,0,38.66,113.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,52.09,0

37,09:00-09:15,0,225,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,22.13,0,0,28.1,4.65,175.8,0,38.66,113.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,51.59,0

38,09:15-09:30,0,225,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,21.99,0,0,28.1,4.65,175.8,0,38.66,113.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,16.37,0,82.08,37.42,0,0,0,0,22.41,51.59,0

39,09:30-09:45,0,225,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,0,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,21.99,0,0,28.1,4.65,175.8,0,38.66,113.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,82.08,37.42,0,0,0,0,22.41,51.59,0

40,09:45-10:00,0,225,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,12.67,0,27.38,3.23,22.61,0,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,21.99,0,0,28.1,2.33,175.8,0,38.66,113.75,5.73,8.83,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,82.08,37.42,0,0,0,0,22.41,51.59,0

41,10:00-10:15,0,236.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,22.61,31.84,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,22.25,0,0,28.1,0.64,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,81.82,37.42,0,0,0,0,22.41,50.83,0

42,10:15-10:30,0,247.5,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,22.61,31.84,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,22.25,0,0,28.1,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,41.18,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,81.82,37.42,0,0,0,0,22.41,50.83,0

43,10:30-10:45,0,258.75,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,22.61,31.84,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,22.25,0,0,28.1,0,175.8,0,38.66,113.75,5.73,6.63,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,81.82,37.42,0,0,0,0,22.41,50.58,0

44,10:45-11:00,0,270,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,22.61,31.84,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,46.09,5.68,65.43,130.84,18.87,22.25,0,0,28.1,0,175.8,0,38.66,113.75,5.73,6.63,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,81.82,37.42,0,0,0,0,22.41,50.58,0

45,11:00-11:15,0,281.25,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,22.61,31.84,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,47.57,5.68,65.43,130.84,18.87,21.85,0,0,28.1,0,175.8,0,38.66,113.75,5.73,6.63,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,81.82,37.42,0,0,0,0,22.41,50.08,0

46,11:15-11:30,0,292.5,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,22.61,31.84,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,47.57,5.68,65.43,130.84,18.87,21.85,0,0,28.1,0,175.8,0,38.66,113.75,5.73,6.63,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,81.82,37.42,0,0,0,0,22.41,50.08,0

47,11:30-11:45,0,292.5,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,22.61,31.84,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,47.57,5.68,65.43,130.84,18.87,21.85,0,0,28.1,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,81.82,37.42,0,0,0,0,22.41,50.08,0

48,11:45-12:00,0,292.5,0,0,0,0,148.3,8.63,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,47.57,5.68,65.43,130.84,18.87,21.85,0,0,28.1,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,18.71,0,81.82,37.42,0,0,0,0,22.41,50.08,0

49,12:00-12:15,0,292.5,0,0,0,0,148.3,8.63,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,47.57,5.68,65.43,130.84,18.87,22.13,0,0,28.1,0,175.8,0,38.66,113.75,5.73,26.49,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,23.39,0,81.82,37.42,0,0,0,0,22.41,49.81,0

50,12:15-12:30,0,292.5,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,47.57,5.68,65.43,130.84,18.87,22.13,0,0,28.1,0,175.8,0,38.66,113.75,5.73,26.49,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,23.39,0,81.82,37.42,0,0,0,0,22.41,49.81,0

51,12:30-12:45,0,303.75,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,47.57,5.68,65.43,130.84,18.87,22.64,0,0,28.1,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,23.39,0,81.82,37.42,0,0,0,0,22.41,49.81,0

52,12:45-13:00,0,315,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,47.57,5.68,65.43,130.84,18.87,22.64,0,0,28.1,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,23.39,0,81.82,37.42,0,0,0,0,22.41,49.81,0

53,13:00-13:15,0,315,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,44.61,5.68,65.43,130.84,18.87,22.34,0,0,17.77,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,27.28,0,81.82,37.42,0,0,0,0,22.41,49.56,0

54,13:15-13:30,0,315,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,33.46,5.68,65.43,130.84,18.87,22.34,0,0,0,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,27.28,0,81.82,19.46,0,0,0,0,22.41,49.56,0

