Block,Time,CHAMERA2,MAPS,NLCIIST1,NLCTS2EXP,NNTPP,NTPL,RIHAND3,RSTPSU7,SINGRAULI,SINGRAULI_HYDRO,TEHRIPSP,UNCHAHAR1,NLCIIST2,RAMPUR,RAPPD,RIHAND1,SEWA2,UNCHAHAR2,URI2,ANTA_CRF,BRBCL,CHAMERA3,DADRT2,DULHASTI,KHSTPP-I,KKNP,SIMHST1,VALLURNTECL,ANTA_LF,CHAMERA1,DHAULIGNGA,FSTPP I & II,KISHANGANGA,NAPP,PARBATI3,RAPPB,TALA,TALST2,TelanganaSTPP,AURY_LF,JHAJJAR,KKNPPU2,NJPC,UNCHAHAR4,URI,AURY_GF,DADRI_GF,DADRI_LF,BSIUL,KGSU1AND2,KOTESHWR,KUDGI,NLCEXP,PARBATI2,SALAL,TANAKPUR,ANTA_RF,DADRI_RF,KGSU3AND4,KHSTPP-II,KOLDAM,RAPPC,RIHAND2,SASAN,SIMHST2,ANTA_GF,AURY_CRF,DADRI_CRF,RSTPSU1TO6,TANDA2,TEHRI,UNCHAHAR3,AURY_RF
19,04:30-04:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,6.29,26.14,64.81,0,45.62,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,58.4,0,5.64,0,0,0,447.23,0,157.04,3.98,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,6.27,52.32,76.68,0,148.3,9.69,68.39,96.8,416.25,0,0,0,0,0,7.07,18.82,27.99,78.22

20,04:45-05:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,6.29,26.14,64.81,0,45.62,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,58.4,0,5.64,0,0,0,447.23,0,157.04,2.01,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,6.27,52.32,76.68,0,148.3,9.69,68.39,96.8,416.25,0,0,0,0,0,7.07,18.82,27.99,78.22

21,05:00-05:15,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,6.29,26.14,64.81,0,45.62,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,0,32.89,18.2,8.71,25.29,58.4,0,5.64,0,0,0,447.23,0,157.04,3.98,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,1.41,52.32,76.68,0,148.3,9.69,68.39,96.8,416.25,0,0,0,0,0,7.07,18.82,27.99,78.22

22,05:15-05:30,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,6.29,26.14,64.81,0,45.62,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,0,32.89,18.2,8.71,25.29,58.4,0,5.64,0,0,0,447.23,0,157.04,3.98,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,1.41,52.32,76.68,0,148.3,7.26,68.39,96.8,416.25,0,0,0,0,0,7.07,9.41,27.99,78.22

23,05:30-05:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,6.29,26.14,64.81,0,45.62,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,0,32.89,18.2,8.71,25.29,58.4,0,5.64,0,0,0,447.23,0,157.04,3.98,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,1.41,52.32,76.68,0,148.3,7.26,68.39,96.8,416.25,0,0,0,0,0,7.07,9.41,27.99,78.22

24,05:45-06:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,6.29,26.14,64.81,0,45.62,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,0,32.89,18.2,8.71,25.29,58.4,0,5.64,0,0,0,447.23,0,157.04,3.98,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,1.41,52.32,76.68,0,148.3,4.84,68.39,96.8,416.25,0,0,0,0,0,7.07,9.41,27.99,78.22

25,06:00-06:15,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,6.29,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,32.89,18.2,8.71,25.29,58.4,0,5.64,0,0,0,447.23,0,157.04,2.01,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,3.45,52.32,76.68,0,148.3,2.35,68.39,126.8,416.25,0,0,0,0,0,7.07,0,27.99,78.22

26,06:15-06:30,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,6.29,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,32.89,18.2,8.71,25.29,58.4,0,5.64,0,0,0,447.23,0,157.04,3.98,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,3.45,52.32,76.68,0,148.3,2.1,68.39,126.8,416.25,0,0,0,0,0,7.07,0,27.99,78.22

27,06:30-06:45,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,6.29,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,32.89,18.2,8.71,25.29,58.4,0,6.82,0,0,0,447.23,0,157.04,3.98,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,3.45,52.32,76.68,0,148.3,2.35,68.39,126.8,416.25,0,0,0,0,0,7.07,0,27.99,78.22

28,06:45-07:00,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,32.89,18.2,8.71,25.29,58.4,0,6.82,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,13.04,0,7.54,0,0,52.78,79.01,3.45,52.32,76.68,0,148.3,1.96,68.39,126.8,416.25,0,0,0,0,0,7.07,0,27.99,78.22

29,07:00-07:15,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,10.97,18.2,8.71,25.29,58.4,0,6.82,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,52.78,79.01,3.45,51.93,76.68,0,148.3,1.96,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

30,07:15-07:30,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,10.97,18.2,8.71,25.29,58.4,0,6.82,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,52.78,79.01,3.45,51.93,76.68,0,148.3,1.96,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

31,07:30-07:45,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,58.4,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,52.78,72.05,3.45,51.93,76.68,0,148.3,1.96,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

32,07:45-08:00,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,58.4,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,52.78,72.05,3.45,51.93,76.68,0,148.3,1.96,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

33,08:00-08:15,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,58.4,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,52.78,72.05,3.45,51.27,76.68,0,148.3,1.96,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

34,08:15-08:30,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,58.4,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,52.78,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

35,08:30-08:45,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,58.4,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,52.78,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

36,08:45-09:00,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,58.4,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,52.78,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

37,09:00-09:15,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,33.81,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,37.7,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

38,09:15-09:30,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,21.92,18.2,8.71,25.29,33.81,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,6.52,0,10.44,0,0,37.7,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

39,09:30-09:45,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

40,09:45-10:00,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,7.67,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

41,10:00-10:15,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,5,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

42,10:15-10:30,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,5,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

43,10:30-10:45,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,5,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

44,10:45-11:00,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,7.04,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,4.7,0,0,0,447.23,0,181.16,3.98,51.89,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,51.27,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

45,11:00-11:15,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,5.55,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,38.42,0,4.7,0,0,0,447.23,0,138.54,3.98,52.99,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,50.62,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

46,11:15-11:30,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,4.44,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,38.42,0,4.7,0,0,0,447.23,0,110.82,3.98,52.99,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,50.62,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

47,11:30-11:45,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,3.33,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,38.42,0,4.7,0,0,0,447.23,0,83.12,3.98,52.99,0,0,0,6.52,0,10.44,0,0,37.7,72.05,3.45,50.62,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

48,11:45-12:00,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,2.22,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,38.42,0,4.7,0,0,0,447.23,0,55.42,3.98,52.99,0,0,0,6.52,0,10.44,0,0,37.7,72.05,3.45,50.62,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

49,12:00-12:15,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,2.22,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,38.42,0,4.7,0,0,0,447.23,0,55.42,3.98,52.99,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,49.95,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

50,12:15-12:30,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,2.22,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,38.42,0,4.7,0,0,0,447.23,0,55.42,3.98,52.99,0,0,0,13.04,0,10.44,0,0,37.7,72.05,3.45,49.95,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

51,12:30-12:45,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,2.22,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,33.81,0,2.94,0,0,0,247.19,0,55.42,3.98,52.99,0,0,0,13.04,0,10.44,0,0,30.16,72.05,3.45,49.95,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

52,12:45-13:00,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,2.22,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,33.81,0,2.94,0,0,0,259.08,0,55.42,3.98,52.99,0,0,0,13.04,0,10.44,0,0,30.16,72.05,3.45,49.95,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

53,13:00-13:15,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,2.22,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,2.94,0,0,0,259.08,0,55.42,3.98,52.99,0,0,0,6.52,0,10.44,0,0,30.16,72.05,3.45,49.95,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

54,13:15-13:30,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,2.22,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,2.94,0,0,0,266.21,0,55.42,3.98,52.99,0,0,0,6.52,0,10.44,0,0,30.16,72.05,3.45,49.3,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

