Column1,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8964,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/2069,GNA/NR/2025/04/01/8456,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/6363,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/9252,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/8954,NR/01102023/06022042/L_NR_2012_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09
6,01:15-01:30,0,9.94,8.57,24.25,24.25,0,7.07,0,0,0,0,0,0,0,28,0,84,0,0,0,14.01,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.53,8.62,75.75,261.4,28.98,0,13.52,31.29,0,164.22,15.36,0,28.98,67.62,82.11,5.8,87.13,75,28,0,21.33,75

7,01:30-01:45,0,9.94,8.57,26.5,26.5,0,7.07,0,0,0,0,0,0,0,28.17,0,84.49,0,0,0,13.61,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.53,8.62,75.75,261.4,28.98,0,13.52,31.29,0,164.22,15.36,0,28.98,67.62,82.11,5.8,87.13,77.33,28.17,0,21.67,77.33

8,01:45-02:00,0,9.94,8.57,26.5,26.5,0,7.07,0,0,0,0,0,0,0,28.33,0,85.01,0,0,0,13.01,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.53,8.62,66.28,213.1,28.98,0,13.52,31.29,0,164.22,15.36,0,28.98,67.62,82.11,5.8,67.17,77.33,28.33,0,21.67,77.33

9,02:00-02:15,0,9.63,8.57,26.5,26.5,0,3.96,0,0,0,0,0,0,0,31.67,0,95,0,0,0,12.01,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,273.14,0,15.07,8.34,66.28,205.67,0,0,13.52,31.29,0,164.22,8.69,0,28.98,0,82.11,0,67.17,76,31.66,0,29,76

10,02:15-02:30,0,9.63,8.57,26.5,26.5,0,3.96,0,0,0,0,0,0,0,31.33,0,94,0,0,0,11.61,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,273.14,0,15.07,8.34,66.28,205.67,0,0,13.52,31.29,0,164.22,8.69,0,28.98,0,82.11,0,67.17,73.33,31.34,0,28,73.33

11,02:30-02:45,0,9.09,8.57,26.5,26.5,0,3.96,0,0,0,0,0,0,0,31,0,93,0,0,0,11,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,273.14,0,15.07,8.34,66.28,205.67,0,0,13.52,31.29,0,164.22,8.69,0,28.98,0,82.11,0,67.17,75,31,0,27.34,75

12,02:45-03:00,0,9.09,8.57,26.5,26.5,0,3.96,0,0,0,0,0,0,0,30.67,0,92,0,0,0,10.6,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,273.14,0,15.07,8.34,66.28,205.67,0,0,13.52,30.28,0,164.22,8.69,0,28.98,0,82.11,0,67.17,74.33,30.66,0,26.34,74.33

13,03:00-03:15,0,8.94,8.18,26.5,26.5,0,3.96,0,0,0,0,0,0,0,30.33,0,91,0,0,0,10.4,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,273.14,0,14.42,7.96,66.28,205.67,0,0,13.52,30.28,0,164.22,8.69,0,28.98,0,82.11,0,67.17,73.33,30.34,0,26,73.33

14,03:15-03:30,0,8.94,8.18,26.5,26.5,0,3.96,0,0,0,0,0,0,0,30,0,90,0,0,0,9.6,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,273.14,0,14.42,7.96,66.28,205.67,0,0,13.52,30.28,0,164.22,8.69,0,28.98,0,82.11,0,67.17,72.67,30,0,25.66,72.67

15,03:30-03:45,0,8.94,8.18,26.5,26.5,0,3.96,0,0,0,0,0,0,0,29.17,0,87.5,0,0,0,9.2,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,231.84,0,14.42,7.96,66.28,205.67,0,0,13.52,30.28,0,164.22,8.69,0,28.98,0,82.11,0,67.17,71.67,29.16,0,25.34,71.67

16,03:45-04:00,0,8.94,8.18,26.5,26.5,0,3.96,0,0,0,0,0,0,0,28.33,0,85,0,0,0,9,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,251.16,0,14.42,7.96,66.28,205.67,0,0,13.52,30.28,0,164.22,8.69,0,28.98,0,82.11,0,67.17,70,28.34,0,25.34,70

17,04:00-04:15,0,8.78,8.18,26.5,26.5,0,2.17,0,0,0,0,0,0,0,28,0,84,0,0,0,7.2,0,0,17.56,0,10.63,20.53,14.49,96.6,3.24,212.52,0,13.96,7.78,66.28,145.56,0,0,13.52,31.29,0,164.22,4.35,0,28.98,0,82.11,0,49.18,73.33,28,0,27.5,73.33

18,04:15-04:30,0,8.78,8.18,26.5,26.5,0,2.17,0,0,0,0,0,0,0,27.5,0,82.5,0,0,0,7.2,0,0,17.56,0,10.63,20.53,14.49,96.6,3.24,251.16,0,13.96,7.78,66.28,145.56,0,0,13.52,31.29,0,164.22,4.35,0,28.98,0,82.11,0,49.18,72.67,27.5,0,26.77,72.67

19,04:30-04:45,0,8.78,6.62,26.5,26.5,0,3.96,0,0,0,0,0,0,0,33.06,0,99.15,0,0,0,8,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,212.52,0,13.96,7.78,66.28,174.54,0,0,13.52,31.29,0,164.22,8.69,0,28.98,0,82.11,0,49.18,71.67,33.06,0,26.4,71.67

20,04:45-05:00,0,8.78,6.62,26.5,26.5,0,3.96,0,0,0,0,0,0,0,31.44,0,94.31,0,0,0,8,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,251.16,0,13.96,7.78,66.28,174.54,0,0,13.52,31.29,0,164.22,8.69,0,28.98,0,82.11,0,49.18,70,31.44,0,24.57,70

21,05:00-05:15,0,8.63,6.62,26.5,26.5,0,3.96,0,0,0,0,0,0,0,29.48,0,88.43,0,0,0,8,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,212.52,0,13.22,7.5,66.28,174.54,0,0,13.52,31.29,0,164.22,8.69,0,28.98,0,82.11,0,49.18,67.33,29.48,0,26,67.33

22,05:15-05:30,0,8.63,6.62,26.5,26.5,0,3.96,0,0,0,0,0,0,0,29.41,0,88.22,0,0,0,8,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,212.52,0,13.22,7.5,66.28,184.2,0,0,13.52,30.79,0,164.22,8.69,0,28.98,0,82.11,0,49.18,65,29.41,0,25.33,65

23,05:30-05:45,0,8.63,6.62,26.5,26.5,0,3.96,0,0,0,0,0,0,0,28.19,0,84.56,0,0,0,8,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,193.2,0,13.22,7.5,66.28,193.86,0,0,13.52,31.29,0,164.22,8.69,0,28.98,0,82.11,0,49.18,65.43,28.19,0.19,27.13,65.43

24,05:45-06:00,0,8.63,6.62,26.5,26.5,0,3.96,0,0,0,0,0,0,0,28.8,0,86.4,0,0.07,0,8,0,0,17.56,0,10.63,20.53,14.49,96.6,5.81,150.22,0,13.22,7.5,66.28,205.67,0,0,13.52,30.27,0,164.22,8.69,0,28.98,0,82.11,0,49.18,65.37,28.8,1.79,26.4,65.37

25,06:00-06:15,0,8.47,6.62,26.5,26.5,0,3.96,0,1,13.42,0,0,0,11.11,28.43,2.21,85.26,1,0.47,1,10,0.44,0,17.56,0,10.63,20.53,14.49,96.6,5.81,150.22,0,13.22,7.3,70.45,205.67,0,0,13.52,29.27,0,164.22,8.69,0,28.98,0,82.11,0,49.18,65.31,28.43,3.93,25.67,65.31

26,06:15-06:30,0,8.47,6.62,26.5,26.5,0,3.96,1,2,20.37,1,0,0,17.23,27.06,3.69,81.17,2,0.85,2,10,0.74,0,17.56,0,10.63,20.53,14.49,96.6,5.81,150.22,0,13.22,7.3,70.45,205.67,0,0,13.52,29.27,0,164.22,8.69,0,28.98,0,82.11,0,49.18,64.7,27.06,7.91,24.93,64.7

27,06:30-06:45,0.75,8.47,6.62,26.5,26.5,0,3.99,3,3,27.48,2,0,3,33,32.68,10.54,98.06,3,4.88,3,10,2.11,0.75,17.56,0,10.63,20.53,14.49,96.6,5.81,150.22,0,13.22,7.3,70.45,193.86,0,0,13.52,28.26,0,164.22,8.69,0.58,28.98,0,82.11,0,49.18,75,32.68,12.75,30,75

28,06:45-07:00,1.42,8.47,6.62,26.5,26.5,0,3.99,6,6,33,3,0,6,33,31.51,17.96,94.54,7,8,5,10,3.59,1.42,17.56,0,10.63,20.53,14.49,96.6,5.81,150.22,0,13.22,7.3,70.45,174.54,0,0,13.52,28.26,0,164.22,8.69,1.1,28.98,0,82.11,0,49.18,74.33,31.51,18.73,29.33,74.33

29,07:00-07:15,2.16,8.32,6.39,26.5,26.5,0,3.89,10,9,33,7,0,10,33,30.75,28.47,92.22,15,12.07,9,15.01,5.69,2.16,17.56,0,10.63,20.53,14.49,96.6,4.69,150.22,0,13.03,7.12,70.45,111.09,0,0,13.52,28.26,0,164.22,7.88,1.67,28.98,0,82.11,0,38.24,73.33,30.75,25.68,28.67,73.33

30,07:15-07:30,3.09,8.32,6.39,26.5,26.5,0,3.89,15,13,33,9,0,12,33,29.77,40.86,89.31,19,17.34,12,15.01,8.17,3.09,17.56,0,10.63,20.53,14.49,96.6,4.69,150.22,0,13.03,7.12,70.45,111.09,0,0,13.52,28.26,0,164.22,7.88,2.4,28.98,0,82.11,0,38.24,71.67,29.77,33.25,28,71.67

31,07:30-07:45,4.23,8.32,6.39,26.5,26.5,0,3.93,21,20,33,15,0,18,33,28.96,54.67,86.88,30,23.52,15,40.02,10.93,4.23,17.56,0,10.63,20.53,14.49,96.6,4.69,150.22,0,13.03,7.12,70.45,111.09,0,0,13.52,28.26,0,164.22,7.88,3.27,28.98,0,82.11,0,38.24,71,28.96,50.82,27.33,71

32,07:45-08:00,5.42,8.32,6.39,26.5,26.5,0,3.93,27,26,33,18,0,25,33,28.1,71.22,84.29,37,30.37,19,40.02,14.25,5.42,17.56,0,10.63,20.53,14.49,96.6,4.69,150.22,0,13.03,7.12,70.45,111.09,0,0,13.52,28.77,0,164.22,7.88,4.19,28.98,0,82.11,0,38.24,70,28.1,59.23,26.67,70

33,08:00-08:15,6.47,8.16,6.39,26.5,26.5,0,3.93,36,38,32.67,22,0,32.67,32.66,30.61,90.57,91.85,44,37.69,23,40.02,18.12,6.47,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.85,6.93,70.45,111.09,0,0,13.52,29.27,0,164.22,8.2,4.99,28.98,0,82.11,0,38.24,69.33,30.61,67.45,25,69.33

34,08:15-08:30,7.66,8.16,6.39,26.5,26.5,0,3.93,42,43,33,26,0,33,33,28.96,109.05,86.88,51,45.04,26,40.02,21.81,7.66,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.85,6.93,70.45,111.09,0,0,13.52,29.27,0,164.22,8.2,5.91,28.98,0,82.11,0,38.24,68.33,28.96,75.05,23.33,68.33

35,08:30-08:45,8.81,7.79,6.39,26.5,26.5,0,3.93,48,52,33,29,0,33,33,27.7,126.8,83.07,58,52.42,29,40.02,25.36,8.81,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.85,6.93,70.45,111.09,0,0,13.52,29.27,0,164.22,8.2,6.8,28.98,0,82.11,0,38.24,67.33,27.7,81.94,21.67,67.33

36,08:45-09:00,9.85,7.63,6.39,26.5,26.5,0,3.93,54,58,33,32,0,33,33,27,143.9,81.02,65,59.78,32,40.02,28.78,9.85,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.85,6.93,70.45,111.09,0,0,13.52,29.27,0,164.22,8.2,7.61,28.98,0,82.11,0,38.24,66.8,27,84.65,20,66.8

37,09:00-09:15,10.98,7.63,6.62,26.61,26.61,0,3.93,60,60,33,36,0,33,33,27.19,161.32,81.54,71,66.72,34,40.02,32.27,10.98,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.76,6.93,70.45,111.09,0,0,13.52,26.24,0,164.22,8.2,8.48,28.98,0,82.11,0,38.24,66.43,27.19,92.44,17.75,66.43

38,09:15-09:30,11.95,7.63,6.62,26.61,26.61,0,3.93,66,65,33,38,0,33,33,27.83,177.28,83.48,77,73.01,37,40.02,35.46,11.95,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.76,6.93,70.45,111.09,0,0,13.52,26.24,0,164.22,8.2,9.23,28.98,0,82.11,0,38.24,65.38,27.83,100.04,17.75,65.38

39,09:30-09:45,12.75,7.63,6.62,26.61,26.61,0,3.93,70,68,33,41,0,33,33,30.5,191.23,91.5,81,79.1,39,40.02,38.25,12.75,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.76,6.93,70.45,111.09,0,0,13.52,25.73,0,164.22,8.2,9.85,28.98,0,82.11,0,38.24,73,30.5,106.27,23.83,73

40,09:45-10:00,13.7,7.63,6.62,26.61,26.61,0,3.93,75,73,33,43,0,33,33,30.33,204.42,91.01,85,84.76,41,40.02,40.89,13.7,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.76,6.93,70.45,111.09,0,0,13.52,25.73,0,164.22,8.2,10.59,28.98,0,82.11,0,38.24,72.67,30.33,112.61,23.86,72.67

41,10:00-10:15,14.47,7.4,6.62,26.61,26.61,0,3.93,79,76,33,44,0,33,33,30,217.54,90,89,89.76,43,33.01,43.51,14.47,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.58,6.74,70.45,111.09,0,0,13.52,24.73,0,164.22,8.2,11.17,28.98,0,82.11,0,38.24,72.33,30,118.06,23.94,72.33

42,10:15-10:30,15.23,7.4,6.62,26.61,26.61,0,3.93,82,80,33,47,0,33,33,30,229.92,90,93,94.37,44,33.01,45.99,15.23,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.58,6.74,70.45,111.09,0,0,13.52,24.73,0,164.22,8.2,11.77,28.98,0,82.11,0,38.24,72,30,123.61,23.92,72

43,10:30-10:45,16.23,7.4,6.62,26.61,26.61,0,3.93,84,86,33,48,0,33,33,30,236.86,90,97,98.57,45,28.01,47.37,16.23,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.58,6.74,70.45,111.09,0,0,13.52,24.73,0,164.22,8.2,12.53,28.98,0,82.11,0,38.24,81.33,30,127.41,23.86,81.33

44,10:45-11:00,17.67,7.4,6.62,26.61,26.61,0,3.93,85,88,33,48,0,33,33,30,241.67,90,97,100,46,28.61,48.33,17.67,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.58,6.74,70.45,111.09,0,0,13.52,24.73,0,164.22,8.2,13.65,28.98,0,82.11,0,38.24,82.33,30,131.31,23.74,82.33

45,11:00-11:15,18.11,7.4,6.23,26.61,26.61,0,3.93,87,91,33,48,0,33,33,29.67,241.67,88.99,97,100,46,29.21,48.33,18.11,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.3,7.5,70.45,111.09,0,0,13.52,23.72,0,164.22,8.2,13.99,28.98,0,82.11,0,38.24,82.67,29.67,134.23,23.12,82.67

46,11:15-11:30,18.91,7.4,6.86,26.61,26.61,0,3.93,88,93,33,48,0,33,33,29,241.67,87,97,100,46,30.01,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.3,7.5,70.45,111.09,0,0,13.52,23.72,0,164.22,8.2,14.61,28.98,0,82.11,0,38.24,83,29,134.43,22.36,83

47,11:30-11:45,18.91,7.4,6.86,26.61,26.61,0,3.93,88,93,33,48,0,33,33,28.5,241.67,85.5,97,100,46,32.01,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.3,7.5,70.45,111.09,0,0,13.52,24.22,0,164.22,8.2,14.61,28.98,0,82.11,0,38.24,78.33,28.5,134.43,21.47,78.33

48,11:45-12:00,18.91,7.4,6.86,26.61,26.61,0,3.93,88,93,33,48,0,33,33,28.33,241.67,85.01,97,100,46,33.41,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.3,7.5,70.45,111.09,0,0,13.52,25.23,0,164.22,8.2,14.61,28.98,0,82.11,0,38.24,78.33,28.33,134.43,20.52,78.33

49,12:00-12:15,18.91,8.47,6.86,26.7,26.7,0,3.93,88,93,33,48,0,33,33,28.67,241.67,85.99,97,100,46,30.01,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.02,7.68,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,14.61,28.98,0,82.11,0,38.24,78.33,28.67,126.63,22.58,78.33

50,12:15-12:30,18.91,8.47,6.86,26.7,26.7,0,3.93,88,93,33,48,0,33,33,28.67,241.67,85.99,97,100,46,30.01,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.02,7.68,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,14.61,28.98,0,82.11,0,38.24,78.33,28.67,116.89,21.8,78.33

51,12:30-12:45,18.91,8.47,6.86,26.7,26.7,0,3.93,88,92,33,48,0,33,33,28.67,241.67,85.99,97,100,46,30.01,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.02,7.68,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,14.61,28.98,0,82.11,0,38.24,78.33,28.67,116.89,20.95,78.33

52,12:45-13:00,18.91,8.47,6.86,26.7,26.7,0,3.93,88,92,33,48,0,33,33,27.5,241.67,82.5,97,100,46,30.21,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,12.02,7.68,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,14.61,28.98,0,82.11,0,38.24,78.33,27.5,116.89,20.12,78.33

53,13:00-13:15,18.91,9.09,7.01,26.7,26.7,0,3.93,88,92,33,48,0,33,33,28.33,241.67,85.01,97,100,46,36.01,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,11.83,7.86,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,14.61,28.98,0,82.11,0,38.24,78.33,28.33,112.77,23.33,78.33

54,13:15-13:30,18.91,9.09,7.01,26.7,26.7,0,3.93,88,92,33,48,0,33,33,28.33,241.67,85.01,95,100,46,36.01,48.33,18.91,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,11.83,7.86,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,14.61,28.98,0,82.11,0,38.24,78.33,28.33,106.9,23,78.33

55,13:30-13:45,18.59,9.09,7.01,26.7,26.7,0,3.93,87,96,33,47,0,33,33,28.33,241.67,85.01,95,100,45,41.02,48.33,18.59,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,11.83,7.86,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,14.36,28.98,0,82.11,0,38.24,78.33,28.33,109.31,23,78.33

56,13:45-14:00,18.26,9.09,7.01,26.7,26.7,0,3.93,85,96,33,46,0,33,33,28.33,241.67,85.01,91,100,45,41.02,48.33,18.26,17.56,0,10.63,20.53,14.49,0,4.69,150.22,0,11.83,7.86,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,14.11,28.98,0,82.11,0,38.24,78.33,28.33,107.07,22.67,78.33

57,14:00-14:15,17.51,10.39,7.63,26.7,26.7,0,3.93,81,95,33,44,0,33,33,28.33,241.67,85.01,89,100,44,41.02,48.33,17.51,17.56,0,10.63,20.53,14.49,0,4.69,193.2,0,12.02,8.06,70.45,111.09,0,0,13.52,24.23,0,164.22,7.88,13.52,28.98,0,82.11,0,38.24,73.41,28.33,104.39,24,73.41

58,14:15-14:30,16.79,10.39,7.63,26.7,26.7,0,3.93,79,90,33,43,0,33,33,28.33,241.67,85.01,87,100,44,41.02,48.33,16.79,17.56,0,10.63,20.53,14.49,0,4.69,193.2,0,12.02,8.06,70.45,111.09,0,0,13.52,24.73,0,164.22,7.88,12.97,28.98,0,82.11,0,38.24,72.84,28.33,101.33,24,72.84

59,14:30-14:45,16.42,8.7,7.63,26.7,26.7,0,3.89,76,87,33,43,0,33,33,28.5,241.67,85.5,85,95.35,41,41.02,48.33,16.42,17.56,0,10.63,20.53,14.49,0,5.81,193.2,0,12.02,8.06,70.45,111.09,0,0,13.52,25.23,0,164.22,7.88,12.68,28.98,0,82.11,0,38.24,72.67,28.5,96.35,24.33,72.67

60,14:45-15:00,15.88,8.7,8.57,26.7,26.7,0,3.89,73,86,33,42,0,33,33,28.5,229.22,85.5,84,91.69,40,41.02,45.85,15.88,17.56,0,10.63,20.53,14.49,0,5.81,193.2,0,12.02,8.06,70.45,111.09,0,0,13.52,25.74,0,164.22,8.69,12.27,28.98,0,82.11,0,38.24,71.67,28.5,91.29,24.67,71.67

61,15:00-15:15,15.22,9.09,8.57,26.7,26.7,0,3.89,70,79,33,40,0,33,33,28.17,219.03,84.49,80,87.57,39,43.02,43.81,15.22,17.56,0,10.63,20.53,14.49,0,5.81,193.2,0,12.58,8.06,66.28,111.09,0,0,13.52,25.23,0,164.22,8.69,11.77,28.98,0,82.11,0,38.24,73,28.17,89.08,18.67,73

62,15:15-15:30,14.37,9.09,8.57,26.7,26.7,0,3.89,66,76,33,37,0,33,33,28,207.18,84,73,83.14,38,43.02,41.44,14.37,17.56,0,10.63,20.53,14.49,0,5.81,193.2,0,12.58,8.06,66.28,111.09,0,0,13.52,25.73,0,164.22,8.69,11.11,28.98,0,82.11,0,38.24,73,28,83.69,18.67,73

63,15:30-15:45,13.39,9.09,9.35,26.7,26.7,0,3.99,61,67,33,33,0,33,33,20,193.89,60,67,77.87,35,43.02,38.78,13.39,17.56,0,10.63,20.53,14.49,0,5.81,193.2,0,12.58,8.06,66.28,171.2,0,0,13.52,26.24,0,164.22,8.69,10.35,28.98,0,82.11,0,56.23,72,20,77.73,16.67,72

64,15:45-16:00,12.4,9.09,9.35,26.7,26.7,0,3.99,57,62,33,32,0,33,33,20.5,179.35,61.5,63,72.65,34,43.02,35.87,12.4,17.56,0,10.63,20.53,14.49,0,5.81,193.2,0,12.58,8.06,66.28,171.2,0,0,13.52,27.25,0,164.22,8.69,9.58,28.98,0,82.11,0,56.23,71.33,20.5,70.83,17.67,71.33

