Block,Time,L_NR_2019_19,NR/01102023/30042040/GNA_LT_36,NR/01012024/31032024/ ChanjuII,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01032024/22032024/HP-59,WR/01102023/01102023/L_NR_2020_06,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,NR/16032024/22032024/HP-63,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01102023/31102037/L_NR_2019_11,NR/01032024/22032024/HP-56,NR/01102023/31052040/LT-31,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/15082037/GNA_NR_2012_01,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/30092023/26122029/SH-06,NR/01102023/14082046/L_NR_2021_16
62,15:15-15:30,107.495176,13.900000,0.000000,24.07,48.280000,86.140000,25.530000,11.67,5.34,32.33,245.83,41.5,0.000000,6.66,48.28,0,78,42,21.240000,0.000000,11.67,52.390000,1.320000,32.33,11.21,28.88,1.490000,271.550000,6.67,0.000000,32.34,80.24,1.420000,0.000000,13.560000,49.17,57.910000,13.560000,96.550000,20,0,182,85,52.200000,48.28,25.530000,0

63,15:30-15:45,98.615944,13.040000,0.000000,24.07,48.280000,110.280000,25.530000,11.67,5.34,32.33,234.64,39.3,0.000000,6.66,48.28,0,73,39,21.240000,0.000000,11.67,76.160000,1.320000,32.33,11.01,28.88,1.490000,271.550000,6.67,0.000000,32.34,75.14,1.420000,0.000000,12.720000,46.93,57.910000,12.720000,96.550000,20,0,172,78,52.200000,48.28,25.530000,0

64,15:45-16:00,88.821528,11.820000,0.000000,24.07,48.280000,113.290000,25.530000,11.67,5.34,32.33,219.02,36.2,0.000000,6.66,48.28,0,67,37,22.210000,0.000000,11.67,76.160000,1.320000,32.33,10.41,28.88,1.490000,271.550000,6.67,0.000000,32.34,69.69,1.420000,0.000000,11.540000,43.8,57.910000,11.540000,96.550000,20,0,158,73,52.200000,48.28,25.530000,0

65,16:00-16:15,78.822656,10.690000,0.000000,0,48.280000,130.630000,30.900000,13.33,5.34,32.33,202.33,33.4,0.000000,6.66,48.28,19.6,61,32,23.170000,0.000000,13.33,76.160000,1.320000,32.33,11.01,0,1.490000,271.550000,6.67,0.000000,32.34,63.65,1.460000,0.000000,10.430000,40.46,57.910000,10.430000,96.550000,20,0,144,64,81.170000,48.28,24.460000,0

66,16:15-16:30,68.463552,9.730000,0.000000,0,48.280000,130.630000,30.900000,13.33,5.34,32.33,184.96,30,0.000000,6.66,48.28,19.6,54,29,23.170000,0.000000,13.33,76.160000,1.320000,32.33,11.61,0,1.490000,271.550000,6.67,0.000000,32.34,57.47,1.460000,0.000000,9.490000,36.99,47.310000,9.490000,96.550000,20,0,126,57,100.050000,48.28,24.460000,0

67,16:30-16:45,58.844384,8.120000,0.000000,0,48.280000,130.630000,30.900000,13.33,5.34,33,165.23,26.3,0.000000,6.66,48.28,19.6,46,25,24.140000,0.000000,13.33,68.100000,1.320000,20.87,12.01,0,1.490000,231.720000,6.67,0.000000,33,50.79,1.460000,0.000000,7.920000,33.05,47.310000,7.920000,96.550000,20,0,109,50,100.050000,48.28,24.460000,0

68,16:45-17:00,47.647984,6.860000,0.000000,0,48.280000,130.630000,30.900000,13.33,5.34,33,144.28,22.5,0.000000,6.66,48.28,19.6,39,20,25.100000,0.000000,13.33,87.090000,1.320000,10.97,12.21,0,1.490000,271.550000,6.67,0.000000,33,43.69,1.460000,0.000000,6.690000,28.85,57.910000,6.690000,96.550000,20,0,91,40,100.050000,48.28,24.460000,0

69,17:00-17:15,35.916104,5.380000,0.000000,0,48.280000,112.440000,30.900000,13.33,5.34,33,122.75,17.5,0.000000,6.66,48.28,0,31,15,25.100000,0.000000,13.33,68.100000,1.320000,4.08,12.21,0,1.440000,271.550000,6.67,0.000000,33,36.47,1.460000,0.000000,5.250000,24.55,47.310000,5.250000,96.550000,20,0,74,30,100.050000,48.28,24.460000,0

70,17:15-17:30,24.787856,3.960000,0.000000,0,48.280000,130.630000,30.900000,13.67,5.34,22,100.08,12,0.000000,6.66,48.28,0,24,12,25.100000,0.000000,13.67,87.090000,1.320000,0.58,12.21,0,1.440000,271.550000,6.67,0.000000,33,29.19,1.460000,0.000000,3.860000,20.02,57.910000,3.860000,96.550000,20,0,56,23,100.050000,48.28,24.460000,0

71,17:30-17:45,14.857136,2.850000,0.000000,0,48.280000,130.630000,30.900000,14,5.34,7,77.12,8,0.000000,6.66,48.28,0,16,8,25.100000,0.000000,14,87.090000,1.320000,0,12.21,0,1.440000,271.550000,6.67,0.000000,13.59,21.7,1.460000,0.000000,2.780000,15.42,47.310000,2.780000,96.550000,20,0,39,16,100.050000,48.28,24.460000,0

72,17:45-18:00,7.954312,1.850000,0.000000,0,48.280000,130.630000,30.900000,14.33,5.34,1,54.44,5,0.000000,6.66,48.28,0,9,4,25.100000,0.000000,14.33,68.100000,1.320000,0,11.81,0,1.440000,271.550000,6.67,0.000000,4.42,14.8,1.460000,0.000000,1.800000,10.89,47.310000,1.800000,96.550000,20,0,21,9,100.050000,48.28,24.460000,0

73,18:00-18:15,3.933344,1.040000,0.000000,0,48.280000,130.630000,30.900000,14.33,6.66,0,33.7,4,0.000000,6.66,96.55,0,4,1,25.100000,0.000000,14.33,87.090000,1.400000,0,11.41,0,1.440000,271.550000,6.67,0.000000,0,8.96,1.540000,0.000000,1.020000,6.74,57.910000,1.020000,96.550000,20,0,11,3,100.050000,48.28,24.460000,0

74,18:15-18:30,1.255944,0.470000,0.000000,0,48.280000,130.630000,30.900000,14.33,6.66,0,16.48,3,0.000000,6.66,96.55,0,1,0,25.100000,0.000000,14.33,87.090000,1.400000,0,11.01,0,1.440000,271.550000,6.67,0.000000,0,4.48,1.540000,0.000000,0.450000,3.29,57.910000,0.450000,96.550000,20,0,4,0,100.050000,48.28,24.460000,0

75,18:30-18:45,0,0.050000,0.000000,0,48.280000,130.630000,30.900000,14.33,8,0,6.16,2,0.000000,7.5,96.55,0,0,0,26.070000,0.000000,14.33,87.090000,1.400000,0,15,0,1.440000,271.550000,7.5,0.000000,0,1.36,1.540000,0.000000,0.050000,1.23,57.910000,0.050000,96.550000,22.5,0,1,0,100.050000,48.28,24.460000,0

76,18:45-19:00,0,0.000000,0.000000,0,48.280000,130.630000,30.900000,14.67,8,0,0.78,1,0.000000,7.5,96.55,0,0,0,27.030000,0.000000,14.67,87.090000,1.400000,0,14.6,0,1.440000,271.550000,7.5,0.000000,0,0.67,1.540000,0.000000,0.000000,0.16,57.910000,0.000000,96.550000,22.5,0,0,0,100.050000,48.28,24.460000,0

77,19:00-19:15,0,0.000000,0.000000,0,48.280000,130.630000,30.900000,15,8.34,0,0,0,0.000000,7.5,96.55,0,0,0,27.030000,0.000000,15,87.090000,0.940000,0,14,0,1.390000,271.550000,7.5,0.000000,0,0,1.380000,0.000000,0.000000,0,57.910000,0.000000,96.550000,22.5,0,0,0,100.050000,48.28,24.460000,0

78,19:15-19:30,0,0.000000,0.000000,0,48.280000,130.630000,30.900000,15.33,8.34,0,0,0,0.000000,7.5,96.55,0,0,0,27.030000,0.000000,15.33,87.090000,0.940000,0,13,0,1.390000,271.550000,7.5,0.000000,0,0,1.380000,0.000000,0.000000,0,57.910000,0.000000,96.550000,22.5,0,0,0,100.050000,48.28,24.460000,0

79,19:30-19:45,0,0.000000,0.000000,0,48.280000,130.630000,30.900000,15.67,8.34,0,0,0,0.000000,7.66,96.55,0,0,0,27.030000,0.000000,15.67,87.090000,1.250000,0,9.61,0,1.390000,271.550000,7.67,0.000000,0,0,1.380000,0.000000,0.000000,0,57.910000,0.000000,96.550000,23,0,0,0,100.050000,48.28,24.460000,0

80,19:45-20:00,0,0.000000,0.000000,0,48.280000,130.630000,30.900000,16,8.34,0,0,0,0.000000,7.84,96.55,0,0,0,27.030000,0.000000,16,87.090000,1.250000,0,9.01,0,1.390000,271.550000,7.83,0.000000,0,0,1.380000,0.000000,0.000000,0,57.910000,0.000000,96.550000,23.5,0,0,0,100.050000,48.28,24.460000,0

81,20:00-20:15,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,16.33,8.34,0,0,0,0.000000,8,96.55,0,0,0,27.030000,0.000000,16.33,87.090000,1.250000,0,8.41,0,1.390000,271.550000,8,0.000000,0,0,1.380000,0.000000,0.000000,0,57.910000,0.000000,193.100000,24,0,0,0,100.050000,48.28,30.900000,0

82,20:15-20:30,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,16.67,8.34,0,0,0,0.000000,8.16,96.55,0,0,0,27.030000,0.000000,16.67,87.090000,1.250000,0,7.61,0,1.390000,271.550000,8.17,0.000000,0,0,1.380000,0.000000,0.000000,0,47.310000,0.000000,193.100000,24.5,0,0,0,100.050000,48.28,30.900000,0

83,20:30-20:45,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,17.67,8.34,0,0,0,0.000000,8.34,96.55,0,0,0,27.030000,0.000000,17.67,87.090000,1.400000,0,7.01,0,1.390000,271.550000,8.33,0.000000,0,0,1.690000,0.000000,0.000000,0,57.910000,0.000000,193.100000,25,0,0,0,100.050000,48.28,30.900000,0

84,20:45-21:00,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,18,8.34,0,0,0,0.000000,8.5,96.55,0,0,0,27.030000,0.000000,18,87.090000,1.400000,0,7.01,0,1.390000,271.550000,8.5,0.000000,0,0,1.690000,0.000000,0.000000,0,57.910000,0.000000,193.100000,25.5,0,0,0,100.050000,48.28,30.900000,0

85,21:00-21:15,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,21,8.34,0,0,0,0.000000,8.66,96.55,0,0,0,27.030000,0.000000,21,87.090000,1.400000,0,7.01,0,1.340000,271.550000,8.67,0.000000,0,0,1.610000,0.000000,0.000000,0,57.910000,0.000000,193.100000,26,0,0,0,100.050000,48.28,30.900000,0

86,21:15-21:30,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,24.67,8.34,0,0,0,0.000000,8.84,96.55,0,0,0,27.030000,0.000000,24.67,87.090000,1.400000,0,7.01,0,1.340000,271.550000,8.83,0.000000,0,0,1.610000,0.000000,0.000000,0,57.910000,0.000000,193.100000,26.5,0,0,0,100.050000,48.28,30.900000,0

87,21:30-21:45,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,28.33,8.34,0,0,0,0.000000,9.66,96.55,0,0,0,27.030000,0.000000,28.33,87.090000,1.710000,0,7.01,0,1.340000,271.550000,9.67,0.000000,0,0,1.610000,0.000000,0.000000,0,57.910000,0.000000,193.100000,29,0,0,0,100.050000,48.28,30.900000,0

88,21:45-22:00,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,29.33,8.34,0,0,0,0.000000,10,96.55,0,0,0,27.030000,0.000000,29.33,87.090000,1.710000,0,7.01,0,1.340000,271.550000,10,0.000000,0,0,1.610000,0.000000,0.000000,0,57.910000,0.000000,193.100000,30,0,0,0,100.050000,48.28,30.900000,0

89,22:00-22:15,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,31.67,8.34,0,0,0,32.860000,10,96.55,0,0,0,26.070000,0.000000,31.67,76.550000,1.710000,0,7.01,0,1.340000,271.550000,10,78.790000,0,0,1.610000,76.750000,0.000000,0,57.910000,0.000000,193.100000,30,0,0,0,52.140000,48.28,30.900000,0

90,22:15-22:30,0,0.000000,0.000000,0,48.280000,130.630000,24.460000,32.67,8.34,0,0,0,32.860000,9.84,96.55,0,0,0,26.070000,0.000000,32.67,76.550000,1.710000,0,7.01,0,1.340000,271.550000,9.83,78.790000,0,0,1.610000,76.750000,0.000000,0,47.310000,0.000000,193.100000,29.5,0,0,0,52.140000,48.28,30.900000,0

91,22:30-22:45,0,0.000000,0.000000,0,48.280000,130.630000,25.530000,35,8.34,0,0,0,32.860000,9.66,96.55,0,0,0,26.070000,0.000000,35,76.550000,1.710000,0,9.61,0,1.340000,271.550000,9.67,78.790000,0,0,1.610000,76.750000,0.000000,0,66.230000,0.000000,193.100000,29,0,0,0,52.140000,48.28,25.530000,0

92,22:45-23:00,0,0.000000,0.000000,0,48.280000,130.630000,25.530000,36.67,8.66,0,0,0,32.860000,9.34,96.55,0,0,0,26.070000,0.000000,36.67,76.550000,1.710000,0,9.01,0,1.340000,271.550000,9.33,78.790000,0,0,1.610000,76.750000,0.000000,0,47.310000,0.000000,193.100000,28,0,0,0,52.140000,48.28,25.530000,0

93,23:00-23:15,0,0.000000,0.000000,0,48.280000,130.630000,25.530000,37.33,9,0,0,0,32.860000,9.5,96.55,0,0,0,26.070000,0.000000,37.33,76.550000,1.550000,0,7.41,0,1.340000,271.550000,9.5,78.790000,0,0,1.540000,76.750000,0.000000,0,33.120000,0.000000,193.100000,28.5,0,0,0,52.140000,48.28,25.530000,0

94,23:15-23:30,0,0.000000,0.000000,0,48.280000,130.630000,25.530000,37.67,9,0,0,0,32.860000,9.66,96.55,0,0,0,26.070000,0.000000,37.67,76.550000,1.550000,0,7.41,0,1.340000,271.550000,9.67,78.790000,0,0,1.540000,76.750000,0.000000,0,33.120000,0.000000,193.100000,29,0,0,0,52.140000,48.28,25.530000,0

95,23:30-23:45,0,0.000000,0.000000,0,48.280000,130.630000,25.530000,38.33,9.34,0,0,0,32.860000,10,96.55,0,0,0,26.070000,0.000000,38.33,76.550000,1.550000,0,7.41,0,1.340000,271.550000,10,78.790000,0,0,1.540000,76.750000,0.000000,0,33.120000,0.000000,193.100000,30,0,0,0,52.140000,48.28,25.530000,0

96,23:45-24:00,0,0.000000,0.000000,0,48.280000,130.630000,25.530000,38.67,9.34,0,0,0,32.860000,11.5,96.55,0,0,0,26.070000,0.000000,38.67,76.550000,1.550000,0,7.41,0,1.340000,271.550000,11.5,78.790000,0,0,1.540000,76.750000,0.000000,0,33.120000,0.000000,193.100000,34.5,0,0,0,52.140000,48.28,25.530000,0

