Block,Time Block,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA2,CHAMERA1,BSIUL,BRBCL,CHAMERA3,KKNP,KISHANGANGA,KKNPPU2,KOLDAM,KHSTPP-I,KOTESHWR,KHSTPP-II,TALA,TelanganaSTPP,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,URI2,UNCHAHAR3,ANTA_CRF,TEHRI,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,JHAJJAR,KGSU1AND2,KGSU3AND4,TANDA2,TALST2,TANAKPUR,RAMPUR,RAPPD,RAPPC,RAPPB,RIHAND2,RIHAND1,PARBATI2,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NNTPP,NLCTS2EXP,NTPL,PARBATI3,NAPP,SALAL,SEWA2,SINGRAULI,SINGRAULI_HYDRO,SASAN,SIMHST1,SIMHST2,RIHAND3,RSTPSU1TO6,RSTPSU7,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,14.09,30.57,36,189.68,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,26.71,0,32.13,4.24,16.21,1.46,0,100.04,0,19.99,0,37.1,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

56,13:45-14:00,14.09,30.57,36,189.68,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,26.8,0,32.13,4.24,16.21,1.46,0,200.08,0,19.99,0,37.1,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

57,14:00-14:15,14.09,30.57,36,237.78,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,26.82,0,32.13,4.24,16.21,1.46,0,200.08,9,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,4.64,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

58,14:15-14:30,14.09,30.57,36,237.78,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,26.83,0,32.13,4.24,16.21,1.46,0,200.08,18,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,4.64,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

59,14:30-14:45,14.09,40.85,36,237.78,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,25.83,0,32.13,4.24,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,4.64,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,97.17,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

60,14:45-15:00,14.09,40.85,36,237.78,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,25.86,0,32.13,4.24,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,4.64,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,109.44,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

61,15:00-15:15,14.09,40.85,36,237.78,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,25.85,0,32.13,4.24,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,4.64,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,109.44,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

62,15:15-15:30,14.09,40.85,36,237.78,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,25.86,0,32.13,4.24,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,4.64,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,109.44,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

63,15:30-15:45,14.09,40.85,36,237.78,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,25.26,0,32.13,4.24,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,4.64,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,109.44,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

64,15:45-16:00,14.09,40.85,36,237.78,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,25.11,0,32.13,4.24,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,4.64,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,106.48,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

65,16:00-16:15,14.09,40.85,36,285.89,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,24.98,0,32.13,4.24,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,69.22,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

66,16:15-16:30,14.09,40.85,36,333.99,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,24.87,0,32.13,4.24,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,69.22,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

67,16:30-16:45,16.86,40.85,36,382.1,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,22.74,0,32.13,6.38,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,69.22,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

68,16:45-17:00,16.86,40.85,36,382.1,15.11,13.59,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,22.64,0,32.13,6.38,16.21,1.46,0,200.08,27,19.99,0,79.24,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,69.22,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

69,17:00-17:15,16.86,40.85,36,382.1,15.11,25.47,0,18.04,0,0,0.62,0,8.3,32.99,43.37,126.8,22.51,0,30.59,7.44,14.81,1.46,0,200.08,27,18.91,0,79.24,0,0,0,0,0,0,0,0,0,0,0,243.05,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,88.87,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

70,17:15-17:30,16.86,40.85,36,382.1,15.11,25.47,0,18.04,0,0,2.24,0,8.3,32.99,43.37,125.72,22.32,0,36.08,7.44,14.81,1.46,0,200.08,27,22.2,0,79.24,0,0,0,0,0,0,0,0,0,0,0,243.05,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,88.93,0,260.84,0,0,125.88,0,0,0,0,0,0,0,0

71,17:30-17:45,19.93,40.85,36,382.1,15.11,25.47,0,18.04,0,0,2.24,0,8.3,32.62,43.37,125.72,22.21,0,41.51,7.44,21.14,1.46,0,200.08,27,25.69,0,79.24,0,0,0,0,0,0,0,0,0,0,0,243.05,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,90.89,0,238.12,0,0,125.88,0,0,0,0,0,0,0,0

72,17:45-18:00,20.01,40.85,36,382.1,15.11,25.47,0,18.04,0,0,4.47,0,8.3,32.7,43.37,125.72,22.04,0,41.51,7.44,21.14,1.46,0,200.08,27,25.69,0,79.24,0,0,0,0,0,0,0,0,0,0,0,243.05,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,92.78,0,238.12,0,0,125.88,0,0,0,0,0,0,0,0

73,18:00-18:15,19.82,40.85,36,445.59,15.11,25.47,0,18.04,0,0,4.47,0,8.3,32.7,43.37,125.72,22.21,0,40.68,7.44,21.14,0.66,0,200.08,33,25.32,0,79.24,0,0,0,0,0,0,0,0,0,0,0,271.91,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,24.6,18.3,92.86,0,238.12,0,0,125.88,0,0,0,0,0,0,0,0

74,18:15-18:30,19.82,40.85,36,562.23,15.11,25.47,0,18.04,0,0,4.47,0,8.3,32.7,43.37,125.72,22,0,40.68,7.44,20.84,1.92,0,200.08,33,25.32,0,79.24,0,0,0,0,0,0,0,0,0,0,0,331.56,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,50.3,18.3,94.73,0,238.12,0,0,125.88,0,0,0,0,0,0,0,0

75,18:30-18:45,19.82,40.85,36,659.72,15.11,25.47,0,18.04,21.75,0,6.71,0,8.3,32.7,43.37,125.72,21.82,0,40.68,7.44,20.43,1.92,0,200.08,33,25.41,0,79.24,0,0,0,0,0,0,0,0,0,0,0,230.94,0,0,2.93,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,74.9,18.3,96.7,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

76,18:45-19:00,19.82,43.12,36.99,659.72,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,21.7,0,40.68,7.44,20.43,1.92,0,200.08,33,25.41,0,79.24,0,0,0,0,0,0,0,0,0,0,0,352.38,0,0,2.93,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,74.9,18.75,98.67,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

77,19:00-19:15,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,21.64,0,40.91,4.24,20.83,1.95,0,200.08,33,26.04,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,74.9,18.75,100.35,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

78,19:15-19:30,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,21.66,0,41,4.24,20.83,1.95,0,200.08,33,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,74.9,18.75,101.76,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

79,19:30-19:45,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,21.82,0,41,4.24,20.83,1.95,0,200.08,33,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,103.19,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

80,19:45-20:00,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,20.73,0,41,4.24,20.83,1.95,0,200.08,33,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,106.02,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

81,20:00-20:15,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,21.19,0,41,4.24,20.83,1.95,0,200.08,18,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

82,20:15-20:30,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,21.34,0,41,4.24,20.83,1.95,0,200.08,18,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

83,20:30-20:45,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,21.56,0,41.41,25.49,20.83,1.95,0,200.08,18,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

84,20:45-21:00,19.82,40.85,36,662.91,15.11,26.99,0,18.04,32.66,0,6.71,0,8.3,32.7,43.37,125.72,21.71,0,41.41,25.49,20.83,1.95,0,200.08,18,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

85,21:00-21:15,19.82,40.85,36,662.91,15.11,26.99,0,18.04,32.66,0,6.71,0,8.3,32.7,43.37,125.72,21.88,0,41.41,25.49,21.17,1.95,0,200.08,18,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

86,21:15-21:30,19.82,40.85,36,662.91,15.11,26.99,0,18.04,32.66,0,6.71,0,8.3,32.7,43.37,125.72,21.96,0,41.41,25.49,21.17,1.95,0,200.08,18,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

87,21:30-21:45,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,22.06,0,41.41,25.49,21.17,1.95,0,200.08,16.5,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

88,21:45-22:00,19.82,43.12,36.99,662.91,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,22.19,0,41.41,4.24,21.17,1.95,0,200.08,16.5,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,437.82,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,13.55,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

89,22:00-22:15,19.82,43.12,36.99,659.72,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,22.36,0,41.41,4.24,21.17,1.95,0,200.08,16.5,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,438.78,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,0,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

90,22:15-22:30,19.82,43.12,36.99,659.72,15.6,27.36,0,18.04,34.34,0,6.91,0,8.3,32.7,43.37,125.72,22.46,0,41.41,4.24,21.17,1.95,0,200.08,16.5,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,438.78,0,0,5.34,0,11.46,5.63,37.19,62.95,0,118.92,45.11,0,0,0,0,170.72,0,0,0,0,27.18,21.11,77.14,18.75,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

91,22:30-22:45,19.82,40.85,36,659.72,15.11,26.99,0,18.04,32.66,0,6.71,0,8.3,32.7,43.37,125.72,22.64,0,41.41,4.24,21.17,1.95,0,200.08,16.5,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,438.78,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

92,22:45-23:00,19.82,40.85,36,659.72,15.11,26.99,0,16.17,32.66,0,6.71,0,8.3,32.7,43.37,125.72,22.74,0,41.41,25.49,21.17,1.95,0,200.08,16.5,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,438.78,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

93,23:00-23:15,19.82,40.85,36,659.72,15.11,26.99,0,18.04,32.66,0,6.71,0,8.3,32.7,43.37,125.72,22.8,0,41.41,25.49,21.17,1.95,0,200.08,15.75,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,438.78,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

94,23:15-23:30,19.82,40.85,36,659.72,15.11,26.99,0,18,32.66,0,6.71,0,8.3,32.7,43.37,125.72,22.83,0,41.41,25.49,21.17,1.95,0,200.08,15.75,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,515.66,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

95,23:30-23:45,19.82,40.85,36,619.13,15.11,26.99,0,18.04,32.66,0,6.71,0,8.3,32.7,43.37,125.72,17.51,0,41.41,4.24,21.17,1.95,0,200.08,15.75,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,456.81,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,40.05,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

96,23:45-24:00,19.82,40.85,36,571.03,15.11,26.99,0,16.73,32.66,0,6.71,0,8.3,32.7,43.37,125.72,17.51,0,41.41,4.24,21.17,1.95,0,200.08,15.75,26.05,0,79.24,0,0,0,0,0,0,0,0,0,0,0,456.81,0,0,5.34,0,11.46,5.46,37.19,62.95,0,118.92,45.11,12.19,0,0,0,169.14,0,0,0,0,40.05,21.11,77.14,18.3,106.5,0,221.88,0,0,125.88,0,0,0,0,0,0,0,0

