Time,Block,NR/2023/17813/C,WR/2023/17681/A,NR/2023/17165/A,WR/2023/17681/A/II,WR/2023/19090/A,NR/2023/17402/F,NR/2023/14875/A,NR/2023/17814/C,NR/2023/17263/F,NR/2023/17404/F,NR/2023/17496/F,NR/2023/17344/F,Total
9,02:00-02:15,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.530000,338.09

10,02:15-02:30,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.530000,338.09

11,02:30-02:45,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.530000,338.09

12,02:45-03:00,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.530000,338.09

13,03:00-03:15,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.530000,338.09

14,03:15-03:30,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.530000,338.09

15,03:30-03:45,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.530000,338.09

16,03:45-04:00,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.530000,338.09

17,04:00-04:15,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.350000,99.420000,20.400000,6.770000,0.530000,338

18,04:15-04:30,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.350000,99.420000,20.400000,6.770000,0.530000,338

19,04:30-04:45,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.350000,99.420000,20.400000,6.770000,0.530000,338

20,04:45-05:00,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.350000,99.420000,20.400000,6.770000,0.530000,338

21,05:00-05:15,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.350000,99.420000,20.400000,6.770000,0.530000,338

22,05:15-05:30,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.350000,99.420000,20.400000,6.770000,0.530000,338

23,05:30-05:45,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.350000,99.420000,20.400000,6.770000,0.530000,338

24,05:45-06:00,0,100.000000,62.820000,0.000000,0.000000,0.000000,42.710000,5.350000,99.420000,20.400000,6.770000,0.530000,338

25,06:00-06:15,0,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.580000,397.81

26,06:15-06:30,0,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.580000,397.81

27,06:30-06:45,0.1,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.580000,397.91

28,06:45-07:00,0.51,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.580000,398.32

29,07:00-07:15,0.86,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.680000,398.77

30,07:15-07:30,1.26,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.680000,399.17

31,07:30-07:45,1.59,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.680000,399.5

32,07:45:08:00,1.86,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.680000,399.77

33,08:00-08:15,2.26,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,400.37

34,08:15-08:30,2.32,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,400.43

35,08:30-08:45,2.42,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,400.53

36,08:45:09:00,2.71,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,400.82

37,09:00:09:15,2.8,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,400.91

38,09:15-09:30,2.9,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.01

39,09:30-09:45,3.19,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.3

40,09:45-10:00,3.29,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.4

41,10:00-10:15,3.38,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.49

42,10:15-10:30,3.48,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.59

43,10:30-10:45,3.67,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.78

44,10:45-11:00,3.77,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.88

45,11:00-11:15,3.87,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,401.89

46,11:15-11:30,3.96,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,401.98

47,11:30-11:45,4.35,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,402.37

48,11:45-12:00,4.45,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,402.47

49,12:00-12:15,4.64,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,402.66

50,12:15-12:30,5.03,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,403.05

51,12:30-12:45,5.32,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,403.34

52,12:45-13:00,5.8,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,403.82

53,13:00-13:15,6.28,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,404.3

54,13:15-13:30,7.35,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,405.37

55,13:30-13:45,7.83,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,405.85

56,13:45-14:00,8.22,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,406.24

57,14:00-14:15,8.02,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,406.04

58,14:15-14:30,7.35,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,405.37

59,14:30-14:45,6.57,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,404.59

60,14:45-15:00,5.32,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.170000,0.000000,20.400000,6.770000,0.970000,403.34

61,15:00-15:15,4.64,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,402.75

62,15:15-15:30,4.16,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,402.27

63,15:30-15:45,3.67,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.78

64,15:45-16:00,3.38,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.970000,401.49

65,16:00-16:15,3.09,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.870000,401.1

66,16:15-16:30,2.71,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.870000,400.72

67,16:30-16:45,2.51,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.870000,400.52

68,16:45-17:00,2.41,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.260000,0.000000,20.400000,6.770000,0.870000,400.42

69,17:00-17:15,1.4,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.770000,399.4

70,17:15-17:30,1.06,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.770000,399.06

71,17:30-17:45,0.8,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.770000,398.8

72,17:45-18:00,0.44,0.000000,62.820000,100.000000,0.000000,201.890000,0.000000,5.350000,0.000000,20.400000,6.770000,0.770000,398.44

73,18:00-18:15,0.18,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.440000,0.000000,20.400000,6.770000,0.720000,296.33

74,18:15-18:30,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.440000,0.000000,20.400000,6.770000,0.720000,296.15

75,18:30-18:45,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.440000,0.000000,20.400000,6.770000,0.720000,296.15

76,18:45-19:00,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.440000,0.000000,20.400000,6.770000,0.720000,296.15

77,19:00-19:15,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.540000,0.000000,20.400000,6.770000,0.720000,296.25

78,19:15-19:30,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.540000,0.000000,20.400000,6.770000,0.720000,296.25

79,19:30-19:45,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.540000,0.000000,20.400000,6.770000,0.720000,296.25

80,19:45-20:00,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.540000,0.000000,20.400000,6.770000,0.720000,296.25

81,20:00-20:15,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.540000,0.000000,20.400000,6.770000,0.720000,296.25

82,20:15-20:30,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.540000,0.000000,20.400000,6.770000,0.720000,296.25

83,20:30-20:45,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.540000,0.000000,20.400000,6.770000,0.720000,296.25

84,20:45-21:00,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.540000,0.000000,20.400000,6.770000,0.720000,296.25

85,21:00-21:15,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.440000,0.000000,20.400000,6.770000,0.720000,296.15

86,21:15-21:30,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.440000,0.000000,20.400000,6.770000,0.720000,296.15

87,21:30-21:45,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.440000,0.000000,20.400000,6.770000,0.720000,296.15

88,21:45-22:00,0,100.000000,62.820000,0.000000,100.000000,0.000000,0.000000,5.440000,0.000000,20.400000,6.770000,0.720000,296.15

89,22:00-22:15,0,100.000000,62.820000,0.000000,100.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.680000,438.24

90,22:15-22:30,0,100.000000,62.820000,0.000000,100.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.680000,438.24

91,22:30-22:45,0,100.000000,62.820000,0.000000,100.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.680000,438.24

92,22:45-23:00,0,100.000000,62.820000,0.000000,100.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.680000,438.24

93,23:00-23:15,0,100.000000,62.820000,0.000000,100.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.630000,438.19

94,23:15-23:30,0,100.000000,62.820000,0.000000,100.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.630000,438.19

95,23:30-23:45,0,100.000000,62.820000,0.000000,100.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.630000,438.19

96,23:45-24:00,0,100.000000,62.820000,0.000000,100.000000,0.000000,42.710000,5.440000,99.420000,20.400000,6.770000,0.630000,438.19

