Column1,Time,L_NR_2019_19,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/05/01/2069,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/9320,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/9252,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/5800,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9154,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8068,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/8954,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2474,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/9395,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/4138,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/6363
19,04:30-04:45,0,0,3.73,0,0,0,0,80,0,0,80,0,29.67,23.34,0,0,0,89,0,29.66,96.33,0,1.06,163.76,164.42,13.49,9.04,14.45,0,5.22,0,0,122.82,1.93,0,10.6,70.25,0,100.36,163.76,0,17.51,26.93,0,4.67,26.93,56.75,272.37,3.91,28.26,28.9,0,4.82,0

20,04:45-05:00,0,0,3.72,0,0,0,0,79.67,0,0,79.66,0,29.67,22.66,0,0,0,89,0,29.66,96.33,0,1.06,163.76,164.42,13.49,9.04,14.45,0,5.22,0,0,122.82,1.93,0,10.6,70.25,0,100.36,163.76,0,17.51,26.93,0,4.67,26.93,56.75,272.37,3.91,28.26,28.9,0,4.82,0

21,05:00-05:15,0,0,3.71,0,0,0,0,71.67,0,0,71.66,0,25.83,22.34,0,0,0,77.51,0,25.83,96.33,0,1.06,163.76,164.42,13.49,8.94,14.45,0,5.22,0,0,122.82,1.93,0,10.6,70.25,0,100.36,163.76,0,17.51,26.93,0,4.67,26.93,46.24,272.37,3.91,28.26,28.9,0,4.82,0

22,05:15-05:30,0,0,3.67,0,0,0,0,71.67,0,0,71.66,0,25.83,22.34,0,0,0,77.51,0,25.83,96.33,0,1.06,163.76,164.42,13.49,8.94,14.45,0,5.22,0,0,122.82,1.93,0,10.6,70.25,0,100.36,163.76,0,17.51,26.93,0,4.67,26.93,56.75,272.37,3.91,28.26,28.9,0,4.82,0

23,05:30-05:45,0,0,3.46,0,0,0,0,71.67,0,0,71.66,0,25.83,22,0,0,0,77.51,0,25.83,96.33,0,1.06,163.76,164.42,13.49,8.94,14.45,0,5.22,0,0,122.82,1.93,0,10.6,70.25,0,100.36,163.76,0,17.51,26.93,0,4.67,26.93,56.75,272.37,3.91,27.75,28.9,0,4.82,0

24,05:45-06:00,0.26,0,3.49,0,0,0,0,71.67,0,0,71.66,0,25.83,21.66,0,0,0,77.51,0,25.83,96.33,0,1.06,163.76,164.42,13.49,8.94,14.45,0,5.22,0,0,122.82,1.93,0,10.6,70.25,0,100.36,163.76,0,17.51,26.93,0,4.67,26.93,56.75,272.37,3.91,27.75,28.9,0,4.82,0

25,06:00-06:15,2.17,0,3.48,0.15,1,0,0,71.67,0.03,0,71.66,1,25.83,23.66,1,0,0,77.51,0,25.83,96.33,0,1.06,163.76,164.42,13.49,8.76,14.45,0,5.22,0,0,122.82,1.93,0,10.6,70.25,0,100.36,163.76,0,17.51,30,0,4.58,26.26,56.75,272.37,2.41,28.76,28.9,0,4.66,0

26,06:15-06:30,5.4,0.27,3.48,3.28,2,1,5.6,71.67,0.66,2,71.66,5,25.83,24.34,2,6.8,0,77.51,0,25.83,96.33,0,1.06,163.76,164.42,13.49,8.76,14.45,0,5.22,0,0,122.82,1.93,0,10.6,70.25,0,100.36,163.76,0,17.51,30,0,4.58,26.26,56.75,272.37,2.41,27.75,28.9,0,4.66,0

27,06:30-06:45,9.97,4.06,3.47,8.43,3,2,15.2,71.67,1.69,5,71.66,7,25.83,24,3,20,0,77.51,0,25.83,96.33,0.32,1.06,163.76,164.42,13.49,8.76,14.45,0,5.22,0.4,0,122.82,1.93,0.4,10.6,70.25,0,100.36,163.76,0,17.51,30,0,4.58,26.26,56.75,272.37,2.41,27.75,28.9,0,4.66,0

28,06:45-07:00,16,6.72,3.47,16.42,5,3,32.97,71.67,3.29,8,71.66,9,25.83,23.66,4,32.96,0,77.51,1,25.83,96.33,0.72,1.06,163.76,164.42,13.49,8.76,14.45,0,5.22,0.94,0,122.82,1.93,0.94,10.6,70.25,0,100.36,163.76,0,17.51,30,0,4.58,26.26,46.24,272.37,2.41,26.75,28.9,0,4.66,0

29,07:00-07:15,23.34,10.14,3.48,25.68,7,7,33,71.67,5.14,13,71.66,13,25.83,22,7,33,0,77.51,6,25.83,96.33,1.06,3.97,163.76,129.08,13.49,8.57,14.45,0,5.22,1.38,0,122.82,1.93,1.38,10.6,70.25,0,52.98,163.76,0,17.51,26.93,0,4.58,26.93,46.24,231.19,2.41,25.23,28.9,0,4.66,0

30,07:15-07:30,26.66,13.94,3.49,37.02,9,12,33,71.33,7.41,16,71.34,19,25.83,19.66,9,33,0,77.51,12,25.83,96.33,1.3,3.97,163.76,129.08,13.49,8.57,14.45,0,5.22,1.68,0,122.82,1.93,1.68,10.6,70.25,0,52.98,163.76,0,17.51,26.93,0,4.58,26.93,46.24,192.66,2.41,25.23,28.9,0,4.66,0

31,07:30-07:45,36.17,18.18,3.49,49.57,10,18,33,68.67,9.91,22,68.66,24,25.83,17.66,12,33,0,77.51,18,25.83,96.33,1.87,3.97,163.76,129.08,13.49,8.57,14.45,0,5.22,2.42,0,122.82,1.93,2.42,10.6,70.25,0,52.98,163.76,0,17.51,26.93,0,4.58,26.93,46.24,149.8,2.41,25.23,28.9,0,4.66,0

32,07:45-08:00,44.78,23.63,3.47,63.6,14,23,33,66,12.72,30,66,30,25.83,15.34,15,33,0,77.51,24,25.83,96.33,2.35,3.97,163.76,129.08,13.49,8.57,14.45,0,5.22,3.04,0,122.82,1.93,3.04,10.6,70.25,0,52.98,163.76,0,17.51,26.93,0,4.58,26.93,46.24,149.8,2.41,25.23,28.9,0,4.66,0

33,08:00-08:15,53.5,29.48,3.48,78.53,18,28,32.67,55,15.71,32.67,55,37,25.67,15,18,32.66,0,76.99,30,25.67,0,2.52,3.97,163.76,129.08,13.49,8.48,14.45,0,5.14,3.26,0,122.82,5.74,3.26,10.6,70.25,0,52.98,163.76,0,17.51,26.93,0,4.48,26.93,46.24,149.8,2.41,26.24,28.9,0,4.66,0

34,08:15-08:30,62.14,35.21,3.47,94.36,21,35,33,54.67,18.87,33,54.66,43,22.5,15,22,33,0,67.5,37,22.5,0,2.85,3.97,163.76,129.08,13.49,8.48,14.45,0,5.14,3.68,0,122.82,5.58,3.68,10.6,70.25,0,52.98,163.76,0,17.51,26.93,0,4.48,26.93,46.24,149.8,2.41,26.24,28.9,0,4.66,0

35,08:30-08:45,70.46,40.74,3.5,109.59,22,43,33,54.33,21.92,33,54.34,47,21.5,15.34,23,33,0,64.5,34,21.5,0,3.17,3.97,163.76,129.08,13.49,8.48,14.45,0,5.14,4.1,0,122.82,4.15,4.1,10.6,70.25,0,52.98,163.76,0,17.51,26.93,0,4.48,26.93,46.24,149.8,2.41,27.25,28.9,0,4.66,0

36,08:45-09:00,83.4,47.09,3.5,124.52,25,47,33,54.33,24.91,33,54.34,53,21.5,16,27,33,0,64.5,39,21.5,0,4.14,3.97,163.76,129.08,13.49,8.48,14.45,0,5.14,5.36,0,122.82,4.15,5.36,10.6,70.25,0,52.98,163.76,0,17.51,26.93,0,4.48,26.93,46.24,149.8,2.41,28.26,28.9,0,4.66,0

37,09:00-09:15,93.19,53.35,3.48,138.85,28,54,33,56.33,27.77,33,56.34,60,21.67,17.34,30,33,0,64.99,52,21.67,0,5.77,3.97,163.76,129.08,13.49,8.39,14.45,0,5.14,7.46,0,122.82,4.15,7.46,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,192.66,2.41,27.25,28.9,0,4.66,0

38,09:15-09:30,100.3,59.61,3.47,152.58,31,58,33,57,30.52,33,57,67,21.83,19.34,33,33,0,65.51,58,21.83,0,6.58,3.97,163.76,129.08,13.49,8.39,14.45,0,5.14,8.51,0,122.82,4.15,8.51,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,231.19,2.41,27.25,28.9,0,4.66,0

39,09:30-09:45,106.91,63.14,3.46,154.63,34,63,33,45,30.93,33,45,71,17.5,20.66,36,33,0,52.5,64,17.5,0,7.31,3.97,163.76,129.08,13.49,8.39,14.45,0,5.14,9.45,0,122.82,4.15,9.45,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,192.66,2.41,28.26,28.9,0,4.66,0

40,09:45-10:00,113.15,67.71,3.45,167.13,36,67,33,47,33.43,33,47,78,17.5,22,39,33,0,52.5,69,17.5,0,7.72,3.97,163.76,129.08,13.49,8.39,14.45,0,5.14,9.98,0,122.82,4.15,9.98,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,2.41,28.26,28.9,0,4.66,0

41,10:00-10:15,118.09,71.81,6.6,162.97,38,73,33,50.33,32.59,33,50.34,83,17.5,23,42,33,0,52.5,73,17.5,0,8.2,3.97,163.76,129.08,13.49,8.29,14.45,0,5.14,10.61,0,122.82,4.15,10.61,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,2.41,28.76,28.9,0,4.66,0

42,10:15-10:30,119.55,75.29,6.6,175.47,39,77,33,53.33,35.09,33,53.34,89,17.5,24.66,44,33,0,52.5,78,17.5,0,8.85,3.97,163.76,129.08,13.49,8.29,14.45,0,5.14,11.45,0,122.82,4.15,11.45,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,2.41,28.76,28.9,0,4.66,0

43,10:30-10:45,122.35,78.05,6.6,187.97,40,82,33,57,37.59,33,57,92,18,26.66,46,33,0,54,82,18,0,5.7,3.97,163.76,129.08,13.49,9.04,14.45,0,5.14,13.52,0,122.82,4.15,13.52,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,2.41,28.26,28.9,0,4.66,0

44,10:45-11:00,124.16,80.11,6.6,200.47,41,85,33,61,40.09,33,61,93,19.17,28.34,47,33,0,57.49,84,19.17,0,5.89,3.97,163.76,129.08,13.49,9.04,14.45,0,5.14,13.98,0,122.82,4.15,13.98,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,2.41,28.26,28.9,0,4.66,0

45,11:00-11:15,125.69,85.19,6.6,212.97,41,88,33,50,42.59,33,50,95,20.5,30.34,47,33,0,61.5,84,20.5,0,6.28,3.97,163.76,129.08,13.49,8.85,14.45,0,5.22,14.91,0,122.82,4.15,14.91,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,4.29,28.26,28.9,0,4.66,0

46,11:15-11:30,126.65,88.52,6.6,216.67,41,91,33,50,43.33,33,50,95,21.67,32.66,48,33,0,64.99,84,21.67,0,6.38,3.97,163.76,129.08,13.49,8.85,14.45,0,5.22,15.14,0,122.82,4.15,15.14,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,4.29,28.26,28.9,0,4.66,0

47,11:30-11:45,127.03,92.76,6.6,220.83,41,86,33,50,44.17,33,50,92,15,34.66,46,33,0,45,84,15,0,6.63,3.97,163.76,129.08,13.49,8.85,14.45,0,5.22,15.72,0,122.82,4.15,15.72,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,4.07,28.26,28.9,0,4.66,0

48,11:45-12:00,127.29,93.44,6.6,220.83,41,86,33,51,44.17,33,51,92,15,36,46,33,0,45,84,15,0,6.82,3.97,163.76,129.08,13.49,8.85,14.45,0,5.22,16.18,0,122.82,4.15,16.18,10.6,70.25,0,52.98,163.76,0,17.51,26.94,0,4.48,26.94,46.24,149.8,4.07,28.26,28.9,0,4.66,0

49,12:00-12:15,118.75,94.04,6.6,230,41,87,33,45,46,33,45,92,15.83,28.33,46,33,0,47.51,84,15.83,0,6.82,3.97,163.76,129.08,13.49,8.76,14.45,0,5.38,16.18,0,122.82,4.15,16.18,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.48,26.95,46.24,149.8,4.07,27.25,28.9,0,4.66,0

50,12:15-12:30,118.81,94.55,6.6,230,41,87,33,45,46,33,45,92,17.5,29,46,33,0,52.5,84,17.5,0,6.82,3.97,163.76,129.08,13.49,8.76,14.45,0,5.38,16.18,0,122.82,4.15,16.18,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.48,26.95,46.24,149.8,4.07,27.25,28.9,0,4.66,0

51,12:30-12:45,118.33,94.85,6.6,230,41,87,33,45,46,33,45,92,15,16.67,46,33,0,45,84,15,0,6.82,3.97,163.76,129.08,13.49,8.76,14.45,0,5.38,16.18,0,122.82,4.15,16.18,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.48,26.95,46.24,149.8,4.07,27.25,28.9,0,4.66,0

52,12:45-13:00,117.49,95,6.6,230,41,87,33,46,46,33,46,92,15,16.67,46,33,0,45,84,15,0,6.82,3.97,163.76,129.08,13.49,8.76,14.45,0,5.38,16.18,0,122.82,4.15,16.18,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.48,26.95,46.24,149.8,4.07,27.25,28.9,0,4.66,0

53,13:00-13:15,115.67,94.9,7.12,230,41,87,33,48,46,33,48,92,15,15,46,33,0,45,84,15,0,6.82,3.97,163.76,129.08,13.49,8.67,14.45,0,5.68,16.18,0,122.82,4.15,16.18,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.3,26.95,46.24,149.8,4.07,25.23,28.9,0,4.66,0

54,13:15-13:30,62.34,94.56,7.53,230,41,87,33,50,46,33,50,92,15,15,46,33,0,45,84,15,0,6.82,3.97,163.76,129.08,13.49,8.67,14.45,0,5.68,16.18,0,122.82,4.15,16.18,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.3,26.95,46.24,149.8,4.07,25.23,28.9,0,4.66,0

55,13:30-13:45,61.18,93.35,7.28,230,40,87,33,41.33,46,33,41.34,90,15.83,15,45,33,0,47.51,76,15.83,0,6.77,3.97,163.76,129.08,13.49,8.67,14.45,0,5.68,16.06,0,122.82,4.15,16.06,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.3,26.95,46.24,149.8,4.07,25.23,28.9,0,4.66,0

56,13:45-14:00,60.23,93.08,8.52,230,40,86,33,41.33,46,33,41.34,88,17.5,15,44,33,0,52.5,75,17.5,0,6.61,3.97,163.76,129.08,13.49,8.67,14.45,0,5.68,15.69,0,122.82,4.15,15.69,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.3,26.95,46.24,149.8,4.07,25.23,28.9,0,4.66,0

57,14:00-14:15,59.01,91.38,10.63,229.17,39,84,33,41.33,45.83,33,41.34,95,18.67,15.33,48,33,0,55.99,75,18.67,0,6.34,3.97,163.76,129.08,13.49,8.57,14.45,0,5.84,15.05,0,122.82,4.15,15.05,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.3,26.95,46.24,149.8,4.07,25.23,28.9,0,4.97,0

58,14:15-14:30,16.56,89.58,11.73,225,39,82,33,42,45,33,42,95,20,16.33,48,33,0,60,72,20,0,6.13,3.97,163.76,129.08,13.49,8.57,14.45,0,5.84,14.55,0,122.82,4.15,14.55,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.3,26.95,46.24,149.8,4.07,24.23,28.9,0,4.97,0

59,14:30-14:45,16.56,86.32,11.33,223.17,36,76,33,60,44.63,33,60,90,21.67,21.67,45,33,0,64.99,69,21.67,0,5.84,3.97,163.76,129.08,13.49,8.57,14.45,0,5.61,13.85,0,122.82,4.15,13.85,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.3,26.95,46.24,149.8,4.07,24.73,28.9,0,4.97,0

60,14:45-15:00,18.89,82.47,11.53,210.29,34,73,33,62,42.06,33,62,85,23,22.33,43,33,0,69,67,23,0,5.6,3.97,163.76,129.08,13.49,8.57,14.45,0,5.61,13.26,0,122.82,4.15,13.26,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.3,26.95,46.24,149.8,4.07,24.73,28.9,0,4.97,0

61,15:00-15:15,21.43,83.33,11.93,202.17,33,66,33,64.33,40.44,33,64.34,67,24.17,23.67,33,33,0,72.49,63,24.17,0,5.26,3.97,163.76,129.08,13.49,8.48,14.45,0,5.76,12.48,0,122.82,4.15,12.48,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.2,26.95,46.24,149.8,4.07,24.23,28.9,0,4.97,0

62,15:15-15:30,25.33,78.5,12.47,185.12,32,63,33,66,37.02,33,66,62,26.67,24.33,31,33,0,79.99,60,26.67,0,4.94,3.97,163.76,129.08,13.49,8.48,14.45,0,5.76,11.73,0,122.82,4.15,11.73,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.2,26.95,46.24,149.8,4.07,24.23,28.9,0,4.97,0

63,15:30-15:45,29.22,73.31,12.88,168.76,27,62,33,58.33,33.75,33,58.34,56,26.67,25,28,33,0,79.99,57,26.67,0,4.42,3.97,163.76,129.08,13.49,9.68,14.45,0,5.76,10.49,0,122.82,4.15,10.49,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.2,26.95,46.24,192.66,4.07,24.23,28.9,0,4.97,0

64,15:45-16:00,31.17,68.08,12.86,152.93,28,58,33,60,30.59,33,60,50,26.67,25.67,25,33,0,79.99,52,26.67,0,3.76,3.97,163.76,129.08,13.49,9.68,14.45,0,5.76,8.91,0,122.82,4.15,8.91,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.2,26.95,46.24,231.19,4.07,25.24,28.9,0,4.97,0

