Block,Time,KKNP,NAPP,RAPPB,RAPPD,SINGRAULI_HYDRO,TANDA2,UNCHAHAR3,AURY_LF,DADRI_CRF,DHAULIGNGA,KKNPPU2,NJPC,PARBATI2,RIHAND1,UNCHAHAR2,BSIUL,FSTPP I & II,KHSTPP-I,KOTESHWR,KUDGI,MAPS,RAMPUR,SEWA2,ANTA_GF,DADRI_LF,CHAMERA1,NLCIIST1,NNTPP,SIMHST2,ANTA_RF,AURY_GF,DADRI_RF,KGSU1AND2,PARBATI3,RIHAND3,SALAL,TANAKPUR,AURY_RF,DULHASTI,KGSU3AND4,KHSTPP-II,NLCIIST2,RAPPC,RIHAND2,RSTPSU7,TALA,TALST2,TEHRIPSP,UNCHAHAR4,URI,VALLURNTECL,ANTA_LF,AURY_CRF,DADRI_GF,BRBCL,CHAMERA2,DADRT2,JHAJJAR,KOLDAM,NLCEXP,NLCTS2EXP,RSTPSU1TO6,SASAN,SIMHST1,TelanganaSTPP,UNCHAHAR1,ANTA_CRF,CHAMERA3,KISHANGANGA,NTPL,SINGRAULI,TEHRI,URI2
11,02:30-02:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,105.4,0,0,130.84,0,11.06,81.18,0,0,148.3,0,65.6,125.27,0,19.31,0,192.57,2.87,26.49,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,37.41

12,02:45-03:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,105.4,0,0,130.84,0,11.06,81.18,0,0,148.3,0,65.6,125.27,0,19.35,0,192.57,2.87,26.49,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,37.41

13,03:00-03:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.85,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,19.35,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

14,03:15-03:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.85,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,19.35,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

15,03:30-03:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.85,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,19.38,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

16,03:45-04:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.85,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,19.38,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

17,04:00-04:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.85,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,19.38,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

18,04:15-04:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.85,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,19.31,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

19,04:30-04:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.85,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,19.08,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

20,04:45-05:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.85,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,18.91,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

21,05:00-05:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,18.76,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

22,05:15-05:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,18.52,0,192.57,2.87,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

23,05:30-05:45,0,24.11,0,38.66,0,3.13,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,18.17,0,192.57,1.17,26.49,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

24,05:45-06:00,0,24.11,0,38.66,0,3.13,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,105.4,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,17.64,0,192.57,1.17,26.49,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

25,06:00-06:15,0,24.11,0,38.66,0,3.13,26.71,0,0,42.46,0,0,14.08,48.09,43.16,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,103.43,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,17.38,0,192.57,1.17,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.23,0,0,6.97,0,113.75,82.36,33.52

26,06:15-06:30,0,24.11,0,38.66,0,3.13,26.71,0,0,42.46,0,0,14.08,48.09,43.16,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,103.43,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,17.26,0,192.57,1.17,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.23,0,0,6.97,0,113.75,82.36,33.52

27,06:30-06:45,0,24.11,0,38.66,0,3.13,26.71,0,0,42.46,0,0,14.08,48.09,43.16,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,103.43,0,0,130.84,0,9.86,81.18,0,0,148.3,0,65.6,125.27,0,17.19,0,192.57,1.17,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.23,0,0,6.97,0,113.75,82.36,33.52

28,06:45-07:00,0,24.11,0,38.66,0,3.13,26.71,0,0,42.46,0,0,14.08,48.09,43.16,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,103.43,0,0,130.84,0,9.86,80.79,0,0,148.3,0,65.6,125.27,0,17.19,0,192.57,1.17,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,21.23,0,0,6.97,0,113.75,82.36,33.52

29,07:00-07:15,0,24.11,0,38.66,0,3.13,26.71,0,0,42.46,0,0,14.08,48.09,43.16,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,16.88,0,192.57,1.17,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.23,0,0,6.97,0,113.75,82.36,33.52

30,07:15-07:30,0,24.11,0,38.66,0,3.13,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,16.93,0,192.57,1.53,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

31,07:30-07:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,17.29,0,192.57,3.23,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

32,07:45-08:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.6,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,17.35,0,192.57,3.23,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

33,08:00-08:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.09,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,17.46,0,192.57,3.23,33.12,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

34,08:15-08:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.09,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,20.25,0,192.57,3.23,33.12,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

35,08:30-08:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.09,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,20.67,0,192.57,3.23,8.83,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

36,08:45-09:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,52.09,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,20.76,0,192.57,3.23,8.83,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

37,09:00-09:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,51.59,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,21.5,0,192.57,3.23,8.83,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

38,09:15-09:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,51.59,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,22.17,0,192.57,3.23,13.25,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,236.25,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

39,09:30-09:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,51.59,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,21.76,0,192.57,3.23,13.25,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,247.5,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

40,09:45-10:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,51.59,0,103.43,0,0,130.84,0,9.86,80.79,0,0,98.87,0,65.6,125.27,0,21.87,0,192.57,3.23,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,258.75,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

41,10:00-10:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,50.83,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,27.9,0,207.96,3.23,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,270,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

42,10:15-10:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,50.83,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,27.9,0,207.96,3.23,8.28,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,281.25,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

43,10:30-10:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,50.58,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,27.9,0,103.98,3.23,13.25,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,292.5,0,0,22.41,0,0,6.97,0,113.75,41.18,33.52

44,10:45-11:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,50.58,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,27.9,0,0,3.23,13.25,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,303.75,0,0,22.41,0,0,6.97,0,113.75,0,33.52

45,11:00-11:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,0,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0,15.47,0,0,14.05,0,0,0,50.08,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,27.9,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,303.75,0,0,22.41,0,0,6.97,0,113.75,0,33.52

46,11:15-11:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,26.89,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,0.9,15.47,0,0,14.05,0,0,0,50.08,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,27.9,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,303.75,0,0,22.41,0,0,6.97,0,113.75,0,33.52

47,11:30-11:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,53.77,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,1.8,15.47,0,0,14.05,0,0,0,50.08,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,20.84,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,303.75,0,0,22.41,0,0,6.97,0,113.75,0,33.52

48,11:45-12:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,80.66,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,2.7,15.47,0,0,14.05,0,0,0,50.08,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,20.84,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,303.75,0,0,22.41,0,0,6.97,0,113.75,0,33.52

49,12:00-12:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,107.55,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,3.6,15.47,0,0,14.05,0,0,0,49.81,0,103.43,0,0,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,20.84,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,303.75,0,0,22.41,0,0,6.97,0,113.75,0,33.52

50,12:15-12:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,134.44,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,4.5,15.47,0,0,14.05,0,0,0,49.81,0,103.43,0,0,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,20.84,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,303.75,0,0,22.41,0,0,6.97,0,113.75,0,33.52

51,12:30-12:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.81,0,103.43,0,0,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,20.84,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,326.25,0,0,22.41,0,0,6.97,0,113.75,0,33.52

52,12:45-13:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.81,0,103.43,0,0,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,20.84,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,348.75,0,0,22.41,0,0,6.97,0,113.75,0,33.52

53,13:00-13:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.56,0,103.43,0,18.59,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,0,33.52

54,13:15-13:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.56,0,103.43,0,18.59,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,0,33.52

55,13:30-13:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.06,0,103.43,0,18.59,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,0,33.52

56,13:45-14:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.06,0,103.43,0,18.59,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,0,33.52

