Block,Time,DHAULIGNGA,RSTPSU1TO6,SIMHST1,TALA,UNCHAHAR4,URI,AURY_RF,DADRI_LF,FSTPP I & II,KKNP,NLCEXP,NTPL,UNCHAHAR2,VALLURNTECL,ANTA_CRF,DADRI_GF,BSIUL,KHSTPP-II,KISHANGANGA,KKNPPU2,NJPC,NLCIIST1,RAMPUR,SALAL,SIMHST2,TALST2,URI2,ANTA_GF,BRBCL,CHAMERA2,TEHRI,TelanganaSTPP,UNCHAHAR1,AURY_LF,DADRI_CRF,JHAJJAR,KOLDAM,NAPP,NLCTS2EXP,TANAKPUR,KHSTPP-I,KOTESHWR,KUDGI,PARBATI3,RAPPC,RSTPSU7,SINGRAULI,AURY_CRF,AURY_GF,CHAMERA3,DADRT2,DULHASTI,KGSU1AND2,NNTPP,RAPPB,RIHAND1,TANDA2,ANTA_LF,CHAMERA1,KGSU3AND4,MAPS,NLCIIST2,RIHAND2,RIHAND3,SASAN,SEWA2,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_RF,DADRI_RF
36,08:45-09:00,0,0,0,0,0,39.75,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,70.17,0,0,55.77,0,0,4.57,0,20,0,30.24,0,20.56,0,0,459.81,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,0,28.77,67.95

37,09:00-09:15,0,0,0,0,0,39.75,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,46.78,0,0,55.77,0,0,4.57,0,20,0,15.12,0,20.56,0,0,654.31,0,42.72,0,6.27,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,0,28.77,67.95

38,09:15-09:30,0,0,0,0,0,3.31,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,23.39,0,0,55.77,0,0,4.57,0,20,0,15.12,0,20.56,0,0,654.31,0,42.72,0,6.27,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,0,28.77,67.95

39,09:30-09:45,0,0,0,0,0,1.44,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,55.77,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,0,28.77,67.95

40,09:45-10:00,0,0,0,0,0,1.44,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,13.95,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,0,28.77,67.95

41,10:00-10:15,0,0,0,0,0,1.44,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,0,28.46,67.95

42,10:15-10:30,0,0,0,0,0,1.44,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,0,28.46,67.95

43,10:30-10:45,0,0,0,0,0,2.21,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,4.14,28.46,67.95

44,10:45-11:00,0,0,0,0,0,39.75,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,399.38,0,0,6.9,28.46,67.95

45,11:00-11:15,0,0,0,0,0,39.75,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,18.83,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,10.36,28.46,67.95

46,11:15-11:30,0,0,0,0,0,2.76,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,18.83,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,10.36,28.46,67.95

47,11:30-11:45,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,18.83,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,13.81,28.35,67.95

48,11:45-12:00,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,18.83,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,13.81,28.35,67.95

49,12:00-12:15,0,0,0,0,0,1.33,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,10.76,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,17.26,28.04,67.95

50,12:15-12:30,0,0,0,0,0,1.33,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,10.76,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,17.26,28.04,67.95

51,12:30-12:45,0,0,0,0,0,1.33,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,20.71,28.04,67.95

52,12:45-13:00,0,0,0,0,0,1.33,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,20.71,28.04,67.95

53,13:00-13:15,0,0,0,0,0,1.33,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,24.17,28.04,67.95

54,13:15-13:30,0,0,0,0,0,1.33,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,28.04,67.95

55,13:30-13:45,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,28.04,67.95

56,13:45-14:00,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,28.04,67.95

57,14:00-14:15,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,6.27,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,27.93,67.95

58,14:15-14:30,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,27.93,67.95

59,14:30-14:45,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,27.93,67.95

60,14:45-15:00,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,27.93,67.95

61,15:00-15:15,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,27.93,67.95

62,15:15-15:30,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,27.93,67.95

63,15:30-15:45,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,27.93,67.95

64,15:45-16:00,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,15.56,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,27.93,67.95

