Block,Time,KGSU1AND2,RSTPSU7,SASAN,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_RF,BRBCL,CHAMERA1,DADRT2,KISHANGANGA,KUDGI,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPB,RIHAND1,SINGRAULI,TALA,AURY_LF,DADRI_CRF,DADRI_GF,DADRI_LF,BSIUL,NNTPP,NTPL,PARBATI2,RIHAND2,TANAKPUR,TANDA2,TEHRIPSP,TelanganaSTPP,UNCHAHAR3,DULHASTI,KHSTPP-II,KOLDAM,SALAL,SIMHST1,TEHRI,URI,URI2,CHAMERA2,DHAULIGNGA,FSTPP I & II,JHAJJAR,MAPS,NAPP,ANTA_GF,ANTA_LF,AURY_CRF,AURY_RF,KGSU3AND4,RAPPC,RAPPD,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,CHAMERA3,KKNP,KKNPPU2,KOTESHWR,NJPC,PARBATI3,RAMPUR,RIHAND3,KHSTPP-I,RSTPSU1TO6,SEWA2,TALST2,ANTA_CRF,AURY_GF,DADRI_RF
26,06:15-06:30,0,0,340.88,0,0.98,45,51.84,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,28.17,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,52.36,24.16,47.12,42.46,20.8,667.25,0,24.23,0,0,0,79.48,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,79.04

27,06:30-06:45,0,0,340.88,0,0.98,45,51.84,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,28.22,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,52.36,28.84,47.12,42.46,20.8,667.25,0,24.23,0,0,0,79.48,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,79.04

28,06:45-07:00,0,0,340.88,0,0.98,45,51.84,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,28.25,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,52.36,28.84,47.12,42.46,20.8,667.25,0,24.23,0,0,0,79.48,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,79.04

29,07:00-07:15,0,0,340.88,0,0.98,45,51.2,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,29.38,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,26.49,28.84,47.12,42.46,20.8,667.25,0,24.23,0,0,0,79.22,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,79.04

30,07:15-07:30,0,0,340.88,0,0.98,45,51.2,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,29.4,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,35.33,28.84,47.12,42.46,20.8,667.25,0,24.23,0,0,0,79.22,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,79.04

31,07:30-07:45,0,0,340.88,0,0.98,45,51.2,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,29.4,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,35.33,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,79.22,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,79.04

32,07:45-08:00,0,0,340.88,0,0.98,45,51.2,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,29.4,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,35.33,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,79.22,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,79.04

33,08:00-08:15,0,0,344.25,0,0.98,45,50.57,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,23.73,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,35.33,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,78.57,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.07,5.7,130.84,45.53,0,0,0,0,0,76.41

34,08:15-08:30,0,0,344.25,0,0.98,45,50.57,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,23.73,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,35.33,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,78.57,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,20.07,5.7,130.84,45.53,0,0,0,0,0,76.41

35,08:30-08:45,0,0,344.25,0,0.98,45,50.57,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.05,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,40.94,35.33,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,78.57,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,7.43,5.7,130.84,45.53,0,0,0,0,0,76.41

36,08:45-09:00,0,0,344.25,0,0.98,45,50.57,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.91,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,13.64,35.33,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,78.57,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,7.43,5.7,130.84,45.53,0,0,0,0,0,76.41

37,09:00-09:15,0,0,344.25,0,0.98,45,49.31,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.91,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,52.36,28.84,47.12,42.46,20.8,667.25,0,24.23,0,0,0,78.57,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,7.43,5.7,130.84,45.53,0,0,0,0,0,76.41

38,09:15-09:30,0,0,344.25,0,0.98,45,49.31,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.91,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,52.36,28.84,47.12,42.46,20.8,667.25,0,24.23,0,0,0,78.57,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,7.43,5.7,130.84,45.53,0,0,0,0,0,76.41

39,09:30-09:45,0,0,344.25,0,0.98,45,49.31,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.01,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,52.36,28.84,47.12,42.46,20.8,667.25,0,24.23,0,0,0,77.92,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,7.43,5.7,130.84,45.53,0,0,0,0,0,76.41

40,09:45-10:00,0,0,344.25,0,0.98,45,49.31,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.01,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,52.36,28.84,47.12,42.46,20.8,667.25,0,24.23,0,0,0,77.92,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,7.43,5.7,130.84,45.53,0,0,0,0,0,76.41

41,10:00-10:15,0,0,344.25,0,0.96,45,49.31,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.01,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,77.92,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

42,10:15-10:30,0,0,344.25,0,0.96,45,49.31,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.01,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,77.92,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

43,10:30-10:45,0,0,344.25,0,0.96,45,49.31,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.05,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,77.28,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

44,10:45-11:00,0,0,344.25,0,0.96,45,49.31,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.08,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,77.28,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

45,11:00-11:15,0,0,344.25,0,0.96,45,48.68,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.4,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,77.28,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

46,11:15-11:30,0,0,344.25,0,0.96,45,48.68,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,24.44,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,77.28,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

47,11:30-11:45,0,0,344.25,0,0.96,45,48.68,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.34,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

48,11:45-12:00,0,0,344.25,0,0.96,45,48.68,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.4,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

49,12:00-12:15,0,0,344.25,0,0.96,45,48.04,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.4,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

50,12:15-12:30,0,0,344.25,0,0.96,45,48.04,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.4,0,0,0,0,0,0,0,0,125.27,13.06,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,24.94,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

51,12:30-12:45,0,0,344.25,0,0.96,45,48.04,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.7,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,17.93,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

52,12:45-13:00,0,0,344.25,0,0.96,45,48.04,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.7,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,26.49,17.93,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,19.32,5.7,130.84,45.53,0,0,0,0,0,76.41

53,13:00-13:15,0,0,344.25,0,0.96,45,48.04,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.7,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,31.46,17.93,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

54,13:15-13:30,0,0,344.25,0,0.96,45,47.41,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.7,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,31.46,17.93,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

55,13:30-13:45,0,0,344.25,0,0.96,45,47.41,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.73,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,31.46,38.97,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

