Column1,Time,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/SR/2025/02/01/6460,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/5886,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/9969,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/9606,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/WR/2024/11/01/4200,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/2143,NR/01102023/22052037/LT-59,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13
26,06:15-06:30,28.01,6.4,0,9.33,0,0,1.37,0,0.03,75,0,8.64,25.23,23.04,8.64,23.04,26.99,0,86.6,0,100.02,271.47,0.92,26.99,0,1.25,82.84,0,0,1.3,259.8,0,23.04,0.62,0,18.66,6.67,0,9.33,0,18.67,0,0,0,0

27,06:30-06:45,25.99,6.4,0,8.67,0,0,3.01,1,2.93,75,0,13.44,25.23,36.48,13.44,43.2,3.58,0,86.6,0,100.02,271.47,0.92,32,0,1.25,91.32,0,0,1.3,259.8,0,36.48,0,0,18.34,6.67,0,8.67,0,18.33,0,0,0,0

28,06:45-07:00,25.5,6.4,0,8.5,0,0,6.12,4,7.66,75,0,13.44,25.23,36.48,13.44,43.2,3.58,0,86.6,0,100.02,271.47,0.92,32,0,1.25,114.85,0,0,1.3,259.8,0,36.48,0,0,18,6.67,0,8.5,0.06,18,0,0,0,0

29,07:00-07:15,24,6.4,0,8,0,2,13.91,10,16.11,75,0,13.44,0,36.48,13.44,43.2,32,0,86.6,0,100.02,271.47,0.92,32,0,1.25,114.85,0,0,1.3,259.8,0,36.48,0.62,10,17,6.67,1,8,3.07,17,0,5,0,0

30,07:15-07:30,22.99,6.4,0.1,7.67,0.52,3,24.38,15,28.59,75,0,13.44,0,36.48,13.44,43.2,32,0,86.6,0,100.02,271.47,0.92,32,0,1.25,114.85,0,0,1.3,259.8,0,36.48,0.62,10,16.34,6.67,4,7.67,10.04,16.33,1,5,1,0.11

31,07:30-07:45,22.99,6.4,0.19,7.67,4.75,5,26.25,24,26.25,75,0,13.44,0,36.48,13.44,43.2,32,0.12,86.6,0,100.02,271.47,0.92,32,0,1.25,114.85,0.16,0.16,1.3,259.8,0,36.48,0.62,10,15.66,6.67,7,7.67,17.45,15.67,3,5,2,0.95

32,07:45-08:00,22.5,6.4,2.14,7.5,15.05,7,25.84,25.83,25.83,75,0,13.44,0,36.48,13.44,43.2,32,0.5,86.6,0,100.02,271.47,0.92,32,0,1.25,114.85,0.64,0.64,1.3,259.8,0,36.48,0.62,13,13.34,6.67,18,7.5,25.97,13.33,7,7,3,3.01

33,08:00-08:15,22.01,6.4,6.73,7.33,28.82,13,29.24,29.23,29.23,75,0,13.44,0,36.48,13.44,43.2,32,1.11,86.6,0,100.02,271.47,0.92,32,0,1.25,114.85,1.43,1.43,1.3,259.8,0,36.48,0.62,20,13.34,6.67,32,7.33,36.71,13.33,13,10,7,5.76

34,08:15-08:30,21.49,6.4,13.36,7.17,49.53,19,29.56,29.57,29.57,75,0,13.44,0,36.48,13.44,43.2,32,1.98,86.6,0,100.02,271.47,0.92,32,0,1.25,114.85,2.55,2.55,1.3,259.8,0,36.48,0.62,27,13.34,6.67,49,7.17,49.1,13.33,21,13,11,9.91

35,08:30-08:45,21,6.4,22.57,7,68.37,28,30.06,30.07,30.07,75,0,13.44,0,36.48,13.44,43.2,32,3.08,86.6,0,100.02,271.47,0,32,0,1.25,114.85,3.98,3.98,1.3,259.8,0,36.48,0.62,33,13.34,6.67,60,7,61.98,13.33,25,17,15,13.67

36,08:45-09:00,21,6.4,33,7,89.88,38,30.46,30.47,30.47,75,0,13.44,0,36.48,13.44,43.2,32,4.78,86.6,0,100.02,271.47,0,32,0,1.25,114.85,6.2,6.2,1.3,259.8,0,36.48,0.62,43,13.34,6.67,77,7,74.25,13.33,33,22,21,17.98

37,09:00-09:15,21,6.4,44.21,7,112.17,49,30.46,30.47,30.47,75,0,13.44,0,36.48,13.44,43.2,32,6.05,86.6,0,100.02,271.47,0.92,3.58,0,1.25,114.85,7.84,7.84,1.3,259.8,0,36.48,0.62,50,13.34,6.67,98,7,85.45,13.33,42,25,25,22.44

38,09:15-09:30,19.99,6.4,52.86,6.67,133.33,56,30.46,30.47,30.47,75,0,13.44,0,36.48,13.44,43.2,32,7.23,86.6,0,100.02,271.47,0.92,3.58,0,1.25,114.85,9.35,9.35,1.3,259.8,0,36.48,0.62,60,13.34,6.67,112,6.67,95.9,13.33,48,30,28,26.67

39,09:30-09:45,19.99,6.4,61.11,6.67,156.87,65,30.46,30.47,30.47,75,0,13.44,0,36.48,13.44,43.2,32,8.23,86.6,0,100.02,271.47,0.92,12.6,0,1.25,114.85,10.66,10.66,1.3,259.8,0,36.48,0.62,67,13.34,6.67,130,6.67,105.98,13.33,55,33,32,31.37

40,09:45-10:00,19.99,6.4,68.97,6.67,175.18,71,30.46,30.47,30.47,75,0,13.44,0,36.48,13.44,43.2,32,9.21,86.6,0,100.02,271.47,0.92,26.12,0,1.25,114.85,11.92,11.92,1.3,259.8,0,36.48,0.62,73,13.34,6.67,144,6.67,115.13,13.33,61,36,35,35.04

41,10:00-10:15,19.99,6.4,77.9,6.67,200.9,76,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,32,10.05,86.6,0,100.02,271.47,0.92,25.71,0,1.3,65.9,13,13,1.3,259.8,0,23.04,0.62,80,13.34,6.67,154,6.67,123.1,13.33,66,40,37,40.18

42,10:15-10:30,19.99,6.4,84.32,6.67,214.56,81,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,32,10.8,86.6,0,100.02,271.47,0.92,25.71,0,1.3,65.9,13.97,13.97,1.3,259.8,0,23.04,0.62,85,13.34,6.67,165,6.67,130.07,13.33,70,43,39,42.91

43,10:30-10:45,19.99,6.4,89.91,6.67,228.32,88,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,32,11.63,86.6,0,100.02,271.47,0.92,25.71,0,1.3,65.9,15.05,15.05,1.3,259.8,0,23.04,0.62,91,13.34,6.67,175,6.67,136.1,13.33,75,46,41,45.67

44,10:45-11:00,19.99,6.4,94.76,6.67,237.5,91,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,32,12.23,86.6,0,100.02,271.47,0.92,25.71,0,1.3,65.9,15.83,15.83,1.3,259.8,0,23.04,0.62,97,13.34,6.67,182,6.67,141.51,13.33,78,48,43,47.5

45,11:00-11:15,19.99,6.4,98.72,6.67,237.5,92,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,12.88,86.6,0,100.02,271.47,0.92,26.99,0,1.3,65.9,16.67,16.67,1.3,259.8,0,23.04,0.62,100,13.34,6.67,189,6.67,146.59,13.33,81,50,44,47.5

46,11:15-11:30,19.99,6.6,100,6.67,237.5,93,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.48,86.6,0,100.02,271.47,0.92,26.99,0,1.3,65.9,17.43,17.43,1.3,259.8,0,23.04,0.62,100,13.34,6.67,196,6.67,151.14,13.33,84,50,45,47.5

47,11:30-11:45,19.99,6.6,100,6.67,237.5,95,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,86.6,0,100.02,271.47,0.92,26.99,0,1.3,65.9,17.65,17.65,1.3,242.82,0,23.04,0,100,13.34,6.67,197,6.67,155.04,13.33,85,50,46,47.5

48,11:45-12:00,19.99,6.6,100,6.67,237.5,95,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,100.02,271.47,0.92,26.99,0,1.3,70.04,17.65,17.65,1.3,229.38,0,23.04,0.62,100,13.34,6.67,197,6.67,158.28,13.33,85,50,47,47.5

49,12:00-12:15,19.99,6.6,100,6.67,237.5,95,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,100.02,271.47,0.92,26.99,0,1.34,70.04,17.65,17.65,1.3,229.38,0,23.04,0.62,100,13.34,6.67,197,6.67,160.51,13.33,85,50,47,47.5

50,12:15-12:30,19.99,6.8,100,6.67,237.5,95,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,100.02,271.47,0.92,26.99,0,1.34,70.04,17.65,17.65,1.3,229.38,0,23.04,0.62,100,13.34,6.67,197,6.67,161.82,13.33,85,50,47,47.5

51,12:30-12:45,19.99,6.8,100,6.67,237.5,95,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,100.02,271.47,0.92,26.99,0,1.34,70.04,17.65,17.65,1.3,229.38,0,23.04,0.62,100,13.34,6.67,197,6.67,162.17,13.33,85,50,47,47.5

52,12:45-13:00,19.99,6.8,100,6.67,237.5,95,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,100.02,271.47,0.92,26.99,0,1.34,70.04,17.65,17.65,1.3,229.38,0,23.04,0.62,100,13.34,6.67,197,6.67,161.56,13.33,85,50,47,47.5

53,13:00-13:15,19.99,6.8,100,6.67,237.5,95,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,74.89,271.47,0.92,26.99,0,1.34,70.04,17.65,17.65,1.3,161.3,0,23.04,0.62,100,13.34,6.67,197,6.67,159.83,13.33,85,50,47,47.5

54,13:15-13:30,19.99,6.8,100,6.67,237.5,94,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,78.73,271.47,0.92,26.99,0,1.34,70.04,17.65,17.65,1.3,135.37,0,23.04,0.62,100,13.34,6.67,197,6.67,157.24,13.33,85,50,47,47.5

55,13:30-13:45,19.99,6.8,100,6.67,237.5,93,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,78.73,271.47,0.92,26.99,0,1.2,70.04,17.65,17.65,1.3,135.37,0,23.04,0.62,100,13.34,6.67,197,6.67,153.66,13.33,85,50,47,47.5

56,13:45-14:00,19.99,6.8,100,6.67,237.5,92,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.64,59.36,0,78.73,271.47,0.92,26.99,0,1.2,70.04,17.65,17.65,1.3,135.37,0,23.04,0.62,100,13.34,6.67,197,6.67,149.02,13.33,85,50,46,47.5

57,14:00-14:15,19.99,6.8,100,6.67,237.5,92,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.5,59.36,0,78.73,271.47,0.92,26.99,0,1.2,70.04,17.47,17.47,1.3,135.37,0,23.04,0.62,100,13.34,6.67,202,6.67,143.67,13.33,86,50,45,47.5

58,14:15-14:30,19.99,6.8,100,6.67,237.5,91,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,13.02,59.36,0,78.73,271.47,0.92,26.99,0,1.2,70.04,16.84,16.84,1.3,135.37,0,23.04,0.62,98,13.34,6.67,196,6.67,137.98,13.33,84,49,44,47.5

59,14:30-14:45,19.99,8.4,100,6.67,237.5,90,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,12.51,59.36,0,100.02,271.47,0.92,26.99,0,1.2,70.04,16.2,16.2,1.3,164.18,0,23.04,0.62,93,13.34,6.67,189,6.67,132,13.33,81,47,42,47.5

60,14:45-15:00,19.99,8.6,100,6.67,237.13,87,30.46,30.47,30.47,75,0,8.64,0,23.04,8.64,23.04,26.99,12,59.36,0,100.02,271.47,0.92,26.99,0,1.2,70.04,15.54,15.54,1.3,164.18,0,23.04,0.62,90,13.34,6.67,182,6.67,125.32,13.33,78,45,41,47.43

61,15:00-15:15,19.99,9,100,6.67,233.17,85,30.96,30.97,30.97,75,0,8.64,0,23.04,8.64,23.04,26.99,11.35,59.36,0,100.02,271.47,0.92,26.99,0,1.3,70.04,14.7,14.7,1.3,169.63,0,23.04,0.62,87,13.34,6.67,175,6.67,117.67,13.33,75,43,39,46.64

62,15:15-15:30,19.99,9.4,96.98,6.67,218.52,82,30.96,30.97,30.97,75,0,8.64,0,23.04,8.64,23.04,26.99,10.66,59.36,0,100.02,271.47,0.92,26.99,0,1.3,70.04,13.79,13.79,1.3,169.63,0,23.04,0.62,80,13.34,6.67,165,6.67,109.02,13.33,70,40,37,43.71

63,15:30-15:45,19.99,9.8,90.2,6.67,203.52,75,30.96,30.97,30.97,75,0,8.64,0,23.04,8.64,23.04,26.99,9.86,59.36,0,100.02,271.47,0.92,26.99,0,1.3,70.04,12.75,12.75,1.3,169.63,0,23.04,0.62,73,13.34,6.67,151,6.67,99.39,13.33,64,37,34,40.71

64,15:45-16:00,19.99,10.2,83.6,6.67,188.72,69,30.96,30.97,30.97,75,0,8.64,0,23.04,8.64,23.04,26.99,8.96,59.36,0,100.02,271.47,0.92,26.99,0,1.3,70.04,11.59,11.59,1.3,169.63,0,23.04,0.62,67,13.34,6.67,137,6.67,88.78,13.33,58,33,31,37.74

65,16:00-16:15,19.99,11.21,77.36,6.67,171.3,60,31.3,31.3,31.3,75,0,8.64,0,23.04,8.64,23.04,26.99,7.96,67.76,0,100.02,271.47,0.92,26.99,0,1.3,70.04,10.29,10.29,1.3,200.06,0,23.04,0.62,60,13.34,6.67,123,6.67,77.64,13.33,52,30,28,34.26

66,16:15-16:30,19.99,11.81,70.74,6.67,151.51,53,31.3,31.3,31.3,75,0,8.64,0,23.04,8.64,23.04,26.99,6.9,67.76,0,100.02,271.47,0.92,26.99,0,1.3,70.04,8.93,8.93,1.3,219.26,0,23.04,0.62,53,13.34,6.67,105,6.67,66.07,13.33,45,27,25,30.3

67,16:30-16:45,19.99,12.61,63.18,6.67,131.03,45,31.3,31.3,31.3,75,0,8.64,0,23.04,8.64,23.04,26.99,5.73,86.6,0,100.02,271.47,0.92,26.99,0,1.3,70.04,7.41,7.41,1.3,259.8,0,23.04,0.62,45,13.34,6.67,91,6.67,53.88,13.33,39,23,21,26.21

68,16:45-17:00,19.99,13.41,54.56,6.67,108.96,40,31.3,31.3,31.3,75,0,8.64,0,23.04,8.64,23.04,26.99,4.49,86.6,0,100.02,271.47,0.92,26.99,0,1.3,70.04,5.81,5.81,1.3,259.8,0,23.04,0.62,37,13.34,6.67,77,6.67,41.4,13.33,33,18,16,21.79

69,17:00-17:15,19.99,15.01,45.25,6.67,82.31,32,27.74,33,33,75,0,13.44,0,36.48,13.44,43.2,26.99,3.11,86.6,0,100.02,271.47,0.92,26.99,0,1.3,65.9,4.04,4.04,1.3,259.8,0,36.48,0.62,27,13.34,6.67,60,6.67,29.35,13.33,25,13,11,16.46

70,17:15-17:30,19.99,14.81,33.59,6.67,65.74,22,15.01,18,23.58,75,0,13.44,0,36.48,13.44,43.2,26.99,2.17,86.6,0,100.02,271.47,0.92,26.99,0,1.3,65.9,2.81,2.81,1.3,259.8,0,36.48,0.62,19,13.34,6.67,42,6.67,18.99,13.33,18,10,7,13.15

71,17:30-17:45,19.99,14.41,20.79,6.67,39.51,14,7.78,8,5.75,75,0,13.44,0,36.48,13.44,43.2,32,1.38,86.6,0,100.02,271.47,0.92,32,0,1.3,82.82,1.8,1.8,1.3,259.8,0,36.48,0.62,13,13.34,6.67,21,6.67,11.47,13.33,9,7,4,7.9

72,17:45-18:00,19.99,14.01,13.9,6.67,17.49,9,2.74,1,0.66,75,0,13.44,0,36.48,13.44,43.2,32,0.78,86.6,0,100.02,271.47,0.92,32,0,1.3,114.85,1,1,1.3,259.8,0,36.48,0.62,10,13.34,6.67,7,6.67,6.09,13.33,3,5,2,3.5

73,18:00-18:15,19.99,13.61,5.15,6.67,9.84,5,0,0,0,75,0,13.44,26.24,36.48,13.44,43.2,31,0.34,86.6,200,100.02,271.47,0.92,31,50,1.3,114.85,0.45,0.45,1.3,259.8,0,36.48,0.62,10,13.34,6.67,2,6.67,1.62,13.33,1,5,1,1.97

74,18:15-18:30,19.99,13.01,1.85,6.67,4.32,2,0,0,0,75,0,13.44,27.25,36.48,13.44,43.2,31,0.09,86.6,200,100.02,271.47,0.92,31,50,1.3,114.85,0.11,0.11,1.3,259.8,0,36.48,0.62,1,13.34,6.67,0,6.67,0,13.33,0,0,0,0.87

75,18:30-18:45,19.99,12.61,0.19,6.67,0.46,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,31,0,86.6,200,100.02,271.47,0.92,31,50,1.3,114.85,0,0,1.3,259.8,0,36.48,0.62,0,13.34,6.67,0,6.67,0,13.33,0,0,0,0.09

76,18:45-19:00,19.99,12.41,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,31,0,86.6,200,100.02,271.47,0.92,31,50,1.3,114.85,0,0,1.3,259.8,0,36.48,0.62,0,13.34,7,0,6.67,0,13.33,0,0,0,0

77,19:00-19:15,19.99,12.41,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,31,0,86.6,200,100.02,271.47,0.92,31,50,1.3,114.85,0,0,1.3,259.8,0,36.48,0.62,0,13.34,7,0,6.67,0,13.33,0,0,0,0

78,19:15-19:30,19.99,12.21,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,31,0,86.6,200,100.02,271.47,0.92,31,50,1.3,114.85,0,0,1.3,259.8,0,36.48,0.62,0,13.34,7,0,6.67,0,13.33,0,0,0,0

