Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/06/01/7786,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/9719,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/9257,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/2868,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/2569,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4973,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/4444,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/7782,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,L_NR_2019_19
6,01:15-01:30,22.33,0,0,28.33,28.33,41.67,41.67,85.01,0,33.78,87.06,3.85,0,10.45,16.89,261.18,0,16.89,11.27,0,30,115.78,15.53,17.37,1.97,272.91,100.55,33.78,43.92,26.26,11.9,16.89,33.78,3.43,0,25.23,7.25,11.89,0,0,39.62,0,0,0,0,0,0,0,0

7,01:30-01:45,22.33,0,0,28,28,41.67,41.67,84,0,33.78,87.06,3.85,0,10.45,16.89,130.59,0,16.89,11.27,0,30,70.37,15.53,17.37,1.97,272.91,100.55,33.78,43.92,26.26,11.9,16.89,33.78,3.43,0,25.23,7.25,11.89,0,0,38.62,0,0,0,0,0,0,0,0

8,01:45-02:00,22,0,0,27.67,27.67,41.67,41.67,82.99,0,33.78,87.06,3.85,0,10.45,16.89,130.59,0,16.89,11.27,0,30,70.37,15.53,17.37,1.97,272.91,100.55,33.78,43.92,26.26,11.9,16.89,33.78,3.43,0,24.73,7.25,11.89,0,0,37.82,0,0,0,0,0,0,0,0

9,02:00-02:15,20.33,0,0,26.67,26.67,41.67,41.67,79.99,0,33.78,69.09,3.85,0,5.97,16.89,130.59,0,16.89,11.18,0,26.93,70.37,8.87,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.43,135.13,24.73,2.17,11.89,0,0,36.62,0,0,0,0,0,0,0,0

10,02:15-02:30,19.33,0,0,26.17,26.17,41.67,41.67,78.49,0,33.78,69.09,3.85,0,5.97,16.89,130.59,0,16.89,11.18,0,26.93,70.37,8.87,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.43,135.13,24.23,2.17,11.89,0,0,35.81,0,0,0,0,0,0,0,0

11,02:30-02:45,11.67,0,0,20,20,41.67,41.67,60,0,33.78,69.09,3.85,0,5.97,16.89,100.56,0,16.89,11.18,0,26.93,70.37,8.87,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.43,135.13,24.23,2.17,11.89,0,0,34.61,0,0,0,0,0,0,0,0

12,02:45-03:00,11.33,0,0,20,20,41.67,41.67,60,0,33.78,69.09,3.85,0,5.97,16.89,100.56,0,16.89,11.18,0,26.93,70.37,8.87,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.43,135.13,24.23,2.17,11.89,0,0,33.61,0,0,0,0,0,0,0,0

13,03:00-03:15,11,0,0,20,20,41.67,41.67,60,0,33.78,69.09,3.7,0,2.96,16.89,100.56,0,16.89,11.08,0,26.93,70.37,4.34,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.89,135.13,24.23,2.17,11.89,0,0,35.61,0,0,0,0,0,0,0,0

14,03:15-03:30,10.67,0,0,20,20,41.67,41.67,60,0,33.78,69.09,3.7,0,2.96,16.89,100.56,0,16.89,11.08,0,26.93,70.37,4.34,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.89,135.13,24.23,2.17,11.89,0,0,35.01,0,0,0,0,0,0,0,0

15,03:30-03:45,10.33,0,0,20,20,41.67,41.67,60,0,33.78,69.09,4.08,0,2.96,16.89,100.56,0,16.89,11.08,0,26.93,70.37,4.34,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.89,135.13,24.23,2.17,11.89,0,0,29.81,0,0,0,0,0,0,0,0

16,03:45-04:00,9.33,0,0,20,20,41.67,41.67,60,0,33.78,58.56,4.08,0,2.96,16.89,100.56,0,16.89,11.08,0,26.93,70.37,4.34,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.89,135.13,24.73,2.17,11.89,0,0,28.41,0,0,0,0,0,0,0,0

17,04:00-04:15,9.67,0,0,20,20,41.67,41.67,60,0,33.78,38.61,4.01,0,2.96,16.89,100.56,0,16.89,10.9,0,26.93,70.37,4.34,17.37,1.97,272.91,97.05,33.78,43.92,26.93,11.9,16.89,33.78,3.74,135.13,25.23,2.17,11.89,0,0,27.01,0,0,0,0,0,0,0,0

18,04:15-04:30,9.67,0,0,20,20,41.67,41.67,60,0,33.78,38.61,4.01,0,2.96,16.89,99.26,0,16.89,10.9,0,26.93,70.37,4.34,17.37,1.97,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.74,135.13,25.23,2.17,11.89,0,0,25.61,0,0,0,0,0,0,0,0

19,04:30-04:45,5,0,0,12.83,12.83,25,25,38.51,0,33.78,49.14,4.01,0,2.96,16.89,81.08,0,16.89,10.9,0,26.93,70.37,4.34,17.37,1.97,234.3,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.74,135.13,25.23,2.17,11.89,0,0,30.01,0,0,0,0,0,0,0,0

20,04:45-05:00,5,0,0,12.5,12.5,25,25,37.5,0,33.78,49.14,4.01,0,2.96,16.89,81.08,0,16.89,10.9,0,26.93,70.37,4.34,17.37,1.97,195.69,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.74,135.13,25.23,2.17,11.89,0,0,29.21,0,0,0,0,0,0,0,0

21,05:00-05:15,4.05,0,0,12.5,12.5,30,30,37.5,0,33.78,49.14,3.85,0,2.96,16.89,81.08,0,16.89,10.81,0,26.93,70.37,4.34,17.37,1.87,180.97,91.69,33.78,43.92,26.93,11.9,16.89,33.78,3.74,135.13,24.73,2.17,11.89,0,0,34.01,0,0,0,0,0,0,0,0

22,05:15-05:30,4.05,0,0,12.5,12.5,30.33,30.33,37.5,0,33.78,69.09,3.85,0,2.96,16.89,99.26,0,16.89,10.81,0,26.93,113.58,4.34,17.37,1.87,219.57,100.55,33.78,43.92,26.93,11.9,16.89,33.78,3.74,135.13,24.73,2.17,11.89,0,0,33.61,0,0,0,0,0,0,0,0

23,05:30-05:45,1.67,0,0,8.33,8.33,24.84,24.84,25.01,0,33.78,69.09,3.85,0,2.96,16.89,100.56,0,16.89,10.81,0,26.93,75.32,4.34,17.37,1.87,258.18,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,24.73,2.17,11.89,0,0,33.01,0,0,0,0,0,0,0,0.29

24,05:45-06:00,1.67,0,0,8.67,8.67,25.11,25.11,25.99,0,33.78,69.09,3.85,0,2.96,16.89,100.56,0,16.89,10.81,0,26.93,70.37,4.34,17.37,1.87,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,25.23,2.17,11.89,0,0,32.01,0,0,0,0,0,0,0,1.59

25,06:00-06:15,1.67,5.41,0,9.17,9.17,25.11,25.11,27.49,4.2,33.78,69.09,4.24,0.19,2.96,16.89,100.56,0.14,16.89,10.63,0.19,26.93,70.37,4.34,17.37,1.87,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,24.73,2.17,11.89,1,0,24.01,0,0,1,2.09,0.42,1,0.61,4.05

26,06:15-06:30,1.67,16.22,0,9.5,9.5,25.92,25.92,28.5,14.3,33.78,69.09,4.24,0.42,2.96,16.89,100.56,0.32,16.89,10.63,0.42,26.93,70.37,4.34,17.37,1.87,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,24.22,2.17,11.89,2,1,24.41,0,1,2,3.5,0.7,2,1.29,7.94

27,06:30-06:45,1.67,32.45,3,10,10,27,27,30,28.29,33.78,69.09,4.24,0.74,2.96,16.89,100.56,0.58,16.89,10.63,0.74,26.93,70.37,4.34,17.37,1.87,272.91,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,23.71,2.17,11.89,3,2,24.81,0,3,3,9.97,2,3,4.31,12.68

28,06:45-07:00,1.67,33,6,10.33,10.33,27.81,27.81,31.01,33,33.78,49.14,4.24,1.17,2.96,16.89,82.37,0.91,16.89,10.63,1.17,26.93,70.37,4.34,17.37,1.87,234.3,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,23.21,2.17,11.89,7,3,25.21,0,6,5,16.99,3.4,6,7.19,18.48

29,07:00-07:15,1.67,33,10,10.83,10.83,27.81,27.81,32.51,33,33.78,49.14,3.93,1.69,2.96,16.89,82.37,1.31,16.89,10.53,1.69,26.93,70.37,8.62,17.37,1.78,195.69,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,23.21,2.17,11.89,15,7,25.61,0,10,7,26.93,5.39,9,10.81,25.29

30,07:15-07:30,1.67,33,16,11.67,11.67,28.35,28.35,34.99,33,33.78,49.14,3.93,2.29,2.96,16.89,82.37,1.78,16.89,10.53,2.29,26.93,70.37,8.62,17.37,1.78,159.26,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,23.21,2.17,11.89,19,9,26.41,0,15,9,38.67,7.73,13,15.5,32.66

31,07:30-07:45,3,33,26,12.83,12.83,28.08,28.08,38.51,33,33.78,49.14,3.93,3,2.96,16.89,82.37,2.32,16.89,10.53,3,26.93,70.37,8.31,17.37,1.78,159.26,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,23.71,4.02,11.89,23,12,24.01,0,21,12,51.72,10.35,19,21.08,49.97

32,07:45-08:00,5,32.6,32.6,13,13,28.35,28.35,39,32.6,33.78,49.14,3.93,4.27,2.96,16.89,82.37,3.29,16.89,10.53,4.27,26.93,70.37,8.31,17.37,1.78,150.1,100.55,33.78,43.92,26.93,11.9,16.89,33.78,4.52,135.13,24.22,4.02,11.89,30,15,24.41,0,27,16,67.38,13.48,25,27.27,58.33

33,08:00-08:15,6.67,33,33,14.67,14.67,28.35,28.35,43.99,33,33.78,38.61,4.24,5.56,2.96,16.89,65.63,4.3,16.89,10.53,5.56,26.93,70.37,8.31,17.37,1.78,150.1,53.09,33.78,43.92,26.93,11.9,16.89,33.78,4.29,135.13,24.22,3.93,11.89,32,16,22.01,0,28,21,85.7,17.14,35,33.94,66.27

34,08:15-08:30,11.67,33,33,15.33,15.33,28.08,28.08,46.01,33,33.78,38.61,4.24,6.56,2.96,16.89,65.63,5.07,16.89,10.53,6.56,26.93,70.37,8.31,17.37,1.78,150.1,53.09,33.78,43.92,26.93,11.9,16.89,33.78,4.29,135.13,23.72,3.93,11.89,39,19,22.61,0,34,25,103.18,20.64,42,40.65,73.82

35,08:30-08:45,12.15,33,33,15.67,15.67,28.08,28.08,46.99,33,33.78,38.61,4.24,7.53,2.96,16.89,65.63,5.83,16.89,10.53,7.53,26.93,70.37,8.31,17.37,1.78,150.1,53.09,33.78,43.92,26.93,11.9,16.89,33.78,4.29,135.13,24.23,2.17,11.89,47,23,13.61,0,34,27,119.41,23.88,47,47.35,80.61

36,08:45-09:00,13.5,33,33,15.67,15.67,28.35,28.35,46.99,33,33.78,38.61,4.24,8.51,2.96,16.89,65.63,6.58,16.89,10.53,8.51,26.93,70.37,8.31,17.37,1.78,150.1,53.09,33.78,43.92,26.93,11.9,16.89,33.78,4.29,135.13,24.23,2.17,11.89,55,28,14.61,0,40,30,134.69,26.94,54,54.18,89.81

37,09:00-09:15,11,33,33,16,16,33.33,33.33,48,33,33.78,38.61,4.24,9.44,2.96,16.89,65.63,7.29,16.89,10.43,9.44,26.94,70.37,8.31,17.37,1.78,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,2.34,135.13,24.73,2.17,11.89,53,27,17.73,0,43,32,148.5,29.7,60,60.82,92.94

38,09:15-09:30,11.33,33,33,16.33,16.33,35,35,49.01,33,33.78,38.61,4.24,10.31,2.96,16.89,65.63,7.96,16.89,10.43,10.31,26.94,70.37,8.31,17.37,1.78,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,24.22,2.17,11.89,59,29,20.31,0,49,34,161.15,32.23,65,66.48,99.63

39,09:30-09:45,12,33,33,16.83,16.83,36.33,36.33,50.51,33,33.78,38.61,4.24,11.14,2.96,16.89,65.63,8.61,16.89,10.43,11.14,26.94,70.37,4.34,17.37,1.78,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,24.22,2.17,11.89,69,34,22.5,0,58,36,172.48,34.5,67,74.3,105.54

40,09:45-10:00,12.67,33,33,17.33,17.33,37.67,37.67,52.01,33,33.78,38.61,4.24,11.91,2.96,16.89,65.63,9.21,16.89,10.43,11.91,26.94,70.37,4.34,17.37,1.78,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,23.71,2.17,11.89,75,37,24.99,0,64,38,183.06,36.61,72,79.61,111.1

41,10:00-10:15,13.33,33,33,16.83,16.83,41.67,41.67,50.51,33,33.78,38.61,4.01,12.61,2.96,16.89,65.63,9.74,16.89,10.43,12.61,26.94,70.37,4.34,17.37,1.69,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,23.71,2.17,11.89,77,39,26.35,0,69,40,192.97,38.59,77,84.37,115.17

42,10:15-10:30,14,33,33,17.17,17.17,41.67,41.67,51.49,33,33.78,38.61,4.01,13.26,2.96,16.89,65.63,10.25,16.89,10.43,13.26,26.94,70.37,4.34,17.37,1.69,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,23.71,2.17,11.89,83,41,26.82,0,73,41,202.82,40.56,83,88.8,114.75

43,10:30-10:45,27.33,33,33,30.5,30.5,41.67,41.67,91.5,33,33.78,38.61,4.31,13.85,2.96,16.89,65.63,10.7,16.89,10.43,13.85,26.94,70.37,4.34,17.37,1.69,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,23.71,2.17,11.89,87,43,31.13,0,76,42,212.09,42.42,87,92.76,119.36

44,10:45-11:00,29,33,33,30.83,30.83,41.67,41.67,92.51,33,33.78,38.61,4.31,14.35,2.96,16.89,65.63,11.09,16.89,10.43,14.35,26.94,70.37,4.34,17.37,1.69,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,23.71,2.17,11.89,89,45,29.73,0,81,43,220.8,44.16,92,96.67,120.91

45,11:00-11:15,30.67,33,33,31.33,31.33,41.67,41.67,94.01,33,33.78,38.61,4.31,14.79,2.96,16.89,65.63,11.43,16.89,10.35,14.79,26.94,70.37,4.34,17.37,2.06,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,23.71,2.17,11.89,90,45,29.11,0,84,44,230,46,95,100,121.94

46,11:15-11:30,32,33,33,31.67,31.67,41.67,41.67,94.99,33,33.78,38.61,4.31,15.16,2.96,16.89,65.63,11.71,16.89,10.35,15.16,26.94,70.37,4.34,17.37,2.06,150.1,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,24.22,2.17,11.89,91,46,28.86,0,85,44,245.83,49.17,97,100,122.55

47,11:30-11:45,35.33,33,33,37.83,37.83,41.67,41.67,113.51,33,33.78,38.61,4.31,15.45,2.96,16.89,65.63,11.94,16.89,10.35,15.45,26.94,70.37,4.34,17.37,2.06,155.3,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,24.22,2.17,11.89,97,49,39.02,0,90,45,241.67,48.33,97,100,121.8

48,11:45-12:00,36.67,33,33,38,38,41.67,41.67,114,33,33.78,38.61,4.31,15.68,2.96,16.89,65.63,12.12,16.89,10.35,15.68,26.94,70.37,4.34,17.37,2.06,173.5,100.55,33.78,43.92,26.94,11.9,16.89,33.78,3.89,135.13,24.22,2.17,11.89,97,49,39.02,0,90,45,241.67,48.33,97,100,118.99

49,12:00-12:15,35.33,33,33,37.83,37.83,41.67,41.67,113.51,33,33.78,38.61,4.24,15.85,2.96,16.89,65.63,12.25,16.89,10.25,15.85,26.95,70.37,4.34,17.37,2.06,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,24.22,2.17,11.89,97,49,43.02,0,90,45,241.67,48.33,97,100,118.99

50,12:15-12:30,36.33,33,33,38.17,38.17,41.67,41.67,114.49,33,33.78,38.61,4.24,15.96,2.96,16.89,65.63,12.33,16.89,10.25,15.96,26.95,70.37,4.34,17.37,2.06,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,24.22,2.17,11.89,97,49,43.02,0,90,45,241.67,48.33,97,100,118.99

51,12:30-12:45,37.33,33,33,38.17,38.17,41.67,41.67,114.49,33,33.78,38.61,4.24,16.02,2.96,16.89,65.63,12.38,16.89,10.25,16.02,26.95,70.37,4.34,17.37,2.06,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,24.22,2.17,11.89,97,49,43.02,0,90,45,241.67,48.33,97,100,118.99

52,12:45-13:00,37.33,33,33,38.33,38.33,41.67,41.67,115.01,33,33.78,38.61,4.24,15.96,2.96,16.89,65.63,12.33,16.89,10.25,15.96,26.95,70.37,4.34,17.37,2.06,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,24.22,2.17,11.89,97,49,43.02,0,90,45,241.67,48.33,97,100,118.99

53,13:00-13:15,37.33,33,33,38,38,41.67,41.67,114,33,33.78,38.61,4.24,15.86,2.96,16.89,65.63,12.26,16.89,10.16,15.86,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,24.22,2.17,11.89,97,49,44.02,0,90,44,241.67,48.33,98,100,118.99

54,13:15-13:30,37.33,33,33,37.67,37.67,41.67,41.67,112.99,33,33.78,38.61,4.24,15.71,2.96,16.89,65.63,12.14,16.89,10.16,15.71,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.21,2.17,11.89,97,49,44.02,0,90,43,241.67,48.33,98,100,115.09

55,13:30-13:45,37.33,33,33,37.33,37.33,41.67,41.67,112.01,33,33.78,38.61,4.24,15.45,2.96,16.89,65.63,11.95,16.89,10.16,15.45,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.72,2.17,11.89,97,49,44.02,0,90,42,241.67,48.33,98,100,111.16

56,13:45-14:00,37.33,33,33,37.33,37.33,41.67,41.67,112.01,33,33.78,38.61,4.24,15.15,2.96,16.89,65.63,11.7,16.89,10.16,15.15,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.72,2.17,11.89,97,48,44.02,0,87,42,241.67,48.33,96,100,106.67

57,14:00-14:15,37.33,33,33,38.5,38.5,41.67,41.67,115.5,33,33.78,38.61,4.31,14.74,2.96,16.89,65.63,11.38,16.89,10.07,14.74,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.72,2.17,11.89,88,44,44.02,0,81,41,244.8,48.96,93,100,101.89

58,14:15-14:30,37.33,33,33,39.33,39.33,41.67,41.67,118.01,33,33.78,38.61,4.31,14.28,2.96,16.89,65.63,11.03,16.89,10.07,14.28,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,24.23,2.17,11.89,87,43,44.02,0,79,41,235.31,47.06,91,100,96.85

59,14:30-14:45,37.33,33,33,39.5,39.5,41.67,41.67,118.5,33,33.78,38.61,4.31,13.73,2.96,16.89,65.63,10.61,16.89,10.07,13.73,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,24.23,2.17,11.89,82,41,44.02,0,76,39,230.72,46.15,88,91.01,93.31

60,14:45-15:00,37.33,33,33,39.33,39.33,41.67,41.67,118.01,33,33.78,38.61,4.31,13.03,2.96,16.89,65.63,10.07,16.89,10.07,13.03,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,24.23,2.17,11.89,77,38,44.02,0,73,38,223.63,44.73,87,87.42,79.69

61,15:00-15:15,37.33,33,33,38.5,38.5,41.67,41.67,115.5,33,33.78,38.61,4.38,12.37,2.96,16.89,65.63,9.56,16.89,10.25,12.37,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.21,2.17,11.89,73,37,44.02,0,69,37,213.94,42.79,84,83.44,72.04

62,15:15-15:30,37.33,33,33,38.17,38.17,41.67,41.67,114.49,33,33.78,38.61,4.38,11.69,2.96,16.89,65.63,9.03,16.89,10.25,11.69,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.21,2.17,11.89,69,34,44.02,0,64,35,208.8,41.76,78,79.17,68.55

63,15:30-15:45,37.33,33,33,38,38,41.67,41.67,114,33,33.78,38.61,4.38,10.92,2.96,16.89,65.63,8.43,16.89,10.25,10.92,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.21,2.17,11.89,61,31,44.02,0,60,32,194.31,38.86,70,74.22,63.7

64,15:45-16:00,37.33,33,33,37.83,37.83,41.67,41.67,113.51,33,33.78,38.61,4.38,10.09,2.96,16.89,65.63,7.8,16.89,10.25,10.09,26.95,70.37,4.34,17.37,2.15,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.21,2.17,11.89,55,27,44.02,0,54,30,178.79,35.76,67,69.28,58.55

65,16:00-16:15,33.33,33,25,31.67,31.67,41.67,41.67,94.99,33,33.78,38.61,4.46,9.35,2.96,16.89,65.63,7.22,16.89,10.43,9.35,26.95,70.37,4.34,17.37,2.25,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,1.95,135.13,22.2,2.17,11.89,49,24,44.02,0,48,25,162.76,32.55,60,61.58,70.63

66,16:15-16:30,33.33,33,20,31.67,31.67,41.67,41.67,94.99,33,33.78,38.61,4.46,8.25,2.96,16.89,65.63,6.37,16.89,10.43,8.25,26.95,70.37,4.34,17.37,2.25,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,22.2,2.17,11.89,40,20,44.02,0,42,22,149,29.8,55,54.43,63.9

