Time,Block,NR/2023/17423/C,NR/2023/17413/C,NR/2023/17421/C,NR/2023/16073/A,NR/2023/17403/C,NR/2023/17397/D,NR/2023/13383/A,NR/2023/16291/F,NR/2023/17415/C,NR/2023/13148/A,NR/2023/16185/A,NR/2023/13385/A,NR/2023/16077/A,NR/2023/17414/C,NR/2023/13254/A,NR/2023/17410/C,NR/2023/13168/A,NR/2023/17411/C,NR/2023/13150/A,NR/2023/15770/A,NR/2023/13387/A,NR/2023/17396/D,NR/2023/13253/A,NR/2023/13165/A,NR/2023/16191/A,Total
42,10:15-10:30,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,7.070000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,3.91,48.330000,22.230000,42.050000,684.41

43,10:30-10:45,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,7.070000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,5.14,48.330000,22.230000,42.050000,685.64

44,10:45-11:00,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,7.070000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,6.43,48.330000,22.230000,42.050000,686.93

45,11:00-11:15,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,9.080000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,7.52,48.330000,22.230000,42.050000,690.03

46,11:15-11:30,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,9.080000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,6.65,48.330000,22.230000,42.050000,689.16

47,11:30-11:45,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,9.080000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,6.36,48.330000,22.230000,42.050000,688.87

48,11:45-12:00,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,9.080000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,6.51,48.330000,22.230000,42.050000,689.02

49,12:00-12:15,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,5.17,48.330000,22.230000,42.050000,686.67

50,12:15-12:30,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,4.21,48.330000,22.230000,42.050000,685.71

51,12:30-12:45,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,6.59,48.330000,22.230000,42.050000,688.09

52,12:45-13:00,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,18.000000,34.800000,7.100000,63.020000,62.830000,100.040000,5.64,48.330000,22.230000,42.050000,687.14

53,13:00-13:15,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.200000,63.020000,62.830000,100.040000,9.19,48.330000,22.230000,42.050000,672.79

54,13:15-13:30,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.200000,63.020000,62.830000,100.040000,7.77,48.330000,22.230000,42.050000,671.37

55,13:30-13:45,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.200000,63.020000,62.830000,100.040000,6.1,48.330000,22.230000,42.050000,669.7

56,13:45-14:00,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,33.830000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.200000,63.020000,62.830000,100.040000,4.17,48.330000,22.230000,42.050000,701.6

57,14:00-14:15,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,59.930000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.290000,63.020000,62.830000,100.040000,9.12,48.330000,22.230000,42.050000,732.74

58,14:15-14:30,0.000000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,59.930000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.290000,63.020000,62.830000,100.040000,4.57,48.330000,22.230000,42.050000,728.19

59,14:30-14:45,77.330000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,59.930000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.290000,63.020000,62.830000,100.040000,5.53,48.330000,22.230000,42.050000,806.48

60,14:45-15:00,96.660000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.970000,59.930000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.290000,63.020000,62.830000,100.040000,7.64,48.330000,22.230000,42.050000,827.92

61,15:00-15:15,144.990000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.870000,59.930000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.380000,63.020000,62.830000,100.040000,5.21,48.330000,22.230000,42.050000,873.81

62,15:15-15:30,144.990000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.870000,59.930000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.380000,63.020000,62.830000,100.040000,5.93,48.330000,22.230000,42.050000,874.53

63,15:30-15:45,193.320000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.870000,59.930000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.380000,63.020000,62.830000,100.040000,4.82,48.330000,22.230000,42.050000,921.75

64,15:45-16:00,193.320000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.870000,59.930000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.380000,63.020000,62.830000,100.040000,3.64,48.330000,22.230000,42.050000,920.57

65,16:00-16:15,315.110000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.820000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.570000,63.020000,62.830000,100.040000,1.55,48.330000,22.230000,42.050000,980.48

66,16:15-16:30,328.640000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.820000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.570000,63.020000,62.830000,100.040000,2.62,48.330000,22.230000,42.050000,995.08

67,16:30-16:45,347.010000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.820000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.570000,63.020000,62.830000,100.040000,3.11,48.330000,22.230000,42.050000,1013.94

68,16:45-17:00,339.280000,0.000000,0.000000,24.160000,29.000000,112.610000,0.000000,0.820000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.570000,63.020000,62.830000,100.040000,3.03,48.330000,22.230000,42.050000,1006.13

69,17:00-17:15,201.050000,96.660000,48.330000,24.160000,0.000000,112.610000,0.000000,0.820000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.750000,63.020000,62.830000,100.040000,1.61,48.330000,22.230000,42.050000,982.65

70,17:15-17:30,212.650000,96.660000,48.330000,24.160000,0.000000,112.610000,0.000000,0.820000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.750000,63.020000,62.830000,100.040000,0.45,48.330000,22.230000,42.050000,993.09

71,17:30-17:45,231.020000,96.660000,48.330000,24.160000,0.000000,112.610000,0.000000,0.820000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.750000,63.020000,62.830000,100.040000,0.19,48.330000,22.230000,42.050000,1011.2

72,17:45-18:00,228.120000,96.660000,48.330000,24.160000,0.000000,112.610000,0.000000,0.820000,0.000000,0.000000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.750000,63.020000,62.830000,100.040000,0.54,48.330000,22.230000,42.050000,1008.65

73,18:00-18:15,274.510000,96.660000,96.660000,0.000000,0.000000,112.610000,0.000000,0.820000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.940000,63.020000,62.830000,100.040000,0.25,48.330000,22.230000,42.050000,1115.58

74,18:15-18:30,273.550000,96.660000,96.660000,0.000000,0.000000,112.610000,0.000000,0.820000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.940000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1114.37

75,18:30-18:45,276.450000,96.660000,96.660000,0.000000,0.000000,112.610000,0.000000,0.820000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.940000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1117.27

76,18:45-19:00,291.910000,96.660000,96.660000,0.000000,0.000000,112.610000,0.000000,0.820000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.940000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1132.73

77,19:00-19:15,204.920000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.820000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.940000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1142.4

78,19:15-19:30,213.620000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.820000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.940000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1151.1

79,19:30-19:45,232.950000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.820000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.940000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1170.43

80,19:45-20:00,249.380000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.820000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.940000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1186.86

81,20:00-20:15,256.150000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.770000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.840000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1193.48

82,20:15-20:30,255.180000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.770000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.840000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1192.51

83,20:30-20:45,286.110000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.770000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.840000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1223.44

84,20:45-21:00,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.770000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.840000,63.020000,62.830000,100.040000,0,48.330000,22.230000,42.050000,1275.64

85,21:00-21:15,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.770000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.750000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1175.51

86,21:15-21:30,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.770000,0.000000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.750000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1175.51

87,21:30-21:45,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.770000,4.830000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.750000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1180.34

88,21:45-22:00,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,0.000000,0.770000,16.430000,36.470000,38.660000,50.020000,0.000000,8.070000,19.610000,0.000000,34.800000,7.750000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1191.94

89,22:00-22:15,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,36.830000,0.770000,0.000000,36.470000,38.660000,50.020000,85.930000,7.070000,19.610000,0.000000,34.800000,7.660000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1297.18

90,22:15-22:30,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,36.830000,0.770000,23.200000,36.470000,38.660000,50.020000,85.930000,7.070000,19.610000,0.000000,34.800000,7.660000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1320.38

