Block,Time,BRBCL,CHAMERA3,KKNP,KOLDAM,KOTESHWR,NJPC,NNTPP,RIHAND1,TANAKPUR,URI,AURY_GF,AURY_LF,DADRI_GF,CHAMERA2,KGSU1AND2,NLCEXP,RSTPSU7,SEWA2,SINGRAULI,ANTA_LF,DADRI_LF,DADRI_RF,BSIUL,DULHASTI,KGSU3AND4,KKNPPU2,RAPPB,FSTPP I & II,KHSTPP-I,NAPP,RAMPUR,RIHAND2,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_CRF,JHAJJAR,KISHANGANGA,NLCIIST2,TALA,TALST2,TANDA2,ANTA_RF,DADRI_CRF,RIHAND3,TEHRI,UNCHAHAR2,VALLURNTECL,AURY_RF,DADRT2,KHSTPP-II,NLCIIST1,NLCTS2EXP,NTPL,RSTPSU1TO6,SIMHST2,UNCHAHAR1,UNCHAHAR4,ANTA_GF,CHAMERA1,DHAULIGNGA,KUDGI,MAPS,PARBATI3,RAPPC,SALAL,SASAN,SIMHST1,UNCHAHAR3,URI2,AURY_CRF
9,02:00-02:15,15,0,0,0,8.87,21.78,0,92,11.91,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

10,02:15-02:30,15,0,0,0,8.87,0,0,92,11.91,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

11,02:30-02:45,15,0,0,0,8.87,0,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

12,02:45-03:00,15,0,0,0,8.87,0,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

13,03:00-03:15,15,0,0,0,8.87,0,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

14,03:15-03:30,15,0,0,0,8.87,0,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

15,03:30-03:45,15,0,0,0,8.87,0,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

16,03:45-04:00,15,0,0,0,8.87,21.78,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

17,04:00-04:15,15,0,0,0,8.87,21.78,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

18,04:15-04:30,15,0,0,0,8.87,21.78,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

19,04:30-04:45,15,0,0,0,8.87,21.78,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

20,04:45-05:00,15,0,0,0,8.87,21.78,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

21,05:00-05:15,15,0,0,0,8.87,42.62,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,0,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

22,05:15-05:30,15,9.68,0,0,8.87,70.17,0,92,7.05,2.21,0,0,0,2,0,0,0,0,139.68,0,21.92,66.85,1.1,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

23,05:30-05:45,15,9.68,0,0,8.87,85.23,0,92,7.05,2.21,0,0,0,4,0,0,0,0,139.68,0,21.92,66.85,6.52,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,18.23,0,0,0,51.9,2.33,410.62,0,26.39,4.57,0

24,05:45-06:00,15,19.36,0,0,8.87,113.64,0,92,7.05,2.21,0,0,0,12,0,0,0,0,139.68,0,21.92,66.85,6.52,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,42.74,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,11.85,27.48,0,0,2.55,51.9,2.33,410.62,0,26.39,4.57,0

25,06:00-06:15,15,29.06,0,0,19.72,140.34,0,92,11.91,2.21,0,0,0,39.51,0,0,0,0,139.68,0,21.92,66.85,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,31.13,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,14.05,37.65,0,0,5.09,51.9,12.78,410.62,0,26.39,4.57,0

26,06:15-06:30,15,29.06,0,0,19.72,140.34,0,92,11.91,3.31,0,0,0,39.51,0,0,0,0,139.68,0,21.92,66.85,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,31.13,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,14.05,37.65,0,0,33.1,51.9,79.38,410.62,0,26.39,4.57,0

27,06:30-06:45,15,29.06,0,0,19.72,140.34,0,92,8.96,39.19,0,0,0,39.51,0,0,0,0,139.68,0,21.92,66.85,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,31.13,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,14.05,37.65,0,0,33.1,51.9,79.38,410.62,0,26.39,4.57,0

28,06:45-07:00,15,29.06,0,0,19.72,140.34,0,92,8.96,39.19,0,0,0,39.51,0,0,0,0,139.68,0,21.92,66.85,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,30.68,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,14.05,37.65,0,0,33.1,51.9,79.38,410.62,0,26.39,4.57,0

29,07:00-07:15,15,19.36,0,0,8.87,116.95,0,92,7.05,3.31,0,0,0,12,0,0,0,0,139.68,0,21.92,66.85,6.52,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,14.93,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,11.85,27.48,0,0,33.1,51.9,79.38,410.62,0,26.39,4.57,0

30,07:15-07:30,15,9.68,0,0,8.87,116.95,0,92,7.05,2.21,0,0,0,12,0,0,0,0,139.68,0,21.92,66.85,6.52,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,18.23,0,0,33.1,51.9,26.73,410.62,0,26.39,4.57,0

31,07:30-07:45,15,9.68,0,0,8.87,93.56,0,92,7.05,2.21,0,0,0,12,0,0,0,0,139.68,0,21.92,66.85,6.52,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,33.1,51.9,12.78,410.62,0,26.39,4.57,0

32,07:45-08:00,15,9.68,0,0,8.87,70.17,0,92,7.05,2.21,0,0,0,12,0,0,0,0,139.68,0,21.92,66.85,6.52,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,1.32,0,0,5.09,51.9,12.78,410.62,0,26.39,4.57,0

33,08:00-08:15,15,9.68,0,0,8.87,46.68,0,92,7.05,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,6.52,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,2.55,51.9,12.78,410.62,0,26.39,4.57,0

34,08:15-08:30,15,9.68,0,0,8.87,39.78,0,92,7.05,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,6.52,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,410.62,0,26.39,4.57,0

35,08:30-08:45,15,9.68,0,0,8.87,39.78,0,92,7.05,3.31,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,410.62,0,26.39,4.57,0

36,08:45-09:00,15,9.68,0,0,8.87,39.78,0,92,7.05,39.19,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,410.62,0,26.39,4.57,0

37,09:00-09:15,15,9.68,0,0,8.87,39.78,0,92,11.91,39.19,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,410.62,0,26.39,4.57,0

38,09:15-09:30,15,0,0,0,8.87,39.78,0,92,11.91,3.31,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,410.62,0,26.39,4.57,0

39,09:30-09:45,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,410.62,0,26.39,4.57,0

40,09:45-10:00,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.68,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,410.62,0,26.39,4.57,0

41,10:00-10:15,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.48,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

42,10:15-10:30,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,654.31,0,0,0,0,0,41.48,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

43,10:30-10:45,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.48,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

44,10:45-11:00,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.48,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

45,11:00-11:15,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.48,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

46,11:15-11:30,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.48,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

47,11:30-11:45,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.48,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

48,11:45-12:00,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,66.85,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.48,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

49,12:00-12:15,15,0,0,0,8.87,23.39,0,92,7.68,39.19,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,18.83,0

50,12:15-12:30,15,0,0,0,8.87,23.39,0,92,7.68,39.19,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,18.83,0

51,12:30-12:45,15,0,0,0,8.87,23.39,0,92,7.68,2.76,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,18.83,0

52,12:45-13:00,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,534.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,18.83,0

53,13:00-13:15,15,0,0,0,8.87,23.39,0,92,11.91,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,554.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,18.83,0

54,13:15-13:30,15,0,0,0,8.87,23.39,0,92,11.91,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,554.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,18.83,0

55,13:30-13:45,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,554.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,0,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

56,13:45-14:00,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,554.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

57,14:00-14:15,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,554.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

58,14:15-14:30,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,554.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

59,14:30-14:45,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,604.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

60,14:45-15:00,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,604.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

61,15:00-15:15,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,604.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

62,15:15-15:30,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,604.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

