Block,Time,BRBCL,KGSU1AND2,KOTESHWR,KUDGI,NAPP,NTPL,RAMPUR,SIMHST2,UNCHAHAR4,DADRI_RF,JHAJJAR,KKNPPU2,NLCIIST2,NNTPP,RIHAND2,SINGRAULI_HYDRO,TelanganaSTPP,KHSTPP-I,MAPS,NLCIIST1,NLCTS2EXP,RAPPC,RAPPD,RSTPSU1TO6,SEWA2,TANAKPUR,VALLURNTECL,ANTA_GF,AURY_LF,BSIUL,CHAMERA1,FSTPP I & II,RSTPSU7,TALST2,ANTA_LF,CHAMERA3,DULHASTI,KGSU3AND4,NJPC,PARBATI3,SALAL,UNCHAHAR1,UNCHAHAR3,URI,DADRI_CRF,DADRI_GF,DADRT2,DHAULIGNGA,KHSTPP-II,KISHANGANGA,KOLDAM,PARBATI2,RIHAND3,TALA,ANTA_CRF,AURY_CRF,AURY_GF,CHAMERA2,KKNP,RAPPB,SASAN,SINGRAULI,TANDA2,URI2,AURY_RF,NLCEXP,RIHAND1,SIMHST1,TEHRI,UNCHAHAR2,ANTA_RF,DADRI_LF
58,14:15-14:30,20,0,0,0,25.9,0,0,0,3.2,98.41,608.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,39.68,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.24,0

59,14:30-14:45,20,0,10.43,0,25.9,0,0,0,3.2,98.41,608.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,6.3,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.24,0

60,14:45-15:00,20,0,10.43,0,25.9,0,1,0,3.2,98.41,608.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,25.09,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.24,0

61,15:00-15:15,20,0,10.43,0,25.9,0,2.19,0,3.2,98.41,658.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,55.33,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.24,0

62,15:15-15:30,20,0,10.43,0,25.9,0,3.3,0,3.2,98.41,658.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,82.99,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.24,0

63,15:30-15:45,20,0,10.43,0,25.9,0,4.4,0,3.2,98.41,658.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,110.67,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.24,0

64,15:45-16:00,20,0,10.43,0,25.9,0,5.42,0,3.2,98.41,670.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,138.33,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,11.07,45,47.24,0

65,16:00-16:15,20,0,10.43,0,25.9,0,5.42,0,3.2,98.41,670.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,3.07,0,0,0,13.04,12.64,20.8,0,0,0,11.67,59.5,0,138.33,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,6.02,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,11.07,45,47.24,0

66,16:15-16:30,20,0,10.43,0,25.9,0,5.42,0,3.2,98.41,670.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,3.07,0,0,0,13.04,28.1,20.8,0,0,0,11.67,59.5,0,138.33,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,6.02,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,22.15,45,47.24,0

67,16:30-16:45,20,0,10.43,0,25.9,0,5.42,0,3.2,98.41,670.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,3.07,0,0,0,13.04,42.15,20.8,0,0,0,11.67,59.5,0,138.33,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,6.02,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,22.15,45,47.24,0

68,16:45-17:00,20,0,10.43,0,25.9,0,5.42,0,3.2,98.41,670.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,3.07,0,0,0,13.04,42.15,20.8,0,0,0,11.67,59.5,0,138.33,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,2.4,6.02,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,33.22,45,47.24,0

69,17:00-17:15,20,0,20.85,0,25.9,0,5.42,0,3.2,98.41,670.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,3.07,0,0,0,13.04,42.15,20.8,0,0,0,11.67,59.5,0,138.33,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,4.79,7.52,130.79,0,0,0,0,16.27,0,0,418.77,144.34,5.7,38.1,80.77,0,97.23,0,33.22,45,47.24,0

70,17:15-17:30,20,0,20.85,0,25.9,0,4.89,0,3.2,98.41,670.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,3.07,0,0,0,13.04,42.15,20.8,0,0,0,11.67,59.5,0,123.21,0,0,21.94,27.68,48.57,0,0,548.92,10.95,148.3,8.63,5.81,15.02,130.79,0,0,0,0,32.53,0,0,418.77,144.34,5.7,38.1,80.77,0,97.23,0,33.22,45,47.89,0

71,17:30-17:45,20,0,20.85,0,25.9,0,4.89,0,3.2,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,18.9,3.07,0,0,0,13.04,42.15,20.8,0,0,0,23.33,59.5,0,123.21,0,0,21.94,27.68,48.57,0,0,548.92,10.95,148.3,8.63,6.54,22.54,130.79,0,0,0,0,32.53,0,0,418.77,144.34,5.7,38.1,80.77,0,97.23,0,33.22,45,47.89,0

72,17:45-18:00,20,0,20.85,0,25.9,0,4.89,0,3.2,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,18.9,3.07,0,0,0,13.04,42.15,20.8,0,0,0,23.33,59.5,0,123.21,4.29,0,21.94,27.68,48.57,0,0,548.92,10.95,148.3,8.63,7.19,22.54,130.79,0,0,0,0,32.53,0,0,418.77,144.34,5.7,38.1,80.77,0,97.23,0,33.22,45,47.89,0

73,18:00-18:15,20,0,20.85,0,25.9,0,4.89,0,3.2,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,18.9,3.72,0,0,0,13.04,42.15,20.8,0,0,0,23.33,59.5,0,123.21,16.88,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,9.21,30.06,130.79,0,0,0,0,32.53,0,0,418.77,144.34,5.7,38.1,80.77,0,97.23,0,34.67,45,47.89,0

74,18:15-18:30,20,0,20.85,0,25.9,0,4.89,0,3.2,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,18.9,3.72,0,0,0,13.04,42.15,20.8,0,0,0,23.33,59.5,0,123.21,19.94,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,9.59,37.57,130.79,0,0,0,0,48.81,0,0,418.77,144.34,5.7,38.1,80.77,0,97.23,0,34.67,45,47.89,0

75,18:30-18:45,20,0,31.28,0,25.9,0,4.89,0,3.2,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,18.9,3.72,0,0,0,13.04,42.15,20.8,0,0,0,23.33,59.5,0,123.21,24.55,0,21.94,27.68,48.57,0,0,548.92,43.78,148.3,8.63,9.59,37.57,130.79,0,0,0,0,48.81,0,0,418.77,144.34,5.7,38.1,80.77,0,97.23,0,34.67,45,47.89,0

76,18:45-19:00,20,0,34.76,0,25.9,0,5.42,0,3.2,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,3.72,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.94,27.68,48.57,0,0,548.92,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,144.34,5.7,40.16,80.77,0,97.23,0,34.67,45,47.89,0

77,19:00-19:15,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,3.72,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,548.92,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,144.34,3.7,40.16,80.77,0,97.23,0,34.67,43.9,48.55,0

78,19:15-19:30,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,3.72,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,511.82,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,144.34,3.7,40.16,80.77,0,97.23,0,34.67,43.9,48.55,0

79,19:30-19:45,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,3.72,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,48.55,0

80,19:45-20:00,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,3.72,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,48.55,0

81,20:00-20:15,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,3.72,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,48.55,0

82,20:15-20:30,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,3.72,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,48.55,0

83,20:30-20:45,20,0,31.28,0,25.9,0,5.42,0,1.9,98.41,635.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,18.9,3.72,0,0,0,13.04,42.15,20.8,0,0,0,35.03,59.5,0,138.33,12.28,0,21.64,27.18,48.57,0,0,288.22,21.88,148.3,8.63,9.59,30.06,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,48.55,0

84,20:45-21:00,20,0,31.28,0,25.9,0,5.42,0,1.9,98.41,670.67,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,18.9,3.72,0,0,0,13.04,42.15,20.8,0,0,0,35.03,59.5,0,138.33,12.28,0,21.64,27.18,48.57,0,0,404.62,21.88,148.3,8.63,9.59,30.06,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,48.55,0

85,21:00-21:15,20,0,31.28,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,18.9,0.51,0,0,0,13.04,42.15,20.8,0,0,0,35.03,59.5,0,138.33,15.35,0,21.64,27.18,48.57,0,0,288.22,21.88,148.3,8.63,9.59,30.06,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,49.2,0

86,21:15-21:30,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,0.51,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,32.83,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,49.2,0

87,21:30-21:45,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,0.51,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,49.2,0

88,21:45-22:00,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,0.51,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,49.2,0

89,22:00-22:15,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,0.51,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,49.2,0

90,22:15-22:30,20,0,34.76,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,45.83,0,0,0,68.56,22.02,0,20.09,0.51,0,0,0,20.21,43.05,20.8,0,0,0,36.22,60.23,0,138.33,59.84,0,21.64,27.18,48.57,0,0,288.22,43.78,148.3,8.68,9.59,44.33,130.79,0,0,0,0,50.39,0,0,418.77,137.68,3.7,40.16,80.77,0,97.23,0,34.67,43.9,49.2,0

91,22:30-22:45,20,0,20.85,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,43.1,0,0,0,68.56,22.02,0,18.9,0,0,0,0,19.56,42.15,20.8,0,0,0,35.03,59.5,0,138.33,23.02,0,21.64,27.18,48.57,0,0,288.22,21.88,148.3,8.63,9.59,30.06,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,49.2,0

92,22:45-23:00,20,0,10.43,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,43.1,0,0,0,68.56,22.02,0,18.9,0,0,0,0,19.56,42.15,20.8,0,0,0,35.03,59.5,0,138.33,23.02,0,21.64,27.18,48.57,0,0,288.22,10.95,148.3,8.63,9.59,22.54,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,49.2,0

93,23:00-23:15,20,0,10.43,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,43.1,0,0,0,68.56,22.02,0,18.9,0,0,0,0,19.56,42.15,20.8,0,0,0,35.03,59.5,0,138.33,23.02,0,21.64,27.18,48.57,0,0,288.22,10.95,148.3,8.63,9.59,22.54,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,49.86,0

94,23:15-23:30,20,0,10.43,0,25.9,0,5.42,0,1.9,98.41,665.37,0,0,0,124.58,0.98,0,43.1,0,0,0,68.56,22.02,0,18.9,0,0,0,0,19.56,42.15,20.8,0,0,0,35.03,59.5,0,138.33,23.02,0,21.64,27.18,48.57,0,0,288.22,10.95,148.3,8.63,9.59,22.54,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,49.86,0

95,23:30-23:45,20,0,10.43,0,25.9,0,5.42,0,1.9,98.41,670.67,0,0,0,124.58,0.98,0,43.1,0,0,0,68.56,0,0,18.9,0,0,0,0,19.56,42.15,20.8,0,0,0,35.03,59.5,0,138.33,16.88,0,21.64,27.18,48.57,0,0,386.82,10.95,148.3,8.63,9.59,22.54,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,49.86,0

96,23:45-24:00,20,0,10.43,0,25.9,0,5.42,0,1.9,98.41,670.67,0,0,0,124.58,0.98,0,43.1,0,0,0,68.56,0,0,18.9,0,0,0,0,19.56,42.15,20.8,0,0,0,35.03,59.5,0,138.33,16.88,0,21.64,27.18,48.57,0,0,548.92,10.95,148.3,8.63,9.59,22.54,130.79,0,0,0,0,48.81,0,0,418.77,137.68,3.7,38.1,80.77,0,97.23,0,34.67,43.9,49.86,0

