Column1,Block,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/02/16/1676,GNA/NR/2025/02/16/1380,GNA/WR/2024/11/01/4200,GNA/SR/2025/02/01/7432,GNA/WR/2025/01/01/9606,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/5886,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/9969,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/2594,NR/2025/25070/A/54820,NR/2024/24418/A/54539,WR/2025/26047/A/54806,NR/2025/25265/A/54770,NR/2025/25266/A/54747,NR/2025/25369/C,NR/2025/25267/A/54778,NR/2025/25371/C,Total
13,03:00-03:15,26.99,26.99,47.56,15.85,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,295.03

14,03:15-03:30,26.99,26.99,47.56,15.85,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,295.03

15,03:30-03:45,26.99,26.99,47.56,15.85,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,295.03

16,03:45-04:00,26.99,26.99,47.56,15.85,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,295.03

17,04:00-04:15,26.99,26.99,47.56,15.85,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,294.93999999999994

18,04:15-04:30,26.99,26.99,47.56,15.85,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,294.93999999999994

19,04:30-04:45,26.99,26.99,47.56,15.85,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,294.93999999999994

20,04:45-05:00,26.99,26.99,47.56,15.85,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,294.93999999999994

21,05:00-05:15,26.99,26.99,47.56,15.85,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,294.93999999999994

22,05:15-05:30,26.99,26.99,47.56,15.85,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,294.93999999999994

23,05:30-05:45,26.99,26.99,47.56,15.85,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,294.93999999999994

24,05:45-06:00,26.99,26.99,47.56,15.85,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.38,0,0,0,0,0,0,294.93999999999994

25,06:00-06:15,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.43,0,0,0,0,0,0,231.58

26,06:15-06:30,25.16,25.16,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.43,0,0,0,0,0,0,227.92

27,06:30-06:45,32,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.43,0,0,0,0,0,0,241.6

28,06:45-07:00,32,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.43,0,0,0,0,0,0,241.6

29,07:00-07:15,32,32,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.48,0,0,0,0,0,0,241.73999999999998

30,07:15-07:30,32,32,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.48,0,0,0,0,0,0,241.73999999999998

31,07:30-07:45,32,32,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.48,0,0,0,0,0,0,241.73999999999998

32,07:45-08:00,32,32,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.48,0,0,0,0,0,0,241.73999999999998

33,08:00-08:15,25.84,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0,0,0,0,0,235.88

34,08:15-08:30,25.84,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0,0,0,0,0,235.88

35,08:30-08:45,25.84,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.03,0.05,0,0.03,0,235.99

36,08:45-09:00,25.84,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.12,0.23,0,0.12,0,236.35

37,09:00-09:15,25.84,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.17,0.35,14.42,0.17,38.45,289.43999999999994

38,09:15-09:30,25.84,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.19,0.38,14.42,0.19,38.45,289.51

39,09:30-09:45,25.84,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.19,0.48,14.42,0.19,38.45,289.60999999999996

40,09:45-10:00,25.84,32,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.19,0.48,14.42,0.19,38.45,289.60999999999996

41,10:00-10:15,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.19,0.48,14.42,0.19,38.45,285.75

42,10:15-10:30,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.48,14.42,0.19,38.45,285.84999999999997

43,10:30-10:45,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.48,14.42,0.19,38.45,285.84999999999997

44,10:45-11:00,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.48,14.42,0.19,38.45,285.84999999999997

45,11:00-11:15,26.99,26.99,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,286.03999999999996

46,11:15-11:30,26.99,26.99,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,286.03999999999996

47,11:30-11:45,26.99,26.99,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,286.03999999999996

48,11:45-12:00,26.99,26.99,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,286.03999999999996

49,12:00-12:15,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

50,12:15-12:30,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

51,12:30-12:45,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

52,12:45-13:00,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.29,38.45,286.05

53,13:00-13:15,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.29,38.45,286.05

54,13:15-13:30,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

55,13:30-13:45,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

56,13:45-14:00,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

57,14:00-14:15,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

58,14:15-14:30,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

59,14:30-14:45,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.19,38.45,285.95

60,14:45-15:00,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.87,0,0.29,0.58,14.42,0.29,38.45,286.05

61,15:00-15:15,26.99,26.99,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.67,0,0.38,0.67,14.42,0.19,38.45,286.0199999999999

62,15:15-15:30,26.99,26.99,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.67,0,0.29,0.77,14.42,0.19,38.45,286.03

63,15:30-15:45,26.99,26.99,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.67,0,0.29,0.77,14.42,0.19,38.45,286.03

64,15:45-16:00,26.99,26.99,0,0,0,0,0,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.67,0,0.29,0.67,14.42,0.19,38.45,285.92999999999995

65,16:00-16:15,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,0,0.29,0.58,14.42,0.19,38.45,285.61

66,16:15-16:30,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,0,0.29,0.58,14.42,0.19,38.45,285.61

67,16:30-16:45,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,0,0.29,0.48,15.38,0.19,37.49,285.51

68,16:45-17:00,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,0,0.2,0.27,24.61,0.13,27.87,284.76

69,17:00-17:15,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,0,0.08,0.12,0,0.08,0,231.96000000000004

70,17:15-17:30,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,0,0.02,0.02,0,0.01,0,231.73000000000002

71,17:30-17:45,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,0,0,0,0,0,0,231.68

72,17:45-18:00,26.99,26.99,0,0,0,0,0,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,0,0,0,0,0,0,231.68

73,18:00-18:15,32,26.35,0,0,50,0,200,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,38.45,0,0,0,0,0,524.4999999999999

74,18:15-18:30,32,26.35,0,0,50,0,200,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,38.45,0,0,0,0,0,524.4999999999999

75,18:30-18:45,20.44,20.44,0,0,50,50,200,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,38.45,0,0,0,0,0,557.03

76,18:45-19:00,20.44,20.44,0,0,50,50,200,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,38.45,0,0,0,0,0,557.03

77,19:00-19:15,20.44,20.44,0,0,50,50,200,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.62,38.45,0,0,0,0,0,557.21

78,19:15-19:30,20.44,20.44,0,0,50,50,200,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.62,38.45,0,0,0,0,0,557.21

79,19:30-19:45,26.99,26.99,0,0,50,50,200,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.62,38.45,0,0,0,0,0,570.3100000000001

80,19:45-20:00,26.99,26.99,0,0,50,50,200,1.47,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.62,38.45,0,0,0,0,0,570.3100000000001

81,20:00-20:15,26.99,26.99,0,0,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.62,38.45,0,0,0,0,0,520.2199999999999

82,20:15-20:30,26.99,26.99,0,0,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.62,38.45,0,0,0,0,0,520.2199999999999

83,20:30-20:45,26.99,26.99,0,0,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.62,38.45,0,0,0,0,0,520.2199999999999

84,20:45-21:00,26.99,26.99,0,0,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.62,38.45,0,0,0,0,0,520.2199999999999

85,21:00-21:15,26.99,26.99,0,0,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.58,38.45,0,0,0,0,0,520.18

86,21:15-21:30,26.99,26.99,0,0,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.58,38.45,0,0,0,0,0,520.18

87,21:30-21:45,26.99,26.99,0,0,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.58,38.45,0,0,0,0,0,520.18

88,21:45-22:00,26.99,26.99,0,0,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.58,38.45,0,0,0,0,0,520.18

89,22:00-22:15,26.99,26.99,47.56,15.85,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,38.45,0,0,0,0,0,583.54

90,22:15-22:30,26.99,26.99,47.56,15.85,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,38.45,0,0,0,0,0,583.54

91,22:30-22:45,26.99,26.99,47.56,15.85,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,38.45,0,0,0,0,0,583.54

92,22:45-23:00,26.99,26.99,47.56,15.85,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.53,38.45,0,0,0,0,0,583.54

93,23:00-23:15,26.99,26.99,47.56,15.85,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.48,38.45,0,0,0,0,0,583.49

94,23:15-23:30,26.99,26.99,47.56,15.85,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.48,38.45,0,0,0,0,0,583.49

95,23:30-23:45,26.99,26.99,47.56,15.85,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.48,38.45,0,0,0,0,0,583.49

96,23:45-24:00,26.99,26.99,47.56,15.85,50,50,150,1.38,8.65,23.07,8.65,75,23.07,0,23.07,14.28,0.48,38.45,0,0,0,0,0,583.49

