Column1,Time,NR/26072023/25122043/L_NR_2023_10,GNA/WR/2025/01/01/8625,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/3945,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/6775,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/3733,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/5531,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/02/1250,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/8058,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3925
39,09:30-09:45,51,0,9.24,43.24,130.43,1.65,36.51,36.51,9.48,114.91,134.03,9.24,26.24,20.18,29,29.57,147.82,13.61,119,5.83,13.33,100.56,5.83,17.51,30.8,30.57,51.78,5.33,30.57,13.34,30,60,62,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

40,09:45-10:00,57,0,10.27,43.24,130.43,1.65,36.51,36.51,10.52,114.91,134.03,10.27,26.24,20.18,32,33.2,165.97,13.61,133,5.83,13.33,109.36,5.83,17.51,30.8,30.57,60.39,5.33,30.57,13.34,33,67,70,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

41,10:00-10:15,63,0,11.13,43.24,130.43,1.74,36.51,36.51,11.4,114.91,134.03,11.13,26.24,20.18,34,36.24,181.2,10,147,5.83,13.33,117.26,5.83,17.51,30.56,30.57,66.89,5.33,30.57,13.34,37,73,75,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

42,10:15-10:30,69,0,11.9,43.24,130.43,1.74,36.51,36.51,12.2,114.91,134.03,11.9,26.24,20.18,36,39.23,196.15,10.2,161,5.83,13.33,124.13,5.83,17.51,30.56,30.57,73.86,5.33,30.57,13.34,40,80,79,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

43,10:30-10:45,73,0,12.73,28.82,130.43,1.74,28.82,28.82,13.05,114.91,134.03,12.73,25.23,20.18,39,41.95,209.76,10.6,172,5.83,13.33,129.86,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,43,87,83,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

44,10:45-11:00,79,0,13.35,28.82,130.43,1.74,28.82,28.82,13.69,114.91,134.03,13.35,24.22,20.18,40,44.76,223.77,11,186,5.83,13.33,134.71,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,46,92,88,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

45,11:00-11:15,84,0,13.95,28.82,130.43,1.74,28.82,28.82,14.31,97.97,134.03,13.95,24.22,20.18,43,46.2,230.99,11.21,196,5.83,13.33,138.71,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,47,95,91,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

46,11:15-11:30,84,0,14.33,28.82,130.43,1.74,28.82,28.82,14.69,70.07,134.03,14.33,24.22,20.18,44,46.67,233.33,11.41,196,5.83,13.33,141.9,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,48,97,92,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

47,11:30-11:45,84,0,14.33,28.82,130.43,1.74,28.82,28.82,14.69,70.07,134.03,14.33,24.22,20.18,45,46.67,233.33,15.61,196,5.83,13.33,144.58,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,48,97,93,19.22,28.82,86.66,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

48,11:45-12:00,84,0,14.33,28.82,100.34,1.74,28.82,28.82,14.69,70.07,134.03,14.33,24.22,20.18,45,46.67,233.33,15.81,196,5.83,13.33,146.51,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,48,97,93,19.22,28.82,63.01,0,0,1.14,1.48,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

49,12:00-12:15,84,0,14.33,28.82,82.11,1.65,28.82,28.82,14.69,70.07,134.03,14.33,24.22,20.18,45,46.67,233.33,15.81,196,5.83,13.33,148.23,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,48,97,93,19.22,28.82,59.41,0,0,1.14,1.53,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

50,12:15-12:30,84,0,14.33,28.82,82.11,1.65,28.82,28.82,14.69,70.07,134.03,14.33,24.22,20.18,45,46.67,233.33,15.81,196,5.83,13.33,148.59,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,48,97,93,19.22,28.82,59.41,0,0,1.14,1.53,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

51,12:30-12:45,84,0,14.33,28.82,82.11,1.65,28.82,28.82,14.69,70.07,134.03,14.33,24.22,20.18,45,46.67,233.33,13.01,196,5.83,13.33,148.06,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,48,97,93,19.22,28.82,59.41,0,0,1.14,1.53,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

52,12:45-13:00,84,0,14.33,28.82,82.11,1.65,28.82,28.82,14.69,70.07,134.03,14.33,24.22,20.18,45,46.67,233.33,13.01,196,5.83,13.33,146.76,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,48,97,93,19.22,28.82,59.41,0,0,1.14,1.53,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

53,13:00-13:15,84,0,14.33,24.98,82.11,1.65,24.98,24.98,14.69,70.07,115.3,14.33,24.22,20.18,43,46.67,233.33,11,196,5.83,13.33,144.74,5.83,17.51,30.56,30.57,60.05,5.33,30.57,13.34,48,95,91,19.22,28.82,59.41,0,0,1.14,1.53,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

54,13:15-13:30,84,0,14.33,24.98,82.11,1.65,24.98,24.98,14.69,70.07,96.08,14.33,22.2,20.18,42,46.67,233.33,11,196,5.83,14.33,142.15,5.83,17.51,30.56,30.57,60.05,5.33,30.57,14.34,47,95,91,19.22,28.82,59.41,0,0,1.14,1.53,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

55,13:30-13:45,81,0,14.33,24.98,82.11,1.65,24.98,24.98,14.69,70.07,74.71,14.33,22.2,20.18,41,46.67,233.33,11,189,5.83,15.67,138.58,5.83,17.51,30.56,30.57,60.05,5.33,30.57,15.66,47,93,91,19.22,28.82,59.41,0,0,1.14,1.53,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

56,13:45-14:00,78,0,14.33,24.98,82.11,1.65,24.98,24.98,14.69,70.07,74.71,14.33,21.69,20.18,40,46.67,233.33,11,182,5.83,16,134.24,5.83,17.51,30.56,30.57,60.05,5.33,30.57,16,46,92,90,19.22,28.82,59.41,0,0,1.14,1.53,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

57,14:00-14:15,75,0,13.97,24.98,82.11,1.65,24.98,24.98,14.32,70.07,74.71,13.97,21.69,20.18,39,46.67,233.33,11,175,5.83,16.33,128.9,5.83,17.51,30.56,30.57,60.05,5.33,30.57,16.34,44,88,88,19.22,28.82,59.41,0,0,1.14,1.57,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

58,14:15-14:30,72,0,13.49,24.98,82.11,1.65,24.98,24.98,13.84,70.07,96.08,13.49,21.69,20.18,37,46.01,230.05,11,168,5.83,16.67,122.54,5.83,17.51,30.56,30.57,60.05,5.33,30.57,16.66,42,83,83,19.22,28.82,59.41,0,0,1.14,1.57,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

59,14:30-14:45,67,0,12.94,24.98,82.11,1.65,24.98,24.98,13.26,70.07,115.3,12.94,21.69,20.18,35,43.79,218.94,11,158,5.83,17,115.34,5.83,17.51,27.67,30.57,60.05,5.33,30.57,17,40,79,80,19.22,28.82,59.41,0,0,1.14,1.57,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

60,14:45-15:00,63,0,12.32,24.98,82.11,1.65,24.98,24.98,12.63,70.07,134.03,12.32,21.69,20.18,33,41.51,207.53,11,147,5.83,17,107.33,5.83,17.51,27.67,30.57,60.05,5.33,30.57,17,37,73,77,19.22,28.82,59.41,0,0,1.14,1.57,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

61,15:00-15:15,61,0,11.51,24.98,82.11,1.74,24.98,24.98,11.8,70.07,134.03,11.51,21.69,20.18,31,38.52,192.58,11.41,144,5.83,16.67,98.51,5.83,17.51,30.56,30.57,60.05,5.33,30.57,16.66,33,67,72,19.22,28.82,59.41,0,0,1.22,1.57,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

62,15:15-15:30,55,0,10.53,24.98,82.11,1.74,24.98,24.98,10.8,70.07,134.03,10.53,22.2,20.18,29,35.35,176.72,12.01,130,5.83,16,88.75,5.83,17.51,30.56,30.57,58.51,5.33,30.57,16,31,61,66,19.22,28.82,59.41,0,0,1.22,1.57,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

63,15:30-15:45,49,0,9.53,24.98,82.11,1.74,24.98,24.98,9.77,70.07,134.03,9.53,23.21,20.18,26,32.16,160.82,9,116,5.83,16,78.07,5.83,17.51,32.78,25,53.56,5.33,32.79,16,27,55,60,19.22,28.82,59.41,0,0,1.22,1.57,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

64,15:45-16:00,43,0,8.53,24.98,112.2,1.74,24.98,24.98,8.74,70.07,134.03,8.53,24.22,20.18,23,28.74,143.67,9,102,5.83,15.67,66.67,5.83,17.51,32.9,18,48.25,5.33,32.9,15.66,24,48,53,19.22,28.82,64.01,0,0,1.22,1.57,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

65,16:00-16:15,37,0,7.35,24.98,130.43,1.74,24.98,24.98,7.53,65.93,134.03,7.35,24.22,20.18,19,25.07,125.33,9.4,88,5.83,16.67,54.42,5.83,17.51,33,10,37.4,5.33,33,16.66,21,41,47,19.22,28.82,76.18,0,0,1.22,1.61,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

66,16:15-16:30,30,0,6.12,24.98,130.43,1.74,24.98,24.98,6.27,65.93,134.03,6.12,24.22,20.18,15,21.1,105.47,9.4,70,5.83,17.67,41.54,5.83,17.51,24.63,5,30.12,5.33,33,17.66,16,32,39,19.22,28.82,86.66,0,0,1.22,1.61,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

67,16:30-16:45,21,0,4.62,24.98,130.43,1.74,24.98,24.98,4.74,65.93,134.03,4.62,24.22,20.18,9,16.87,84.36,9.8,49,5.83,19.33,29.12,5.83,17.51,14.09,1,24.43,5.33,22.77,19.34,11,23,30,19.22,28.82,86.66,0,0,1.22,1.61,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

68,16:45-17:00,15,0,3.07,24.98,130.43,1.74,24.98,24.98,3.14,65.93,134.03,3.07,25.23,20.18,5,12.74,63.7,10.4,35,5.83,20,18.79,5.83,17.51,5.88,0,18.89,5.33,9.26,20,7,14,23,19.22,28.82,86.66,0,0,1.22,1.61,0,48.04,8.65,48.04,100.1,0,26.9,0,48.04

69,17:00-17:15,9,0,1.86,43.24,130.43,1.74,36.51,36.51,1.91,82.87,134.03,1.86,25.23,20.18,2,8.66,43.3,10.8,21,5.83,21,11.27,5.83,17.51,1.43,0,14.44,5.33,3.39,21,3,7,15,19.22,28.82,74.94,0,0,1.3,1.61,0,48.04,14.41,48.04,100.1,0,26.9,0,48.04

