Block,Time,LT-05,SH-07,L_NR_2012_04,L_NR_2012_07,LT-31,L_NR_2020_02,L_NR_2019_19,LT_MEJA_Delhi,LT-35,LT-59,L_NR_2012_02,SH-06,LT-36,L_NR_2023_04,L_NR_2019_11,L_NR_2012_01,L_NR_2022_09,L_NR_2020_06,L_NR_2021_14,L_NR_2022_08,L_NR_2018_61,L_NR_2021_16,L_NR_2020_05,L_NR_2019_07,L_NR_2019_06,L_NR_2021_15,L_NR_2021_12,L_NR_2022_10,L_NR_2019_05,L_NR_2020_07,L_NR_2021_17,L_NR_2021_13
18,04:15-04:30,66.390000,0.000000,271.910000,74.400000,0.000000,5.580000,0.000000,1.930000,0.000000,5.290000,261.620000,0.000000,0.000000,0.000000,5.840000,48.340000,72.42,40.58,0,11.91,7.31,0,121.74,0,0,0,0,72.42,0,40.57,0,0

19,04:30-04:45,70.570000,0.000000,271.910000,56.350000,0.000000,5.580000,0.000000,1.930000,0.000000,5.290000,261.620000,0.000000,0.000000,0.000000,5.840000,48.340000,72.65,40.52,0,11.99,7.25,0,121.56,0,0,0,0,72.65,0,40.51,0,0

20,04:45-05:00,70.570000,0.000000,271.910000,56.350000,0.000000,5.580000,0.000000,1.930000,0.000000,5.290000,261.620000,0.000000,0.000000,0.000000,5.840000,48.340000,72.43,40.48,0,11.71,7.37,0,121.44,0,0,0,0,72.43,0,40.48,0,0

21,05:00-05:15,70.570000,0.000000,271.910000,56.350000,0.000000,5.580000,0.000000,1.930000,0.000000,5.290000,261.620000,0.000000,0.000000,0.000000,5.690000,48.340000,72.57,40.65,0,11.96,7.36,0,121.94,0,0,0,0,72.57,0,40.65,0,0

22,05:15-05:30,70.570000,0.000000,271.910000,56.350000,0.000000,5.580000,0.000000,1.930000,0.000000,5.290000,220.340000,0.000000,0.000000,0.000000,5.690000,48.340000,72.36,40.62,0,11.88,7.23,0,121.87,0,0,0,0,72.36,0,40.63,0,0

23,05:30-05:45,70.570000,0.000000,271.910000,56.350000,0.000000,5.580000,1.150000,1.930000,0.000000,5.290000,220.340000,0.000000,0.000000,0.000000,5.690000,48.340000,72.65,40.54,0,11.99,7.39,0,121.61,0,0,0,0,72.65,0,40.53,0,0

24,05:45-06:00,70.570000,0.000000,271.910000,56.350000,0.000000,5.580000,5.310000,1.930000,0.000000,5.290000,220.340000,0.000000,0.000000,0.000000,5.690000,48.340000,72.59,40.49,0,11.82,7.34,0.62,121.47,0,0,0.34,0.06,72.59,0,40.5,0.31,0.01

25,06:00-06:15,70.570000,0.000000,271.910000,56.350000,0.090000,5.390000,9.330000,1.930000,0.090000,5.290000,220.340000,0.000000,0.090000,0.000000,5.690000,48.340000,72.55,40.55,0.03,11.96,7.27,2.6,121.65,4.24,16.47,0.78,2.94,72.55,14.25,40.56,1.3,0.59

26,06:15-06:30,70.570000,0.000000,271.910000,56.350000,0.360000,5.390000,13.600000,1.930000,0.360000,5.290000,220.340000,0.000000,0.370000,0.000000,5.690000,48.340000,72.65,40.67,0.03,11.83,7.32,5.48,122,10,27.51,2.03,7.95,72.65,23.41,40.66,2.74,1.59

27,06:30-06:45,70.570000,0.000000,271.910000,56.350000,0.490000,5.390000,18.680000,1.930000,0.490000,5.290000,220.340000,0.000000,0.500000,0.000000,5.690000,48.340000,72.55,40.61,1.24,11.77,7.37,9.25,121.84,20.54,29.45,3.38,14.08,72.55,29.46,40.62,4.63,2.81

28,06:45-07:00,70.570000,0.000000,271.910000,56.350000,1.010000,5.390000,24.620000,1.930000,1.010000,5.290000,220.340000,0.000000,1.040000,0.000000,5.690000,48.340000,72.59,40.56,3.66,11.71,7.24,14.19,121.68,26.48,26.49,5.23,21.66,72.59,26.48,40.57,7.09,4.33

29,07:00-07:15,70.570000,0.000000,271.910000,56.350000,1.740000,5.390000,30.740000,1.930000,1.740000,5.290000,244.510000,0.000000,1.800000,0.000000,5.690000,48.340000,72.65,40.58,7.16,11.74,7.31,22,121.75,26.48,26.49,7.57,32.53,72.65,26.48,40.59,11,6.5

30,07:15-07:30,70.570000,0.000000,271.910000,56.350000,2.670000,5.390000,36.020000,1.930000,2.670000,5.290000,244.510000,0.000000,2.740000,0.000000,5.690000,48.340000,72.48,40.57,11.93,11.93,7.25,12,121.7,26.48,26.49,10.4,46.37,72.48,26.48,40.56,6,9.27

31,07:30-07:45,70.570000,0.000000,271.910000,56.350000,3.890000,5.390000,45.690000,1.930000,3.890000,5.290000,244.510000,0.000000,3.980000,0.000000,5.690000,48.340000,72.42,40.61,17.83,11.7,9.33,18.67,121.83,26.48,26.49,13.25,62.71,72.42,26.48,40.62,9.33,12.54

32,07:45:08:00,70.570000,0.000000,271.910000,56.350000,5.090000,5.390000,52.100000,1.930000,5.090000,5.290000,244.510000,0.000000,5.210000,0.000000,5.690000,48.340000,72.6,40.64,24.55,11.76,9.07,25.33,121.93,26.48,26.49,16.27,72.74,72.6,26.48,40.64,12.67,14.55

33,08:00-08:15,70.570000,0.000000,232.030000,56.350000,6.230000,5.390000,58.190000,3.080000,6.230000,5.290000,182.950000,0.000000,6.390000,0.000000,5.990000,48.340000,72.34,40.49,29.66,11.93,8.97,34.67,121.46,32.33,32.34,21.55,89.53,72.34,32.33,40.48,17.33,17.91

34,08:15-08:30,70.570000,0.000000,193.360000,56.350000,7.380000,5.390000,65.090000,3.080000,7.380000,5.290000,182.950000,0.000000,7.570000,0.000000,5.990000,48.340000,72.58,40.51,37.18,11.87,8.91,38.67,121.53,32.33,32.34,25.12,106.51,72.58,32.33,40.51,19.33,21.3

35,08:30-08:45,70.570000,0.000000,193.360000,56.350000,8.380000,5.390000,72.550000,3.080000,8.380000,5.290000,182.950000,0.000000,8.590000,0.000000,5.990000,48.340000,72.54,40.55,44.12,11.74,8.74,46.67,121.65,32.33,32.34,28.27,123.26,72.54,32.33,40.54,23.33,24.65

36,08:45:09:00,70.570000,0.000000,193.360000,56.350000,9.580000,5.390000,79.700000,3.080000,9.580000,5.290000,182.950000,0.000000,9.820000,0.000000,5.990000,48.340000,72.66,40.57,20,11.78,8.71,59.34,121.7,32.33,32.34,31.07,139.44,72.66,32.33,40.56,29.66,27.89

37,09:00:09:15,70.570000,0.000000,193.360000,32.550000,9.320000,5.250000,85.940000,1.770000,9.320000,5.290000,134.610000,0.000000,9.560000,0.000000,5.990000,48.340000,72.38,40.55,22.17,11.68,8.51,64,121.64,32.33,32.34,33.58,154.73,72.38,32.33,40.54,32,30.94

38,09:15-09:30,70.570000,0.000000,193.360000,32.550000,9.980000,5.250000,88.550000,1.770000,9.980000,5.290000,122.780000,0.000000,10.210000,0.000000,5.990000,48.340000,72.51,40.58,24.45,11.8,8.33,68.67,121.74,32.33,32.34,35.73,169.03,72.51,32.33,40.58,34.33,33.8

39,09:30-09:45,70.570000,0.000000,193.360000,32.550000,10.680000,5.250000,89.730000,1.770000,10.680000,5.290000,122.780000,0.000000,10.950000,0.000000,5.990000,48.340000,72.36,40.63,26.78,11.75,7.93,73.34,121.89,32.33,32.34,28.75,168.04,72.36,32.33,40.63,36.66,33.61

40,09:45-10:00,70.570000,0.000000,193.360000,32.550000,11.390000,5.250000,90.580000,1.770000,11.390000,5.290000,122.780000,0.000000,11.680000,0.000000,5.990000,48.340000,72.43,40.54,53.48,11.75,7.74,78.67,121.61,32.33,32.34,30.36,179.37,72.43,32.33,40.53,39.33,35.87

41,10:00-10:15,70.570000,0.000000,149.540000,32.550000,12.040000,5.250000,89.060000,1.780000,12.040000,5.130000,122.780000,0.000000,12.340000,0.000000,5.990000,48.340000,72.34,40.56,58.45,11.99,7.53,85.34,121.68,32.33,32.34,32.08,189.61,72.34,32.33,40.57,42.66,37.92

42,10:15-10:30,70.570000,0.000000,149.540000,32.550000,12.590000,5.250000,84.630000,1.780000,12.590000,5.130000,122.780000,0.000000,12.900000,0.000000,5.990000,48.340000,72.43,40.61,63.45,11.82,7.23,68,121.82,32.33,32.34,34.07,129.38,72.43,32.33,40.61,34,25.87

43,10:30-10:45,70.570000,0.000000,149.540000,31.590000,13.050000,5.250000,79.630000,1.780000,13.050000,5.400000,122.780000,0.000000,13.370000,0.000000,5.990000,48.340000,72.4,40.66,70,11.77,7.36,74,121.99,32.33,32.34,36.05,137.71,72.4,32.33,40.66,37,27.54

44,10:45-11:00,70.570000,0.000000,149.540000,31.590000,13.460000,5.250000,74.850000,1.780000,13.460000,5.400000,122.740000,0.000000,13.800000,0.000000,5.990000,48.340000,72.6,39.26,73.33,11.74,7.23,77.34,117.78,32.33,32.34,37.93,146.04,72.6,32.33,39.25,38.66,29.21

45,11:00-11:15,70.570000,0.000000,149.540000,31.590000,13.800000,5.250000,74.160000,1.780000,13.800000,5.400000,122.740000,0.000000,14.160000,0.000000,5.990000,48.340000,72.51,39.25,76.67,11.8,7.27,80,117.75,32.33,32.34,34.98,154.38,72.51,32.33,39.24,40,30.87

46,11:15-11:30,70.570000,0.000000,149.540000,31.590000,14.090000,5.250000,79.740000,3.080000,14.090000,5.400000,122.740000,0.000000,14.450000,0.000000,5.990000,48.340000,72.62,39.23,79.07,11.95,7.24,80,117.7,32.33,32.34,35.58,162.71,72.62,32.33,39.24,40,32.54

47,11:30-11:45,70.570000,0.000000,149.540000,31.590000,14.300000,5.250000,87.660000,3.080000,14.300000,5.400000,122.740000,0.000000,14.640000,0.000000,5.990000,48.340000,72.42,39.33,79.13,11.76,7.31,82,117.99,32.33,32.34,35.96,227.08,72.42,32.33,39.32,41,45.42

48,11:45-12:00,70.570000,0.000000,149.540000,31.590000,14.590000,5.250000,95.350000,3.080000,14.590000,5.400000,122.740000,0.000000,14.960000,0.000000,5.990000,48.340000,72.66,39.19,79.12,11.84,7.25,84.67,117.56,32.33,32.34,36.74,227.08,72.66,32.33,39.18,42.33,45.42

49,12:00-12:15,70.570000,0.000000,149.540000,31.590000,14.620000,5.110000,103.680000,3.080000,14.620000,5.370000,122.740000,0.000000,14.990000,0.000000,6.230000,48.340000,72.36,39.31,79.11,11.92,7.37,86.67,117.94,32.33,32.34,38,227.08,72.36,32.33,39.32,43.33,45.42

50,12:15-12:30,70.570000,0.000000,149.540000,31.590000,14.640000,5.110000,102.850000,3.080000,14.640000,5.370000,122.740000,0.000000,15.010000,0.000000,6.230000,48.340000,72.46,39.18,79.13,11.82,6.96,87.34,117.54,32.33,32.34,39.14,227.08,72.46,32.33,39.19,43.66,45.42

51,12:30-12:45,70.570000,0.000000,149.540000,31.590000,14.630000,5.110000,105.320000,3.080000,14.630000,5.370000,122.740000,0.000000,14.990000,0.000000,6.230000,48.340000,72.54,39.23,85.44,11.71,6.9,88,117.69,32.33,32.34,35.11,227.08,72.54,32.33,39.24,44,45.42

52,12:45-13:00,70.570000,0.000000,193.360000,31.590000,14.670000,5.110000,108.440000,3.080000,14.670000,5.370000,122.740000,0.000000,15.040000,0.000000,6.230000,48.340000,72.63,39.33,85.42,11.87,6.89,88.67,117.99,32.33,32.34,35.23,227.08,72.63,32.33,39.32,44.33,45.42

53,13:00-13:15,70.570000,0.000000,241.700000,31.590000,14.600000,5.110000,109.580000,3.080000,14.600000,5.370000,122.740000,0.000000,14.970000,0.000000,6.380000,48.340000,72.45,39.17,85.32,11.8,6.8,89.34,117.5,32.33,32.34,35.75,227.08,72.45,32.33,39.16,44.66,45.42

54,13:15-13:30,70.570000,0.000000,271.910000,31.590000,14.500000,5.110000,109.160000,3.080000,14.500000,5.370000,122.740000,0.000000,14.860000,0.000000,6.380000,48.340000,72.51,39.28,85.28,11.92,6.95,65.34,117.83,32.33,32.34,36.78,227.08,72.51,32.33,39.27,32.66,45.42

55,13:30-13:45,70.570000,0.000000,271.910000,31.590000,14.330000,5.110000,96.790000,3.080000,14.330000,5.370000,122.740000,0.000000,14.690000,0.000000,6.380000,48.340000,72.66,39.17,85.32,11.93,6.99,66,117.5,32.33,32.34,37.54,227.08,72.66,32.33,39.16,33,45.42

56,13:45-14:00,70.570000,0.000000,271.910000,31.590000,13.970000,5.110000,92.600000,3.080000,13.970000,5.370000,122.740000,0.000000,14.320000,0.000000,6.380000,48.340000,72.45,39.27,85.1,11.97,14.77,67.34,117.82,32.33,32.34,38.15,227.08,72.45,32.33,39.29,33.66,45.42

57,14:00-14:15,70.570000,0.000000,271.910000,31.590000,13.750000,5.250000,90.210000,3.080000,13.750000,5.440000,117.900000,0.000000,14.090000,0.000000,6.380000,48.340000,72.62,39.27,84.25,11.68,15.41,68.67,117.81,32.33,32.34,39.72,227.08,72.62,32.33,39.27,34.33,45.42

58,14:15-14:30,70.570000,0.000000,271.910000,31.590000,13.490000,5.250000,89.980000,3.080000,13.490000,5.440000,117.900000,0.000000,13.820000,0.000000,6.380000,48.340000,72.58,39.22,83.74,11.88,15.96,88.67,117.67,32.33,32.34,38.32,227.08,72.58,32.33,39.22,44.33,45.42

59,14:30-14:45,70.570000,0.000000,232.030000,31.590000,12.870000,5.250000,88.130000,3.080000,12.870000,5.440000,117.900000,0.000000,13.190000,0.000000,6.380000,48.340000,72.46,39.23,82.72,11.82,16.08,90.67,117.68,32.33,32.34,37.2,227.08,72.46,32.33,39.23,45.33,45.42

60,14:45-15:00,70.570000,0.000000,193.360000,31.590000,12.420000,5.250000,84.880000,3.080000,12.420000,5.440000,117.900000,0.000000,12.730000,0.000000,6.380000,48.340000,72.61,39.31,81.05,11.79,16.25,88.67,117.94,32.33,32.34,36.07,221.64,72.61,32.33,39.33,44.33,44.33

61,15:00-15:15,70.570000,0.000000,193.360000,31.590000,11.860000,5.480000,81.450000,3.080000,11.860000,5.440000,117.900000,0.000000,12.160000,0.000000,6.690000,48.340000,72.53,39.3,77.21,11.69,16.59,87.34,117.9,32.33,32.34,34.9,207.69,72.53,32.33,39.3,43.66,41.54

62,15:15-15:30,70.570000,0.000000,193.360000,31.590000,11.170000,5.480000,78.660000,3.080000,11.170000,5.440000,117.900000,0.000000,11.450000,0.000000,6.690000,48.340000,72.64,39.3,72.78,11.86,16.88,85.34,117.89,32.33,32.34,33.5,197.96,72.64,32.33,39.3,42.66,39.59

63,15:30-15:45,70.570000,0.000000,232.030000,31.590000,10.590000,5.480000,74.110000,3.080000,10.590000,5.600000,117.900000,0.000000,10.860000,0.000000,6.690000,48.340000,72.47,39.19,68.67,11.71,15.4,73.34,117.57,32.33,32.34,34.57,185.38,72.47,32.33,39.18,36.66,37.08

64,15:45-16:00,70.570000,0.000000,232.030000,31.590000,9.840000,5.480000,68.490000,3.080000,9.840000,5.600000,117.900000,0.000000,10.070000,0.000000,6.690000,48.340000,72.63,39.22,63.34,11.91,15.6,68.67,117.64,32.33,32.34,32.37,170.63,72.63,32.33,39.21,34.33,34.12

65,16:00-16:15,70.570000,0.000000,232.030000,31.590000,8.880000,6.230000,61.620000,3.080000,8.880000,5.600000,117.900000,0.000000,9.110000,0.000000,6.150000,48.340000,72.37,39.22,57.99,11.85,15.25,60.67,117.65,32.33,32.34,29.82,156.62,72.37,32.33,39.21,30.33,31.32

66,16:15-16:30,70.570000,0.000000,232.030000,31.590000,8.240000,6.230000,53.360000,3.080000,8.240000,5.600000,117.900000,0.000000,8.460000,0.000000,6.150000,48.340000,72.6,39.26,52.6,11.76,15.03,52.67,117.79,32.33,32.34,26.85,142.84,72.6,32.33,39.27,26.33,28.57

67,16:30-16:45,70.570000,0.000000,232.030000,31.590000,7.170000,6.230000,45.400000,3.080000,7.170000,5.600000,117.900000,0.000000,7.350000,0.000000,6.150000,48.340000,72.4,39.26,46.67,11.79,14.3,45.34,117.78,32.33,32.34,23.81,126.43,72.4,32.33,39.25,22.66,25.29

68,16:45-17:00,70.570000,0.000000,232.030000,31.590000,6.180000,6.230000,36.540000,3.080000,6.180000,5.600000,117.900000,0.000000,6.330000,0.000000,6.150000,48.340000,72.53,39.24,40.28,11.77,13.65,41.34,117.71,32.33,32.34,20.72,100.14,72.53,32.33,39.23,20.66,20.03

69,17:00-17:15,70.570000,0.000000,232.030000,31.590000,5.200000,6.510000,28.910000,3.080000,5.200000,5.750000,117.900000,0.000000,5.330000,0.000000,6.150000,48.340000,72.49,39.17,33.6,11.89,13.2,34,117.52,24.64,33,18.42,85.08,72.49,33,39.18,17,17.02

70,17:15-17:30,70.570000,0.000000,232.030000,31.590000,4.200000,6.510000,22.600000,3.080000,4.200000,5.750000,117.900000,0.000000,4.320000,0.000000,6.150000,48.340000,72.42,39.19,27.21,11.71,12.78,26.67,117.57,13.97,33,15.4,71.71,72.42,33,39.19,13.33,14.34

71,17:30-17:45,70.570000,0.000000,232.030000,31.590000,3.270000,5.950000,17.070000,3.080000,3.270000,5.750000,155.350000,0.000000,3.350000,0.000000,6.150000,48.340000,72.49,39.27,20.74,11.93,11.74,22.67,117.82,8.14,29.19,12.3,57.09,72.49,21.31,39.28,11.33,11.42

72,17:45-18:00,70.570000,0.000000,232.030000,31.590000,2.410000,5.950000,12.110000,3.080000,2.410000,5.750000,155.350000,0.000000,2.450000,0.000000,6.150000,48.340000,72.38,39.21,14.59,11.75,10.83,14.67,117.64,2.51,17.89,9.35,42.27,72.38,12.2,39.22,7.33,8.45

73,18:00-18:15,70.570000,0.000000,232.030000,44.390000,1.620000,5.950000,7.780000,3.080000,1.620000,5.910000,203.690000,0.000000,1.650000,0.000000,6.380000,101.270000,72.48,39.3,9.36,11.8,9.05,10,117.9,0,0,6.78,30.34,72.48,0,39.3,5,6.07

74,18:15-18:30,70.570000,0.000000,232.030000,44.390000,1.140000,5.950000,4.420000,3.080000,1.140000,5.910000,220.340000,0.000000,1.160000,0.000000,6.380000,101.270000,72.59,39.3,5.41,11.98,8.81,4.67,117.9,0,0,4.66,20.27,72.59,0,39.31,2.33,4.05

75,18:30-18:45,70.570000,0.000000,232.030000,44.390000,0.000000,5.950000,2.280000,3.080000,0.000000,5.910000,220.340000,0.000000,0.000000,0.000000,6.380000,101.270000,72.59,39.25,2.7,11.92,8.57,2,117.74,0,0,2.51,12.85,72.59,0,39.24,1,2.57

76,18:45-19:00,70.570000,0.000000,232.030000,44.390000,0.000000,5.950000,0.870000,3.080000,0.000000,5.910000,220.340000,0.000000,0.000000,0.000000,6.380000,101.270000,72.61,39.22,0.83,11.92,8.51,1.33,117.65,0,0,1.01,7.17,72.61,0,39.22,0.67,1.43

77,19:00-19:15,66.390000,0.000000,232.030000,44.390000,0.000000,6.040000,0.000000,3.080000,0.000000,6.060000,220.340000,0.000000,0.000000,0.000000,6.380000,101.270000,72.56,39.24,0.03,11.82,8.4,0.5,117.72,0,0,0.1,3.01,72.56,0,39.25,0.25,0.6

78,19:15-19:30,66.390000,0.000000,232.030000,44.390000,0.000000,6.040000,0.000000,3.080000,0.000000,6.060000,220.340000,0.000000,0.000000,0.000000,6.380000,101.270000,72.54,39.18,0,11.73,8.25,0,117.55,0,0,0,0.08,72.54,0,39.19,0,0.02

79,19:30-19:45,74.930000,0.000000,232.030000,68.190000,0.000000,6.040000,0.000000,3.080000,0.000000,6.060000,220.340000,0.000000,0.000000,0.000000,6.380000,101.270000,72.56,39.17,0,11.88,8.39,0,117.52,0,0,0,0,72.56,0,39.18,0,0

80,19:45-20:00,83.460000,0.000000,232.030000,68.190000,0.000000,6.040000,0.000000,3.080000,0.000000,6.060000,220.340000,0.000000,0.000000,0.000000,6.380000,101.270000,72.58,39.29,0,11.8,8.51,0,117.89,0,0,0,0,72.58,0,39.3,0,0

81,20:00-20:15,66.390000,0.000000,232.030000,68.190000,0.000000,6.040000,0.000000,3.080000,0.000000,5.440000,220.340000,0.000000,0.000000,0.000000,6.070000,101.270000,72.56,39.31,0,11.71,7.33,0,117.93,0,0,0,0,72.56,0,39.3,0,0

82,20:15-20:30,66.390000,0.000000,232.030000,68.190000,0.000000,6.040000,0.000000,3.080000,0.000000,5.440000,220.340000,0.000000,0.000000,0.000000,6.070000,101.270000,72.54,39.21,0,11.92,7.47,0,117.63,0,0,0,0,72.54,0,39.21,0,0

83,20:30-20:45,66.390000,0.000000,232.030000,68.190000,0.000000,6.320000,0.000000,3.080000,0.000000,5.750000,220.340000,0.000000,0.000000,0.000000,6.070000,101.270000,72.49,39.29,0,11.67,7.49,0,117.86,0,0,0,0,72.49,0,39.28,0,0

84,20:45-21:00,66.390000,0.000000,232.030000,68.190000,0.000000,6.320000,0.000000,3.080000,0.000000,5.750000,220.340000,0.000000,0.000000,0.000000,6.070000,101.270000,72.37,39.21,0,11.79,7.38,0,117.62,0,0,0,0,72.37,0,39.2,0,0

85,21:00-21:15,66.390000,0.000000,232.030000,68.190000,0.000000,6.320000,0.000000,3.080000,0.000000,5.440000,220.340000,0.000000,0.000000,0.000000,6.070000,101.270000,72.51,39.27,0,10.17,7.31,0,117.82,0,0,0,0,72.51,0,39.28,0,0

86,21:15-21:30,66.390000,0.000000,232.030000,68.190000,0.000000,6.320000,0.000000,3.080000,0.000000,5.440000,220.340000,0.000000,0.000000,0.000000,6.070000,101.270000,72.37,39.31,0,10.11,7.32,0,117.94,0,0,0,0,72.37,0,39.32,0,0

87,21:30-21:45,66.390000,0.000000,232.030000,68.190000,0.000000,6.320000,0.000000,3.080000,0.000000,5.440000,220.340000,0.000000,0.000000,0.000000,6.070000,101.270000,72.61,39.32,0,10.13,7.39,0,117.97,0,0,0,0,72.61,0,39.33,0,0

88,21:45-22:00,66.390000,0.000000,232.030000,68.190000,0.000000,6.320000,0.000000,3.080000,0.000000,5.440000,220.340000,0.000000,0.000000,0.000000,6.070000,101.270000,72.4,39.32,0,10.22,7.34,0,117.96,0,0,0,0,72.4,0,39.33,0,0

89,22:00-22:15,66.390000,0.000000,232.030000,68.190000,0.000000,6.140000,0.000000,3.080000,0.000000,5.290000,220.340000,0.000000,0.000000,0.000000,5.990000,101.270000,72.47,39.2,0,10.11,7.33,0,117.61,0,0,0,0,72.47,0,39.21,0,0

90,22:15-22:30,66.390000,0.000000,232.030000,68.190000,0.000000,6.140000,0.000000,3.080000,0.000000,5.290000,220.340000,0.000000,0.000000,0.000000,5.990000,101.270000,72.64,39.17,0,10.32,7.41,0,117.5,0,0,0,0,72.64,0,39.17,0,0

91,22:30-22:45,66.390000,0.000000,232.030000,87.210000,0.000000,6.140000,0.000000,2.980000,0.000000,5.290000,261.620000,0.000000,0.000000,0.000000,5.990000,101.270000,72.49,39.19,0,10.26,7.33,0,117.56,0,0,0,0,72.49,0,39.18,0,0

