Block,Time,CHAMERA1,CHAMERA3,KKNP,NAPP,RAPPC,RSTPSU7,TALA,TEHRI,TelanganaSTPP,DADRI_CRF,KGSU3AND4,NLCIIST1,PARBATI2,RAMPUR,RSTPSU1TO6,SINGRAULI,VALLURNTECL,BRBCL,DHAULIGNGA,JHAJJAR,NNTPP,RAPPD,RIHAND1,RIHAND3,TANAKPUR,UNCHAHAR1,UNCHAHAR4,URI,AURY_GF,DADRI_GF,DADRI_RF,KGSU1AND2,KHSTPP-II,NLCIIST2,SALAL,SASAN,TANDA2,UNCHAHAR2,UNCHAHAR3,ANTA_RF,CHAMERA2,KHSTPP-I,KKNPPU2,KOTESHWR,KUDGI,SINGRAULI_HYDRO,ANTA_GF,DADRI_LF,BSIUL,KISHANGANGA,PARBATI3,RAPPB,SIMHST1,ANTA_LF,AURY_CRF,MAPS,NJPC,NTPL,SEWA2,TALST2,URI2,ANTA_CRF,DADRT2,DULHASTI,FSTPP I & II,KOLDAM,NLCEXP,NLCTS2EXP,RIHAND2,SIMHST2,AURY_LF,AURY_RF
13,03:00-03:15,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.8,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.02,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

14,03:15-03:30,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.8,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.02,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

15,03:30-03:45,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.8,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.02,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

16,03:45-04:00,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.8,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.02,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

17,04:00-04:15,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.8,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.02,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

18,04:15-04:30,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.8,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.02,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

19,04:30-04:45,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,40.09,418.77,4.8,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,0,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

20,04:45-05:00,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,40.09,418.77,4.8,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,6.3,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

21,05:00-05:15,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,10.95,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,40.09,418.77,3.68,44.3,27.68,52.22,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,12.61,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

22,05:15-05:30,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,40.09,418.77,3.68,44.3,27.68,51.83,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,38.36,0,0,0,0,0,138.33,0,12.61,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

23,05:30-05:45,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,40.09,418.77,3.68,44.3,27.68,51.83,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,12.61,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

24,05:45-06:00,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,0,21.94,2.1,50.79,0,0,98.41,0,148.3,0,40.09,418.77,3.68,44.3,27.68,51.83,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,17.62,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

25,06:00-06:15,42.15,23.33,0,25.77,69.07,0,0,30.82,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,0,21.94,2.1,52.99,0,0,98.41,0,148.3,0,40.09,418.77,3.68,44.3,27.68,51.83,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

26,06:15-06:30,42.15,23.33,0,25.77,69.07,0,0,21.51,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,0,21.94,2.1,52.99,0,0,98.41,0,148.3,0,40.09,418.77,3.68,44.3,27.68,51.83,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,548.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

27,06:30-06:45,42.15,23.33,0,25.77,69.07,0,0,21.51,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,6.27,21.94,2.1,52.99,0,0,98.41,0,148.3,0,53.45,418.77,3.68,44.3,27.68,51.83,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

28,06:45-07:00,42.15,23.33,0,25.77,69.07,0,0,21.51,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,6.27,21.94,2.05,52.99,0,0,98.41,0,148.3,0,53.45,418.77,4.58,45,27.68,51.83,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,7.19,0,0,124.58,0,0,80.77

29,07:00-07:15,28.1,23.33,0,25.77,69.07,0,0,21.51,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,6.27,21.94,3.2,52.99,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.83,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,6.76,0,0,124.58,0,0,80.77

30,07:15-07:30,28.1,23.33,0,25.77,69.07,0,0,21.51,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,6.27,21.94,3.2,52.99,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,6.54,0,0,124.58,0,0,80.77

31,07:30-07:45,28.13,23.33,0,25.77,69.07,0,0,21.51,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,1.15,21.94,3.2,52.99,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,4.36,0,0,124.58,0,0,80.77

32,07:45-08:00,25.28,23.33,0,25.77,69.07,0,0,20.55,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,1.15,21.94,3.2,52.99,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,48.81,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,4.15,0,0,124.58,0,0,80.77

33,08:00-08:15,12.64,11.67,0,25.77,69.07,0,0,10.75,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,1.15,21.94,3.2,52.99,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,32.53,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,1.93,0,0,124.58,0,0,80.77

34,08:15-08:30,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,30.06,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,1.15,21.94,3.2,52.99,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,13.04,8.49,33.76,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,1.93,0,0,124.58,0,0,80.77

35,08:30-08:45,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,15.02,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,1.15,21.94,3.2,52.99,0,0,98.41,0,148.3,0,79.37,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,13.04,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

36,08:45-09:00,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,15.02,5.5,0,150.34,0,20,21.88,670.67,0,21.66,81.37,130.79,1.15,21.94,3.2,52.99,0,0,98.41,0,148.3,0,79.37,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,13.04,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

37,09:00-09:15,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,15.02,5.5,0,150.34,0,20,21.86,670.67,0,21.66,81.37,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.37,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,13.04,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

38,09:15-09:30,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,15.02,5.5,0,150.34,0,20,21.86,670.67,0,21.66,81.37,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.37,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,13.04,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

39,09:30-09:45,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,15.02,5.5,0,150.34,0,20,21.86,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.37,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,19.56,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

40,09:45-10:00,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,15.02,5.5,0,150.34,0,20,10.95,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.37,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,19.56,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

41,10:00-10:15,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,15.02,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,19.56,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

42,10:15-10:30,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,15.02,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,19.56,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

43,10:30-10:45,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,19.56,8.49,16.88,0,0,0,0,0,138.33,0,18.9,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

44,10:45-11:00,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,51.17,16.27,45.53,0,10.43,0,1.06,0,0,19.56,8.49,16.88,0,0,0,0,0,138.33,0,12.61,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

45,11:00-11:15,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,50.51,16.27,45.53,0,10.43,0,1.06,0,0,19.56,8.49,16.88,0,0,0,0,0,138.33,0,6.3,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

46,11:15-11:30,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,4.58,45,27.68,50.51,16.27,45.53,0,10.43,0,1.06,0,0,19.56,8.49,16.88,0,0,0,0,0,138.33,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

47,11:30-11:45,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,50.51,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,16.88,0,0,0,0,0,138.33,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

48,11:45-12:00,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,50.51,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,16.88,0,0,0,0,0,138.33,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

49,12:00-12:15,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,49.86,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,0,0,0,0,0,0,138.33,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

50,12:15-12:30,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,49.86,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,0,0,0,0,0,0,138.33,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

51,12:30-12:45,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,49.86,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,0,0,0,0,0,0,138.33,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

52,12:45-13:00,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,5.5,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,49.86,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,0,0,0,0,0,0,138.33,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

53,13:00-13:15,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,49.86,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

54,13:15-13:30,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,49.2,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

55,13:30-13:45,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,49.2,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

56,13:45-14:00,0,11.67,0,25.77,69.07,0,0,0,0,0,0,0,11.28,4.4,0,150.34,0,20,0,670.67,0,21.66,97.23,130.79,1.15,21.94,3.2,50.79,0,0,98.41,0,148.3,0,79.38,418.77,5.7,45,27.68,49.2,16.27,45.53,0,10.43,0,1.06,0,0,13.04,0,0,0,0,0,0,0,110.67,0,0,0,38.1,0,688.92,59.5,20.8,0,0,0,124.58,0,0,80.77

