Block,Time,LT-35,SH-07,LT-36,SH-06,L_NR_2012_02,L_NR_2020_05,L_NR_2022_10,L_NR_2019_05,L_NR_2012_07,LT_MEJA_Delhi,L_NR_2012_01,L_NR_2019_06,L_NR_2022_08,L_NR_2020_06,L_NR_2012_04,L_NR_2020_02,L_NR_2019_11,LT-59,L_NR_2022_09,L_NR_2019_07,LT-31,L_NR_2019_19,LT-05,L_NR_2020_07,L_NR_2021_15,L_NR_2021_12,L_NR_2018_61,L_NR_2021_17,L_NR_2021_13,L_NR_2021_16,L_NR_2021_14
8,01:45-02:00,0.000000,25.480000,0.000000,30.860000,73.150000,34.49,22.47,0,46.500000,6.380000,48.220000,0,5.83,11.5,271.270000,3.250000,3.140000,3.110000,22.47,0,0.000000,0.000000,70.390000,11.49,0,0,7.13,0,0,0,0

9,02:00-02:15,0.000000,26.030000,0.000000,26.030000,73.150000,34.6,22.37,0,46.500000,6.380000,48.220000,0,5.61,11.53,271.270000,3.150000,3.140000,3.030000,22.37,0,0.000000,0.000000,70.390000,11.55,0,0,7.09,0,0,0,0

10,02:15-02:30,0.000000,26.030000,0.000000,26.030000,73.150000,34.83,22.06,0,46.500000,6.380000,48.220000,0,5.51,11.61,271.270000,3.150000,3.140000,3.030000,22.06,0,0.000000,0.000000,70.390000,11.6,0,0,7.13,0,0,0,0

11,02:30-02:45,0.000000,26.030000,0.000000,26.030000,73.150000,35.08,21.94,0,46.500000,6.380000,48.220000,0,5.44,11.69,271.270000,3.150000,3.140000,3.030000,21.94,0,0.000000,0.000000,70.390000,11.69,0,0,7.1,0,0,0,0

12,02:45-03:00,0.000000,26.030000,0.000000,26.030000,73.150000,36.01,21.95,0,46.500000,6.380000,48.220000,0,5.37,12.01,271.270000,3.150000,3.140000,3.030000,21.95,0,0.000000,0.000000,70.390000,12,0,0,7.11,0,0,0,0

13,03:00-03:15,0.000000,26.030000,0.000000,26.030000,73.150000,36.44,21.99,0,46.500000,6.380000,48.220000,0,5.31,12.15,271.270000,3.150000,3.140000,3.030000,21.99,0,0.000000,0.000000,70.390000,12.15,0,0,7.12,0,0,0,0

14,03:15-03:30,0.000000,26.030000,0.000000,26.030000,73.150000,37.04,22.06,0,46.500000,6.380000,48.220000,0,5.27,12.35,271.270000,3.150000,3.140000,3.030000,22.06,0,0.000000,0.000000,70.390000,12.35,0,0,7.13,0,0,0,0

15,03:30-03:45,0.000000,26.030000,0.000000,26.030000,90.850000,37.78,22.19,0,46.500000,6.380000,46.510000,0,5.22,12.59,271.270000,3.150000,3.140000,3.380000,22.19,0,0.000000,0.000000,70.390000,12.6,0,0,7.09,0,0,0,0

16,03:45-04:00,0.000000,26.030000,0.000000,26.030000,90.850000,38.53,22.25,0,46.500000,6.380000,46.510000,0,5.18,12.84,271.270000,3.150000,3.140000,3.380000,22.25,0,0.000000,0.000000,70.390000,12.85,0,0,7.13,0,0,0,0

17,04:00-04:15,0.000000,26.030000,0.000000,26.030000,90.850000,39.1,24.68,0,46.500000,6.380000,75.440000,0,5.25,13.03,271.270000,3.060000,0.000000,3.380000,24.68,0,0.000000,0.000000,70.390000,13.04,0,0,7.1,0,0,0,0

18,04:15-04:30,0.000000,26.030000,0.000000,26.030000,90.850000,39.48,25.74,0,46.500000,6.380000,101.030000,0,5.24,13.16,271.270000,3.060000,0.000000,3.380000,25.74,0,0.000000,0.000000,70.390000,13.16,0,0,7.11,0,0,0,0

19,04:30-04:45,0.000000,26.030000,0.000000,26.030000,90.850000,39.83,26.21,0,46.500000,6.380000,101.030000,0,5.21,13.28,271.270000,3.060000,0.000000,3.380000,26.21,0,0.000000,0.000000,70.390000,13.28,0,0,7.12,0,0,0,0

20,04:45-05:00,0.000000,26.030000,0.000000,26.030000,90.850000,40.12,26.44,0,46.500000,6.380000,101.030000,0,5.16,13.37,271.270000,3.060000,0.000000,3.380000,26.44,0,0.000000,0.000000,66.220000,13.38,0,0,10.8,0,0,0,0

21,05:00-05:15,0.000000,26.030000,0.000000,26.030000,90.850000,40.19,26.54,0,46.500000,11.440000,101.030000,0,5.02,13.4,271.270000,3.060000,0.000000,3.300000,26.54,0,0.000000,0.000000,74.740000,13.38,0,0,10.53,0,0,0,0

22,05:15-05:30,0.000000,26.030000,0.000000,26.030000,90.850000,39.53,26.66,0,46.500000,11.440000,101.030000,0,4.85,13.18,271.270000,3.060000,0.000000,3.300000,26.66,0,0.000000,0.000000,83.260000,13.16,0,0,10.09,0,0,0,0

23,05:30-05:45,0.000000,25.480000,0.000000,30.860000,90.850000,37.84,26.47,0,46.500000,11.440000,101.030000,0,4.71,12.61,271.270000,3.060000,0.000000,3.300000,26.47,0,0.000000,0.000000,91.770000,12.63,0,0,9.69,0,0,0,0

24,05:45-06:00,0.000000,21.410000,0.000000,30.860000,90.850000,37.45,26.22,0,56.190000,11.440000,101.030000,0,4.58,12.48,271.270000,3.060000,0.000000,3.300000,26.22,0,0.000000,0.600000,100.290000,12.49,0,0,9.33,0,0,0,0

25,06:00-06:15,0.000000,25.480000,0.000000,30.860000,102.680000,35.4,22.84,1.55,60.480000,11.440000,101.030000,5.76,4.34,11.8,271.270000,3.060000,0.000000,3.300000,22.84,1.45,0.000000,4.850000,94.610000,11.79,0,0,8.93,0.17,0,0.33,0.03

26,06:15-06:30,0.120000,25.480000,0.120000,30.860000,126.790000,35.12,21.47,5.42,60.480000,11.440000,101.030000,12.23,4.18,11.71,271.270000,3.060000,0.000000,3.300000,21.47,4.02,0.120000,10.280000,86.090000,11.7,0.61,2.33,8.47,0.95,0.46,1.9,0.03

27,06:30-06:45,0.440000,25.480000,0.450000,30.860000,130.500000,33.97,20.92,12.48,56.190000,11.440000,101.030000,20.56,3.73,11.32,271.270000,3.060000,0.000000,3.300000,20.92,11.64,0.440000,16.260000,77.570000,11.32,1.57,7.73,8.05,2.42,1.54,4.83,1.32

28,06:45-07:00,1.070000,25.480000,1.100000,30.860000,90.850000,34.47,20.52,23.48,56.190000,11.440000,101.030000,32.34,3.66,11.49,271.270000,3.060000,0.000000,3.300000,20.52,18,1.070000,23.370000,69.070000,11.48,3.21,14.77,7.5,4.52,2.95,9.05,3.89

29,07:00-07:15,1.880000,25.480000,1.920000,30.860000,90.850000,33.88,20.18,33,56.190000,6.380000,101.030000,33,3.5,11.29,271.270000,3.060000,0.000000,3.220000,20.18,27,1.880000,31.760000,70.390000,11.3,5.87,23.78,7.27,11.67,4.76,23.33,7.61

30,07:15-07:30,3.040000,25.480000,3.120000,30.860000,90.850000,33.22,19.93,31,56.190000,6.380000,101.030000,31,3.32,11.07,271.270000,3.060000,0.000000,3.220000,19.93,31,3.040000,40.900000,70.390000,11.07,9.31,37.48,7.13,16.67,7.5,33.33,12.68

31,07:30-07:45,4.330000,25.480000,4.440000,30.860000,90.850000,32.13,19.68,31,56.190000,6.380000,101.030000,31,3.12,10.71,271.270000,3.060000,0.000000,3.220000,19.68,31,4.330000,50.660000,70.390000,10.71,12.97,54.29,7.1,21.33,10.86,42.67,18.96

32,07:45:08:00,5.680000,25.480000,5.820000,30.860000,90.850000,30.83,19.45,31,46.500000,6.380000,72.100000,31,2.97,10.28,271.270000,3.060000,0.000000,3.220000,19.45,31,5.680000,60.600000,70.390000,10.26,16.81,73.58,7.11,26.66,14.72,53.34,26.09

33,08:00-08:15,6.990000,26.030000,7.170000,26.030000,90.850000,29.31,12.68,31.33,56.190000,6.380000,101.030000,31.34,2.62,9.77,271.270000,2.970000,0.000000,3.070000,12.68,31.33,6.990000,69.820000,70.390000,9.76,25.36,94.08,7.12,32.33,18.82,64.67,34

34,08:15-08:30,8.290000,26.030000,8.500000,26.030000,90.850000,28.87,10.45,31.33,56.190000,6.380000,101.030000,31.34,2.41,9.62,271.270000,2.970000,0.000000,3.070000,10.45,31.33,8.290000,78.700000,70.390000,9.63,30.11,114.51,7.13,34.66,22.9,69.34,42.63

35,08:30-08:45,9.540000,26.030000,9.770000,26.030000,90.850000,22.42,9.06,31.33,56.190000,6.380000,101.030000,31.34,2.18,7.47,271.270000,2.970000,0.000000,3.070000,9.06,31.33,9.540000,88.000000,70.390000,7.49,34.47,135.3,7.09,37.66,27.06,75.34,48.94

36,08:45:09:00,10.730000,26.030000,11.000000,26.030000,66.730000,22.31,8.05,31.33,40.560000,6.380000,101.030000,31.34,1.93,7.44,231.480000,2.970000,0.000000,3.070000,8.05,31.33,10.730000,97.210000,70.390000,7.43,38.22,155.45,7.13,42.66,31.09,85.34,56.51

37,09:00:09:15,11.860000,26.030000,12.160000,26.030000,44.750000,22.27,11.13,31.33,40.560000,6.380000,101.030000,31.34,1.76,7.42,192.900000,2.970000,0.000000,3.070000,11.13,31.33,11.860000,100.880000,70.390000,7.43,41.04,173.81,7.1,44,34.76,88,62.63

38,09:15-09:30,12.860000,26.030000,13.180000,26.030000,44.750000,21.55,11.06,31.33,40.560000,11.440000,101.030000,31.34,2.94,7.18,192.900000,2.970000,0.000000,3.070000,11.06,31.33,12.860000,108.920000,70.390000,7.19,43.25,187.48,7.09,46,37.49,92,69.11

39,09:30-09:45,13.730000,26.030000,14.060000,26.030000,44.750000,21.08,11.05,31.33,40.560000,11.440000,101.030000,31.34,2.76,7.03,192.900000,2.970000,0.000000,3.070000,11.05,31.33,13.730000,115.720000,66.220000,7.02,46.3,205.47,6.88,48,41.09,96,74.87

40,09:45-10:00,14.590000,26.030000,14.960000,26.030000,44.750000,20.91,11.15,31.33,40.560000,11.440000,101.030000,31.34,2.81,6.97,192.900000,2.970000,0.000000,3.070000,11.15,31.33,14.590000,121.840000,66.220000,6.97,48.9,219.5,6.91,50,43.9,100,79.88

41,10:00-10:15,15.420000,26.030000,15.810000,26.030000,44.750000,20.74,11.11,31.33,40.560000,11.440000,101.030000,31.34,2.67,6.91,231.480000,2.970000,0.000000,2.990000,11.11,31.33,15.420000,126.400000,66.220000,6.92,50,233.48,6.88,50,46.7,100,84.73

42,10:15-10:30,16.050000,26.030000,16.440000,26.030000,44.750000,20.06,11.17,31.33,40.560000,11.440000,101.030000,31.34,2.86,6.69,271.270000,2.970000,0.000000,2.990000,11.17,31.33,16.050000,128.810000,66.220000,6.68,50,237.71,6.9,48.66,47.54,97.34,89.26

43,10:30-10:45,16.470000,26.030000,16.870000,26.030000,44.750000,20.06,11.18,31.33,40.560000,11.440000,101.030000,31.34,2.44,6.68,271.270000,2.970000,0.000000,2.990000,11.18,31.33,16.470000,129.790000,66.220000,6.69,50,237.71,6.84,47.33,47.54,94.67,92.35

44,10:45-11:00,17.020000,26.030000,17.440000,26.030000,44.750000,20.08,11.01,31.33,40.560000,11.440000,101.030000,31.34,2.56,6.69,271.270000,2.970000,0.000000,2.990000,11.01,31.33,17.020000,129.210000,66.220000,6.7,50,237.71,6.9,46.33,47.54,92.67,93.87

45,11:00-11:15,17.350000,26.030000,17.790000,26.030000,44.750000,20.5,11.15,31.33,33.660000,11.440000,72.100000,31.34,2.62,6.83,271.270000,2.970000,0.000000,2.990000,11.15,31.33,17.350000,129.320000,66.220000,6.83,50,237.71,6.86,46,47.54,92,94.95

46,11:15-11:30,17.770000,26.030000,18.210000,26.030000,44.750000,20.16,11.02,31.33,33.660000,11.440000,44.860000,31.34,2.45,6.72,271.270000,2.970000,0.000000,2.990000,11.02,31.33,17.770000,130.650000,66.220000,6.71,50,237.71,6.93,45.33,47.54,90.67,95.51

47,11:30-11:45,18.060000,26.030000,18.510000,26.030000,44.750000,20.36,11.14,31.33,33.660000,11.440000,44.860000,31.34,2.38,6.79,271.270000,2.970000,0.000000,2.990000,11.14,31.33,18.060000,131.120000,66.220000,6.79,50,250,6.81,45,50,90,95.58

48,11:45-12:00,18.040000,26.030000,18.490000,26.030000,44.750000,20.23,11.29,31.33,33.660000,11.440000,44.860000,31.34,2.41,6.74,271.270000,2.970000,0.000000,2.990000,11.29,31.33,18.040000,131.070000,66.220000,6.74,50,250,6.85,44.66,50,89.34,95.56

49,12:00-12:15,18.270000,26.030000,18.730000,26.030000,68.870000,20.23,11.03,31.33,50.440000,11.440000,44.860000,31.34,2.45,6.74,271.270000,3.060000,0.000000,3.260000,11.03,31.33,18.270000,132.710000,66.220000,6.75,50,250,6.87,44.66,50,89.34,95.55

50,12:15-12:30,18.320000,26.030000,18.780000,26.030000,84.410000,20.48,11.01,31.33,50.440000,11.440000,44.860000,31.34,2.56,6.83,271.270000,3.060000,0.000000,3.260000,11.01,31.33,18.320000,133.190000,66.220000,6.82,50,250,6.93,44.33,50,88.67,95.58

51,12:30-12:45,18.410000,26.030000,18.860000,26.030000,44.750000,20.33,11.1,31.33,31.480000,11.440000,44.860000,31.34,2.88,6.78,271.270000,3.060000,0.000000,3.260000,11.1,31.33,18.410000,133.060000,66.220000,6.78,50,248.54,6.9,44.33,49.71,88.67,95.56

52,12:45-13:00,18.460000,26.030000,18.920000,26.030000,44.750000,20.44,11.31,31.33,31.480000,11.440000,44.860000,31.34,2.75,6.81,271.270000,3.060000,0.000000,3.260000,11.31,31.33,18.460000,132.360000,66.220000,6.82,50,246.26,7.05,44.33,49.25,88.67,95.53

53,13:00-13:15,18.300000,26.030000,18.750000,26.030000,44.750000,20.3,11.09,31.33,31.480000,11.440000,44.860000,31.34,2.93,6.76,231.480000,3.150000,0.000000,3.260000,11.09,31.33,18.300000,130.770000,66.220000,6.77,50,244.38,7.45,44.33,48.87,88.67,95.43

54,13:15-13:30,18.150000,26.030000,18.610000,26.030000,44.750000,20.41,11.33,31.33,31.480000,11.440000,44.860000,31.34,2.68,6.8,192.900000,3.150000,0.000000,3.260000,11.33,31.33,18.150000,127.910000,66.220000,6.81,50,242.71,7.65,44.66,48.54,89.34,95.38

55,13:30-13:45,17.950000,26.030000,18.390000,26.030000,44.750000,20,11.12,31.33,31.480000,11.440000,44.860000,31.34,2.82,6.67,231.480000,3.150000,0.000000,3.260000,11.12,31.33,17.950000,123.100000,66.220000,6.67,50,241.04,8.45,45,48.21,90,95.42

56,13:45-14:00,17.460000,26.030000,17.900000,26.030000,44.750000,20.06,11.3,31.33,31.480000,11.440000,44.860000,31.34,2.85,6.69,271.270000,3.150000,0.000000,3.260000,11.3,31.33,17.460000,118.280000,66.220000,6.68,50,250,9.75,45.33,50,90.67,95.18

57,14:00-14:15,17.220000,26.110000,17.650000,26.110000,44.750000,20.48,11.05,31.33,31.480000,11.440000,44.860000,31.34,2.89,6.83,271.270000,3.250000,0.000000,3.340000,11.05,31.33,17.220000,113.850000,66.220000,6.82,50,250,6.85,45.66,50,91.34,94.23

58,14:15-14:30,16.830000,26.110000,17.250000,26.110000,72.570000,20.43,11.75,31.33,31.480000,11.440000,44.860000,31.34,2.88,6.81,271.270000,3.250000,0.000000,3.340000,11.75,31.33,16.830000,109.580000,66.220000,6.82,50,250,7.27,46,50,92,93.65

59,14:30-14:45,16.210000,26.110000,16.620000,26.110000,72.570000,20.19,12.19,31.33,47.120000,11.440000,44.860000,31.34,2.77,6.73,271.270000,3.250000,0.000000,3.340000,12.19,31.33,16.210000,104.150000,66.220000,6.73,50,246.57,7.65,46.33,49.31,92.67,92.52

60,14:45-15:00,15.650000,26.110000,16.040000,26.110000,72.570000,20.08,12.75,31.33,47.130000,11.440000,44.860000,31.34,2.75,6.69,271.270000,3.250000,0.000000,3.340000,12.75,31.33,15.650000,97.870000,66.220000,6.7,49.17,243.04,8.45,45.33,48.61,90.67,90.64

61,15:00-15:15,14.910000,26.110000,15.290000,26.110000,112.230000,20.16,14.02,31.33,47.030000,11.440000,44.860000,31.34,2.78,6.72,271.270000,2.780000,0.000000,3.340000,14.02,31.33,14.910000,87.980000,66.220000,6.72,46.51,238.23,9.27,43,47.65,86,86.34

62,15:15-15:30,13.960000,26.110000,14.300000,26.110000,112.230000,20.26,15.79,31.33,45.410000,11.440000,44.860000,31.34,2.79,6.75,271.270000,2.780000,0.000000,3.340000,15.79,31.33,13.960000,80.940000,66.220000,6.77,43.63,231.14,10.05,40.66,46.23,81.34,81.39

63,15:30-15:45,13.170000,26.110000,13.500000,26.110000,112.230000,20.42,17.18,31.33,45.950000,11.440000,44.860000,31.34,2.65,6.81,271.270000,2.780000,0.000000,3.410000,17.18,31.33,13.170000,73.280000,66.220000,6.8,44.04,211.31,15.28,39,42.26,78,76.8

64,15:45-16:00,12.300000,26.110000,12.610000,26.110000,130.500000,20.24,18.82,31.33,45.410000,11.440000,44.860000,31.34,2.74,6.75,271.270000,2.780000,0.000000,3.410000,18.82,31.33,12.300000,65.640000,94.610000,6.73,41.24,198.44,14.73,38,39.69,76,70.84

65,16:00-16:15,11.130000,26.110000,11.410000,26.110000,130.500000,20,19.43,31.33,63.290000,11.440000,44.860000,31.34,2.57,6.67,271.270000,3.060000,0.000000,3.410000,19.43,31.33,11.130000,58.350000,94.610000,6.67,37.79,182.02,14.05,35.33,36.41,70.67,64.85

66,16:15-16:30,10.110000,26.110000,10.360000,26.110000,130.500000,20.1,19.99,31.33,64.640000,11.440000,44.860000,31.34,2.72,6.7,271.270000,3.060000,0.000000,3.410000,19.99,31.33,10.110000,51.160000,94.610000,6.69,33.71,163.18,13.06,33,32.64,66,58.83

67,16:30-16:45,8.980000,26.110000,9.200000,26.110000,130.500000,20.38,20.26,31.33,63.290000,11.440000,44.860000,31.34,2.67,6.79,271.270000,3.060000,0.000000,3.490000,20.26,31.33,8.980000,42.820000,115.420000,6.8,29.39,152.27,12.46,30,30.46,60,52.2

68,16:45-17:00,7.690000,26.110000,7.880000,26.110000,130.500000,20.41,15.22,31.33,66.090000,11.440000,71.780000,31.34,2.54,6.8,271.270000,3.060000,0.000000,3.490000,15.22,31.33,7.690000,34.280000,115.420000,6.81,25.06,133.18,11.66,26.66,26.64,53.34,45.05

69,17:00-17:15,6.450000,26.110000,6.600000,26.110000,129.290000,20.44,15.55,33,66.090000,11.440000,43.400000,33,2.82,6.82,271.270000,3.060000,0.000000,3.490000,15.55,25,6.450000,26.290000,115.420000,6.81,21.48,113.25,15.08,23.66,22.65,47.34,37.57

70,17:15-17:30,5.180000,26.110000,5.300000,26.110000,129.290000,20.7,15.62,21.2,66.090000,11.440000,62.690000,33,2.63,6.9,271.270000,3.060000,0.000000,3.490000,15.62,15,5.180000,19.390000,115.420000,6.9,17.06,90.66,14.66,19.66,18.13,39.34,30.43

71,17:30-17:45,3.960000,26.110000,4.060000,26.110000,113.770000,20.4,16.33,9.34,66.090000,11.440000,91.630000,18.82,3,6.8,271.270000,3.340000,0.000000,3.490000,16.33,8.74,3.960000,13.560000,115.420000,6.79,12.52,69.09,14.06,13.33,13.82,26.67,23.19

72,17:45-18:00,2.880000,26.110000,2.940000,26.110000,113.770000,22.33,17.2,4.68,75.430000,11.440000,101.030000,11.93,3.83,7.44,271.270000,3.340000,0.000000,3.490000,17.2,2.7,2.880000,8.540000,94.610000,7.45,8.29,49.27,13.71,10,9.85,20,16.32

73,18:00-18:15,1.880000,29.420000,1.920000,25.690000,130.500000,24.01,17.04,0,71.730000,11.440000,101.030000,0,4.53,8,271.270000,3.340000,0.000000,3.570000,17.04,0,1.880000,4.520000,94.610000,8.01,4.69,31.18,13.07,6.67,6.23,13.33,10.47

74,18:15-18:30,1.160000,29.420000,1.190000,25.690000,130.500000,32.81,16.88,0,71.260000,11.440000,101.030000,0,5.28,10.94,271.270000,3.340000,0.000000,3.570000,16.88,0,1.160000,2.020000,103.120000,10.93,2.41,18.12,8.33,3.33,3.63,6.67,6.05

75,18:30-18:45,0.610000,29.420000,0.630000,25.690000,130.500000,33.19,18.95,0,70.550000,11.440000,101.030000,0,8.21,11.06,271.270000,3.340000,0.000000,3.570000,18.95,0,0.610000,0.700000,115.420000,11.06,1.02,9.91,7.84,1.67,1.98,3.33,3.01

76,18:45-19:00,0.000000,29.420000,0.000000,23.300000,130.500000,33.01,21.2,0,70.550000,11.440000,101.030000,0,8.4,11,271.270000,3.340000,0.000000,3.570000,21.2,0,0.000000,0.000000,115.420000,11,0.24,4.52,7.73,0.67,0.9,1.33,0.93

77,19:00-19:15,0.000000,29.420000,0.000000,29.420000,130.500000,33.03,22.51,0,75.430000,11.440000,101.030000,0,8.48,11.01,271.270000,3.340000,0.000000,3.570000,22.51,0,0.000000,0.000000,115.420000,11.01,0,0.82,7.68,0,0.16,0,0.03

78,19:15-19:30,0.000000,29.420000,0.000000,29.420000,130.500000,33.17,24.28,0,75.430000,11.440000,101.030000,0,8.54,11.06,271.270000,3.340000,0.000000,3.570000,24.28,0,0.000000,0.000000,115.420000,11.05,0,0,7.69,0,0,0,0.03

79,19:30-19:45,0.000000,29.420000,0.000000,29.420000,130.500000,34.31,24.02,0,75.430000,11.440000,101.030000,0,8.66,11.44,271.270000,3.710000,0.000000,3.570000,24.02,0,0.000000,0.000000,115.420000,11.43,0,0,7.33,0,0,0,0.03

80,19:45-20:00,0.000000,29.420000,0.000000,29.420000,130.500000,39.31,23.74,0,75.430000,11.440000,101.030000,0,8.75,13.1,271.270000,3.710000,0.000000,3.570000,23.74,0,0.000000,0.000000,115.420000,13.11,0,0,7.08,0,0,0,0

81,20:00-20:15,0.000000,29.900000,0.000000,29.900000,130.500000,39.81,23.56,0,75.430000,11.440000,101.030000,0,8.42,13.27,271.270000,3.570000,0.000000,3.490000,23.56,0,0.000000,0.000000,115.420000,13.27,0,0,6.58,0,0,0,0

82,20:15-20:30,0.000000,29.900000,0.000000,29.900000,130.500000,39.69,23.21,0,75.430000,11.440000,101.030000,0,8.46,13.23,271.270000,3.570000,0.000000,3.490000,23.21,0,0.000000,0.000000,115.420000,13.23,0,0,5.48,0,0,0,0

83,20:30-20:45,0.000000,29.900000,0.000000,29.900000,130.500000,40.19,22.94,0,75.430000,11.440000,101.030000,0,8.43,13.4,271.270000,3.570000,0.000000,3.490000,22.94,0,0.000000,0.000000,115.420000,13.38,0,0,5.45,0,0,0,0

84,20:45-21:00,0.000000,29.900000,0.000000,29.900000,130.500000,40.83,22.76,0,75.430000,11.440000,101.030000,0,8.58,13.61,271.270000,3.570000,0.000000,3.490000,22.76,0,0.000000,0.000000,115.420000,13.62,0,0,5.6,0,0,0,0

85,21:00-21:15,0.000000,29.900000,0.000000,29.900000,130.500000,32.63,23.16,0,75.430000,11.440000,101.030000,0,8.44,10.88,271.270000,3.480000,0.000000,3.490000,23.16,0,0.000000,0.000000,115.420000,10.87,0,0,5.57,0,0,0,0

86,21:15-21:30,0.000000,29.900000,0.000000,29.900000,130.500000,32.49,23.68,0,75.430000,11.440000,101.030000,0,5.35,10.83,271.270000,3.480000,0.000000,3.490000,23.68,0,0.000000,0.000000,115.420000,10.83,0,0,5.53,0,0,0,0

87,21:30-21:45,0.000000,29.900000,0.000000,23.580000,130.500000,32.2,25.54,0,75.430000,11.440000,101.030000,0,5.3,10.73,271.270000,3.480000,0.000000,3.490000,25.54,0,0.000000,0.000000,115.420000,10.74,0,0,5.57,0,0,0,0

88,21:45-22:00,0.000000,29.900000,0.000000,23.580000,130.500000,31.81,24.93,0,75.430000,11.440000,101.030000,0,5.25,10.6,271.270000,3.480000,0.000000,3.490000,24.93,0,0.000000,0.000000,115.420000,10.6,0,0,5.58,0,0,0,0

89,22:00-22:15,0.000000,30.380000,0.000000,23.680000,130.500000,32.33,23.76,0,75.430000,11.440000,101.030000,0,5.19,10.78,271.270000,3.390000,0.000000,3.410000,23.76,0,0.000000,0.000000,115.420000,10.77,0,0,5.57,0,0,0,0

90,22:15-22:30,0.000000,30.380000,0.000000,23.680000,130.500000,27.49,22.58,0,75.430000,11.440000,101.030000,0,5.14,9.16,271.270000,3.390000,0.000000,3.410000,22.58,0,0.000000,0.000000,115.420000,9.17,0,0,5.57,0,0,0,0

91,22:30-22:45,0.000000,30.380000,0.000000,23.680000,130.500000,27.04,21.99,0,75.430000,11.440000,101.030000,0,5.1,9.01,271.270000,3.390000,0.000000,3.650000,21.99,0,0.000000,0.000000,115.420000,9.02,0,0,5.57,0,0,0,0

92,22:45-23:00,0.000000,30.380000,0.000000,23.680000,130.500000,27.06,16.44,0,75.430000,11.440000,101.030000,0,5.07,9.02,271.270000,3.250000,0.000000,3.650000,16.44,0,0.000000,0.000000,115.420000,9.01,0,0,5.55,0,0,0,0

93,23:00-23:15,0.000000,30.380000,0.000000,23.680000,130.500000,26.82,15.84,0,75.430000,11.440000,101.030000,0,5.04,8.94,271.270000,3.250000,0.000000,3.650000,15.84,0,0.000000,0.000000,115.420000,8.94,0,0,5.61,0,0,0,0

94,23:15-23:30,0.000000,30.380000,0.000000,23.680000,130.500000,26.32,15.26,0,75.430000,11.440000,101.030000,0,5,8.77,271.270000,3.250000,0.000000,3.650000,15.26,0,0.000000,0.000000,115.420000,8.78,0,0,5.62,0,0,0,0

95,23:30-23:45,0.000000,30.380000,0.000000,23.680000,130.500000,26.07,14.7,0,75.430000,11.440000,101.030000,0,5,8.69,271.270000,3.250000,0.000000,3.650000,14.7,0,0.000000,0.000000,115.420000,8.69,0,0,5.51,0,0,0,0

96,23:45-24:00,0.000000,30.380000,0.000000,23.680000,130.500000,26.68,14.2,0,75.430000,11.440000,101.030000,0,5.01,8.89,271.270000,3.250000,0.000000,3.650000,14.2,0,0.000000,0.000000,115.420000,8.9,0,0,5.58,0,0,0,0

