Column1,Time,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/9482,GNA/WR/2025/03/01/6406,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2025/03/01/7500,GNA/WR/2025/01/01/9606,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2025/01/01/8625,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/1906,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/4651,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/2563,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/6891,NR/01102023/22052037/LT-59,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668
7,01:30-01:45,1.45,17.28,42,65.86,6.72,86.57,200,0,26.99,99.99,0,30.28,26.99,259.72,0,190.26,23.04,0,0,0,1.44,15.4,271.38,3.76,15.4,63.42,1.39,7,22.34,67,18,0,0,45.33,0,45.34,0,22.33,0,0,0,0,0,0,0,0,0

8,01:45-02:00,1.45,17.28,42,65.86,6.72,86.57,200,0,26.99,99.99,0,30.28,26.99,259.72,0,190.26,23.04,0,0,0,1.44,15.4,271.38,3.76,15.4,63.42,1.39,7,22.34,67,17.34,0,0,44,0,44,0,22.33,0,0,0,0,0,0,0,0,0

9,02:00-02:15,1.45,17.28,42,65.86,6.72,86.57,0,0,26.99,99.99,0,30.28,26.99,259.72,0,190.26,23.04,0,0,0,1.44,16.54,271.38,3.68,16.54,63.42,1.39,7,18.67,55.99,12.66,0,0,43.33,0,43.34,0,18.67,0,0,0,0,0,0,0,0,0

10,02:15-02:30,1.45,17.28,42,65.86,6.72,86.57,0,0,26.99,99.99,0,30.28,26.99,259.72,0,190.26,23.04,0,0,0,1.44,16.54,271.38,3.68,16.54,63.42,1.39,7,18.83,56.51,12.66,0,0,43,0,43,0,18.83,0,0,0,0,0,0,0,0,0

11,02:30-02:45,1.45,17.28,42,65.86,6.72,74.41,0,0,26.99,99.99,0,30.28,26.99,228.35,0,190.26,23.04,0,0,0,1.44,16.54,271.38,3.68,16.54,63.42,1.39,7,15.5,46.5,12.34,0,0,34,0,34,0,15.5,0,0,0,0,0,0,0,0,0

12,02:45-03:00,1.45,17.28,42,65.86,6.72,74.41,0,0,26.99,99.99,0,30.28,26.99,228.35,0,190.26,23.04,0,0,0,1.44,16.54,271.38,3.68,16.54,63.42,1.39,7,15.33,46.01,12.34,0,0,33.33,0,33.34,0,15.33,0,0,0,0,0,0,0,0,0

13,03:00-03:15,1.38,17.28,42,70,6.72,74.41,0,0,26.99,99.99,0,30.28,26.99,228.35,0,190.26,23.04,0,0,0,1.39,16.54,271.38,3.68,16.54,63.42,1.39,7,14.67,43.99,12,0,0,33,0,33,0,14.67,0,0,0,0,0,0,0,0,0

14,03:15-03:30,1.38,17.28,42,70,6.72,74.41,0,0,26.99,99.99,0,30.28,26.99,228.35,0,190.26,23.04,0,0,0,1.39,16.54,271.38,3.68,16.54,63.42,1.39,7,14,42,12,0,0,32.67,0,32.66,0,14,0,0,0,0,0,0,0,0,0

15,03:30-03:45,1.38,17.28,42,70,6.72,74.41,0,0,26.99,99.99,0,30.28,26.99,228.35,0,190.26,23.04,0,0,0,1.39,16.54,271.38,3.68,16.54,63.42,1.39,7,18.67,55.99,14.66,0,0,40,0,40,0,18.67,0,0,0,0,0,0,0,0,0

16,03:45-04:00,1.38,17.28,42,70,6.72,74.41,0,0,26.99,99.99,0,30.28,26.99,228.35,0,190.26,23.04,0,0,0,1.39,16.54,271.38,3.68,16.54,63.42,1.39,7,18.5,55.5,14,0,0,40.33,0,40.34,0,18.5,0,0,0,0,0,0,0,0,0

17,04:00-04:15,1.38,17.28,42,65.86,6.72,86.57,0,0,26.99,99.99,0,30.28,26.99,259.72,0,190.26,23.04,0,0,0,1.39,16.54,271.38,3.68,16.54,63.42,1.39,7,17.83,53.51,13.34,0,0,40.67,0,40.66,0,17.83,0,0,0,0,0,0,0,0,0

18,04:15-04:30,1.38,17.28,42,65.86,6.72,86.57,0,0,26.99,99.99,0,30.28,26.99,259.72,0,190.26,23.04,0,0,0,1.39,16.54,271.38,3.68,16.54,63.42,1.39,7,17.83,53.51,12.66,0,0,41.33,0,41.34,0,17.83,0,0,0,0,0,0,0,0,0

19,04:30-04:45,1.38,17.28,42,74.33,6.72,86.57,0,0,26.99,99.99,0,29.77,26.99,259.72,0,190.26,23.04,0,0,0,1.39,15.4,271.38,3.68,15.4,63.42,1.39,7,21,63,17.34,0,0,37.67,0,37.66,0,21,0,0,0,0,0,0,0,0,0

20,04:45-05:00,1.38,17.28,42,82.8,6.72,86.57,0,0,26.99,99.99,0,28.77,26.99,259.72,0,190.26,23.04,0,0,0,1.39,15.4,271.38,3.68,15.4,63.42,1.39,7,20.83,62.51,16.66,0,0,38.67,0,38.66,0,20.83,0,0,0,0,0,0,0,0,0

21,05:00-05:15,1.31,17.28,42,91.27,6.72,86.57,0,0,26.99,99.99,0,28.77,26.99,259.72,0,190.26,23.04,0,0,0,1.39,15.4,271.38,3.68,15.4,63.42,1.39,7,20.33,61.01,16,0,0,38.33,0,38.34,0,20.33,0,0,0,0,0,0,0,0,0

22,05:15-05:30,1.31,17.28,42,114.79,6.72,86.57,0,0,26.99,99.99,0,28.77,26.99,259.72,0,190.26,23.04,0,0,0,1.39,15.4,271.38,3.68,15.4,63.42,1.39,7,20,60,15.34,0,0,37.67,0,37.66,0,20,0,0,0,0,0,0,0,0,0

23,05:30-05:45,1.31,17.28,42,114.79,6.72,86.57,0,0,19.71,99.99,0,28.77,19.71,259.72,0,190.26,23.04,0,0,0,1.39,15.4,271.38,3.68,15.4,63.42,1.39,7,22.67,67.99,18,0,0,37.67,0,37.66,0,22.67,0,0,0,0,0,0,0,0,0

24,05:45-06:00,1.31,17.28,42,114.79,6.72,86.57,0,0,19.71,99.99,0,29.27,19.71,259.72,0,190.26,23.04,0,0,0,1.39,15.4,271.38,3.68,15.4,63.42,1.39,7,22.67,67.99,18,0,0,37.67,0,37.66,0,22.67,0,0,0,0,0,0,0,0,0

25,06:00-06:15,1.45,17.28,42,114.79,6.72,86.57,0,0,26.99,99.99,0,29.27,26.99,259.72,0,0,23.04,0,0,0,1.35,15.4,271.38,3.58,15.4,0,1.39,7,22.67,67.99,18,0,0,41.33,0,41.34,0,22.67,0,0,0,0,0,0,0,0,0

26,06:15-06:30,1.45,17.28,42,114.79,6.72,86.57,0,0,26.99,99.99,0,29.27,26.99,259.72,0,0,23.04,0,0,0,1.35,15.4,271.38,3.58,15.4,0,1.39,7,22.17,66.49,18,0,13.98,40.67,14.07,40.66,0,22.17,0,0,0,0,0,0,0,0,0

27,06:30-06:45,1.45,17.28,42,114.79,6.72,86.57,0,0,32,99.99,0,29.27,32,259.72,0,0,23.04,0,0,0,1.35,15.4,271.38,3.58,15.4,0,1.39,7,21.67,64.99,17.66,0.63,20.7,39.33,20.81,39.34,1,21.67,0,0,0,0,0,0,0,0,0.54

28,06:45-07:00,1.45,17.28,42,114.79,6.72,86.57,0,0,32,99.99,0,27.76,32,259.72,0,0,27.83,0,0,0,1.35,15.4,271.38,3.58,15.4,0,1.39,7,21,63,17.34,5.84,32.2,38,32.3,38,4,21,1,1,0,1,0.03,1,0.14,0,0.32

29,07:00-07:15,1.38,17.28,0,114.79,6.72,86.57,0,0,32,99.99,0,27.25,32,259.72,0,0,29.77,0,0,0,1.35,17.21,271.38,3.58,17.21,0,1.39,7,19.33,58.01,16.34,12.36,32.05,37,32.05,37,10,19.33,3,7,3,4,1.12,3,5.58,1,0.74

30,07:15-07:30,1.38,17.28,0,65.86,6.72,86.57,0,0,32,99.99,0,27.25,32,259.72,0.25,0,31.94,0.25,0,0.25,1.35,18.48,271.38,3.58,18.48,0,1.39,7,17.67,52.99,15,20.85,32.57,36,32.57,36,15,17.67,7,10,5,7,2.96,5,14.79,3,3.23

31,07:30-07:45,1.38,17.28,0,65.86,6.72,86.57,0,0,32,99.99,0,27.25,32,259.72,1.1,0,28.44,1.1,0,1.1,1.35,22.3,271.38,3.58,22.3,0,1.39,7,18.33,55.01,17,30.55,31,34.67,31,34.66,24,18.33,10,10,7,14,5.65,5,28.22,6,8.62

32,07:45-08:00,1.38,17.28,0,65.86,6.72,86.57,0,0,32,99.99,0,26.75,32,259.72,2.31,0,32.16,2.31,0,2.31,1.35,22.3,271.38,3.58,22.3,0,1.39,7,18,54,16,41.04,28.66,33.33,28.67,33.34,28.67,18,16,17,12,25,9.14,8,45.67,10,14.12

33,08:00-08:15,1.38,17.28,0,65.86,6.72,63.94,0,0,32,99.99,0,26.75,25.87,194.1,3.75,0,43.19,3.75,0,3.75,1.35,24.17,271.38,3.58,24.17,0,1.39,7,17.5,52.5,14,51.67,31.24,28.33,31.23,28.34,31.23,17.5,24,30,16,53,13.22,15,66.1,22,23.99

34,08:15-08:30,1.38,17.28,0,65.86,6.72,63.94,0,0,32,99.99,0,26.24,25.87,194.1,5.23,0,43.19,5.23,0,5.23,1.35,24.17,271.38,3.58,24.17,0,1.39,7,14.83,44.51,11.66,62.32,31.56,24.33,31.57,24.34,31.57,14.83,33,37,23,70,17.7,18,88.51,30,31.55

35,08:30-08:45,1.38,17.28,0,65.86,6.72,63.94,0,0,26.99,99.99,0,26.24,25.87,194.1,6.71,0,43.19,6.71,0,6.71,1.35,24.17,271.38,3.58,24.17,0,1.39,7,12.17,36.49,9.34,72.4,32.66,30,32.67,30,32.67,12.17,43,47,25,91,22.15,23,110.73,39,39.39

36,08:45-09:00,1.38,17.28,0,70,6.72,63.94,0,0,26.99,99.99,0,26.24,25.87,194.1,8.21,0,43.19,8.21,0,8.21,1.35,24.17,271.38,3.58,24.17,0,1.39,7,9.67,28.99,7,82.09,32.66,28.33,32.67,28.34,32.67,9.67,50,57,30,109,26.7,29,133.47,46,48.66

37,09:00-09:15,1.31,17.28,0,70,6.72,63.94,0,0,26.99,99.99,0,26.24,25.87,194.1,9.7,0,25.91,9.7,0,9.7,1.35,16.54,271.38,3.58,16.54,0,1.39,7,12.5,37.5,7.34,99.31,32.66,26.67,32.67,26.66,32.67,12.5,59,65,33,130,30.88,32,154.37,55,56.78

38,09:15-09:30,1.31,17.28,0,70,6.72,63.94,0,0,26.99,99.99,0,26.24,25.87,194.1,10.96,0,25.36,10.96,0,10.96,1.35,16.54,271.38,3.58,16.54,0,1.39,7,10.83,32.51,7.34,107.52,32.66,25,32.67,25,32.67,10.83,66,73,36,144,34.76,36,173.77,61,64.93

39,09:30-09:45,1.31,17.28,0,70,6.72,63.94,0,0,26.99,99.99,0,26.24,25.87,194.1,12.17,0,27.34,12.17,0,12.17,1.35,16.54,271.38,3.58,16.54,0,1.39,7,9.17,27.49,7.34,115.12,32.66,21.67,32.67,21.66,32.67,9.17,72,80,39,154,38.33,40,191.62,66,72.25

40,09:45-10:00,1.31,17.28,0,70,6.72,63.94,0,0,26.99,99.99,0,26.24,25.87,194.1,13.19,0,29.38,13.19,0,13.19,1.35,16.54,271.38,3.58,16.54,0,1.39,7,7.67,22.99,7.34,121.99,32.66,20,32.67,20,32.67,7.67,78,85,41,165,41.58,43,207.87,70,78.89

41,10:00-10:15,1.31,17.28,0,65.86,6.72,49.91,0,0,26.99,99.99,0,26.24,26.99,194.1,14.3,0,32.73,14.3,0,14.3,1.39,16.54,271.38,3.49,16.54,0,1.39,7,7.5,22.5,7.34,127.71,32.66,16.67,32.67,16.66,32.67,7.5,83,90,42,175,47.01,45,235.03,75,88.57

42,10:15-10:30,1.31,17.28,0,65.86,6.72,49.91,0,0,26.99,99.99,0,25.73,26.99,163.17,15.12,0,35.88,15.12,0,15.12,1.39,16.54,271.38,3.49,16.54,0,1.39,7,7.5,22.5,7.34,134.95,32.66,17,32.67,17,32.67,7.5,89,97,43,186,47.5,48,237.5,79,93.74

43,10:30-10:45,1.31,17.28,0,70,6.72,49.91,0,0,26.99,99.99,0,25.23,26.99,134.37,15.85,0,37.72,15.85,0,15.85,1.39,16.54,271.38,3.49,16.54,0,1.39,5.6,7.5,22.5,7.34,140.99,32.66,14,32.67,14,32.67,7.5,93,99,45,196,47.5,49,237.5,84,98.33

44,10:45-11:00,1.31,17.28,0,70,6.72,49.91,0,0,26.99,99.99,0,25.23,26.99,134.37,16.52,0,38.68,16.52,0,16.52,1.39,16.54,271.38,3.49,16.54,0,1.39,5.6,7.5,22.5,7,146.72,32.66,14,32.67,14,32.67,7.5,95,100,47,207,47.5,50,237.5,88,98.33

45,11:00-11:15,1.31,17.28,0,70,6.72,49.91,0,0,26.99,99.99,0,25.23,26.99,134.37,17.13,0,39.45,17.13,0,17.13,1.39,16.54,271.38,3.49,16.54,0,1.39,5.6,7.5,22.5,7,151.51,32.66,14,32.67,14,32.67,7.5,98,100,49,210,47.5,50,237.5,90,98.33

46,11:15-11:30,1.31,17.28,0,70,6.72,49.91,0,0,26.99,99.99,0,25.23,26.99,134.37,17.66,0,39.83,17.66,0,17.66,1.39,16.54,271.38,3.49,16.54,0,1.39,5.6,7.5,22.5,7,155.62,32.66,14,32.67,14,32.67,7.5,98,100,49,210,47.5,50,237.5,90,98.33

47,11:30-11:45,1.31,17.28,0,70,14.4,49.91,0,0,26.99,99.99,0,25.23,26.99,134.37,17.66,0,39.81,17.66,0,17.66,1.39,16.54,271.38,3.49,16.54,0,1.39,5.6,7.5,22.5,7,155.79,32.66,18,32.67,18,32.67,7.5,98,100,49,210,47.5,50,237.5,90,98.33

48,11:45-12:00,1.31,17.28,0,70,14.4,49.91,0,0,26.99,99.99,0,25.23,26.99,134.37,17.66,0,37.91,17.66,0,17.66,1.39,16.54,271.38,3.49,16.54,0,1.39,5.6,7.5,22.5,7,155.79,32.66,17.67,32.67,17.66,32.67,7.5,98,100,50,210,47.5,50,237.5,90,98.33

49,12:00-12:15,1.31,17.28,0,70,14.4,49.91,0,0,26.99,71.2,0,25.23,26.99,134.37,17.66,0,37.75,17.66,0,17.66,1.44,16.54,271.38,3.49,16.54,0,1.39,5.6,7.5,22.5,7,155.79,32.66,17.67,32.67,17.66,32.67,7.5,98,100,50,210,47.5,50,237.5,90,98.33

50,12:15-12:30,1.31,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.66,0,37.48,17.66,0,17.66,1.44,16.54,230.35,3.49,16.54,0,1.39,5.6,7.5,22.5,7,155.79,32.06,17.67,32.07,17.66,32.07,7.5,98,100,50,210,47.5,50,237.5,90,98.33

51,12:30-12:45,1.31,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.66,0,37.42,17.66,0,17.66,1.44,16.54,191.96,3.49,16.54,0,1.39,5.6,7.5,22.5,7,155.79,31.9,16.67,31.9,16.66,31.9,7.5,98,100,50,210,47.5,50,237.5,90,98.33

52,12:45-13:00,1.31,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.66,0,36.89,17.66,0,17.66,1.44,16.54,191.96,3.49,16.54,0,1.39,5.6,7.5,22.5,7,155.79,31.56,16.33,31.57,16.34,31.57,7.5,98,100,50,210,47.5,50,237.5,90,98.33

53,13:00-13:15,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.66,0,36.04,17.66,0,17.66,1.44,16.54,149.26,3.58,16.54,0,1.39,5.6,7.5,22.5,7,155.79,31.56,16,31.57,16,31.57,7.5,98,100,50,210,47.5,50,237.5,90,98.33

54,13:15-13:30,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.66,0,33.64,17.66,0,17.66,1.44,16.54,149.26,3.58,16.54,0,1.39,5.6,7.5,22.5,7.34,154.14,31.56,15.67,31.57,15.66,31.57,7.5,98,100,50,210,47.5,50,237.5,90,98.33

55,13:30-13:45,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.66,0,32.34,17.66,0,17.66,1.44,16.54,149.26,3.58,16.54,0,1.39,5.6,7.5,22.5,7.66,149.79,31.56,16,31.57,16,31.57,7.5,98,100,50,210,47.5,50,237.5,90,98.33

56,13:45-14:00,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.66,0,32.42,17.66,0,17.66,1.44,16.54,149.26,3.58,16.54,0,1.39,5.6,7.5,22.5,8.34,144.43,31.56,16.67,31.57,16.66,31.57,7.5,98,100,49,210,47.5,50,237.5,90,98.33

57,14:00-14:15,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.66,0,31.62,17.66,0,17.66,1.49,16.54,149.26,3.58,16.54,0,1.39,5.6,8,24,9.34,142.16,31.56,30.67,31.57,30.66,31.57,8,98,100,48,210,47.5,50,237.5,90,98.33

58,14:15-14:30,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.23,26.99,134.37,17.22,0,32.65,17.22,0,17.22,1.49,16.54,149.26,3.58,16.54,0,1.39,5.6,9,27,10.66,139.24,31.56,31.33,31.57,31.34,31.57,9,95,100,47,210,47.5,50,237.5,90,98.33

59,14:30-14:45,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,25.73,26.99,134.37,16.53,0,34.34,16.53,0,16.53,1.49,16.54,149.26,3.58,16.54,0,1.39,5.6,10.17,30.49,12.34,132.44,31.56,32,31.57,32,31.57,10.17,93,97,46,203,47.5,48,237.5,87,98.33

60,14:45-15:00,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,26.24,26.99,134.37,15.94,0,35.21,15.94,0,15.94,1.49,16.54,191.96,3.58,16.54,0,1.39,5.6,11.33,34.01,14.34,125.86,31.56,32.67,31.57,32.66,31.57,11.33,92,93,44,196,47.5,47,237.5,84,98.33

61,15:00-15:15,1.38,17.28,0,70,14.4,49.91,0,0,26.99,52.79,0,26.75,26.99,134.37,15.28,0,36.6,15.28,0,15.28,1.49,16.54,230.35,3.58,16.54,0,1.39,5.6,10,30,10,119.95,32.06,27.67,32.07,27.66,32.07,10,87,75,40,168,47.5,37,237.5,72,96.67

62,15:15-15:30,1.38,17.28,0,70,14.4,49.91,0,0,26.99,81.58,0,26.75,26.99,134.37,14.46,0,36.8,14.46,0,14.46,1.49,16.54,271.38,3.58,16.54,0,1.39,5.6,10.33,31.01,10.66,113.46,32.06,27,32.07,27,32.07,10.33,83,78,38,158,46.78,39,233.9,67,94.85

63,15:30-15:45,1.38,17.28,0,65.86,14.4,49.91,0,0,26.99,99.99,0,27.25,26.99,134.37,13.55,0,36.15,13.55,0,13.55,1.49,16.54,271.38,3.58,16.54,0,1.39,5.6,10.67,31.99,11.34,107.45,32.06,25.33,32.07,25.34,32.07,10.67,77,73,35,148,43.46,37,217.29,64,89.5

64,15:45-16:00,1.38,17.28,0,65.86,14.4,49.91,0,0,26.99,99.99,0,27.25,26.99,163.17,12.5,0,35.23,12.5,0,12.5,1.49,16.54,271.38,3.58,16.54,0,1.39,5.6,11,33,12,98.09,32.06,24.67,32.07,24.66,32.07,11,73,64,33,133,39.83,32,199.12,57,83.4

65,16:00-16:15,1.45,17.28,0,65.86,14.4,63.94,0,0,26.99,99.99,0,27.76,26.99,194.1,11.42,0,34.68,11.42,0,11.42,1.49,16.54,271.38,3.58,16.54,0,1.39,6.4,11.33,34.01,12.66,89.22,32.06,25.33,32.07,25.34,32.07,11.33,65,57,30,123,36.26,28,181.29,52,77.3

66,16:15-16:30,1.45,17.28,0,65.86,14.4,63.94,0,0,26.99,99.99,0,27.76,26.99,194.1,10.17,0,33.53,10.17,0,10.17,1.49,16.54,271.38,3.58,16.54,0,1.39,7,11.67,34.99,13.34,78.25,32.06,26,32.07,26,32.07,11.67,58,50,27,106,32.52,25,162.57,46,70.74

67,16:30-16:45,1.45,17.28,0,65.86,14.4,74.41,0,0,26.99,99.99,0,27.76,26.99,229.31,7.84,0,32.57,7.84,0,7.84,1.49,16.54,271.38,3.58,16.54,0,1.39,9.4,12,36,15,66.12,32.66,28.33,32.67,28.34,32.67,12,49,43,24,88,28.66,22,143.29,37,60.3

68,16:45-17:00,1.45,17.28,0,65.86,14.4,74.41,0,0,26.99,99.99,0,27.76,26.99,259.72,6.65,0,31.15,6.65,0,6.65,1.49,16.54,271.38,3.58,16.54,0,1.39,9,12.5,37.5,16.66,54.97,32.66,30,32.67,30,32.67,12.5,41,37,20,74,24.8,18,124.02,31,52.96

69,17:00-17:15,1.45,17.28,0,65.86,14.4,86.57,0,0,26.99,99.99,100,28.26,26.99,259.72,5.35,0,43.19,5.35,0,5.35,1.54,25.4,271.38,3.68,25.4,0,1.39,11,15.17,45.49,16,42.18,32.66,30.33,32.67,30.34,32.67,15.17,33,30,12,60,21.13,15,105.62,25,44.93

70,17:15-17:30,1.45,17.28,0,65.86,14.4,86.57,0,0,26.99,99.99,100,29.27,26.99,259.72,4.01,0,43.19,4.01,0,4.01,1.54,25.4,271.38,3.68,25.4,0,1.39,10.6,15,45,15.34,30.54,24.54,31,24.68,31,18,15,27,23,9,46,17.44,12,87.18,19,37.74

71,17:30-17:45,1.45,17.28,0,65.86,14.4,86.57,0,0,26.99,99.99,100,30.28,26.99,259.72,2.78,0,43.19,2.78,0,2.78,1.54,25.4,271.38,3.68,25.4,0,1.39,10.2,14.83,44.51,15,21.42,14.52,31.67,14.6,31.66,8,14.83,20,16,7,32,13.05,8,65.23,13,29.38

72,17:45-18:00,1.45,17.28,0,65.86,14.4,86.57,0,0,26.99,99.99,100,30.28,26.99,259.72,1.63,0,43.19,1.63,0,1.63,1.54,25.4,271.38,3.68,25.4,0,1.39,9.8,14.67,43.99,15,12.56,4.5,32.67,4.52,32.66,1,14.67,13,10,4,18,9.09,5,45.45,7,19.85

73,18:00-18:15,1.45,11.81,0,114.79,14.4,86.57,0,50,32,99.99,100,30.28,32,259.72,0.8,0,43.19,0.8,0,0.8,1.54,22.96,271.38,3.68,22.96,0,1.39,9,11.5,34.5,14.66,0.42,0,38.67,0,38.66,0,11.5,8,5,3,7,3.51,2,17.57,3,14.28

74,18:15-18:30,1.45,11.81,0,114.79,14.4,86.57,0,50,32,99.99,100,30.28,32,259.72,0.24,0,43.19,0.24,0,0.24,1.54,22.96,271.38,3.68,22.96,0,1.39,8.6,11.67,34.99,14.66,0,0,39.33,0,39.34,0,11.67,5,3,1,4,2.42,1,12.1,1,7.9

75,18:30-18:45,1.45,11.81,0,114.79,14.4,86.57,50,50,31.51,99.99,100,30.78,31.51,259.72,0.05,0,43.19,0.05,0,0.05,1.54,22.96,271.38,3.68,22.96,0,1.39,8.2,11.83,35.51,14.34,0,0,40.33,0,40.34,0,11.83,2,1,0,1,1.33,0,6.63,0,3.01

