Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/2594,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/16/1380,GNA/NR/2025/02/01/5886,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,GNA/NR/2025/02/16/1676,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/2143,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12
7,01:30-01:45,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,6.2,0,7.5,15,22.5,7.33,7.5,0,15,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,6,0,7.5,15,22.5,7.33,7.5,0,15,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,6,0,7.5,15,22.5,7.33,7.5,0,15,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,6,0,7.5,15,22.5,7.33,7.5,0,15,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,5.8,0,7.5,15,22.5,7.33,7.5,0,15,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,5.8,0,7.5,15,22.5,7.33,7.5,0,15,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.47,28.26,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,5.2,0,10,23,30,7.33,10,0,23,0,0,130.72,0,0,75,7.93,8.65,53.83,271.78,70.12,23.78,45.18,1.38,28.26,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,4.8,0,10.17,24.66,30.49,7.33,10.17,0,24.67,0,0,130.72,0,0,75,7.93,8.65,53.83,271.78,70.12,23.78,45.18,1.38,28.26,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,4.6,0,10.33,26,31.01,7.33,10.33,0,26,0,0,130.72,0,0,75,7.93,8.65,53.83,271.78,70.12,23.78,45.18,1.38,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,4.4,0,10.5,28,31.5,7.33,10.5,0,28,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.38,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,4.4,0,10.67,27.34,31.99,7.33,10.67,0,27.33,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,4.2,0,10.67,28,31.99,7.33,10.67,0,28,0,0,130.72,0,0,75,7.93,8.65,70.17,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,4.2,0,11.67,27.34,34.99,10.33,11.67,0,27.33,0,0,130.72,0,0,75,7.93,8.65,99,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0.92,0,8.65,23.07,1.2,0,0,4,0,12.17,27,36.49,10.33,12.17,0,27,0,0,130.72,0,0,75,7.93,8.65,100.14,271.78,70.12,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0.92,0,8.65,23.07,1.16,0,0,4,0,14.5,27,43.5,10.67,14.5,0,27,0,0,130.72,0,0,75,7.93,8.65,100.14,271.78,65.98,23.78,45.18,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0.92,0,8.65,23.07,1.16,0,0,3.8,0,14.5,27,43.5,10.67,14.5,0,27,0,0,178.78,0,0,75,7.93,8.65,100.14,271.78,65.98,23.78,69.21,1.47,27.76,0.62,26.91,26.91,23.07,23.07,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0.92,0,8.65,23.07,1.16,0,0,3.8,0,14.5,27,43.5,11,14.5,0,27,0,0,226.84,0,0,75,7.93,8.65,100.14,271.78,65.98,23.78,86.7,1.47,27.76,0.62,13,13,23.07,23.07,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0.92,0,8.65,23.07,1.16,0,0,3.8,0,14.5,27,43.5,11,14.5,0,27,0,0,260.1,0,0,75,7.93,8.65,100.14,271.78,65.98,23.78,86.7,1.47,27.76,0.62,13,13,23.07,23.07,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0.92,0,8.65,23.07,1.16,0,0.01,4,0,14,28,42,10.67,14,0.73,28,0,0,260.1,0,0,75,0,8.65,100.14,271.78,82.91,0,86.7,1.47,27.25,0.62,13,13,23.07,23.07,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0.92,0,8.65,23.07,1.16,0,0.71,4,0,13.5,28.34,40.5,10.33,13.5,1.05,28.33,0,0,260.1,0,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,27.25,0.62,13,13,23.07,23.07,0,0,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0.92,0,8.65,23.07,1.16,0,3.27,4,1,12.83,28,38.51,10,12.83,2.75,28,0,0,260.1,0,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,26.24,0.62,13,13,23.07,23.07,0,0,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0.92,0,8.65,23.07,1.16,0,9.01,4,4,12,28,36,9.67,12,6.78,28,1.06,0,260.1,0,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,25.74,0.62,13,13,23.07,23.07,0,0,0,0.04,0,0,0

29,07:00-07:15,0,1,0,0,0.92,0,8.65,23.07,1.16,0,18.48,4.2,10,11.5,27,34.5,9.33,11.5,14.44,27,5.86,0,260.1,0,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.38,24.73,0.62,13,13,23.07,23.07,0,0,10,0.28,2,5,0

30,07:15-07:30,1,4,0.44,1,0.92,0,8.65,23.07,1.16,0,26.51,4.2,15,11.17,26,33.49,8.67,11.17,25.99,26,12.75,0,260.1,0,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.38,24.73,0.62,13,13,23.07,23.07,0,0,10,0.34,3,5,2.18

31,07:30-07:45,3,7,1.45,3,0.92,0,8.65,23.07,1.16,0,24.5,4.2,24,10.5,25.34,31.5,8.33,10.5,24.5,25.33,20.18,0,260.1,0,0.15,75,0,8.65,100.14,271.78,114.98,0,86.7,1.38,24.73,0.62,13,13,23.07,23.07,0.15,0.12,10,0.51,5,5,7.26

32,07:45-08:00,5,18,3.05,7,0.92,0,8.65,23.07,1.16,0,24.83,4.2,24.83,10.17,24.34,30.49,8,10.17,24.84,24.33,29.3,0,260.1,0,0.62,75,0,8.65,100.14,271.78,114.98,0,86.7,1.38,24.73,0.62,13,13,23.07,23.07,0.62,0.49,13,1.43,7,7,15.23

33,08:00-08:15,8,25,5.18,10,0.92,0,8.65,23.07,1.16,0,25.5,4,25.5,9.17,19.34,27.49,7.67,9.17,25.5,19.33,40.38,0,260.1,0,1.4,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,24.73,0.62,13,13,23.07,23.07,1.4,1.09,13,4.9,13,7,25.87

34,08:15-08:30,12,35,9.47,15,0.92,0,8.65,23.07,1.16,0,27.07,3.8,27.07,8,17.66,24,7.67,8,27.06,17.67,52.75,0,260.1,0,2.49,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,24.73,0.62,13,13,23.07,23.07,2.49,1.93,20,10.23,20,10,47.36

35,08:30-08:45,16,63,14.09,27,0.92,0,8.65,23.07,1.16,0,28.57,3.8,28.57,7,16.34,21,7.67,7,28.56,16.33,65.32,0,260.1,0,3.9,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,24.73,0.62,0,13,23.07,23.07,3.9,3.01,27,18.79,28,13,70.46

36,08:45-09:00,21,81,18.6,34,0.92,0,8.65,23.07,1.16,0,28.57,3.6,28.57,7,15.66,21,7.67,7,28.56,15.67,76.95,0,260.1,0,6.05,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,24.73,0.62,0,13,23.07,23.07,6.05,4.68,40,27.09,38,20,93.02

37,09:00-09:15,25,102,23.01,43,0.92,0,8.65,23.07,1.16,0,28.57,3.4,28.57,7,15,21,7.33,7,28.56,15,87.74,0,260.1,0,7.67,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,24.73,0.62,25,25,23.07,23.07,7.67,5.92,50,35.94,47,25,115.07

38,09:15-09:30,28,119,27.18,51,0.92,0,8.65,23.07,1.16,0,29.57,3.4,29.57,7,14.66,21,6.67,7,29.56,14.67,98.04,0,260.1,0,9.14,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,23.72,0.62,25,25,23.07,23.07,9.14,7.07,57,46.51,54,28,135.87

39,09:30-09:45,31,133,31.18,57,0.92,0,8.65,23.07,1.16,0,29.57,3.4,29.57,7,14,21,6.67,7,29.56,14,107.7,0,260.1,0,10.41,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,0,0.62,27,27,23.07,23.07,10.41,8.05,63,62.47,64,32,155.89

40,09:45-10:00,34,147,34.78,63,0.92,0,8.65,23.07,1.16,0,29.57,3.4,29.57,7,14,21,6.67,7,29.56,14,116.35,0,260.1,0,11.65,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,0,0.62,27,27,23.07,23.07,11.65,9,73,70.19,71,37,173.9

41,10:00-10:15,36,158,38.8,67,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,123.81,0,225.81,0,13.1,75,0,8.65,100.14,271.78,65.98,0,76.21,1.47,0,0.62,3,3,23.07,23.07,13.1,10.12,80,77.13,77,40,194.01

42,10:15-10:30,38,168,41.63,72,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,130.31,0,225.81,0,14.09,75,0,8.65,100.14,271.78,65.98,0,76.21,1.47,0,0.62,3,3,23.07,23.07,14.09,10.89,83,83.19,82,42,208.15

43,10:30-10:45,41,179,45.69,76,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,136,0,225.81,0,15.17,75,0,8.65,100.14,271.78,89.54,0,76.21,1.47,0,0.62,3,3,23.07,23.07,15.17,11.73,90,88.61,89,45,228.42

44,10:45-11:00,43,186,46.67,79,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,141.08,0,225.81,0,15.96,75,0,8.65,100.14,271.78,81.05,0,76.21,1.47,0,0.62,3,3,23.07,23.07,15.96,12.33,93,93.33,91,47,233.33

45,11:00-11:15,45,200,46.67,85,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,146.12,0,225.81,0,16.8,75,0,8.65,100.14,271.78,72.57,0,76.21,1.38,0,0.62,3,3,23.07,23.07,16.8,12.98,97,97.47,92,48,233.33

46,11:15-11:30,46,203,46.67,87,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,151.01,0,194.83,0,17.49,75,0,8.65,100.14,271.78,70.12,0,76.21,1.38,0,0.62,3,3,23.07,23.07,17.49,13.51,97,100,94,48,233.33

47,11:30-11:45,47,203,46.67,87,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,155.02,0,154.75,0,17.49,75,0,8.65,100.14,271.78,70.12,0,74.52,1.38,0,0.62,3,3,23.07,23.07,17.49,13.51,97,100,95,48,233.33

48,11:45-12:00,48,203,46.67,87,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,158.27,0,135.53,0,17.49,75,0,8.65,100.14,271.78,70.12,0,74.52,1.38,0,0,3,3,23.07,23.07,17.49,13.51,97,100,95,48,233.33

49,12:00-12:15,48,203,46.67,87,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,157.7,0,135.53,0,17.49,75,0,8.65,100.14,271.78,70.12,0,74.52,1.47,0,0.62,3,3,23.07,23.07,17.49,13.51,97,100,95,48,233.33

50,12:15-12:30,48,203,46.67,87,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,159.33,0,135.53,0,17.49,75,0,8.65,100.14,271.78,70.12,0,74.52,1.47,0,0.62,3,3,23.07,23.07,17.49,13.51,97,100,95,48,233.33

51,12:30-12:45,48,203,46.67,87,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,159.97,0,135.53,0,17.49,75,0,8.65,81.7,249.91,70.12,0,64.04,1.47,0,0.62,3,3,23.07,23.07,17.49,13.51,97,100,95,48,233.33

52,12:45-13:00,48,203,46.67,87,0.92,0,8.65,23.07,1.16,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,159.66,0,135.53,0,17.49,75,0,8.65,52.87,230.69,70.12,0,45.18,1.47,0,0.62,3,3,23.07,23.07,17.49,13.51,97,100,95,48,233.33

53,13:00-13:15,48,203,46.67,87,0.92,0,8.65,23.07,1.2,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,158.1,0,135.53,0,17.49,75,0,8.65,52.87,211.46,70.12,0,45.18,1.47,0,0.62,3,3,23.07,23.07,17.49,13.51,97,100,95,48,233.33

54,13:15-13:30,48,203,46.67,87,0.92,0,8.65,23.07,1.2,0,29.57,6,29.57,7,14,21,6.67,7,29.56,14,155.52,0,135.53,0,17.49,75,0,8.65,52.87,230.69,70.12,0,45.18,1.47,0,0.62,3,3,23.07,23.07,17.49,13.51,97,100,95,48,233.33

55,13:30-13:45,48,203,46.67,87,0.92,0,8.65,23.07,1.2,0,29.57,6,29.57,7,13.34,21,6.67,7,29.56,13.33,151.85,0,135.53,0,17.49,75,0,8.65,52.87,211.46,70.12,0,45.18,1.47,0,0.62,3,30,22.11,23.07,17.49,13.51,97,100,93,48,233.33

56,13:45-14:00,47,203,46.67,87,0.92,0,8.65,23.07,1.2,0,29.57,6,29.57,7,13.34,21,6.67,7,29.56,13.33,147.43,0,135.53,0,17.49,75,0,8.65,52.87,211.46,70.12,0,45.18,1.47,0,0.62,3,30,22.11,23.07,17.49,13.51,97,100,92,48,233.33

57,14:00-14:15,46,200,46.67,85,0.92,0,8.65,23.07,1.2,0,29.57,6,29.57,7,13.34,21,6.67,7,29.56,13.33,142.26,0,135.53,0,17.49,75,0,8.65,52.87,211.46,70.12,0,45.18,1.47,0,0.62,3,30,22.11,23.07,17.49,13.51,97,100,92,48,233.33

58,14:15-14:30,45,196,46.67,84,0.92,0,8.65,23.07,1.2,0,29.57,6.4,29.57,7,13.34,21,6.67,7,29.56,13.33,136.58,0,135.53,0,16.97,75,0,8.65,52.87,230.69,70.12,0,45.18,1.47,0,0.62,3,30,22.11,23.07,16.97,13.11,97,100,91,48,233.33

59,14:30-14:45,43,193,46.67,82,0.92,0,8.65,23.07,1.2,0,29.57,6.8,29.57,7,13.34,21,6.67,7,29.56,13.33,130.57,0,135.53,0,16.31,75,0,8.65,100.14,249.91,70.12,0,45.18,1.47,0,0.62,3,30,22.11,23.07,16.31,12.61,97,100,90,48,233.33

60,14:45-15:00,42,186,46.67,79,0.92,0,8.65,23.07,1.2,0,29.57,7.2,29.57,7,13.34,21,6.67,7,29.56,13.33,124.04,0,135.53,0,15.66,75,0,8.65,100.14,271.78,70.12,0,45.18,1.47,0,0.62,3,30,22.11,23.07,15.66,12.1,90,97.89,87,45,233.33

61,15:00-15:15,40,175,46.45,75,0.92,0,8.65,23.07,1.2,0,29.57,8.8,29.57,7,13.34,21,6.67,7,29.56,13.33,116.66,0,135.53,0,14.81,75,0,8.65,100.14,271.78,70.12,0,45.18,1.38,0,0.62,3,30,22.11,23.07,14.81,11.45,87,94.38,86,43,232.26

62,15:15-15:30,38,165,44.13,70,0.92,0,8.65,23.07,1.2,0,29.57,9.8,29.57,7,13.34,21,6.67,7,29.56,13.33,108.29,0,135.53,0,13.9,75,0,8.65,100.14,271.78,70.12,0,45.18,1.38,0,0.62,3,30,22.11,23.07,13.9,10.74,81,90.29,83,41,220.62

63,15:30-15:45,35,154,41.04,66,0.92,0,8.65,23.07,1.2,0,29.57,10.4,29.57,7,13.34,21,6.67,7,29.56,13.33,98.99,0,135.53,0,12.85,75,0,8.65,100.14,271.78,70.12,0,45.18,1.38,0,0.62,3,30,22.11,23.07,12.85,9.93,77,85.53,76,38,205.17

64,15:45-16:00,32,140,37.65,60,0.92,0,8.65,23.07,1.2,0,29.57,10.8,29.57,7,13.34,21,6.67,7,29.56,13.33,88.79,0,135.53,0,11.68,75,0,8.65,100.14,271.78,70.12,0,45.18,1.38,0,0.62,3,30,22.11,23.07,11.68,9.02,70,79.89,71,35,188.22

65,16:00-16:15,29,126,34.37,54,0.92,0,8.65,23.07,1.2,0,29.57,11.41,29.57,7,13.34,21,6.67,7,29.56,13.33,78.07,0,135.53,0,10.38,75,0,8.65,100.14,271.78,70.12,0,45.18,1.47,0,0.62,29,29,22.11,23.07,10.38,8.02,60,73.58,64,30,171.86

66,16:15-16:30,26,109,30.99,46,0.92,0,8.65,23.07,1.2,0,29.57,11.61,29.57,7,13.34,21,6.67,7,29.56,13.33,66.91,0,165.99,0,9.01,75,0,8.65,100.14,271.78,70.12,0,57.35,1.47,0,0.62,29,29,22.11,23.07,9.01,6.95,53,66.53,57,27,154.94

67,16:30-16:45,22,91,27.32,39,0.92,0,8.65,23.07,1.2,0,29.57,11.81,29.57,7,13.34,21,6.67,7,29.56,13.33,55.2,0,229.12,0,7.47,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,0,0.62,29,29,22.11,23.07,7.47,5.77,47,58.93,48,23,136.62

68,16:45-17:00,17,74,23.25,31,0.92,0,8.65,23.07,1.2,0,29.57,11.81,29.57,7,13.34,21,6.67,7,29.56,13.33,43.13,0,260.1,0,5.85,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,0,0.62,29,29,22.11,23.07,5.85,4.53,40,50.85,43,20,116.25

69,17:00-17:15,12,56,18.89,24,0.92,0,8.65,23.07,1.25,0,29.57,11.81,29.57,7,13.34,21,6.67,7,29.56,13.33,31.34,0,260.1,0,4.07,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,0,0.62,29,29,22.11,23.07,4.07,3.14,29,42.56,33,15,94.46

70,17:15-17:30,8,39,14.68,16,0.92,0,8.65,23.07,1.25,0,24.01,11.81,18,7,13.34,21,6.67,7,18.87,13.33,20.7,0,260.1,0,2.83,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,0,0.62,29,29,22.11,23.07,2.83,2.19,22,34.26,23,11,73.4

71,17:30-17:45,5,21,10.58,9,0.92,0,8.65,23.07,1.25,0,12.88,11.61,8,7,13.34,21,6.67,7,10.08,13.33,12.39,0,260.1,0,1.8,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,0,0.62,29,29,22.11,23.07,1.8,1.39,13,26.11,14,7,52.92

72,17:45-18:00,3,11,6.87,4,0.92,0,8.65,23.07,1.25,0,5.64,11.61,1,7,13.34,21,6.67,7,4.64,13.33,6.72,0,260.1,0,1.02,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,0,0.62,29,29,22.11,23.07,1.02,0.78,7,17.49,9,3,34.33

73,18:00-18:15,1,4,3.89,1,0.92,0,8.65,23.07,1.25,0,0,12.21,0,7,13.34,21,6.67,7,0,13.33,2.48,200,260.1,50,0.45,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,27.76,0.62,29,29,22.11,23.07,0.45,0.34,2,10.65,5,1,19.43

74,18:15-18:30,1,1,1.61,1,0.92,0,8.65,23.07,1.25,0,0,12.41,0,7,13.34,21,6.67,7,0,13.33,0,200,260.1,50,0.11,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,28.26,0.62,29,29,22.11,23.07,0.11,0.09,1,4.63,2,0,8.05

75,18:30-18:45,0,0,0.48,0,0.92,50,8.65,23.07,1.25,0,0,13.81,0,7,13.34,21,6.67,7,0,13.33,0,200,260.1,50,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,28.77,0.62,29,29,22.11,23.07,0,0,0,0.91,0,0,2.37

76,18:45-19:00,0,0,0.01,0,0.92,50,8.65,23.07,1.25,0,0,13.81,0,7,13.34,21,6.67,7,0,13.33,0,200,260.1,50,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.47,28.77,0.62,29,29,22.11,23.07,0,0,0,0.06,0,0,0.07

77,19:00-19:15,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,13.41,0,7,13.34,21,6.67,7,0,13.33,0,200,260.1,50,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.38,28.77,0.62,29,29,22.11,23.07,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,13.01,0,7,13.34,21,6.67,7,0,13.33,0,200,260.1,50,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.38,28.26,0.62,29,29,22.11,23.07,0,0,0,0,0,0,0

