Block,Time,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/31052040/LT-31,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/30122023/31122023/IEX_231227_05964,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/23122023/31122023/HP-21,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/23122023/31122023/HP-17,NR/01102023/06022042/L_NR_2012_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/23122023/31122023/SJVN231223NR1310,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/23122023/31122023/SJVN231223NR1309,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12
61,15:00-15:15,25.370000,1.300000,0.000000,21.190000,11.560000,11.140000,5.780000,40.450000,14.450000,270.870000,1.010000,96.310000,8.190000,100.880000,1.670000,251.460000,96.310000,25.370000,11.140000,0.000000,11.420000,0.000000,260.610000,37.17,31.49,12.39,28.89,151,0,48.16,17.95,63.24,33,12.4,64,71.771142,31.48,12.53,9.69,24.08,0,31.48,67,33.85,17.95,41.1,205.52

62,15:15-15:30,25.370000,1.300000,0.000000,21.190000,11.560000,10.110000,5.780000,40.450000,14.450000,270.870000,1.010000,96.310000,8.190000,100.880000,1.670000,251.460000,96.310000,25.370000,10.110000,0.000000,10.360000,0.000000,260.610000,37.34,31.49,12.45,28.89,137,0,48.16,19.69,57.64,30,12.44,58,63.322898,31.48,12.73,9.87,24.08,0,31.48,60,30.5,19.69,38.06,190.29

63,15:30-15:45,25.370000,1.300000,0.000000,21.190000,11.560000,9.010000,5.780000,40.450000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,96.310000,25.370000,9.010000,0.000000,9.230000,0.000000,260.610000,37.33,31.49,12.44,28.89,112,0,48.16,20.51,51.92,27,12.44,48,54.40747,31.48,12.82,10.09,21.77,0,31.48,53,27.5,20.51,34.82,174.09

64,15:45-16:00,30.820000,1.300000,0.000000,22.150000,11.560000,7.830000,5.780000,40.450000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,96.310000,24.270000,7.830000,0.000000,8.030000,0.000000,260.610000,38.4,31.49,12.8,28.89,98,0,48.16,20.74,45.95,23,12.8,42,45.336314,31.48,12.8,10.27,12.33,0,31.48,47,24.5,20.74,31.42,157.11

65,16:00-16:15,30.820000,1.300000,0.000000,22.150000,11.560000,6.590000,5.780000,40.450000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,96.310000,24.270000,6.590000,0.000000,6.750000,0.000000,260.610000,36.51,21.33,12.17,28.89,84,0,48.16,19.7,39.39,20,12.17,36,36.041299,21.6,12.45,13.93,5.39,0,24,40,21.1,19.7,27.53,137.65

66,16:15-16:30,30.820000,1.300000,0.000000,22.150000,11.560000,5.140000,5.780000,33.950000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,96.310000,24.270000,5.140000,0.000000,5.270000,0.000000,260.610000,37.12,5.94,12.38,0,70,0,48.16,18.97,32.31,17,12.37,30,26.405629,11,12.1,14.37,0,0,10,33,16.29,18.97,23.85,119.28

67,16:30-16:45,30.820000,1.300000,0.000000,22.150000,11.560000,3.660000,5.780000,23.110000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,117.880000,6.530000,3.660000,0.000000,3.750000,0.000000,260.610000,38.01,2.22,12.67,0,56,0,48.16,29.41,24.89,13,12.67,24,17.246876,5,11.73,15.38,0,0,2,27,12,29.41,19.78,98.9

68,16:45-17:00,30.820000,1.300000,0.000000,22.150000,11.560000,2.260000,5.780000,12.280000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,117.880000,6.530000,2.260000,0.000000,2.320000,0.000000,260.610000,38.51,1,12.84,0,42,0,48.16,30.1,17.16,10,12.83,18,10.41431,1,11.19,15.87,0,0,0,20,8,30.1,16.19,80.93

69,17:00-17:15,30.820000,1.300000,0.000000,22.150000,11.560000,1.230000,5.780000,1.440000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,117.880000,30.820000,1.230000,0.000000,1.260000,0.000000,260.610000,39.01,0,13,0,25,0,48.16,31.58,7.85,7,13.01,10,5.022228,0,11.04,15.95,0,0,0,13,5,31.58,11.87,59.34

70,17:15-17:30,30.820000,1.300000,0.000000,23.110000,11.560000,0.530000,5.780000,0.000000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,117.880000,30.820000,0.530000,0.000000,0.540000,0.000000,260.610000,41.01,0,13.67,0,11,0,48.16,32.36,0.36,2,13.67,4,1.927134,0,11.01,16.21,0,0,0,5,2,32.36,8.08,40.41

71,17:30-17:45,30.820000,0.000000,0.000000,24.080000,11.560000,0.170000,5.780000,0.000000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,117.880000,6.530000,0.170000,0.000000,0.170000,0.000000,260.610000,41.62,0,13.88,0,2,0,48.16,35.34,0,1,13.87,1,0.262791,0,10.07,16.83,0,0,0,1,1,35.34,4.84,24.22

72,17:45-18:00,30.820000,0.000000,0.000000,24.080000,11.560000,0.020000,5.780000,0.000000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,251.460000,117.880000,6.530000,0.020000,0.000000,0.020000,0.000000,260.610000,42.51,0,14.17,0,0,0,48.16,40.02,0,0,14.17,0,0,0,10.21,17.41,0,0,0,0,0,40.02,2.97,14.88

73,18:00-18:15,30.820000,1.220000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,147.720000,117.880000,6.530000,0.000000,0.000000,0.000000,0.000000,260.610000,47.31,0,15.77,0,0,0,48.16,45.01,0,0,15.78,0,0,0,10.38,16.93,0,0,0,0,0,45.01,1.43,7.14

74,18:15-18:30,30.820000,1.220000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,147.720000,117.880000,6.530000,0.000000,0.000000,0.000000,0.000000,260.610000,58.29,0,19.43,0,0,0,48.16,48.34,0,0,19.43,0,0,0,11.18,16.23,0,0,0,0,0,48.34,0.56,2.81

75,18:30-18:45,30.820000,1.220000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,147.720000,117.880000,6.530000,0.000000,0.000000,0.000000,0.000000,260.610000,68.98,0,22.99,0,0,0,48.16,52.67,0,0,23,0,0,0,12.09,18.23,0,0,0,0,0,52.67,0.16,0.8

76,18:45-19:00,30.820000,1.220000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,0.930000,96.310000,8.190000,100.880000,1.670000,147.720000,117.880000,6.530000,0.000000,0.000000,0.000000,0.000000,260.610000,78.2,0,26.07,0,0,0,48.16,56.01,0,0,26.06,0,0,0,14.68,18.26,0,0,0,0,0,56.01,0.15,0.75

77,19:00-19:15,30.820000,1.220000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,0.970000,96.310000,8.190000,100.880000,1.620000,147.720000,117.880000,10.380000,0.000000,0.000000,0.000000,0.000000,260.610000,76.01,0,25.34,0,0,0,48.16,57.41,0,0,25.33,0,0,0,13.34,18.35,0,0,0,0,0,57.41,0.14,0.7

78,19:15-19:30,30.820000,1.220000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,0.970000,96.310000,8.190000,100.880000,1.620000,147.720000,117.880000,10.380000,0.000000,0.000000,0.000000,0.000000,260.610000,77.51,0,25.84,0,0,0,48.16,61.99,0,0,25.83,0,0,0,14.01,18.59,0,0,0,0,0,61.99,0,0

79,19:30-19:45,30.820000,1.220000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,0.970000,96.310000,8.190000,100.880000,1.620000,147.720000,117.880000,10.380000,0.000000,0.000000,0.000000,0.000000,260.610000,61.72,0,20.57,0,0,0,48.16,63.31,0,0,20.57,0,0,0,15.34,18.94,0,0,0,0,0,63.31,0,0

80,19:45-20:00,30.820000,1.220000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,0.970000,96.310000,8.190000,100.880000,1.620000,147.720000,117.880000,10.380000,0.000000,0.000000,0.000000,0.000000,260.610000,62.41,0,20.8,0,0,0,48.16,63.81,0,0,20.81,0,0,0,15.68,19.35,0,0,0,0,0,63.81,0,0

81,20:00-20:15,25.370000,1.150000,0.000000,24.080000,11.560000,0.000000,5.780000,0.000000,14.450000,270.870000,1.010000,96.310000,8.190000,100.880000,1.620000,147.720000,109.220000,24.270000,0.000000,0.000000,0.000000,0.000000,260.610000,74.43,0,24.81,0,0,0,48.16,62.49,0,0,24.8,0,0,0,18.01,14.05,0,0,0,0,0,62.49,0,0

82,20:15-20:30,25.370000,1.150000,0.000000,24.080000,11.560000,0.000000,5.780000,1.440000,14.450000,270.870000,1.010000,96.310000,8.190000,100.880000,1.620000,147.720000,71.650000,24.270000,0.000000,0.000000,0.000000,0.000000,260.610000,73.76,0,24.59,0,0,0,48.16,61.5,0,0,24.58,0,0,0,18.34,14.65,0,0,0,0,0,61.5,0,0

83,20:30-20:45,25.370000,1.150000,0.000000,24.080000,11.560000,0.000000,5.780000,12.280000,14.450000,270.870000,1.010000,96.310000,8.190000,100.880000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,0.000000,260.610000,72.51,0,24.17,0,0,0,48.16,62.68,0,0,24.17,0,0,0,17.34,15.05,0,0,0,0,0,62.68,0,0

84,20:45-21:00,25.370000,1.150000,0.000000,24.080000,11.560000,0.000000,5.780000,23.110000,14.450000,231.140000,1.010000,96.310000,8.190000,100.880000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,0.000000,260.610000,71.51,0,23.84,0,0,0,48.16,62.8,0,0,23.83,0,0,0,16.68,15.25,0,0,0,0,0,62.8,0,0

85,21:00-21:15,25.370000,1.150000,0.000000,24.080000,11.560000,0.000000,5.780000,33.950000,14.450000,192.620000,0.970000,96.310000,8.190000,81.860000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,0.000000,260.610000,71.01,0,23.67,0,0,0,48.16,60.88,0,0,23.67,0,0,0,16.01,15.85,0,0,0,0,0,60.88,0,0

86,21:15-21:30,25.370000,1.150000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.970000,96.310000,8.190000,72.230000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,0.000000,260.610000,70.51,0,23.5,0,0,0,48.16,58.64,0,0,23.51,0,0,0,16.01,17.05,0,0,0,0,0,58.64,0,0

87,21:30-21:45,25.370000,1.150000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.970000,96.310000,8.190000,62.600000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,0.000000,260.610000,69.96,0,23.32,0,0,0,48.16,62.95,0,0,23.33,0,0,0,19.18,17.45,0,0,0,0,0,62.95,0,0

88,21:45-22:00,25.370000,1.150000,0.000000,24.080000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.970000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,0.000000,245.510000,68.15,0,22.72,0,0,0,48.16,61.94,0,0,22.72,0,0,0,18.51,18.65,0,0,0,0,0,61.94,0,0

89,22:00-22:15,25.370000,1.150000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,192.620000,0.930000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,114.950000,231.070000,67.06,0,22.35,0,0,0,48.16,54.03,0,0,22.35,0,0,0,17.34,19.05,0,0,0,0,0,54.03,0,0

90,22:15-22:30,25.370000,1.150000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,114.950000,228.180000,65.11,0,21.7,0,0,0,48.16,51.87,0,0,21.7,0,0,0,16.01,19.04,0,0,0,0,0,51.87,0,0

91,22:30-22:45,25.370000,1.150000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,114.950000,180.020000,79.26,0,26.42,0,0,0,48.16,49.36,0,0,26.42,0,0,0,14.34,15.39,0,0,0,0,0,49.36,0,0

92,22:45-23:00,25.370000,1.150000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,114.950000,174.540000,77.51,0,25.84,0,0,0,48.16,47.34,0,0,25.83,0,0,0,12.68,15.04,0,0,0,0,0,47.34,0,0

93,23:00-23:15,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,114.950000,174.540000,76.01,0,25.34,0,0,0,48.16,46.02,0,0,25.33,0,0,0,11.68,14.78,0,0,0,0,0,46.02,0,0

94,23:15-23:30,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,114.950000,174.540000,75.01,0,25,0,0,0,48.16,44.54,0,0,25.01,0,0,0,11.34,14.47,0,0,0,0,0,44.54,0,0

95,23:30-23:45,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,114.950000,174.540000,74.51,0,24.84,0,0,0,48.16,43.29,0,0,24.83,0,0,0,11.01,14.03,0,0,0,0,0,43.29,0,0

96,23:45-24:00,25.370000,1.070000,0.000000,23.110000,11.560000,0.000000,5.780000,40.450000,14.450000,148.970000,0.930000,96.310000,8.190000,50.080000,1.620000,147.720000,71.650000,25.370000,0.000000,0.000000,0.000000,114.950000,174.540000,74.01,0,24.67,0,0,0,48.16,42.44,0,0,24.67,0,0,0,10.84,13.61,0,0,0,0,0,42.44,0,0

