Block,Time,KHSTPP-I,KHSTPP-II,KISHANGANGA,RSTPSU1TO6,SIMHST2,SINGRAULI,TALA,DADRI_GF,DHAULIGNGA,KOTESHWR,RIHAND3,SALAL,SIMHST1,URI,ANTA_LF,ANTA_RF,CHAMERA1,CHAMERA2,FSTPP I & II,JHAJJAR,RAMPUR,SASAN,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,UNCHAHAR4,BRBCL,BSIUL,KKNPPU2,RIHAND1,RSTPSU7,TALST2,DADRI_RF,KGSU1AND2,KGSU3AND4,KOLDAM,RAPPC,VALLURNTECL,ANTA_GF,DADRI_CRF,DADRI_LF,DADRT2,NLCIIST1,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPB,RIHAND2,TANAKPUR,TelanganaSTPP,UNCHAHAR3,ANTA_CRF,AURY_GF,KUDGI,NAPP,NJPC,NLCEXP,NNTPP,SEWA2,TANDA2,URI2,AURY_LF,AURY_RF,CHAMERA3,DULHASTI,KKNP,MAPS,NTPL,UNCHAHAR2,AURY_CRF
26,06:15-06:30,33.69,148.3,0,0,0,125.96,0,0,0,17.75,124.33,1.4,0,1.11,0,45.04,0,2.66,20.8,654.3,0,418.77,0,31.13,10.28,0,18.68,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,70.17,0,0,0,0,4.31,0,53.75,0,16.48,0,0,0,42.39,0

27,06:30-06:45,33.69,148.3,0,0,0,125.96,0,0,7.92,26.62,124.33,9.29,0,1.11,0,45.26,12.01,7.99,20.8,654.3,0,418.77,0,46.68,10.28,0,20,2.2,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,93.56,0,0,0,0,4.31,0,53.75,9.68,32.96,0,0,0,42.39,0

28,06:45-07:00,33.69,148.3,0,0,0,125.96,0,0,27.41,39.05,124.33,41.83,0,1.11,0,45.26,12.25,29.32,20.8,634.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,116.95,0,0,7.9,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

29,07:00-07:15,33.69,148.3,0,0,0,125.96,0,0,27.41,39.05,124.33,41.83,0,1.11,0,45.26,28.1,29.32,20.8,594.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,116.95,0,0,7.9,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

30,07:15-07:30,33.69,148.3,0,0,0,125.96,0,0,27.41,39.05,124.33,41.83,0,1.11,0,45.26,28.1,29.32,20.8,594.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,682.79,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,116.95,0,0,7.9,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

31,07:30-07:45,33.69,148.3,0,0,0,125.96,0,0,27.41,39.05,124.33,41.83,0,26.49,0,45.26,28.1,29.32,20.8,594.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,682.79,0,0,0,16.54,0,118.76,0,0,26.4,0,0,0,44,116.95,0,0,8.19,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

32,07:45-08:00,33.69,148.3,0,0,0,125.96,0,0,27.41,39.05,124.33,41.83,0,26.49,0,45.26,28.1,29.32,20.8,594.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,682.79,0,0,0,3.57,0,118.76,0,0,26.4,0,0,0,44,116.95,0,0,8.19,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

33,08:00-08:15,33.69,148.3,0,0,0,125.96,0,0,27.41,39.05,124.33,41.83,0,26.49,0,45.26,28.1,29.32,20.8,554.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,682.79,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,93.56,0,0,8.19,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

34,08:15-08:30,33.69,148.3,0,0,0,125.96,0,0,15.98,39.05,124.33,9.29,0,3.86,0,45.26,28.1,29.32,20.8,554.3,0,418.77,0,62.24,10.28,0,20,13.04,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,682.79,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,93.56,0,0,8.19,0,4.31,0,53.75,19.38,32.96,0,0,0,42.39,0

35,08:30-08:45,33.69,148.3,0,0,0,125.96,0,0,7.92,19.72,124.33,1.4,0,2.21,0,44.94,12.01,13.06,20.8,554.3,0,418.77,0,62.24,10.28,0,20,2.2,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,61.55,0,0,0,0,4.31,0,53.75,19.38,16.48,0,0,0,42.39,0

36,08:45-09:00,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,2.21,0,44.94,0,13.06,20.8,554.3,0,418.77,0,46.68,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,39.78,0,0,0,0,4.31,0,53.75,19.38,16.48,0,0,0,42.39,0

37,09:00-09:15,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,2.21,0,44.42,0,13.06,20.8,524.3,0,418.77,0,46.68,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,20.84,0,0,0,0,4.31,0,53.75,19.38,16.48,0,0,0,42.39,0

38,09:15-09:30,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,2.21,0,44.42,0,13.06,20.8,524.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,0,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,19.38,16.48,0,0,0,42.39,0

39,09:30-09:45,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,26.49,0,44.42,0,13.06,20.8,524.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,5.76,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,19.38,0,0,0,0,42.39,0

40,09:45-10:00,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,26.49,0,44.1,0,13.06,20.8,524.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,5.76,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,19.38,0,0,0,0,42.39,0

41,10:00-10:15,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,3.31,0,43.89,0,12,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,7.81,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,19.38,0,0,0,0,42.39,0

42,10:15-10:30,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,2.21,0,43.89,0,12,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,7.81,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,19.38,0,0,0,0,42.39,0

43,10:30-10:45,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,3.31,0,43.68,0,12,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,7.81,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,19.38,0,0,0,0,42.39,0

44,10:45-11:00,33.69,148.3,0,0,0,125.96,0,0,0,8.87,124.33,1.4,0,3.31,0,43.68,0,12,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,7.81,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,19.38,0,0,0,0,42.39,0

45,11:00-11:15,33.69,148.3,0,0,0,130.5,0,0,0,8.87,124.33,1.4,0,26.49,0,43.47,0,12,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,9.68,0,0,0,0,42.39,0

46,11:15-11:30,33.69,148.3,0,0,0,131.25,0,0,0,8.87,124.33,1.4,0,26.49,0,43.47,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,9.68,0,0,0,0,42.39,0

47,11:30-11:45,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,1.11,0,43.05,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,10.76,0,53.75,0,0,0,0,0,42.39,0

48,11:45-12:00,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,1.11,0,43.05,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

49,12:00-12:15,33.69,148.3,0,0,0,135,0,0,0,8.87,124.33,1.4,0,0.88,0,42.84,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

50,12:15-12:30,33.69,148.3,0,0,0,135,0,0,0,8.87,124.33,1.4,0,0.88,0,42.84,0,0,20.8,654.3,0,418.77,0,15.56,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

51,12:30-12:45,33.69,148.3,0,0,0,135.75,0,0,0,8.87,124.33,1.4,0,0.88,0,42.84,0,0,20.8,654.3,0,418.77,0,15.56,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

52,12:45-13:00,33.69,148.3,0,0,0,136.5,0,0,0,8.87,124.33,1.4,0,0.88,0,42.84,0,0,20.8,654.3,0,418.77,0,15.56,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

53,13:00-13:15,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,0.88,0,42.63,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

54,13:15-13:30,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,0.88,0,42.63,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

55,13:30-13:45,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,0.88,0,42.63,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

56,13:45-14:00,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,0.88,0,42.63,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

57,14:00-14:15,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,0.88,0,42.52,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

58,14:15-14:30,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,0.88,0,42.52,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

59,14:30-14:45,33.69,148.3,0,0,0,132.75,0,0,0,8.87,124.33,1.4,0,1.33,0,42.52,0,0,20.8,654.3,0,418.77,0,0,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

60,14:45-15:00,33.69,148.3,0,0,0,133.5,0,0,0,8.87,124.33,1.4,0,1.33,0,42.52,0,0,20.8,654.3,0,418.77,0,15.56,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

61,15:00-15:15,33.69,148.3,0,0,0,133.5,0,0,0,8.87,124.33,1.4,0,1.33,0,42.73,0,0,20.8,654.3,0,418.77,0,15.56,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

62,15:15-15:30,33.69,148.3,0,0,0,133.5,0,0,0,8.87,124.33,1.4,0,1.33,0,42.73,0,0,20.8,654.3,0,418.77,0,15.56,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

63,15:30-15:45,33.69,148.3,0,0,0,133.5,0,0,0,8.87,124.33,1.4,0,1.33,0,42.73,0,0,20.8,654.3,0,418.77,0,15.56,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

64,15:45-16:00,33.69,148.3,0,0,0,133.5,0,0,0,8.87,124.33,1.4,0,1.33,0,42.73,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

65,16:00-16:15,33.69,148.3,0,0,0,133.5,0,0,0,8.87,124.33,1.4,0,1.33,0,42.73,0,0,20.8,654.3,0,418.77,0,31.13,10.28,0,20,0,0,92,0,0,69.05,0,0,0,53.93,0,0,0,23.56,683.14,0,0,0,0,0,118.76,2.05,0,26.4,0,0,0,44,0,0,0,0,0,4.31,0,53.75,0,0,0,0,0,42.39,0

