Block,Time,BRBCL,NTPL,SINGRAULI,UNCHAHAR1,URI,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,JHAJJAR,KISHANGANGA,NLCEXP,PARBATI2,RAMPUR,RIHAND1,TEHRI,DADRT2,DULHASTI,NLCIIST1,RIHAND3,SALAL,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_GF,DADRI_CRF,DADRI_RF,KGSU3AND4,KKNPPU2,NLCIIST2,RAPPC,RAPPD,RIHAND2,RSTPSU1TO6,SASAN,SIMHST1,TANDA2,KHSTPP-I,KKNP,NJPC,NNTPP,DADRI_LF,FSTPP I & II,KGSU1AND2,KOTESHWR,MAPS,PARBATI3,SEWA2,TEHRIPSP,URI2,ANTA_CRF,ANTA_LF,AURY_RF,DADRI_GF,KOLDAM,RAPPB,RSTPSU7,SIMHST2,TALA,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,ANTA_RF,KHSTPP-II,KUDGI,NAPP,NLCTS2EXP,UNCHAHAR4,VALLURNTECL,AURY_LF
6,01:15-01:30,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,549.38,55.38,0,130.84,72.05,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,37.17,12.22,83.18,38.97,0,0,80.26,0,8.62,0,0,0,22.93,0,13.06,0,45,51.96,98.87,0,24.48,0,3.22,0,0

7,01:30-01:45,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,549.38,55.38,0,130.84,72.05,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,83.18,38.97,0,0,80.26,0,8.62,0,0,0,22.93,0,13.06,0,45,51.96,98.87,0,24.48,0,3.22,0,0

8,01:45-02:00,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,549.38,55.38,0,130.84,72.05,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,83.18,38.97,0,0,80.26,0,8.62,0,0,0,22.93,0,13.06,0,45,51.96,98.87,0,24.48,0,3.22,0,0

9,02:00-02:15,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,549.38,55.38,0,130.84,72.05,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,83.18,38.97,0,0,80.26,0,8.62,0,0,0,23.17,0,13.06,0,45,51.96,98.87,0,24.48,0,3.22,0,0

10,02:15-02:30,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,549.38,55.38,0,130.84,72.05,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,83.18,38.97,0,0,80.26,0,8.62,0,0,0,23.17,0,13.06,0,45,51.96,98.87,0,24.48,0,3.22,0,0

11,02:30-02:45,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,549.38,55.38,0,130.84,72.05,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,22.3,12.22,83.18,38.97,0,0,80.26,0,8.62,0,0,0,23.17,0,13.06,0,45,51.96,98.87,0,24.48,0,3.22,0,0

12,02:45-03:00,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,549.38,55.38,0,130.84,72.05,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,22.3,12.22,83.18,38.97,0,0,80.26,0,8.62,0,0,0,23.17,0,13.06,0,45,51.96,98.87,0,24.48,0,3.22,0,0

13,03:00-03:15,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,83.18,36.97,0,0,80.26,0,8.62,0,0,0,23.17,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

14,03:15-03:30,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,83.18,36.97,0,0,80.26,0,8.62,0,0,0,23.07,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

15,03:30-03:45,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,83.18,36.64,0,0,80.26,0,8.62,0,0,0,23.07,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

16,03:45-04:00,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.7,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,83.18,36.64,0,0,80.26,0,8.62,0,0,0,23.07,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

17,04:00-04:15,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,0,36.64,0,0,80.26,0,8.62,0,0,0,22.76,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

18,04:15-04:30,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,0,36.64,0,0,80.26,0,8.62,0,0,0,22.67,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

19,04:30-04:45,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,0,36.64,0,0,80.26,0,8.62,0,0,0,22.7,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

20,04:45-05:00,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,32.71,12.22,0,36.64,0,0,80.26,0,8.62,0,0,0,22.58,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

21,05:00-05:15,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,35.68,12.22,0,36.64,0,0,80.26,0,8.62,0,0,0,22.52,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

22,05:15-05:30,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,20.29,0,35.68,12.22,0,36.64,0,0,80.26,0,8.62,0,0,0,22.37,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

23,05:30-05:45,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,10.14,0,37.17,12.22,0,36.64,0,0,80.26,0,8.62,0,0,0,22.34,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

24,05:45-06:00,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,10.14,0,37.17,12.22,0,36.64,0,0,80.26,0,8.62,0,0,0,22.2,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

25,06:00-06:15,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,642.21,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,10.14,0,37.17,0,0,36.97,0,0,80.26,0,8.62,0,0,0,22.02,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

26,06:15-06:30,24.99,0,111.8,21.65,52.36,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,10.14,0,37.17,0,0,36.97,0,0,80.26,0,8.62,0,0,0,21.87,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

27,06:30-06:45,24.99,0,111.8,21.65,52.36,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,10.14,0,37.17,0,0,36.97,0,0,80.26,0,8.62,0,0,0,21.73,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

28,06:45-07:00,24.99,0,111.8,21.65,52.36,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,2.72,44.62,0,175.79,0,0,18.76,0,10.14,0,37.17,0,0,36.97,0,0,80.26,0,8.62,0,0,0,21.7,0,11.91,0,45,52.59,98.87,0,24.48,0,3.22,0,0

29,07:00-07:15,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,3.41,44.62,0,175.79,0,0,18.76,0,10.14,0,37.17,0,0,36.97,0,0,80.26,0,8.62,0,0,0,23.31,0,11.91,0,45,51.96,98.87,0,24.48,0,3.22,0,0

30,07:15-07:30,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,3.64,44.62,0,175.79,0,0,18.76,0,10.14,0,37.17,0,0,36.97,0,0,80.26,0,8.62,0,0,0,23.34,0,11.91,0,45,51.96,98.87,0,24.48,0,3.22,0,0

31,07:30-07:45,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,61.99,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,3.64,44.62,0,175.79,0,0,18.76,0,10.14,0,32.71,0,0,36.97,0,0,80.26,0,8.62,0,0,0,23.31,0,11.91,0,45,51.96,98.87,0,24.48,0,3.22,0,0

32,07:45-08:00,24.99,0,111.8,21.65,47.47,13.04,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,46.49,689.38,55.38,0,130.84,67.39,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,3.87,44.62,0,175.79,0,0,18.76,0,10.14,0,32.71,0,0,36.97,0,0,80.26,0,8.62,0,0,0,23.31,0,11.91,0,45,51.96,98.87,0,24.48,0,3.22,0,0

33,08:00-08:15,24.99,0,111.8,21.65,47.47,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,31,689.38,55.38,0,130.84,66.23,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,3.87,44.62,0,175.79,0,0,18.76,0,10.14,0,41.62,0,0,36.97,0,0,80,0,8.62,0,0,0,23.03,0,11.91,0,45,51.33,98.87,0,24.48,0,3.22,0,0

34,08:15-08:30,24.99,0,111.8,21.65,52.36,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,15.5,689.38,55.38,0,130.84,66.23,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,3.87,44.62,0,175.79,0,0,18.76,0,10.14,0,41.62,0,0,36.97,0,0,80,0,8.62,0,0,0,22.96,0,11.91,0,45,51.33,98.87,0,24.48,0,3.22,0,0

35,08:30-08:45,24.99,0,113.75,21.65,52.36,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,66.23,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,4.1,44.62,0,175.79,0,0,18.76,0,10.14,0,41.62,0,0,36.97,0,0,80,0,8.62,0,0,0,22.91,0,11.91,0,45,51.33,98.87,0,24.48,0,3.22,0,0

36,08:45-09:00,24.99,0,113.75,21.65,52.36,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,66.23,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,4.1,44.62,0,175.79,0,0,18.76,0,10.14,0,41.62,0,0,36.97,0,0,80,0,8.62,0,0,0,22.91,0,11.91,0,45,51.33,98.87,0,24.48,0,3.22,0,0

37,09:00-09:15,24.99,0,113.75,21.65,52.36,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,66.23,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,4.1,44.62,0,175.79,0,0,18.76,0,10.14,0,49.06,0,0,36.97,0,0,79.74,0,8.62,0,0,0,22.23,0,11.91,0,45,50.06,98.87,0,24.48,0,3.22,0,0

38,09:15-09:30,24.99,0,113.75,21.65,47.47,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,66.23,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,4.33,44.62,0,175.79,0,0,18.76,0,10.14,0,49.06,0,0,36.97,0,0,79.74,0,8.62,0,0,0,22.23,0,11.91,0,45,50.06,98.87,0,24.48,0,3.22,0,0

39,09:30-09:45,24.99,0,113.75,21.65,47.47,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,66.23,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,4.33,44.62,0,175.79,0,0,18.76,0,10.14,0,0,0,0,36.97,0,0,79.74,0,8.62,0,0,0,22.49,0,11.91,0,45,50.06,98.87,0,24.48,0,3.22,0,0

40,09:45-10:00,24.99,0,113.75,21.65,47.47,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,66.23,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,4.56,44.62,0,175.79,0,0,18.76,0,10.14,0,0,0,0,36.97,0,0,79.74,0,8.62,0,0,0,22.58,0,11.91,0,45,50.06,98.87,0,24.48,0,3.22,0,0

41,10:00-10:15,24.99,0,113.75,21.65,47.47,19.56,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,65.07,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,4.56,44.62,0,175.79,0,0,18.76,0,10.14,0,0,0,0,36.97,0,0,79.48,0,8.62,0,0,0,22.64,0,11.91,0,45,50.06,98.87,0,24.48,0,3.22,0,0

42,10:15-10:30,24.99,0,113.75,21.65,47.47,19.56,28.1,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,65.07,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,4.79,44.62,0,175.79,0,0,18.76,0,10.14,0,0,0,0,36.97,0,0,79.48,0,8.62,0,0,0,22.64,0,11.91,0,45,50.06,98.87,0,24.48,0,3.22,0,0

43,10:30-10:45,24.99,0,113.75,21.65,52.36,19.56,14.05,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,63.92,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.02,44.62,0,175.79,0,0,18.76,0,10.14,0,0,0,0,36.97,0,0,79.48,0,8.62,0,0,0,27.93,0,11.91,0,45,50.06,98.87,0,24.48,0,3.22,0,0

44,10:45-11:00,24.99,0,113.75,21.65,52.36,19.56,0,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,63.92,0.68,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,337.5,0,5.48,44.62,0,175.79,0,0,18.76,0,10.14,0,0,0,0,36.97,0,0,79.48,0,8.62,0,0,0,27.93,0,11.91,0,45,50.06,98.87,0,24.48,0,3.22,0,0

45,11:00-11:15,24.99,0,113.75,21.65,47.47,0,0,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,63.92,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,78.18,0,8.62,0,0,0,23.17,0,11.91,0,45,49.43,98.87,0,24.48,0,3.22,0,0

46,11:15-11:30,24.99,0,113.75,21.65,47.47,0,0,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,63.92,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,78.18,0,8.62,0,0,0,23.17,0,11.91,0,45,49.43,98.87,0,24.48,0,3.22,0,0

47,11:30-11:45,24.99,0,113.75,21.65,47.47,0,0,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,63.92,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,77.92,0,8.62,0,0,0,23.17,0,11.91,0,45,49.43,98.87,0,24.48,0,3.22,0,0

48,11:45-12:00,24.99,0,113.75,21.65,47.47,0,0,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,63.92,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,77.92,0,8.62,0,0,0,24.05,0,11.91,0,45,49.43,98.87,0,24.48,0,3.22,0,0

49,12:00-12:15,24.99,0,113.75,21.65,36.43,0,13.99,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,62.75,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,77.92,0,8.62,0,0,0,24.05,0,11.91,0,45,48.8,98.87,0,24.48,0,3.22,0,0

50,12:15-12:30,24.99,0,113.75,21.65,47.47,0,28.1,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,62.75,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,77.92,0,8.62,0,0,0,24.05,0,11.91,0,45,48.8,98.87,0,24.48,0,3.22,0,0

51,12:30-12:45,24.99,0,113.75,21.65,47.47,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,60.43,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,77.54,0,8.62,0,0,0,25.28,0,11.91,0,45,48.8,98.87,0,24.48,0,3.22,0,0

52,12:45-13:00,24.99,0,113.75,21.65,47.47,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,60.43,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,77.54,0,8.62,0,0,0,25.28,0,11.91,0,45,48.8,98.87,0,24.48,0,3.22,0,0

53,13:00-13:15,24.99,0,113.75,21.65,49.13,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,60.43,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,77.54,0,8.62,0,0,0,25.28,0,11.91,0,45,48.8,98.87,0,24.48,0,3.22,0,0

54,13:15-13:30,24.99,0,113.75,21.65,49.13,0,42.15,47.12,33.94,42.46,667.25,7.05,0,0,5.7,98.32,0,689.38,55.38,0,130.84,60.43,0.66,27.69,0,0,0,0,79.04,0,0,0,65.59,23.39,125.27,0,344.25,0,5.73,44.62,0,175.79,0,0,17.38,0,10.14,0,0,0,0,36.97,0,0,77.54,0,8.62,0,0,0,25.28,0,11.91,0,45,48.16,98.87,0,24.48,0,3.22,0,0

