Block,Time,BSIUL,URI2,NJPC,NAPP,KISHANGANGA,JHAJJAR,URI,RAMPUR,DULHASTI,RAPPC,ANTA_RF,RIHAND3,SALAL,UNCHAHAR3,AURY_RF,RIHAND2,DHAULIGNGA,DADRI_CRF,SINGRAULI_HYDRO,DADRI_GF,UNCHAHAR1,AURY_CRF,DADRT2,CHAMERA2,TEHRI,KOLDAM,ANTA_CRF,TANDA2,RAPPB,CHAMERA3,ANTA_LF,DADRI_RF,DADRI_LF,AURY_GF,CHAMERA1,RIHAND1,FSTPP I & II,KSTPS I&II,LARA-I,BRBCL,GANDHAR-RLNG,KAWAS-NAPM,VSTPS III,KAWAS-zLIQ,TAPS-II,GANDHAR-APM,GANDHAR-NAPM,VSTPS II,SEWA2,ANTA_GF,KHSTPP-II,TALA,KAWAS-RLNG,KHARGONE-I,SIPAT I,KAWAS-ComGas,PARBATI3,KHSTPP-I,GADARWARA-I,VSTPS IV,SINGRAULI,RSTPSU7,NLCTS2EXP,NLCIIST1,TANAKPUR,KGSU3AND4,KGSU1AND2,SIMHST2,KUDGI,UNCHAHAR4,UNCHAHAR2,TALST2,NLCIIST2,VALLURNTECL,GANDHAR-ComGas,AURY_LF,KSTPS7,SOLAPUR,MOUDA,SIPAT II,VSTPS I,SASAN,KAPS,KAWAS-APM,VSTPS V,NLCEXP,MAPS,NNTPP,KOTESHWR,MOUDA_II,RSTPSU1TO6,NTPL,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,18.939827,33.781225,0.000000,21.606281,2.457837,424.789535,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.970568,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.375627,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,10.996015,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,31.575047,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

9,02:00-02:15,18.939827,33.781225,0.000000,21.606281,2.457837,424.789535,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,22.401542,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,17.964485,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,11.984932,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,32.126166,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

10,02:15-02:30,18.939827,33.781225,0.000000,21.606281,2.457837,424.789535,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,22.401542,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,17.964485,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

11,02:30-02:45,18.939827,33.781225,0.000000,21.606281,2.457837,424.789535,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.521820,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.046136,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,13.934924,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

12,02:45-03:00,18.939827,33.781225,0.000000,21.606281,2.457837,424.789535,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.047045,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,0.000000,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

13,03:00-03:15,18.939827,33.781225,0.000000,21.606281,2.457837,424.789535,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.047045,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

14,03:15-03:30,18.939827,33.781225,0.000000,21.606281,2.457837,424.789535,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.047045,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

15,03:30-03:45,18.939827,33.781225,0.000000,21.606281,2.457837,430.125459,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.047045,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

16,03:45-04:00,18.939827,33.781225,0.000000,21.606281,2.457837,430.125459,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.047045,0.000000,662.961748,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

17,04:00-04:15,18.939827,33.781225,0.000000,21.606281,2.457837,430.125459,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.047045,0.000000,582.257052,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

18,04:15-04:30,18.939827,33.781225,0.000000,21.606281,2.457837,430.125459,48.920227,0.000000,51.927025,56.844293,0.000000,121.876716,51.490312,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,21.047045,0.000000,524.459052,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

19,04:30-04:45,18.939827,33.781225,21.696481,21.606281,2.457837,435.461384,48.920227,0.415256,51.927025,56.844293,0.000000,121.876716,38.617734,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,20.663941,0.000000,476.294052,42.033750,28.381610,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,16.056009,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

20,04:45-05:00,18.939827,33.781225,48.718463,21.606281,2.457837,439.084907,48.920227,0.939430,51.927025,56.844293,0.000000,121.876716,38.617734,25.522634,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,20.663941,0.000000,428.129052,42.033750,18.921072,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,16.056009,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

21,05:00-05:15,12.626551,33.781225,73.077695,21.606281,2.457837,437.595745,51.047194,1.409146,51.927025,56.844293,0.000000,121.876716,38.617734,16.938764,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,14.346716,0.000000,428.129052,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,52.182030,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,0.603796,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

22,05:15-05:30,12.626551,33.781225,97.436926,21.606281,2.457837,428.401910,51.047194,1.878861,51.927025,56.844293,0.000000,121.876716,38.617734,16.938764,0.000000,116.260677,1.799511,0.000000,1.035891,0.000000,14.346716,0.000000,428.129052,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,52.182030,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,0.618464,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

23,05:30-05:45,12.626551,33.781225,97.436926,21.606281,2.457837,428.401910,48.920227,1.878861,51.927025,56.844293,0.000000,121.876716,38.617734,16.938764,0.000000,116.260677,9.551251,0.000000,1.035891,0.000000,14.346716,0.000000,428.129052,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,52.182030,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,0.618464,30.686139,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

24,05:45-06:00,12.626551,33.781225,88.758334,21.606281,2.457837,428.401910,48.920227,1.708675,51.927025,56.844293,0.000000,121.876716,38.617734,16.938764,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,14.346716,0.000000,428.129052,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,52.182030,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,0.613982,26.280462,2.92,0.41,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.307512,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

25,06:00-06:15,12.626551,33.781225,83.827316,21.606281,2.457837,428.401910,48.920227,1.613370,51.927025,56.844293,0.000000,121.876716,38.617734,16.938764,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,14.346716,0.000000,409.411748,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,16.867383,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,52.182030,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.86,0.493595,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.286724,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

26,06:15-06:30,12.626551,33.781225,97.436926,21.606281,2.457837,399.507482,48.920227,1.878861,51.927025,56.844293,0.000000,121.876716,38.617734,9.142391,0.000000,116.260677,19.102501,0.000000,1.035891,0.000000,8.051550,0.000000,403.237380,42.033750,0.000000,0.000000,0.000000,2.350548,0.000000,30.545986,0.000000,0.000000,0.000000,0.000000,40.601245,90.858439,11.692439,2.637288,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,52.182030,24.223142,2.068157,2.585197,132.203292,1.87,0.85,0.86,0.493595,2.10,1.92,1.78,5.99,0.616498,13.750626,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.286724,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.21,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

