Block,Time,BSIUL,URI2,NJPC,NAPP,KISHANGANGA,JHAJJAR,URI,RAMPUR,DULHASTI,RAPPC,ANTA_RF,RIHAND3,SALAL,UNCHAHAR3,AURY_RF,RIHAND2,DHAULIGNGA,DADRI_CRF,SINGRAULI_HYDRO,DADRI_GF,UNCHAHAR1,AURY_CRF,DADRT2,CHAMERA2,TEHRI,KOLDAM,ANTA_CRF,TANDA2,RAPPB,CHAMERA3,ANTA_LF,DADRI_RF,DADRI_LF,AURY_GF,CHAMERA1,RIHAND1,FSTPP I & II,KSTPS I&II,LARA-I,BRBCL,GANDHAR-RLNG,KAWAS-NAPM,VSTPS III,KAWAS-zLIQ,TAPS-II,GANDHAR-APM,GANDHAR-NAPM,VSTPS II,SEWA2,ANTA_GF,KHSTPP-II,TALA,KAWAS-RLNG,KHARGONE-I,SIPAT I,KAWAS-ComGas,PARBATI3,KHSTPP-I,GADARWARA-I,VSTPS IV,SINGRAULI,RSTPSU7,NLCTS2EXP,NLCIIST1,TANAKPUR,KGSU3AND4,KGSU1AND2,SIMHST2,KUDGI,UNCHAHAR4,UNCHAHAR2,TALST2,NLCIIST2,VALLURNTECL,GANDHAR-ComGas,AURY_LF,KSTPS7,SOLAPUR,MOUDA,SIPAT II,VSTPS I,SASAN,KAPS,KAWAS-APM,VSTPS V,NLCEXP,MAPS,NNTPP,KOTESHWR,MOUDA_II,RSTPSU1TO6,NTPL,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,12.626551,33.781225,19.724074,21.606281,2.457837,249.145985,51.047194,0.381217,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,7.022457,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,432.676695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,1.290822,0.000000,0.000000,0.000000,90.858439,12.349121,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

56,13:45-14:00,12.626551,33.781225,19.724074,21.606281,2.457837,300.200885,47.856744,0.381217,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,7.022457,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,432.676695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,1.290822,0.000000,0.000000,0.000000,90.858439,12.349121,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,94.142538,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,22.854485,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,8.393101,3.382812,5.11,3.64,1.55,0,0,0,0,0

57,14:00-14:15,12.626551,33.781225,48.718463,21.606281,2.457837,348.365885,48.920227,0.939430,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,7.022457,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,432.676695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,1.290822,0.000000,0.000000,0.000000,90.858439,16.825287,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,136.457073,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,31.643178,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

58,14:15-14:30,12.626551,33.781225,48.718463,21.606281,2.457837,396.530885,48.920227,0.939430,51.927025,56.844293,0.000000,121.876716,51.490312,9.590326,7.022457,116.260677,0.000000,0.000000,1.035891,0.000000,8.383889,0.000000,432.676695,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,1.290822,0.000000,0.000000,0.000000,90.858439,16.867383,2.578682,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,0.603796,26.280462,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

59,14:30-14:45,12.626551,33.781225,59.172223,21.606281,2.457837,430.125459,48.920227,1.143654,51.927025,56.844293,0.000000,121.876716,51.490312,24.917296,7.022457,116.260677,0.000000,0.000000,1.035891,0.000000,20.428964,0.000000,438.851063,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,1.290822,0.000000,0.000000,0.000000,90.858439,16.867383,2.520075,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.85,0.000000,2.10,1.92,1.78,5.99,1.345933,41.947839,2.92,0.42,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.255541,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

60,14:45-15:00,12.626551,33.781225,59.172223,21.606281,2.457837,430.125459,48.920227,1.143654,51.927025,56.844293,0.000000,121.876716,51.490312,24.917296,7.022457,116.260677,0.000000,0.000000,1.035891,0.000000,20.706230,0.000000,438.851063,0.000000,0.000000,0.000000,0.000000,2.350548,0.000000,0.000000,0.000000,1.290822,0.000000,0.000000,0.000000,90.858439,16.867383,2.520075,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,132.203292,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.255541,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

61,15:00-15:15,12.626551,34.344245,59.172223,21.606281,2.457837,424.789535,48.920227,1.143654,51.927025,56.844293,0.000000,121.876716,51.490312,24.917296,0.387831,116.260677,0.000000,0.000000,1.035891,0.000000,20.706230,0.000000,477.383063,0.000000,9.256352,0.000000,0.000000,2.350548,0.000000,10.171735,0.000000,0.020592,0.000000,0.000000,0.000000,90.858439,16.867383,2.520075,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,129.964631,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.255541,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

62,15:15-15:30,12.626551,34.344245,59.172223,21.606281,2.457837,424.789535,48.920227,1.143654,51.927025,56.844293,0.000000,121.876716,51.490312,24.917296,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,20.706230,0.000000,477.383063,0.000000,28.381610,0.000000,0.000000,2.350548,0.000000,10.171735,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,16.867383,2.520075,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,5.118688,0.000000,3.345001,32.159770,2.068157,2.585197,127.723862,1.87,0.85,0.81,0.000000,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.255541,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

63,15:30-15:45,12.626551,34.344245,48.718463,21.606281,2.457837,424.789535,48.920227,0.939430,51.927025,56.844293,0.000000,121.876716,51.490312,24.917296,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,20.706230,0.000000,525.548063,13.897799,28.381610,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,16.867383,2.461469,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,4.822943,0.000000,3.345001,32.159770,2.068157,2.585197,126.230015,1.87,0.85,0.81,0.863791,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.064678,1.866975,0.900795,2.255541,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

64,15:45-16:00,12.626551,34.344245,48.718463,21.606281,2.457837,424.789535,48.920227,0.939430,51.927025,56.844293,0.000000,121.876716,51.490312,24.917296,0.000000,116.260677,0.000000,0.000000,1.035891,0.000000,20.706230,0.000000,525.548063,13.897799,28.381610,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,16.867383,2.461469,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,4.547188,0.000000,3.345001,32.159770,2.068157,2.585197,126.230015,1.87,0.85,0.81,0.863791,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,2.619665,1.866975,0.900795,2.255541,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

65,16:00-16:15,12.626551,33.781225,39.448148,21.606281,2.457837,424.789535,48.920227,0.762437,51.927025,56.844293,0.000000,121.876716,38.617734,24.917296,0.000000,116.260677,0.000000,0.000000,1.016347,0.000000,20.706230,0.000000,573.713063,13.897799,28.381610,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,0.000000,90.858439,16.867383,2.461469,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,4.274191,0.000000,3.345001,32.159770,2.068157,2.585197,126.230015,1.87,0.85,0.81,0.863791,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,2.668454,1.866975,0.900795,2.255541,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

66,16:15-16:30,12.626551,33.781225,39.448148,21.606281,2.457837,424.789535,48.920227,0.762437,51.927025,56.844293,0.000000,121.876716,38.617734,24.917296,0.000000,116.260677,0.000000,0.000000,1.016347,0.000000,20.706230,0.000000,573.713063,13.897799,28.381610,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,13.545925,90.858439,16.867383,2.461469,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,3.412459,0.000000,3.345001,32.159770,2.068157,2.585197,126.230015,1.87,0.85,0.81,0.863791,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,2.964230,1.866975,0.900795,2.255541,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.11,3.64,1.55,0,0,0,0,0

67,16:30-16:45,12.626551,33.781225,39.448148,21.606281,2.457837,424.789535,48.920227,0.762437,51.927025,56.844293,0.000000,121.876716,38.617734,24.917296,0.000000,116.260677,0.000000,0.000000,1.016347,0.000000,20.706230,0.000000,621.878063,28.022500,28.381610,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,13.545925,90.858439,16.867383,2.388210,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,3.412459,0.000000,3.345001,31.575047,2.068157,2.585197,126.230015,1.87,0.85,0.81,0.863791,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.033297,1.866975,0.900795,2.265815,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.08,3.64,1.55,0,0,0,0,0

68,16:45-17:00,12.626551,33.781225,39.448148,21.606281,2.457837,424.789535,48.920227,0.762437,51.927025,56.844293,0.000000,121.876716,38.617734,24.917296,0.000000,116.260677,0.000000,0.000000,1.016347,0.000000,20.706230,0.000000,621.878063,28.022500,28.381610,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,13.545925,90.858439,16.867383,2.388210,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,3.412459,0.000000,3.345001,31.575047,2.068157,2.585197,126.230015,1.87,0.85,0.81,0.863791,2.10,1.92,1.78,5.99,1.375213,41.947839,2.92,0.46,2.29,0.000000,0.000000,1.292598,3.033297,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.08,3.64,1.55,0,0,0,0,0

69,17:00-17:15,12.626551,33.781225,39.448148,21.606281,2.457837,424.789535,51.047194,0.762437,51.927025,56.844293,0.000000,121.876716,38.617734,24.917296,4.629369,116.260677,0.000000,0.000000,1.016347,0.000000,20.706230,0.000000,664.050759,28.022500,28.381610,0.000000,0.000000,2.350548,0.000000,20.343468,0.000000,0.000000,0.000000,0.000000,13.545925,90.858439,16.867383,2.416520,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,3.412459,0.000000,3.345001,31.575047,2.068157,2.585197,126.230015,1.87,0.85,0.81,8.391114,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.46,2.29,0.000000,0.000000,1.292598,3.033297,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.08,3.64,1.55,0,0,0,0,0

70,17:15-17:30,12.626551,33.781225,39.448148,21.606281,2.457837,424.789535,51.047194,0.762437,51.927025,56.844293,0.000000,121.876716,38.617734,24.917296,9.258739,116.260677,0.000000,0.000000,1.016347,0.000000,20.706230,0.000000,664.050759,28.022500,28.381610,0.000000,0.000000,2.350548,0.000000,20.363545,0.000000,0.000000,0.000000,0.000000,13.545925,90.858439,16.867383,2.417513,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,3.412459,0.000000,3.345001,31.575047,2.068157,2.585197,126.230015,1.87,0.85,0.81,8.391114,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.46,2.29,0.000000,0.000000,1.292598,3.033297,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.08,3.64,1.55,0,0,0,0,0

71,17:30-17:45,12.626551,33.781225,39.448148,21.606281,2.457837,424.789535,48.920227,0.762437,51.927025,56.844293,0.000000,121.876716,38.617734,24.917296,9.633000,116.260677,0.000000,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,28.022500,28.381610,0.000000,0.000000,2.350548,0.000000,20.363545,0.000000,9.633000,0.000000,0.000000,13.545925,90.858439,16.867383,2.417513,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,3.412459,0.000000,3.345001,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.87,7.897519,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.46,2.29,0.000000,0.000000,1.292598,3.033297,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.08,3.64,1.55,0,0,0,0,0

72,17:45-18:00,12.626551,33.781225,39.448148,21.606281,2.457837,424.789535,48.920227,0.762437,44.471915,56.844293,0.000000,121.876716,38.617734,24.917296,9.633000,116.260677,0.000000,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,28.022500,28.381610,0.828216,0.000000,2.350548,0.000000,20.363545,0.000000,9.633000,0.000000,0.000000,13.545925,90.858439,16.867383,2.417513,4.101852,14.449498,0.000000,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.000000,3.412459,3.412459,0.000000,3.345001,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.89,7.897519,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.46,2.29,0.000000,0.000000,1.292598,3.033297,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,0.000000,3.382812,5.08,3.64,1.55,0,0,0,0,0

73,18:00-18:15,6.251817,33.781225,49.310185,21.606281,2.457837,424.789535,48.920227,0.953046,18.193056,56.844293,0.000000,121.876716,38.617734,24.917296,9.633000,116.260677,8.305435,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,22.690283,28.381610,0.828216,0.000000,2.350548,0.000000,4.015159,0.000000,9.633000,0.000000,0.000000,12.176112,90.858439,16.867383,2.417513,4.101852,14.449498,0.003938,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.004618,3.412459,3.412459,0.000000,3.345001,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.274214,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,8.393101,3.382812,5.08,3.64,1.55,0,0,0,0,0

74,18:15-18:30,6.251817,33.781225,73.965278,21.606281,2.457837,424.789535,48.920227,1.422761,44.471915,56.844293,0.000000,121.876716,38.617734,24.917296,9.633000,116.260677,19.102501,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,0.828216,0.000000,2.350548,0.000000,4.015159,0.000000,9.633000,0.000000,0.000000,12.937119,90.858439,16.867383,2.417513,4.101852,14.449498,0.005012,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.008466,3.412459,3.412459,0.000000,3.345001,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,0.493595,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,8.393101,3.382812,5.08,3.64,1.55,0,0,0,0,0

75,18:30-18:45,12.626551,33.781225,97.436926,21.606281,2.457837,424.789535,48.920227,1.878861,51.927025,56.844293,0.000000,121.876716,51.490312,24.917296,9.633000,116.260677,28.653752,0.000000,0.977256,0.000000,20.235369,0.000000,588.785823,42.033750,28.381610,1.863487,0.000000,2.350548,0.000000,30.545986,0.000000,9.633000,0.000000,0.000000,27.015748,90.858439,16.867383,2.417513,4.101852,14.449498,0.006085,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.013085,3.412459,3.412459,0.000000,3.345001,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,0.493595,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,16.786203,3.382812,5.08,3.64,1.55,0,0,0,0,0

76,18:45-19:00,18.939827,33.781225,121.796158,21.606281,2.513697,424.789535,48.920227,2.348576,51.927025,56.844293,0.000000,121.876716,51.490312,24.917296,9.633000,116.260677,38.205002,0.000000,0.977256,0.000000,20.235369,0.000000,520.731563,42.033750,28.381610,2.950520,0.000000,2.350548,0.000000,30.545986,0.000000,9.633000,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.007159,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,3.345001,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,0.493595,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,24.769884,3.382812,5.08,3.64,1.55,0,0,0,0,0

77,19:00-19:15,18.939827,33.781225,146.155390,21.606281,2.513697,430.125459,48.920227,2.777447,51.927025,56.844293,0.000000,121.876716,81.712886,24.917296,9.633000,116.260677,38.205002,0.000000,0.977256,0.000000,20.235369,0.000000,544.814063,42.033750,28.381610,3.934027,0.000000,2.350548,0.000000,30.545986,0.000000,9.633000,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.007159,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,3.345001,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,0.493595,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.44,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,24.769884,3.382812,5.08,3.64,1.55,0,0,0,0,0

78,19:15-19:30,18.939827,33.781225,146.155390,21.606281,2.513697,424.789535,51.047194,2.777447,51.927025,56.844293,0.000000,121.876716,81.712886,24.917296,9.633000,116.260677,38.205002,0.000000,0.977256,0.000000,20.235369,0.000000,544.880994,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,9.633000,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.007159,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,20.070012,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,0.493595,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.46,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.69,0.23,0.19,24.769884,3.382812,5.08,3.64,1.55,0,0,0,0,0

79,19:30-19:45,18.939827,33.781225,146.155390,21.606281,2.513697,424.789535,51.047194,2.777447,51.927025,56.844293,0.000000,121.876716,81.712886,24.917296,9.633000,116.260677,38.205002,0.000000,0.977256,0.000000,20.235369,0.000000,606.471477,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,9.633000,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.007159,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,34.343804,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.08,3.64,1.55,0,0,0,0,0

80,19:45-20:00,18.939827,33.781225,146.155390,21.606281,2.513697,424.789535,48.920227,2.777447,51.927025,56.844293,0.000000,121.876716,81.712886,24.917296,9.633000,116.260677,38.205002,0.000000,0.977256,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,9.633000,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.010739,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,34.343804,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.08,3.64,1.55,0,0,0,0,0

81,20:00-20:15,18.939827,33.781225,146.155390,21.606281,2.513697,424.789535,48.920227,2.777447,51.927025,56.844293,0.000000,121.876716,81.712886,24.917296,9.633000,116.260677,38.205002,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,9.633000,0.000000,0.000000,40.601245,90.858439,16.867383,2.344256,4.101852,14.449498,0.011813,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,34.343804,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.08,3.64,1.55,0,0,0,0,0

82,20:15-20:30,18.939827,33.781225,146.155390,21.606281,2.513697,424.789535,48.920227,2.777447,51.927025,56.844293,0.000000,121.876716,81.712886,24.917296,9.633000,116.260677,38.205002,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,9.633000,0.000000,0.000000,40.601245,90.858439,16.867383,2.344256,4.101852,14.449498,0.012886,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,34.343804,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.08,3.64,1.55,0,0,0,0,0

