Column1,Time,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/09/6619,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/8106,NR/01102023/31052040/LT-31,GNA/NR/2024/10/09/7320,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/09/8664,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06)
85,21:00-21:15,0,19.33,0,6.66,19.33,0,0,7,0,7.34,0,0,0,0,3.82,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

86,21:15-21:30,0,18.33,0,6.66,18.33,0,0,7,0,7.34,0,0,0,0,3.82,67.91,263.38,121.26,115.99,31,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

87,21:30-21:45,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.82,67.91,263.38,121.26,115.99,0,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

88,21:45-22:00,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.82,67.91,263.38,121.26,115.99,0,0,0,4.06,4.02,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

89,22:00-22:15,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.82,67.91,263.38,121.26,115.99,24.64,0,0,3.9,3.47,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

90,22:15-22:30,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.82,67.91,263.38,121.26,115.99,24.64,0,0,3.9,3.47,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

91,22:30-22:45,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.82,67.91,263.38,121.26,115.99,24.64,0,0,3.9,3.47,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

92,22:45-23:00,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.82,67.91,263.38,121.26,115.99,24.64,0,0,3.9,3.47,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

93,23:00-23:15,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.73,67.91,263.38,121.26,115.99,24.64,0,0,3.9,3.24,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

94,23:15-23:30,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.73,67.91,263.38,121.26,115.99,24.64,0,0,3.9,3.24,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

95,23:30-23:45,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.73,67.91,263.38,121.26,115.99,24.64,0,0,3.12,3.24,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

96,23:45-24:00,0,13.33,0,6.66,13.33,0,0,7,0,7.34,0,0,0,0,3.73,67.91,263.38,121.26,115.99,24.64,0,0,3.12,3.24,134.46,39.77,12.49,0,58.21,6.63,291.03,39.77,39.77,12.49,31.29,31,83.01,0,0,7.33,22,0

