Column1,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/8090,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/9821,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/6566,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/7119,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/16/2535,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/7908,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19
12,02:45-03:00,8.04,8.8,4.28,28.27,24.08,7.96,2.42,32.9,5.08,5.68,24.19,70.54,273.62,24.08,17.5,171.9,163.3,53.22,96.77,21.77,0,22,0,0,0,0,0,57.77,0,8.84,26.5,0,0,0,0,9.66,8.83,0,22,0,0,7,0

13,03:00-03:15,7.94,8.8,4.09,28.27,24.08,7.96,2.42,0,5.08,5.68,24.19,70.54,273.62,24.08,17.5,171.9,163.3,53.22,96.77,21.77,0,22,0,0,0,0,0,57.77,0,8.84,26.5,0,0,0,0,9.66,8.83,0,22,0,0,7,0

14,03:15-03:30,7.94,8.8,4.09,28.27,24.08,7.96,2.42,0,5.08,5.68,24.19,70.54,232.25,24.08,17.5,171.9,163.3,53.22,96.77,21.77,0,22,0,0,0,0,0,57.77,0,8.84,26.5,0,0,0,0,9.66,8.83,0,22,0,0,7,0

15,03:30-03:45,7.94,8.8,4.09,28.27,26.87,7.96,2.42,0,5.08,5.68,24.19,70.54,193.54,26.87,17.5,171.9,163.3,77.42,96.77,21.77,0,21.67,0,0,0,0,0,57.77,0,9,27,0,0,0,0,8,9,0,21.67,0,0,7,0

16,03:45-04:00,7.94,8.8,4.09,28.27,26.87,7.96,2.42,0,5.08,5.68,24.19,70.54,193.54,26.87,17.5,171.9,163.3,77.42,96.77,21.77,0,21.67,0,0,0,0,0,57.77,0,9,27,0,0,0,0,8,9,0,21.67,0,0,7,0

17,04:00-04:15,7.94,8.8,3.91,28.27,26.87,7.96,2.42,0,4.93,5.68,24.19,70.54,150.49,26.87,17.5,171.9,163.3,77.42,96.77,21.77,0,15,0,0,0,0,0,57.77,0,7.5,22.5,0,0,0,0,7.66,7.5,0,15,0,0,7,0

18,04:15-04:30,7.94,8.8,3.91,28.27,26.87,7.96,2.42,0,4.93,5.68,24.19,70.54,150.49,26.87,17.5,171.9,163.3,77.42,96.77,21.77,0,15,0,0,0,0,0,57.77,0,7.5,22.5,0,0,0,0,7.66,7.5,0,15,0,0,7,0

19,04:30-04:45,7.94,8.8,3.91,28.27,26.87,7.96,2.42,0,4.93,5.68,24.19,70.54,150.49,26.87,17.5,171.9,163.3,100.81,96.77,21.77,0,15,0,0,0,0,0,68.25,0,7.5,22.5,0,0,0,0,7.66,7.5,0,15,0,0,7,0

20,04:45-05:00,7.94,8.8,3.91,28.27,26.87,7.96,2.42,0,4.93,5.68,24.19,70.54,150.49,26.87,17.5,171.9,163.3,100.81,96.77,21.77,0,15,0,0,0,0,0,68.25,0,7.5,22.5,0,0,0,0,7.34,7.5,0,15,0,0,7,0

21,05:00-05:15,7.85,8.8,3.91,27.25,26.87,7.96,2.42,0,4.93,5.68,24.19,70.54,150.49,26.87,17.5,171.9,163.3,100.81,96.77,21.77,0,15,0,0,0,0,0,68.25,0,7.5,22.5,0,0,0,0,7.34,7.5,0,15,0,0,7,0

22,05:15-05:30,7.85,8.8,3.91,27.25,26.87,7.96,2.42,0,4.93,5.68,24.19,70.54,150.49,26.87,17.5,171.9,163.3,100.81,96.77,21.77,0,15,0,0,0,0,0,68.25,0,7.5,22.5,0,0,0,0,7,7.5,0,15,0,0,7,0

23,05:30-05:45,7.85,8.8,3.91,27.25,26.87,7.96,2.42,0,4.93,5.68,24.19,70.54,193.54,26.87,17.5,171.9,163.3,100.81,96.77,21.77,0,15,0,0,0,0,0,68.25,0,7.5,22.5,0,0,0,0,6.66,7.5,0,15,0,0,7,0

24,05:45-06:00,7.85,8.8,3.91,27.25,26.87,7.96,2.42,0,4.93,5.68,24.19,70.54,232.25,26.87,17.5,220.29,163.3,100.81,96.77,21.77,0,15,0,0,0,0,0,87.29,0,7.5,22.5,0,0,0,0,6.66,7.5,0,15,0,0,7,0

25,06:00-06:15,7.76,8.8,3.91,27.25,26.87,7.96,2.42,0,4.77,5.68,24.19,70.54,273.62,26.87,17.5,262.73,0,100.81,96.77,21.77,0,15,0,0,0,0,1,87.29,1,7.16,21.5,0,7.35,3.2,0,6.66,7.17,1,15,0,13.89,7,0.01

26,06:15-06:30,7.76,8.8,3.91,27.25,26.87,7.96,2.42,0,4.77,5.68,24.19,70.54,273.62,26.87,17.5,262.73,0,100.81,96.77,21.77,1,15,0,0,0,0,2,87.29,4,7.16,21.5,0,15.75,8.2,0,6.66,7.17,1,15,0,26.97,7,0.86

27,06:30-06:45,7.76,8.8,3.91,27.25,26.87,7.96,2.42,0,4.77,5.68,24.19,70.54,273.62,26.87,17.5,262.73,0,100.81,96.77,21.77,3,15,0.41,0.4,2,0.4,5,87.29,7,7.16,21.5,2,26.25,10.8,0.84,6.66,7.17,3,15,0.17,29.74,7,2.41

28,06:45-07:00,7.76,8.8,3.91,27.25,26.87,7.96,2.42,0,4.77,5.68,24.19,70.54,273.62,26.87,17.5,262.73,0,100.81,96.77,21.77,4,15,0.74,0.73,3,0.73,8,87.29,14,7.16,21.5,3,30.08,14.09,3.82,6.66,7.17,6,15,0.76,30.08,7,3.87

29,07:00-07:15,7.66,8.8,3.73,26.75,26.87,7.96,2.42,0,4.62,5.68,24.19,70.54,273.62,26.87,17.5,214.35,0,100.81,96.77,21.77,5,20.67,1.26,1.22,7,1.22,10,87.29,21,7.16,21.5,5,29.95,17.3,9.05,6.66,7.17,9,20.67,1.81,29.95,7,5.63

30,07:15-07:30,7.66,8.8,3.73,26.75,26.87,7.96,2.42,0,4.62,5.68,24.19,70.54,232.25,26.87,17.5,171.9,0,100.81,96.77,21.77,7,22.33,1.97,1.92,10,1.92,15,68.25,32,7.16,21.5,8,27.55,24.1,16.35,6.66,7.17,13,22.33,3.27,27.55,7,8.01

31,07:30-07:45,7.66,8.8,3.73,27.75,26.87,7.96,2.42,0,4.62,5.68,24.19,70.54,193.54,26.87,17.5,171.9,0,100.81,96.77,21.77,8,35,2.83,2.76,15,2.76,17,57.77,42,12.5,37.5,9,28.47,28.46,30.9,11.66,12.5,18,35,6.18,28.47,7,10.78

32,07:45-08:00,7.66,8.8,3.73,27.75,26.87,7.96,2.42,0,4.62,5.68,24.19,70.54,150.49,26.87,17.5,171.9,0,100.81,96.77,21.77,11,33.33,3.5,3.41,19,3.41,24,57.77,53,12.16,36.5,11,29.13,29.14,47.39,11,12.17,22,33.33,9.48,29.13,7,13.72

33,08:00-08:15,7.66,8.8,3.73,27.75,26.87,7.96,2.42,0,4.38,5.68,24.19,70.54,150.49,26.87,17.5,171.9,0,67.74,96.77,21.77,14,36,4.47,4.35,23,4.35,30,57.77,53,11.66,35,15,30.13,30.14,66.28,10.66,11.67,22,36,13.26,30.13,7,17.07

34,08:15-08:30,7.66,8.8,3.73,27.75,26.87,7.96,2.42,0,4.38,5.68,24.19,70.54,150.49,26.87,17.5,171.9,0,58.06,96.77,21.77,18,33.33,5.52,5.39,29,5.39,37,57.77,67,10.84,32.5,18,31.73,31.74,85.88,10.66,10.83,28,33.33,17.17,31.73,7,21.08

35,08:30-08:45,7.66,8.8,3.73,28.26,26.87,7.96,2.42,0,4.38,5.68,24.19,70.54,150.49,26.87,17.5,171.9,0,58.06,96.77,21.77,19,21.67,6.52,6.36,35,6.36,40,57.77,81,9.66,29,22,32.67,32.66,104.28,7.34,9.67,34,21.67,20.86,32.67,7,26.71

36,08:45-09:00,7.66,8.8,3.73,27.25,26.87,7.96,2.42,0,4.38,5.68,24.19,70.54,150.49,26.87,17.5,171.9,0,58.06,96.77,21.77,22,21,7.54,7.36,42,7.36,46,57.77,95,9.16,27.5,25,32.67,32.66,122.64,7.34,9.17,40,21,24.53,32.67,7,33.93

37,09:00-09:15,7.58,8.8,3.73,26.75,26.87,7.96,2.42,0,4.38,5.91,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,28,20,8.44,8.23,51,8.23,59,57.77,112,8.66,26,28,33,33,138.3,7.34,8.67,48,20,27.66,33,7,38.99

38,09:15-09:30,7.58,8.8,3.73,26.75,26.87,7.96,2.42,0,4.38,5.91,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,31,19.33,9.33,9.11,57,9.11,66,57.77,126,8.34,25,31,33,33,152.93,7.34,8.33,54,19.33,30.58,33,7,41.27

39,09:30-09:45,7.58,8.8,3.73,26.75,26.87,7.96,2.42,0,4.38,5.6,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,34,18.33,10.23,9.98,66,9.98,71,57.77,144,8.34,25,35,33,33,167.33,7.34,8.33,61,18.33,33.46,33,7,44.11

40,09:45-10:00,7.58,8.8,3.73,26.75,26.87,7.96,2.42,0,4.38,5.6,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,36,16.67,11.36,11.09,73,11.09,76,57.77,154,7.84,23.5,37,33,33,180.8,7.34,7.83,66,16.67,36.16,33,7,48.28

41,10:00-10:15,7.58,8.8,3.73,26.75,26.87,7.96,2.42,0,4.23,5.45,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,39,13.33,11.99,11.7,80,11.7,81,57.77,165,8,24,39,33,33,191.95,7.34,8,70,13.33,38.39,33,7,52.84

42,10:15-10:30,7.58,8.8,3.73,26.75,26.87,7.96,2.42,0,4.23,5.45,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,40,13.33,13.1,12.79,83,12.79,84,57.77,172,8,24,40,33,33,202.9,7.34,8,73,13.33,40.58,33,7,58.04

43,10:30-10:45,7.58,8.8,3.73,26.75,26.87,7.96,2.42,0,4.23,5.45,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,42,13.33,13.6,13.27,88,13.27,88,57.77,179,8,24,43,33,33,215.68,7.34,8,76,13.33,43.13,33,7,65.05

44,10:45-11:00,7.58,8.8,3.73,26.75,26.87,7.96,2.42,0,4.23,5.45,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,43,13.33,14.49,14.13,89,14.13,90,57.77,186,8,24,44,33,33,225.77,6.66,8,79,13.33,45.15,33,7,72.87

45,11:00-11:15,7.48,8.8,3.73,26.75,26.87,3.52,2.42,0,4.23,5.45,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,43,13.33,14.49,14.13,90,14.13,90,57.77,189,7.16,21.5,46,33,33,227.5,6.66,7.17,81,13.33,45.5,33,7,76.92

46,11:15-11:30,7.48,8.8,3.73,26.75,26.87,3.52,2.42,0,4.23,5.45,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,43,13.33,15.68,15.3,91,15.3,90,57.77,191,7.16,21.5,47,33,33,228.33,6.66,7.17,82,13.33,45.67,33,7,77.7

47,11:30-11:45,7.48,8.8,3.73,26.75,26.87,3.52,2.42,0,4.23,5.45,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,43,13.33,15.68,15.3,91,15.3,90,57.77,193,7.16,21.5,47,33,33,229.17,6.66,7.17,82,13.33,45.83,33,7,79.81

48,11:45-12:00,7.48,8.8,3.73,26.75,26.87,3.52,2.42,0,4.23,5.45,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,43,13.33,15.68,15.3,91,15.3,90,57.77,193,7.16,21.5,47,33,33,229.58,6.66,7.17,82,13.33,45.92,33,7,83.64

49,12:00-12:15,7.48,8.8,3.91,27.25,26.87,3.52,2.42,0,4.23,5.6,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,43,13.33,15.68,15.3,91,15.3,90,57.77,193,7.16,21.5,46,33,33,229.58,6.66,7.17,82,13.33,45.92,33,7,74.74

50,12:15-12:30,7.48,8.8,3.91,27.25,26.87,3.52,2.42,0,4.23,5.6,24.19,70.54,150.49,26.87,17.5,111.29,0,53.22,96.77,21.77,43,13.33,15.68,15.3,91,15.3,90,57.77,193,7.16,21.5,46,33,33,229.58,6.66,7.17,82,13.33,45.92,33,7,78.23

51,12:30-12:45,7.48,8.8,3.91,27.25,26.87,3.78,2.42,0,4.23,5.6,24.19,70.54,150.49,26.87,17.5,171.9,0,53.22,96.77,21.77,43,13.67,15.68,15.3,91,15.3,90,57.77,193,7.5,22.5,46,33,33,229.58,6.66,7.5,82,13.67,45.92,33,11,79.67

52,12:45-13:00,7.48,8.8,3.91,27.25,26.87,3.78,2.42,0,4.23,5.6,24.19,70.54,150.49,26.87,17.5,171.9,0,53.22,96.77,21.77,43,14.33,15.68,15.3,91,15.3,90,57.77,193,7.5,22.5,46,33,33,229.58,6.66,7.5,82,14.33,45.92,33,10.8,79.12

53,13:00-13:15,7.48,8.8,4.09,27.25,26.87,4.07,2.42,0,4.62,5.68,24.19,70.54,193.54,26.87,17.5,171.9,0,53.22,96.77,21.77,43,15.33,15.68,15.3,91,15.3,90,57.77,193,7.5,22.5,46,33,33,229.58,6.66,7.5,82,15.33,45.92,33,11,77.04

54,13:15-13:30,7.48,8.8,4.09,27.25,26.87,4.07,2.42,0,4.62,5.68,24.19,70.54,232.25,26.87,17.5,171.9,0,53.22,96.77,21.77,43,16.33,15.68,15.3,91,15.3,90,57.77,189,7.5,22.5,46,33,33,229.58,6.66,7.5,81,16.33,45.92,33,11,73.39

55,13:30-13:45,7.48,8.8,4.09,27.25,26.87,4.07,2.42,0,4.62,5.68,24.19,70.54,273.62,26.87,17.5,171.9,0,53.22,96.77,21.77,43,17,15.68,15.3,91,15.3,90,57.77,182,7.5,22.5,45,33,33,229.58,7,7.5,78,17,45.92,33,11,61.78

56,13:45-14:00,7.48,8.8,4.09,27.25,26.87,4.07,2.42,0,4.62,5.68,24.19,70.54,273.62,26.87,17.5,171.9,0,53.22,96.77,21.77,43,18,15.68,15.3,91,15.3,90,57.77,175,7.5,22.5,44,33,33,227.5,7.66,7.5,75,18,45.5,33,10.8,63.84

57,14:00-14:15,7.58,8.8,4.37,28.26,26.87,4.07,2.42,0,5,5.68,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,40,25,15.68,15.3,90,15.3,85,57.77,168,7.5,22.5,43,33,33,217.39,8.34,7.5,72,25,43.48,33,13.81,62.51

58,14:15-14:30,7.58,8.8,4.37,28.26,26.87,4.07,2.42,0,5,5.68,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,39,26,14.2,13.85,89,13.85,81,57.77,161,7.5,22.5,42,33,33,205.74,9,7.5,69,26,41.15,33,13.61,58.53

59,14:30-14:45,7.58,8.8,4.37,28.26,26.87,4.07,2.42,0,5,5.68,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,39,28.33,13.82,13.48,87,13.48,83,57.77,161,7.66,23,40,33,33,194.15,9.34,7.67,69,28.33,38.83,33,13.41,54.99

60,14:45-15:00,7.58,8.8,4.37,28.26,26.87,4.07,2.42,0,5,5.68,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,37,29.33,13.16,12.84,81,12.84,78,57.77,154,7.66,23,38,33,33,184.96,10,7.67,66,29.33,36.99,33,13.21,51.42

61,15:00-15:15,7.66,8.8,4.56,29.27,26.87,3.52,2.42,0,5,5.91,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,35,31.67,12.26,11.97,72,11.97,73,57.77,147,7.84,23.5,35,33,33,174.58,10.34,7.83,63,31.67,34.92,33,13.01,35.99

62,15:15-15:30,7.66,8.8,4.56,29.27,26.87,3.52,2.42,0,5,5.91,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,32,32.67,11.35,11.08,68,11.08,67,57.77,137,8,24,33,33,33,162.43,10.34,8,58,32.67,32.48,33,12.01,32.79

63,15:30-15:45,7.66,8.8,4.56,28.27,26.87,3.52,2.42,0,5,5.91,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,29,34,10.45,10.2,62,10.2,61,57.77,123,8.16,24.5,30,33,33,170.72,10.66,8.17,52,34,34.14,33,11,28.46

64,15:45-16:00,7.66,8.8,4.56,26.24,26.87,3.52,2.42,0,5,5.91,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,26,35,9.55,9.32,56,9.32,54,57.77,109,8.34,25,28,33,33,157.89,10.66,8.33,46,35,31.58,33,10,23.19

65,16:00-16:15,7.85,8.8,4.56,26.24,26.87,3.52,2.42,0,5.62,6.23,24.19,70.54,273.62,26.87,17.5,172.87,0,53.22,96.77,21.77,23,30,8.48,8.27,50,8.27,47,57.77,95,8.5,25.5,24,33,33,142.74,11,8.5,40,30,28.55,33,9,19.18

66,16:15-16:30,7.85,8.8,4.56,26.24,26.87,3.52,2.42,0,5.62,6.23,24.19,70.54,273.62,26.87,17.5,172.87,0,79.35,96.77,21.77,19,31,7.62,7.44,43,7.44,41,68.25,81,8.66,26,20,33,33,124.57,11,8.67,34,31,24.91,33,7.2,16.2

67,16:30-16:45,7.85,8.8,4.56,27.25,26.87,3.52,2.42,0,5.62,6.23,24.19,70.54,273.62,26.87,17.5,207.62,0,100.81,96.77,0,15,31.67,6.72,6.56,38,6.56,30,68.25,67,9.16,27.5,17,33,33,105.13,11,9.17,28,31.67,21.03,33,13.01,13.01

68,16:45-17:00,7.85,8.8,4.56,27.25,26.87,3.52,2.42,0,5.62,6.23,24.19,70.54,273.62,26.87,17.5,207.62,0,100.81,96.77,0,11,32.33,5.72,5.59,33,5.59,23,68.25,56,9.66,29,13,31.5,20.8,85.22,11,9.67,24,32.33,17.04,33,12.41,9.93

69,17:00-17:15,8.04,8.8,4.65,28.26,26.87,3.52,2.42,0,6,6.39,24.19,70.54,273.62,26.87,17.5,262.73,0,86.03,96.77,0,7,33,4.77,4.64,25,4.64,16,87.29,42,9.16,27.5,11,26.25,14.1,68.91,11.34,9.17,18,33,13.78,33,12.01,6.68

70,17:15-17:30,8.04,8.8,4.65,29.27,26.87,3.52,2.42,0,6,6.39,24.19,70.54,273.62,26.87,17.5,262.73,0,86.03,96.77,0,6,33.33,3.89,3.79,21,3.79,14,87.29,28,9.34,28,8,11.24,7.4,53.31,11.34,9.33,12,33.33,10.66,33,11.41,3.96

71,17:30-17:45,8.04,8.8,4.65,28.26,26.87,3.52,2.42,0,6,6.39,24.19,70.54,273.62,26.87,17.5,262.73,0,86.03,96.77,0,4,33.67,2.96,2.89,17,2.89,9,81.29,18,9.5,28.5,7,1.05,2.5,39.14,11,9.5,7,33.67,7.83,33,12.41,2.45

72,17:45-18:00,8.04,8.8,4.65,30.28,26.87,3.52,2.42,0,6,6.39,24.19,70.54,273.62,26.87,17.5,262.73,0,86.03,96.77,0,4,35.33,2.13,2.08,12,2.08,8,81.29,7,9.84,29.5,5,0,0,24.47,10.66,9.83,3,35.33,4.89,19.84,12.01,1.47

73,18:00-18:15,8.5,8.8,4.84,30.28,24.8,3.52,2.42,0,6.54,6.62,24.19,66.36,273.62,24.8,17.5,223.54,0,86.03,96.77,0,3,35.33,1.63,1.59,7,1.59,7,81.29,4,10.34,31,3,0,0,14.95,10.34,10.33,1,35.33,2.99,0,11.61,0.41

74,18:15-18:30,8.5,8.8,4.84,30.28,24.8,0,2.42,0,6.54,6.62,24.19,66.36,273.62,24.8,17.5,223.54,0,86.03,96.77,0,2,37.33,1.16,1.13,3,1.13,3,81.29,1,10.66,32,2,0,0,7.15,10.34,10.67,0,37.33,1.43,0,11.2,0

75,18:30-18:45,8.5,8.8,4.84,30.28,24.8,0,2.42,0,6.54,6.62,24.19,66.36,273.62,24.8,17.5,223.54,0,86.03,96.77,0,1,38.67,0.59,0.57,2,0.57,1,81.29,0,11.16,33.5,0,0,0,2.04,10.66,11.17,0,38.67,0.41,0,11,0

76,18:45-19:00,8.5,8.8,4.84,30.28,24.8,0,2.42,0,6.54,6.62,24.19,66.36,273.62,24.8,17.5,223.54,0,86.03,96.77,0,0,40,0.22,0.21,0,0.21,0,81.29,0,11.5,34.5,0,0,0,0.24,11,11.5,0,40,0.05,0,10.4,0

77,19:00-19:15,8.59,8.8,4.84,29.26,16.98,0,2.42,0,6.54,6.77,24.19,83.41,273.62,16.98,17.5,223.54,0,86.03,96.77,0,0,40,0,0,0,0,0,81.29,0,11.66,35,0,0,0,0.18,10.66,11.67,0,40,0.03,0,9.6,0

78,19:15-19:30,8.59,8.8,4.84,29.26,16.98,0,2.42,0,6.54,6.77,24.19,115.66,273.62,16.98,17.5,223.54,0,86.03,96.77,0,0,39.33,0,0,0,0,0,81.29,0,11.5,34.5,0,0,0,0,8.66,11.5,0,39.33,0,0,9,0

79,19:30-19:45,8.59,8.8,4.84,29.26,16.98,0,2.42,0,6.54,6.77,24.19,115.66,273.62,16.98,17.5,223.54,0,86.03,96.77,0,0,32,0,0,0,0,0,81.29,0,9.5,28.5,0,0,0,0,8.34,9.5,0,32,0,0,8.4,0

80,19:45-20:00,8.59,8.8,4.84,29.26,16.98,0,2.42,0,6.54,6.77,24.19,115.66,273.62,16.98,17.5,223.54,0,86.03,96.77,0,0,31.33,0,0,0,0,0,81.29,0,9.66,29,0,0,0,0,8.34,9.67,0,31.33,0,0,7.6,0

