Block,Time,L_NR_2021_14,L_NR_2020_06,L_NR_2022_10,L_NR_2019_05,L_NR_2019_06,L_NR_2018_61,L_NR_2020_07,L_NR_2022_09,L_NR_2021_13,L_NR_2020_05,L_NR_2022_08,L_NR_2019_07,L_NR_2021_16,L_NR_2021_15,L_NR_2021_17,L_NR_2021_12,LT-59,L_NR_2019_11,SH-07,L_NR_2012_07,SH-06,L_NR_2019_19,L_NR_2012_02,LT-36,L_NR_2023_04,LT-31,LT_MEJA_Delhi,LT-05,LT-35,L_NR_2012_01,L_NR_2020_02,L_NR_2012_04
77,19:00-19:15,0.03,36.08,77.55,0,0,43.17,36.06,77.55,1.16,108.23,39.22,0,1.3,1.26,0.65,5.83,8.580000,9.090000,17.900000,87.290000,17.900000,0.350000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,10.470000,132.770000

78,19:15-19:30,0,36.24,77.73,0,0,43.02,36.24,77.73,0.38,108.72,39.3,0,0.41,0.24,0.21,1.92,8.580000,9.090000,17.900000,87.290000,17.900000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,10.470000,132.770000

79,19:30-19:45,0,36.43,77.5,0,0,43.04,36.43,77.5,0,109.3,39.47,0,0,0,0,0,8.580000,9.090000,17.900000,87.290000,17.900000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,10.470000,132.770000

80,19:45-20:00,0,36.59,79.26,0,0,43.03,36.58,79.26,0,109.76,39.42,0,0,0,0,0,8.580000,9.090000,17.900000,87.290000,17.900000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,10.470000,132.770000

81,20:00-20:15,0,38.39,75.34,0,0,43.12,38.38,75.34,0,115.16,39.25,0,0,0,0,0,8.580000,9.090000,17.900000,87.290000,17.900000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,10.700000,132.770000

82,20:15-20:30,0,38.37,74.86,0,0,43.17,38.36,74.86,0,115.11,39.21,0,0,0,0,0,8.580000,9.090000,17.900000,87.290000,17.900000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,10.700000,132.770000

83,20:30-20:45,0,38.38,75.15,0,0,20.08,38.38,75.15,0,115.14,39.3,0,0,0,0,0,9.350000,9.090000,17.900000,87.290000,17.900000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,10.700000,132.770000

84,20:45-21:00,0,33,75.57,0,0,20.58,32.99,75.57,0,99,39.44,0,0,0,0,0,9.350000,9.090000,17.900000,87.290000,17.900000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,10.700000,132.770000

85,21:00-21:15,0,33.26,76.39,0,0,21.41,33.25,76.39,0,99.77,39.46,0,0,0,0,0,9.350000,8.850000,30.970000,87.290000,4.840000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.630000,132.770000

86,21:15-21:30,0,33.39,75.5,0,0,22.08,33.4,75.5,0,100.18,39.51,0,0,0,0,0,9.350000,8.850000,30.970000,87.290000,4.840000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.630000,132.770000

87,21:30-21:45,0,33.8,80.2,0,0,23.68,33.79,80.2,0,101.39,39.49,0,0,0,0,0,9.350000,8.850000,30.970000,87.290000,4.840000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.630000,132.770000

88,21:45-22:00,0,33.92,80.08,0,0,23.82,33.92,80.08,0,101.76,39.31,0,0,0,0,0,9.350000,8.850000,30.970000,87.290000,4.840000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.630000,132.770000

89,22:00-22:15,0,34.02,80.16,0,0,24.48,34.02,80.16,0,102.06,39.29,0,0,0,0,0,9.120000,8.850000,30.970000,87.290000,4.840000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.630000,132.770000

90,22:15-22:30,0,34.42,80.23,0,0,25.88,34.42,80.23,0,103.26,39.26,0,0,0,0,0,9.120000,8.850000,30.970000,87.290000,4.840000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.630000,132.770000

91,22:30-22:45,0,34.76,80.26,0,0,27.17,34.76,80.26,0,104.28,33.32,0,0,0,0,0,9.190000,8.850000,30.970000,87.290000,0.000000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.630000,132.770000

