Block,Time,L_NR_2019_11,SH-06,LT-59,L_NR_2012_01,L_NR_2018_61,LT-36,LT-31,LT_MEJA_Delhi,L_NR_2012_07,L_NR_2020_02,SH-07,L_NR_2012_02,L_NR_2012_04,LT-05,L_NR_2019_19,LT-35,L_NR_2021_14,L_NR_2019_07,L_NR_2020_05,L_NR_2021_15,L_NR_2019_06,L_NR_2020_07,L_NR_2021_12,L_NR_2022_10,L_NR_2021_17,L_NR_2020_06,L_NR_2021_13,L_NR_2019_05,L_NR_2022_09,L_NR_2021_16,L_NR_2022_08
28,06:45-07:00,3.990000,44.930000,3.730000,100.860000,2.45,0.990000,0.970000,11.320000,75.990000,3.050000,44.930000,130.280000,270.820000,115.610000,22.420000,0.970000,3.89,18.54,82.06,2.57,30.48,27.35,11.25,46.08,4.32,27.35,2.25,20.48,46.08,8.65,16.1

29,07:00-07:15,3.990000,44.930000,3.730000,100.860000,2.59,1.870000,1.820000,11.320000,57.060000,3.050000,44.930000,130.280000,270.820000,115.610000,31.030000,1.820000,7.61,31,78.35,4.98,31,26.1,19.66,43.72,6.97,26.12,3.93,31,43.72,13.93,15.42

30,07:15-07:30,3.990000,44.930000,3.730000,100.860000,2.55,2.730000,2.660000,11.320000,57.060000,3.050000,44.930000,130.280000,270.820000,115.610000,40.660000,2.660000,12.68,31,73.6,8.11,31,24.53,30.83,41.34,10.33,24.53,6.16,31,41.34,20.66,14.91

31,07:30-07:45,3.990000,44.930000,3.730000,100.860000,2.6,3.670000,3.590000,11.320000,57.060000,3.050000,44.930000,130.280000,270.820000,115.610000,50.740000,3.590000,18.96,31,68.78,11.5,31,22.91,44.88,39.03,14.11,22.93,8.97,31,39.03,28.22,14.4

32,07:45:08:00,3.990000,44.930000,3.730000,100.860000,2.44,4.800000,4.680000,11.320000,57.060000,3.050000,44.930000,130.280000,270.820000,115.610000,60.680000,4.680000,26.09,31,63.65,15.1,31,21.21,63.1,29.48,15,21.22,12.62,31,29.48,30,9.24

33,08:00-08:15,3.830000,43.630000,3.730000,100.860000,2.54,5.840000,5.700000,11.320000,57.060000,3.050000,43.630000,130.280000,270.820000,115.610000,69.960000,5.700000,34,31,53.58,24.45,31,17.86,81.77,27.42,19,17.86,16.35,31,27.42,38,8.43

34,08:15-08:30,3.830000,43.630000,3.730000,100.860000,2.56,6.620000,6.460000,11.320000,57.060000,3.050000,43.630000,130.280000,270.820000,115.610000,78.890000,6.460000,42.63,31,51.98,29.35,31,17.31,99.67,26.55,21,17.33,19.93,31,26.55,42,7.48

35,08:30-08:45,3.830000,43.630000,3.730000,100.860000,2.44,7.670000,7.480000,5.370000,57.060000,3.240000,43.630000,90.700000,270.820000,115.610000,87.880000,7.480000,48.94,31,50.95,33.86,31,16.99,119.73,25.65,32.33,16.98,23.95,31,25.65,64.67,6.51

36,08:45:09:00,3.830000,43.940000,3.730000,100.860000,2.6,8.410000,8.210000,5.370000,57.060000,3.240000,43.940000,90.700000,270.820000,115.610000,96.480000,8.210000,56.51,31,49.31,37.72,31,16.43,137.66,23.26,35.33,16.44,27.53,31,23.26,70.67,5.77

37,09:00:09:15,3.830000,44.560000,3.960000,100.860000,2.56,9.230000,9.000000,5.370000,57.060000,3.240000,44.560000,90.700000,270.820000,94.450000,106.900000,9.000000,62.63,31,47.94,40.56,31,15.97,157.13,22.07,37.33,15.98,31.43,31,22.07,74.67,5.33

38,09:15-09:30,3.830000,44.560000,3.960000,100.860000,2.6,9.830000,9.590000,5.370000,57.060000,3.240000,44.560000,90.700000,270.820000,94.450000,114.570000,9.590000,69.11,31,45.04,42.81,31,15.02,173.63,20.12,40.33,15.01,34.73,31,20.12,80.67,4.46

39,09:30-09:45,3.830000,44.560000,3.960000,100.860000,2.47,10.760000,10.500000,5.370000,57.060000,3.240000,44.560000,90.700000,270.820000,94.450000,120.900000,10.500000,74.87,31,40.94,46.6,31,13.64,189.03,26.53,42.33,13.65,37.8,31,26.53,84.67,5.54

40,09:45-10:00,3.830000,44.880000,3.960000,100.860000,2.59,11.480000,11.200000,5.370000,57.060000,3.240000,44.880000,90.700000,270.820000,94.450000,126.170000,11.200000,79.88,31,39.28,49.42,31,13.09,202.5,25.77,44.33,13.09,40.5,31,25.77,88.67,5.4

41,10:00-10:15,4.210000,44.860000,3.960000,100.860000,2.53,12.330000,12.030000,11.320000,57.060000,3.240000,44.860000,90.700000,270.820000,115.610000,130.930000,12.030000,84.73,31,38.38,50,31,12.8,216.08,25.44,40.66,12.79,43.22,31,25.44,81.34,5.43

42,10:15-10:30,4.210000,44.710000,3.960000,100.860000,2.56,13.040000,12.730000,11.320000,57.060000,3.240000,44.710000,90.700000,270.820000,115.610000,135.420000,12.730000,89.26,31,37.66,50,31,12.55,229.17,25.77,42,12.55,45.83,31,25.77,84,5.39

43,10:30-10:45,4.210000,44.710000,3.960000,100.860000,6.16,13.540000,13.210000,11.320000,57.060000,3.240000,44.710000,90.700000,270.820000,70.270000,139.370000,13.210000,92.35,31,38.46,50,31,12.82,229.17,25.86,43,12.82,45.83,31,25.86,86,5.5

44,10:45-11:00,4.210000,44.240000,3.960000,100.860000,6.11,14.550000,14.190000,11.320000,57.060000,3.240000,44.240000,90.700000,270.820000,70.270000,141.990000,14.190000,93.87,31,39.17,50,31,13.05,229.17,26.14,43,13.06,45.83,31,26.14,86,5.77

45,11:00-11:15,4.210000,44.240000,3.960000,100.860000,6.06,15.040000,14.670000,11.320000,57.060000,3.150000,44.240000,90.700000,270.820000,70.270000,143.260000,14.670000,94.95,31,40,50,31,13.33,240.55,27.66,44.33,13.33,48.11,31,27.66,88.67,5.81

46,11:15-11:30,4.210000,44.550000,3.960000,100.860000,6.01,15.320000,14.960000,11.320000,57.060000,3.150000,44.550000,90.700000,270.820000,70.270000,143.090000,14.960000,95.51,31,40.34,50,31,13.43,237.43,30.18,43.66,13.45,47.49,31,30.18,87.34,5.95

47,11:30-11:45,4.590000,44.710000,4.340000,100.860000,6.1,15.790000,15.400000,10.700000,57.060000,3.710000,44.710000,90.700000,270.820000,70.270000,142.180000,15.400000,95.58,31,44.35,50,31,14.78,234.97,30.78,43.33,14.78,47,31,30.78,86.67,6.27

48,11:45-12:00,4.590000,44.240000,4.340000,100.860000,6.17,15.980000,15.590000,10.070000,57.060000,3.710000,44.240000,90.700000,270.820000,70.270000,141.300000,15.590000,95.56,31,45.76,50,31,15.25,233.04,31.33,43,15.25,46.61,31,31.33,86,6.67

49,12:00-12:15,4.900000,44.390000,4.340000,100.860000,6.03,16.210000,15.820000,9.440000,56.520000,3.890000,44.390000,89.980000,270.820000,94.450000,140.860000,15.820000,95.55,31,46.5,50,31,15.5,229.01,32.22,43,15.5,45.8,31,32.22,86,7.09

50,12:15-12:30,4.900000,43.770000,4.340000,100.860000,6.09,16.300000,15.900000,8.780000,56.520000,3.890000,43.770000,89.980000,270.820000,94.450000,140.820000,15.900000,95.58,31,47.82,50,31,15.93,226.23,43.42,42.66,15.94,45.25,31,43.42,85.34,7.35

51,12:30-12:45,4.900000,43.920000,4.340000,100.860000,6.45,16.340000,15.940000,8.100000,56.520000,3.890000,43.920000,89.980000,270.820000,94.450000,140.300000,15.940000,95.56,31,62.62,50,31,20.87,229.17,45.08,42.66,20.88,45.83,31,45.08,85.34,12.17

52,12:45-13:00,4.900000,43.920000,4.340000,100.860000,7.05,16.360000,15.960000,7.290000,56.520000,3.890000,43.920000,89.980000,270.820000,94.450000,139.270000,15.960000,95.53,31,65.18,50,31,21.71,229.17,46.08,42.66,21.73,45.83,31,46.08,85.34,13.04

53,13:00-13:15,4.900000,44.540000,5.010000,100.860000,7.8,16.430000,16.040000,6.360000,41.880000,3.890000,44.540000,89.980000,270.820000,70.270000,138.560000,16.040000,95.43,31,66.62,50,31,22.21,221.13,47.4,39.66,22.21,44.23,31,47.4,79.34,15.04

54,13:15-13:30,4.900000,44.540000,5.010000,100.860000,8.25,16.260000,15.860000,6.270000,41.880000,3.890000,44.540000,89.980000,270.820000,70.270000,138.130000,15.860000,95.38,31,68.46,50,31,22.83,183.54,49.53,39.66,22.82,36.71,31,49.53,79.34,16.78

55,13:30-13:45,4.900000,44.540000,5.010000,100.860000,9.31,16.050000,15.660000,6.180000,41.880000,3.890000,44.540000,89.980000,270.820000,70.270000,136.600000,15.660000,95.42,31,68.99,50,31,23,185.21,53.47,40,22.99,37.04,31,53.47,80,18.21

56,13:45-14:00,4.900000,44.640000,5.010000,100.860000,11.3,15.740000,15.350000,6.180000,56.520000,3.890000,44.640000,89.980000,270.820000,94.450000,134.390000,15.350000,85.66,31,69.81,47.15,31,23.27,186.04,57.33,39.66,23.27,37.21,31,57.33,79.34,19.52

57,14:00-14:15,5.210000,44.540000,5.010000,100.860000,13.13,15.370000,15.000000,6.180000,56.520000,3.990000,44.540000,89.980000,270.820000,115.610000,130.730000,15.000000,84.81,31,73.2,37.04,31,24.4,187.71,61.08,39,24.4,37.54,31,61.08,78,18.29

58,14:15-14:30,5.210000,44.340000,5.010000,100.860000,15.57,13.010000,12.690000,11.320000,56.520000,3.990000,44.340000,114.060000,270.820000,115.610000,125.950000,12.690000,67.43,31,77.93,35.7,31,25.98,187.71,63.14,38.33,25.98,37.54,31,63.14,76.67,19.21

59,14:30-14:45,5.210000,44.340000,5.010000,100.860000,17.83,12.560000,12.260000,11.320000,56.520000,3.990000,44.340000,130.280000,270.820000,115.610000,119.530000,12.260000,66.61,31,81.78,33.86,31,27.25,191.88,64.66,30.66,27.26,38.37,31,64.66,61.34,20.03

60,14:45-15:00,5.210000,44.540000,5.010000,100.860000,19.8,12.090000,11.790000,11.320000,56.520000,3.990000,44.540000,130.280000,270.820000,115.610000,112.490000,11.790000,65.26,31,85.35,32.46,31,28.45,200.42,66.72,28,28.45,40.08,31,66.72,56,20.63

61,15:00-15:15,5.210000,44.540000,5.010000,100.860000,21.08,11.530000,11.260000,11.320000,56.520000,4.170000,44.540000,130.280000,270.820000,115.610000,102.070000,11.260000,62.17,31,84.93,31.42,31,28.32,208.54,65.2,25.66,28.31,41.71,31,65.2,51.34,21.25

62,15:15-15:30,5.210000,44.540000,5.010000,100.860000,22.48,10.960000,10.700000,11.320000,75.990000,4.170000,44.540000,130.280000,270.820000,115.610000,94.240000,10.700000,58.6,31,85.06,30.1,31,28.37,208.54,66.82,23.33,28.35,41.71,31,66.82,46.67,21.87

63,15:30-15:45,5.210000,44.540000,5.010000,100.860000,22.83,10.400000,10.140000,11.320000,75.990000,4.170000,44.540000,130.280000,270.820000,115.610000,86.030000,10.140000,55.3,31,92.01,33.49,31,30.68,203.54,67.21,21.66,30.67,40.71,31,67.21,43.34,22.1

64,15:45-16:00,5.210000,44.540000,5.010000,100.860000,23.47,9.630000,9.400000,11.320000,75.990000,4.170000,44.540000,130.280000,270.820000,115.610000,77.490000,9.400000,51.01,31,94.08,31.48,31,31.37,191.88,67.42,20.66,31.36,38.37,31,67.42,41.34,22.04

65,16:00-16:15,5.440000,44.740000,5.010000,100.860000,23.96,8.770000,8.560000,11.320000,75.990000,4.170000,44.740000,130.280000,270.820000,115.610000,68.560000,8.560000,46.69,31,96.19,29.31,31,32.06,139.53,67.45,19.66,32.07,27.91,31,67.45,39.34,22.04

66,16:15-16:30,5.440000,44.740000,5.010000,100.860000,25.05,7.060000,6.890000,11.320000,75.990000,4.170000,44.740000,130.280000,270.820000,115.610000,59.020000,6.890000,42.36,31,96.92,26.99,31,32.29,115.41,67.54,19,32.31,23.08,31,67.54,38,22.16

67,16:30-16:45,5.440000,44.740000,5.010000,100.860000,25.23,6.270000,6.120000,11.320000,75.990000,4.170000,44.740000,130.280000,270.820000,115.610000,48.730000,6.120000,37.58,31,96.88,23.8,31,32.29,91.29,67.91,17.66,32.29,18.26,31,67.91,35.34,22.02

68,16:45-17:00,5.440000,44.740000,5.010000,100.860000,18.48,5.420000,5.280000,11.320000,75.990000,4.170000,44.740000,130.280000,270.820000,115.610000,38.340000,5.280000,32.44,31,99.99,20.53,31,33.32,78.99,68.01,16,33.33,15.8,31,68.01,32,22.28

69,17:00-17:15,5.440000,44.740000,3.830000,100.860000,18.13,4.350000,4.240000,11.320000,75.990000,4.260000,44.740000,130.280000,270.820000,115.610000,28.880000,4.240000,27.05,22.66,101.68,15.37,33,33.9,72.85,63.77,14.67,33.89,14.57,33,63.77,29.33,22.22

70,17:15-17:30,5.440000,44.740000,3.830000,100.860000,17.75,3.250000,3.160000,11.320000,75.990000,4.260000,44.740000,130.280000,270.820000,115.610000,20.820000,3.160000,21.91,15.75,102.13,12.71,33,34.05,88.79,63.41,12.33,34.04,17.76,20.18,63.41,24.67,21.72

71,17:30-17:45,5.440000,43.910000,4.360000,100.860000,17.53,2.160000,2.120000,11.320000,75.990000,4.260000,44.900000,130.280000,270.820000,115.610000,14.090000,2.120000,16.7,8.88,101.86,9.86,18.27,33.96,70.06,64.62,9.33,33.95,14.01,8.89,64.62,18.67,21.04

72,17:45-18:00,5.440000,43.910000,4.360000,100.860000,17.55,1.390000,1.360000,11.320000,75.990000,4.260000,44.900000,130.280000,270.820000,115.610000,8.420000,1.360000,11.75,2.77,73.31,7.17,11.58,24.44,53.76,41.88,6,24.43,10.75,4.45,41.88,12,13.54

73,18:00-18:15,4.440000,44.390000,4.360000,100.860000,17.47,0.740000,0.730000,11.320000,75.990000,4.020000,44.390000,130.280000,270.820000,115.610000,4.160000,0.730000,7.54,0,72.29,4.87,0,24.09,38.71,42.54,2.67,24.1,7.74,0,42.54,5.33,13.21

74,18:15-18:30,4.440000,44.390000,4.360000,100.860000,17.18,0.280000,0.270000,11.320000,75.990000,4.020000,44.390000,130.280000,270.820000,115.610000,1.830000,0.270000,4.35,0,71.28,3.05,0,23.75,23.12,43.22,1.67,23.76,4.62,0,43.22,3.33,12.78

75,18:30-18:45,4.440000,30.220000,4.360000,100.860000,18.54,0.020000,0.020000,11.320000,75.990000,4.020000,30.220000,130.280000,270.820000,115.610000,0.630000,0.020000,2.17,0,70.26,1.3,0,23.42,12.06,43.88,0.67,23.42,2.41,0,43.88,1.33,12.51

76,18:45-19:00,4.440000,30.220000,4.360000,100.860000,18.15,0.000000,0.000000,11.320000,75.990000,4.020000,30.220000,130.280000,270.820000,115.610000,0.000000,0.000000,0.67,0,69.25,0.19,0,23.08,4.72,60.78,0.23,23.08,0.94,0,60.78,0.45,12.42

77,19:00-19:15,4.440000,30.220000,4.360000,100.860000,17.87,0.000000,0.000000,11.320000,75.990000,4.020000,30.220000,130.280000,270.820000,115.610000,0.000000,0.000000,0.02,0,90.82,0,0,30.27,0,58.39,0,30.27,0,0,58.39,0,12.33

78,19:15-19:30,4.440000,30.220000,4.360000,100.860000,17.37,0.000000,0.000000,11.320000,75.990000,4.020000,30.220000,130.280000,270.820000,115.610000,0.000000,0.000000,0.02,0,88.81,0,0,29.61,0,55.73,0,29.6,0,0,55.73,0,16.1

79,19:30-19:45,4.440000,30.220000,4.360000,100.860000,17.07,0.000000,0.000000,11.320000,75.990000,4.020000,30.220000,130.280000,270.820000,115.610000,0.000000,0.000000,0.02,0,86.47,0,0,28.82,0,53.83,0,28.83,0,0,53.83,0,15.66

80,19:45-20:00,4.440000,30.220000,4.360000,100.860000,16.7,0.000000,0.000000,11.320000,75.990000,4.020000,30.220000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,84.35,0,0,28.11,0,52.65,0,28.12,0,0,52.65,0,15

81,20:00-20:15,4.280000,29.850000,4.210000,100.860000,16.16,0.000000,0.000000,11.320000,75.990000,3.890000,29.850000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,82.92,0,0,27.63,0,51.54,0,27.64,0,0,51.54,0,14.1

82,20:15-20:30,4.280000,29.850000,4.210000,100.860000,15.59,0.000000,0.000000,11.320000,75.990000,3.890000,29.850000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,81.42,0,0,27.14,0,50.39,0,27.14,0,0,50.39,0,13.45

83,20:30-20:45,4.280000,29.850000,4.210000,100.860000,14.4,0.000000,0.000000,11.320000,75.990000,3.890000,29.850000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,51.81,0,0,17.28,0,29.23,0,17.27,0,0,29.23,0,8.12

84,20:45-21:00,4.280000,29.850000,4.210000,100.860000,13.22,0.000000,0.000000,11.320000,75.990000,3.890000,29.850000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,52.37,0,0,17.45,0,29.75,0,17.46,0,0,29.75,0,8.33

85,21:00-21:15,4.280000,30.330000,4.590000,100.860000,11.99,0.000000,0.000000,11.320000,75.990000,3.890000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,56.83,0,0,18.95,0,30.69,0,18.94,0,0,30.69,0,8.42

86,21:15-21:30,4.280000,30.330000,4.590000,100.860000,11.08,0.000000,0.000000,11.320000,75.990000,3.890000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,57.3,0,0,19.1,0,30.93,0,19.1,0,0,30.93,0,8.62

87,21:30-21:45,4.280000,30.330000,4.590000,100.860000,10.38,0.000000,0.000000,11.320000,75.990000,3.890000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,57.51,0,0,19.16,0,31.26,0,19.17,0,0,31.26,0,8.75

88,21:45-22:00,4.280000,30.330000,4.590000,100.860000,9.57,0.000000,0.000000,11.320000,75.990000,3.890000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,58.17,0,0,19.4,0,31.29,0,19.39,0,0,31.29,0,8.87

89,22:00-22:15,4.280000,30.330000,4.590000,100.860000,8.76,0.000000,0.000000,11.320000,75.990000,3.710000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,58.69,0,0,19.56,0,31.62,0,19.57,0,0,31.62,0,9.31

90,22:15-22:30,4.280000,30.330000,4.590000,100.860000,8.39,0.000000,0.000000,11.320000,75.990000,3.710000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,58.92,0,0,19.64,0,31.95,0,19.64,0,0,31.95,0,9.47

91,22:30-22:45,4.280000,30.330000,4.590000,100.860000,8.68,0.000000,0.000000,11.320000,75.990000,3.710000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,59.37,0,0,19.79,0,32.29,0,19.79,0,0,32.29,0,9.54

92,22:45-23:00,4.280000,30.330000,4.590000,100.860000,8.65,0.000000,0.000000,11.320000,75.990000,3.710000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,59.01,0,0,19.66,0,39.66,0,19.67,0,0,39.66,0,9.55

93,23:00-23:15,4.060000,30.330000,4.440000,100.860000,8.51,0.000000,0.000000,11.320000,75.990000,3.710000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,60.37,0,0,20.12,0,39.88,0,20.12,0,0,39.88,0,9.63

94,23:15-23:30,4.060000,30.330000,4.440000,100.860000,8.06,0.000000,0.000000,11.320000,75.990000,3.710000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,61.01,0,0,20.33,0,40.17,0,20.34,0,0,40.17,0,9.9

95,23:30-23:45,4.060000,30.330000,4.440000,100.860000,7.49,0.000000,0.000000,11.320000,75.990000,3.710000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,61.11,0,0,20.37,0,40.54,0,20.37,0,0,40.54,0,10

96,23:45-24:00,4.060000,30.330000,4.440000,100.860000,7.35,0.000000,0.000000,11.320000,75.990000,3.710000,30.330000,130.280000,270.820000,115.610000,0.000000,0.000000,0,0,61.67,0,0,20.54,0,40.89,0,20.56,0,0,40.89,0,10.35

