Block,Time Block,CHAMERA2,BRBCL,DHAULIGNGA,CHAMERA1,BSIUL,CHAMERA3,DADRT2,ANTA_GF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,DADRI_RF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_LF,DADRI_CRF,TANAKPUR,SALAL,SEWA2,SINGRAULI,TEHRIPSP,TALA,TEHRI,TelanganaSTPP,SASAN,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TALST2,RSTPSU7,URI2,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,RAMPUR,RIHAND3,RAPPC,RIHAND2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,PARBATI2,MAPS,NLCEXP,KOTESHWR,KUDGI,JHAJJAR,KHSTPP-II,KGSU1AND2,KHSTPP-I,KGSU3AND4,KKNP,KOLDAM,KKNPPU2,KISHANGANGA,FSTPP I & II,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,45.32,13.9,0,40.54,12.54,32.64,85.05,0,0,0,0,0,0,0,0,0,0,0,12.56,81.02,0,124.76,0,6.73,56.35,0,328.94,4.11,0.89,0,0,0,0,22.49,17.16,0,28.19,29.73,13.22,2.22,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,39.02,0,133.76,113.66,0,27.3,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

12,02:45-03:00,45.32,17.07,0,40.54,12.54,32.64,54.41,0,0,0,0,0,0,0,0,0,0,0,12.56,81.02,0,124.76,0,6.73,56.35,0,328.94,4.11,0.89,0,0,0,0,22.49,17.16,0,28.19,29.73,13.22,2.22,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,39.02,0,133.76,113.66,0,27.3,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

13,03:00-03:15,45.32,18.55,0,40.54,12.54,32.64,100.79,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,6.73,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,16.86,0,27.56,29.73,12.56,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,39.02,0,134.39,142.63,0,31.42,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

14,03:15-03:30,45.32,16.49,0,40.54,12.54,32.64,50.1,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,6.73,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,16.86,0,27.56,29.73,12.56,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,39.02,0,134.39,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

15,03:30-03:45,45.32,15.66,0,40.54,12.54,32.64,50.1,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,6.73,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,22.75,0,36.82,29.73,17.84,2.15,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,39.02,0,130.06,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

16,03:45-04:00,45.32,15.16,0,40.54,12.54,32.64,99.15,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,6.73,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,22.75,0,36.82,29.73,17.91,2.15,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,39.02,0,130.06,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

17,04:00-04:15,45.32,16.55,0,40.54,6.27,32.64,107.81,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,6.24,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,22.75,0,36.82,29.73,17.84,2.15,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,39.02,0,130.06,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

18,04:15-04:30,45.32,16.88,0,40.54,6.27,32.64,107.81,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,6.24,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,22.7,0,36.8,29.73,17.84,2.15,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,39.02,0,130.06,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

19,04:30-04:45,45.32,17.76,0,40.54,6.27,32.64,118.39,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,7.86,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,22.7,0,36.8,29.73,17.81,2.15,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,39.02,0,130.06,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

20,04:45-05:00,45.32,20.08,0,40.54,6.27,32.64,118.39,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,7.75,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,22.7,0,36.8,29.73,17.81,2.15,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,39.02,0,130.06,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

21,05:00-05:15,45.32,22.75,0,40.54,6.27,32.64,91.46,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,5.97,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,16.84,0,27.56,31.85,12.55,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,29.27,0,123.81,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

22,05:15-05:30,45.32,21.46,0,40.54,6.27,32.64,91.46,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,5.74,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,16.84,0,27.56,31.85,12.58,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,29.27,0,123.81,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

23,05:30-05:45,45.32,24.04,0,40.54,6.27,32.64,125.12,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,7.3,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,16.84,0,27.57,50.36,12.58,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,29.27,0,134.39,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

24,05:45-06:00,45.32,21.74,0,40.54,6.27,32.64,164.69,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,7.18,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,16.91,0,27.67,50.36,12.58,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,29.27,0,155.55,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

25,06:00-06:15,45.32,22.63,0,40.54,6.27,32.64,164.69,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,7.07,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,16.91,0,27.67,50.36,12.58,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,19.73,0,155.55,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

26,06:15-06:30,45.32,24.04,0,40.54,6.27,32.64,127.04,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,142.14,0,7.04,56.35,0,328.94,3.76,0.89,0,0,0,0,22.49,16.91,0,27.67,23.36,12.58,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,155.55,142.63,0,31.53,0,0,8.29,0,6.78,16.35,53.26,0,0,0,0,0

27,06:30-06:45,45.32,24.04,0,40.54,6.27,32.64,91.46,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,124.76,0,6.95,56.35,0,328.94,4.11,0.89,0,0,0,0,22.49,16.91,0,27.67,23.36,12.58,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,132.47,113.66,0,27.3,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

28,06:45-07:00,45.32,21.86,0,40.54,6.27,32.64,91.46,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,124.76,0,6.95,56.35,0,328.94,3.21,0.89,0,0,0,0,22.49,16.91,0,27.67,23.36,12.58,1.56,0,5.48,125.84,62.92,120.48,94.56,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,132.47,113.66,0,27.3,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

29,07:00-07:15,45.32,21.49,0,40.54,6.27,32.64,49.14,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,124.76,0,6.95,56.35,0,328.94,2.93,0.89,0,0,0,0,22.49,14.65,0,23.8,29.73,11.86,1.56,0,5.48,109.52,62.92,103.26,70.64,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,123.81,113.66,0,27.3,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

30,07:15-07:30,45.32,19.24,0,40.54,6.27,32.64,49.14,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,124.76,0,6.95,56.35,0,328.94,2.93,0.89,0,0,0,0,22.49,14.65,0,23.8,29.73,11.86,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,21.45,0,0,0,9.75,0,123.81,97.12,0,25.02,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

31,07:30-07:45,45.32,18.78,0,40.54,6.27,32.64,6.82,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,123.2,0,9.21,56.35,0,328.94,2.93,0.89,0,0,0,0,37.48,16.17,0,23.8,50.36,11.86,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,9.75,0,123.81,93.96,0,25.02,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

32,07:45-08:00,45.32,17.45,0,40.54,6.27,32.64,6.82,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,124.76,0,10.27,56.35,0,328.94,2.93,0.89,0,0,0,0,37.48,16.17,0,23.8,50.36,11.86,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,9.75,0,123.81,93.96,0,25.02,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

33,08:00-08:15,45.32,17.99,0,40.54,6.27,32.64,6.82,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,110.56,0,10.32,42.27,0,328.94,2.93,0.89,0,0,0,0,37.48,16.17,0,29.72,50.36,12.91,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,123.81,93.96,0,25.02,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

34,08:15-08:30,45.32,19.3,0,40.54,6.27,32.64,6.82,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,108.55,0,10.32,28.18,0,331.1,2.93,0.89,0,0,0,0,37.48,16.17,0,29.72,50.36,12.91,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,123.81,93.96,0,25.02,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

35,08:30-08:45,45.32,19.66,0,40.54,6.27,32.64,6.82,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,108.55,0,11.33,14.09,0,331.1,2.93,0.89,0,0,0,0,37.48,16.17,0,29.72,27.61,12.91,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,123.81,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

36,08:45-09:00,45.32,17.92,0,40.54,6.27,32.64,6.82,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,108.55,0,11.33,0,0,331.1,2.93,0.89,0,0,0,0,37.48,16.17,0,29.72,27.61,12.91,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,123.81,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

37,09:00-09:15,45.32,17.12,0,40.54,6.27,32.64,6.82,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,108.55,0,16.49,0,0,331.1,2.93,0.89,0,0,0,0,22.49,13.34,0,23.91,27.61,10.26,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,123.81,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

38,09:15-09:30,45.32,18.82,0,27.03,6.27,32.64,6.82,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,108.55,0,16.49,0,0,331.1,2.93,0.89,0,0,0,0,22.49,13.34,0,23.91,27.61,10.26,1.56,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,123.81,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

39,09:30-09:45,45.32,18.24,0,13.51,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,108.55,0,16.49,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,33.98,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,119.26,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

40,09:45-10:00,45.32,22.33,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.67,0,108.55,0,16.49,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,33.98,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,119.26,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

41,10:00-10:15,45.32,19.12,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,123.13,0,16.49,0,0,331.1,1.59,0.89,0,0,0,0,23.99,12.94,0,23.08,33.98,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,119.26,93.96,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

42,10:15-10:30,45.32,17.63,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,16.49,0,0,331.1,1.59,0.89,0,0,0,0,23.99,12.94,0,23.08,33.98,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,18.58,0,0,0,9.75,0,119.26,98.73,0,29.84,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

43,10:30-10:45,45.32,17.33,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,16.51,0,0,331.1,1.59,0.89,0,0,0,0,23.99,12.94,0,23.08,29.73,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,31.46,0,0,0,9.75,0,119.26,113.66,0,31.53,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

44,10:45-11:00,45.32,14.11,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,16.53,0,0,331.1,1.59,0.89,0,0,0,0,23.99,12.94,0,23.08,29.73,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,113.66,0,31.53,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

45,11:00-11:15,45.32,17.62,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,14.57,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,29.73,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,113.66,0,31.53,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

46,11:15-11:30,45.32,15.76,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,14.57,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,29.73,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,113.66,0,31.53,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

47,11:30-11:45,45.32,17.01,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,13.15,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,29.73,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,108.9,0,31.53,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

48,11:45-12:00,45.32,19.27,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,13.15,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,29.73,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,108.9,0,31.53,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

49,12:00-12:15,45.32,23.31,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,13.15,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,29.73,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,110.02,0,31.53,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

50,12:15-12:30,45.32,22.63,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,13.15,0,0,331.1,1.59,0.89,0,0,0,0,22.49,13.61,0,23.08,29.73,10,0.59,0,5.48,92.64,62.92,96.58,58,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,110.02,0,31.53,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

51,12:30-12:45,45.32,18.54,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,13.15,0,0,331.1,1.59,0.89,0,0,0,0,22.49,16.44,0,26.26,33.98,10,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,110.02,0,31.53,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

52,12:45-13:00,45.32,19.78,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,13.15,0,0,331.1,1.59,0.89,0,0,0,0,22.49,16.44,0,24.74,33.98,10,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,110.02,0,31.53,0,0,8.29,0,6.78,12.39,53.26,0,0,0,0,0

53,13:00-13:15,45.32,20.89,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,33.98,10,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,110.02,0,32.69,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

54,13:15-13:30,45.32,20.69,0,0,12.54,32.64,4.95,0,0,0,0,0,0,0,0,0,0,0,11.46,77.12,0,124.76,0,18.44,0,0,331.1,1.59,0.89,0,0,0,0,22.49,12.94,0,23.08,33.98,10,0.59,0,5.48,92.64,62.92,96.58,58.26,0,0,0,0,169.07,0,0,0,23.3,0,20.02,0,0,0,9.75,0,119.26,110.02,0,32.69,0,0,8.29,0,6.78,10.95,53.26,0,0,0,0,0

