Block,Time,KGSU3AND4,KOLDAM,NAPP,UNCHAHAR1,VALLURNTECL,AURY_GF,DADRI_CRF,BRBCL,FSTPP I & II,KHSTPP-I,NJPC,NTPL,RIHAND1,RSTPSU7,SASAN,TEHRIPSP,UNCHAHAR4,CHAMERA3,DHAULIGNGA,DULHASTI,JHAJJAR,KGSU1AND2,KKNP,PARBATI2,PARBATI3,RAMPUR,SIMHST2,TANDA2,ANTA_LF,DADRI_GF,BSIUL,NLCTS2EXP,RAPPC,RAPPD,SALAL,SEWA2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR2,URI2,DADRI_LF,NNTPP,RIHAND3,SIMHST1,TALA,TelanganaSTPP,ANTA_GF,CHAMERA1,KKNPPU2,NLCIIST2,RIHAND2,TALST2,UNCHAHAR3,ANTA_CRF,AURY_CRF,AURY_LF,AURY_RF,KHSTPP-II,KISHANGANGA,KOTESHWR,MAPS,NLCIIST1,SINGRAULI,TANAKPUR,DADRI_RF,CHAMERA2,DADRT2,KUDGI,NLCEXP,RAPPB,RSTPSU1TO6,URI,ANTA_RF
23,05:30-05:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,115.2,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,5.25,0,0,0,0,65.6,39.04,70.88,18.34,0,82.36,44.52,24.95,0,0,130.84,0,17.97,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,98.87,6.97,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,17.67,52.04

24,05:45-06:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,115.2,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,5.25,0,0,0,0,65.6,39.04,70.88,18.34,0,82.36,44.52,24.95,0,0,130.84,0,17.73,0,0,42.15,0,0,125.27,0,27.38,0,0,0,79.23,98.87,6.97,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,17.67,52.04

25,06:00-06:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,115.2,192.57,1.53,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,2.95,0,0,0,0,65.6,39.04,67.39,18.34,0,82.36,44.52,24.95,0,0,130.84,0,17.66,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,4.41,51.79

26,06:15-06:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,115.2,192.57,1.53,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,2.95,0,0,0,0,65.6,39.04,67.39,18.34,0,82.36,44.52,24.95,0,0,130.84,0,17.66,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,4.41,51.7

27,06:30-06:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,115.2,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,5.25,0,0,0,0,65.6,39.04,63.92,18.34,0,82.36,44.52,24.95,0,0,130.84,0,17.55,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,4.41,51.7

28,06:45-07:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,115.2,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,5.25,0,0,0,0,65.6,39.04,63.92,18.34,0,82.36,44.52,24.95,0,0,130.84,0,17.52,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,17.67,51.7

29,07:00-07:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,5.25,0,0,0,0,65.6,39.04,61.59,18.34,0,82.36,44.52,31.18,0,0,130.84,0,17.58,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,52.36,51.7

30,07:15-07:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,5.25,0,0,0,0,65.6,39.04,61.59,18.34,0,82.36,44.52,31.18,0,0,130.84,0,17.62,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,52.36,51.7

31,07:30-07:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,5.25,0,0,0,0,65.6,39.04,55.77,18.34,0,82.36,44.52,31.18,0,0,130.84,0,17.97,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,51.7

32,07:45-08:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,48.33,5.68,0,5.25,0,0,0,0,65.6,39.04,55.77,18.34,0,82.36,44.52,31.18,0,0,130.84,0,18.11,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,51.7

33,08:00-08:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,82.36,44.52,31.18,0,0,130.84,0,18.49,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,51.45

34,08:15-08:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,192.57,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,82.36,44.52,31.18,0,0,130.84,0,18.49,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,51.45

35,08:30-08:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,103.98,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,41.18,44.52,31.18,0,0,130.84,0,21.34,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,26.49,51.45

36,08:45-09:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,31.18,0,0,130.84,0,21.34,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,26.49,51.58

37,09:00-09:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,31.18,0,0,130.84,0,21.34,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,3.85,102.77,47.12,689.39,0,0,0,0,52.36,51.2

38,09:15-09:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,31.18,0,0,130.84,0,21.5,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,98.87,4.65,45.08,0,0,113.75,3.85,102.77,47.12,689.39,0,0,0,0,52.36,51.2

39,09:30-09:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,31.18,0,0,130.84,0,21.5,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,113.61,4.65,45.08,0,0,113.75,3.85,102.77,47.12,689.39,0,0,0,0,26.49,51.2

40,09:45-10:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,31.18,0,0,130.84,0,21.64,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,116.13,2.33,45.08,0,0,113.75,3.85,102.77,47.12,689.39,0,0,0,0,26.49,51.2

41,10:00-10:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,31.18,0,0,130.84,0,21.34,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,116.13,0.64,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,26.49,50.69

42,10:15-10:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,38.48,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,31.18,0,0,130.84,0,21.34,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,118.54,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,26.49,50.69

43,10:30-10:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,56.25,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,33.52,0,0,130.84,0,21.34,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,118.54,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,50.44

44,10:45-11:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,56.25,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,33.52,0,0,130.84,0,21.38,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,120.95,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,22.08,50.44

45,11:00-11:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,56.25,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,33.52,0,0,130.84,0,21.31,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,120.95,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,25.39,49.94

46,11:15-11:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,56.25,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,52.04,5.68,0,5.25,0,0,0,0,65.6,39.04,52.28,18.34,0,0,44.52,33.52,0,0,130.84,0,21.31,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,123.46,0,45.08,0,0,113.75,11.91,102.77,47.12,689.39,0,0,0,0,25.39,49.94

47,11:30-11:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,73.12,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,34.86,18.34,0,0,44.52,33.52,0,0,130.84,0,21.31,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,123.46,0,45.08,0,0,113.75,13.11,102.77,47.12,689.39,0,0,0,0,52.36,49.94

48,11:45-12:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,78.75,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,34.86,18.34,0,0,44.52,33.52,0,0,130.84,0,21.31,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,125.88,0,45.08,0,0,113.75,13.11,102.77,47.12,689.39,0,0,0,0,52.36,49.94

49,12:00-12:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,84.38,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,34.86,18.34,0,0,44.52,33.52,0,0,130.84,0,20.99,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,125.88,0,45.08,0,0,113.75,13.11,102.77,47.12,689.39,0,0,0,0,22.08,49.6

50,12:15-12:30,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,90,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,34.86,18.34,0,0,44.52,33.52,0,0,130.84,0,20.99,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,128.4,0,45.08,0,0,113.75,13.11,102.77,47.12,689.39,0,0,0,0,17.67,49.73

51,12:30-12:45,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,95.62,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,34.86,18.34,0,0,44.52,33.52,0,0,130.84,0,20.99,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,128.4,0,45.08,0,0,113.75,13.11,102.77,47.12,689.39,0,0,0,0,17.67,49.73

52,12:45-13:00,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,101.25,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,34.86,18.34,0,0,44.52,33.52,0,0,130.84,0,20.99,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,130.81,0,45.08,0,0,113.75,13.11,102.77,47.12,689.39,0,0,0,0,17.67,49.73

53,13:00-13:15,0,8.63,24.11,21.65,0,0,0,24.99,20.15,45.53,175.8,0,48.09,0,106.88,0,3.23,33.95,42.46,38.32,667.27,0,0,25.69,49.07,5.68,0,5.25,0,0,0,0,65.6,39.04,46.48,18.34,0,0,44.52,33.52,0,0,130.84,0,20.82,0,0,42.15,0,0,125.27,0,27.38,0,0,0,77.93,130.81,0,45.08,0,0,113.75,13.11,102.77,47.12,689.39,0,0,0,0,17.67,49.48

