Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/2197,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/7739,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,GNA/WR/2024/11/01/4200,GNA/NR/2024/12/01/3428,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/25/2478,GNA/NR/2024/12/01/1599,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1475,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/SR/2024/12/01/6968,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07
7,01:30-01:45,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0,0,0,8.74,0,52.91,0,142.69,0,0,1.14,22.3,8.74,26.23,70.15,25.73,100,63.49,0,57.43,0,103.01,34.33,37.33,0,75,75,0,34.33

8,01:45-02:00,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0,0,0,8.74,0,52.91,0,142.69,0,0,1.14,22.3,8.74,26.23,70.15,25.73,100,63.49,0,57.43,0,100.99,33.67,36.67,0,75,75,0,33.67

9,02:00-02:15,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,47.56,0.77,0,0,8.74,0,52.91,0,142.69,0,0,1.14,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,100.99,33.67,34.67,0,75,75,0,33.67

10,02:15-02:30,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,47.56,0.77,0,0,8.74,0,52.91,0,142.69,0,0,1.14,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,100.99,33.67,32.67,0,75,75,0,33.67

11,02:30-02:45,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,47.56,0.77,0,0,8.74,0,52.91,0,142.69,0,0,1.14,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,99,33,31.33,0,64.66,64.67,0,33

12,02:45-03:00,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,47.56,0.77,0,0,8.74,0,52.91,0,142.69,0,0,1.14,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,98.51,32.83,30,0,64,64,0,32.83

13,03:00-03:15,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,47.56,0,0,0,8.74,0,52.91,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,97.5,32.5,27.67,0,63.34,63.33,0,32.5

14,03:15-03:30,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,47.56,0,0,0,8.74,0,52.91,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,94.01,31.33,26.67,0,62.66,62.67,0,31.33

15,03:30-03:45,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,47.56,0.77,0,0,8.74,0,52.91,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,80.51,26.83,23,0,55.66,55.67,0,26.83

16,03:45-04:00,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,47.56,0.77,0,0,8.74,0,52.91,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,76.99,25.67,22.67,0,55.66,55.67,0,25.67

17,04:00-04:15,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0.77,0,0,8.74,0,52.91,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,72.49,24.17,22,0,52.66,52.67,0,24.17

18,04:15-04:30,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0.77,0,0,8.74,0,52.91,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,68.51,22.83,21,0,50.66,50.67,0,22.83

19,04:30-04:45,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0,0,0,8.74,0,52.91,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,63.49,0,57.43,0,72,24,20,0,49,49,0,24

20,04:45-05:00,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0,0,0,8.74,0,52.91,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,93.62,0,57.43,0,71.51,23.83,19.67,0,47,47,0,23.83

21,05:00-05:15,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0.77,0,0,8.74,0,88.5,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,93.62,0,65.05,0,86.51,28.83,22.67,0,51.66,51.67,0,28.83

22,05:15-05:30,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0.77,0,0,8.74,0,88.5,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,93.62,0,65.05,0,85.5,28.5,22,0,50,50,0,28.5

23,05:30-05:45,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0.77,0,0,8.74,0,88.5,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,93.62,0,65.05,0,64.99,21.67,21.67,0,40.34,40.33,0,21.67

24,05:45-06:00,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.65,0,74.81,47.56,0.77,0,0,8.74,0,100.22,0,142.69,0,0,1.07,22.3,8.74,26.23,70.15,0,100,93.62,0,65.05,0,64.01,21.33,21.33,0,38.34,38.33,0,21.33

25,06:00-06:15,6,0,0,0,0,0,0,0,0,0,0,1.62,22.3,1.74,0,74.81,0,0,0,0,8.74,0,100.22,0,0,0,0,1.07,22.3,8.74,26.23,66,0,100,111.38,0,72.15,0,77.51,25.83,21,0,36.66,36.67,0.6,25.83

26,06:15-06:30,6,0,0,0,0.09,0,0,0,0,0,0,1.62,22.3,1.74,0,95.01,0,0,0,0,8.74,0,100.22,0,0,0,0,1.07,22.3,8.74,26.23,66,0,100,111.38,0,72.15,0,77.51,25.83,20.67,0,35,35,1.12,25.83

27,06:30-06:45,6,0,0,0,0.21,0,0,0,0,0,0.15,1.62,22.3,1.74,0,115.21,0,0.77,0,0,8.74,0,100.22,0,0,0,0,1.07,22.3,8.74,26.23,66,0,100,111.38,0,72.15,0,77.51,25.83,20,0,40,40,2.58,25.83

28,06:45-07:00,6,0,0,0,0.31,0,0,0,0,0,3.25,1.62,22.3,1.74,0,135.3,0,0.77,0,0,8.74,0,100.22,0,0,0,0,1.07,22.3,8.74,26.23,66,0,100,111.38,0,72.15,2,76.5,25.5,19,0,38.66,38.67,5.23,25.5

29,07:00-07:15,6,0.06,1,0,0.99,1,0.28,0,2,0,11.95,1.62,22.3,1.74,0,135.3,0,0.77,0.07,0,8.74,0,100.22,96.2,0,0,0.07,1.03,22.3,8.74,26.23,74.49,0,100,130.59,0.07,76.96,4,75,25,18.33,0.22,37.34,37.33,12.62,25

30,07:15-07:30,6,0.26,4,1,2.03,2,1.32,0,3,1,22.07,1.62,22.3,1.74,0,135.3,0,0.77,0.27,0,8.74,0,100.22,96.2,0,0,0.27,1.03,22.3,8.74,26.23,115.03,0,100,130.59,0.27,76.96,8,73.5,24.5,17.67,0.88,37,37,21.78,24.5

31,07:30-07:45,6,0.83,7,3,3.41,5,4.16,1,5,3,25.1,1.62,22.3,1.74,0,135.3,0,0,0.6,0,8.74,0,100.22,96.2,0,0,0.61,1.03,22.3,8.74,26.23,115.03,0,100,130.59,0.6,76.96,14,67.99,22.67,14.67,7.51,36.34,36.33,25.1,22.67

32,07:45-08:00,6,2.67,11,4,5.01,8,13.33,2,7,4,23.6,1.62,22.3,1.74,0,135.3,0,0,0.84,0,8.74,0,100.22,96.2,0,0,0.86,1.03,22.3,8.74,26.23,115.03,0,100,130.59,0.84,76.96,22,66,22,14,11.89,35.66,35.67,23.6,22

33,08:00-08:15,6,3.6,18,7,7.03,10,18,3,10,5,24.07,1.62,24.05,1.65,0,135.3,0,0.77,1.35,0,8.74,0,100.22,96.2,0,0,1.38,1.03,24.05,8.74,26.23,115.03,0,100,130.59,1.35,76.96,24.07,61.01,20.33,13.33,17.16,35.66,35.67,24.06,20.33

34,08:15-08:30,6,4.4,28,12,8.91,13,22,4,13,7,24.23,1.62,24.05,1.65,0,135.3,0,0.77,1.88,0,8.74,0,100.22,96.2,0,0,1.93,1.03,24.05,8.74,26.23,115.03,0,100,130.59,1.88,76.96,24.23,52.99,17.67,12,23.61,34.66,34.67,24.24,17.67

35,08:30-08:45,6,5.13,25,10,13.07,13,25.65,8,15,7,24.67,1.62,24.05,1.65,0,135.3,0,0.77,2.56,0,8.74,0,100.22,96.2,0,0,2.62,1.03,24.05,8.74,26.23,115.03,0,100,130.59,2.56,76.96,24.67,48,16,11,30.35,33.34,33.33,24.66,16

36,08:45-09:00,6,6.42,32,13,15.99,15,32.11,14,17,7,25,1.62,24.05,1.65,0,135.3,0,0.77,3.38,0,8.74,0,100.22,96.2,0,0,3.47,1.03,24.05,8.74,26.23,115.03,0,100,130.59,3.38,76.96,25,43.01,14.33,10,37,32.34,32.33,25,14.33

37,09:00-09:15,6,8.16,39,16,19.04,18,40.8,17,28,9,25.33,1.62,22.3,1.65,0,135.3,0,0,4.21,0,8.74,0,100.22,96.2,0,0,4.32,1.03,22.3,8.74,43.29,115.03,0,100,130.59,4.21,76.96,25.33,40.99,13.67,9,43.42,35,35,25.34,13.67

38,09:15-09:30,6,10.23,53,22,22.08,22,51.13,20,33,11,25.33,1.62,22.3,1.65,0,135.3,0,0,5.03,0,8.74,0,100.22,96.2,0,0,5.16,1.03,22.3,8.74,43.29,115.03,0,100,130.59,5.03,76.96,25.33,40.01,13.33,8.67,49.45,31.66,31.67,25.34,13.33

39,09:30-09:45,6,12.85,67,28,25.16,30,64.24,23,44,15,26.17,1.62,22.3,1.65,0,135.3,0,0.77,5.85,0,8.74,0,100.22,96.2,0,0,6.01,1.03,22.3,8.74,43.29,115.03,0,100,130.59,5.85,76.96,26.17,39.49,13.17,8.33,55.12,30.66,30.67,26.16,13.17

40,09:45-10:00,6,15.53,77,33,28.06,39,77.65,26,50,19,26.17,1.62,22.3,1.65,0,135.3,0,0.77,6.69,0,8.74,0,100.22,96.2,0,0,6.85,1.03,22.3,8.74,43.29,115.03,0,100,130.59,6.69,76.96,26.17,39,13,8,60.12,30,30,26.16,13

41,10:00-10:15,6,18.97,88,37,31.29,50,94.87,29,53,25,26.17,1.62,22.3,1.65,0,135.3,0,0.77,7.51,0,8.74,0,100.22,96.2,0,0,7.7,1.03,22.3,8.74,26.23,115.03,0,100,130.59,7.51,86.77,26.17,49.99,16.67,7.67,64.36,29.66,29.67,26.16,16.67

42,10:15-10:30,6,21.67,102,43,33.54,57,108.37,32,58,28,26.5,1.62,22.3,1.65,0,135.3,0,0.77,8.36,0,8.74,0,100.22,96.2,0,0,8.57,1.03,22.3,8.74,26.23,115.03,0,100,130.59,8.36,86.77,26.5,49.01,16.33,7.33,61.38,29.34,29.33,26.5,16.33

43,10:30-10:45,6,28.84,116,49,35.41,63,144.19,32,59,32,26.5,1.62,22.3,1.65,0,135.3,0,0,9.32,0,8.74,0,100.22,96.2,0,0,9.56,1.14,22.3,8.74,26.23,115.03,0,100,130.59,9.32,86.77,26.5,39,13,7.33,65.41,28.66,28.67,26.5,13

44,10:45-11:00,6,32.5,130,55,37.53,67,162.5,33,62,33,26.5,1.62,22.3,1.65,0,135.3,0,0,10.17,0,8.74,0,100.22,96.2,0,0,10.43,1.14,22.3,8.74,26.23,115.03,0,100,130.59,10.17,86.77,26.5,39.49,13.17,7.33,70.09,28.34,28.33,26.5,13.17

45,11:00-11:15,6,35.33,133,57,38.5,70,176.67,34,65,35,26.5,1.62,22.3,1.74,0,135.3,0,0.77,11.02,0,8.74,0,100.22,96.2,0,0,11.29,1.14,22.3,8.74,26.23,115.03,0,100,130.59,11.02,86.77,26.5,39.49,13.17,7.33,73.37,20,20,26.5,13.17

46,11:15-11:30,6,37.5,147,63,39.15,73,187.5,35,68,37,27.5,1.62,22.3,1.74,0,135.3,0,0.77,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.14,22.3,8.74,26.23,115.03,0,100,130.59,11.46,86.77,27.5,39.49,13.17,7.33,75.03,20.34,20.33,27.5,13.17

47,11:30-11:45,6,42.97,165,70,45.78,77,214.84,37,81,39,27.5,1.62,22.3,1.74,0,135.3,0,0.77,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.14,22.3,8.74,26.23,115.03,0,100,130.59,11.46,86.77,27.5,39,13,8.33,75.72,20.66,20.67,27.5,13

48,11:45-12:00,6,43.85,172,73,46.54,79,219.26,37,83,39,27.67,1.62,22.3,1.74,0,135.3,0,0.77,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.14,22.3,8.74,26.23,106.54,0,100,130.59,11.46,86.77,27.67,38.51,12.83,8.67,83.9,21.34,21.33,27.66,12.83

49,12:00-12:15,6,43.77,179,76,46.66,87,218.85,37,87,43,27.67,1.62,22.3,1.65,0,135.3,0,0,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.14,22.3,8.74,26.23,98.06,0,100,130.59,11.46,86.77,27.67,31.99,10.67,9.33,84.19,21.66,21.67,27.66,10.67

50,12:15-12:30,6,43.78,182,78,46.77,87,218.92,37,87,43,27.67,1.62,22.3,1.65,0,135.3,0,0,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.14,22.3,8.74,26.23,70.15,0,100,112.83,11.46,86.77,27.67,32.51,10.83,10.67,81.7,22,22,27.66,10.83

51,12:30-12:45,6,43.89,182,78,46.89,87,219.47,38,87,43,27.67,1.62,22.3,1.65,0,135.3,0,0.77,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.14,22.3,8.74,26.23,70.15,0,100,130.59,11.46,76.28,27.67,33,11,9,81.93,22.66,22.67,27.66,11

52,12:45-13:00,6,44.05,182,78,47.01,87,220.25,38,87,43,27.67,1.62,22.3,1.65,0,135.3,0,0.77,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.14,22.3,8.74,26.23,70.15,0,100,130.59,11.46,76.28,27.67,34.01,11.33,9.66,84.51,25,25,27.66,11.33

53,13:00-13:15,6,43.82,182,78,46.47,87,219.1,38,87,43,27.67,1.66,22.3,1.65,0,135.3,0,0.77,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.07,22.3,8.74,26.23,70.15,0,100,111.38,11.46,65.05,27.67,36,12,10.34,85.11,28.34,28.33,27.66,12

54,13:15-13:30,6,43.65,179,76,45.93,83,218.23,37,87,42,27.67,1.66,22.3,1.65,0,135.3,0,0.77,11.46,0,8.74,0,100.22,96.2,0,0,11.75,1.07,22.3,8.74,26.23,70.15,0,100,111.38,11.46,65.05,27.67,37.5,12.5,10.66,83.62,29,29,27.66,12.5

55,13:30-13:45,6,43.6,168,72,45.39,82,217.97,36,85,41,27.67,1.66,22.3,1.65,0,135.3,0,0,11.46,0,8.74,0,76.96,96.2,0,0,11.75,1.07,22.3,8.74,26.23,70.15,0,100,94.58,11.46,65.05,27.67,34.99,11.67,10.66,84.19,30,30,27.66,11.67

56,13:45-14:00,6,43.16,161,69,44.86,79,215.77,35,82,39,27.67,1.66,22.3,1.65,0,135.3,0,0,11.14,0,8.74,0,78.88,96.2,0,0,11.42,1.07,22.3,8.74,26.23,70.15,0,100,94.58,11.14,65.05,27.67,36,12,10.66,81.6,30,30,27.66,12

57,14:00-14:15,6,42.07,151,64,43.52,75,210.35,34,78,38,27.67,1.66,22.3,1.65,0,135.3,0,0.77,10.58,0,8.74,0,88.5,96.2,0,0,10.84,1.14,22.3,8.74,26.23,70.15,0,100,94.58,10.58,65.05,27.67,37.5,12.5,10.66,78.35,30.66,30.67,27.66,12.5

58,14:15-14:30,6,40.15,144,61,41.26,73,200.72,32,74,36,27.67,1.66,22.3,1.65,0,135.3,0,0.77,9.81,0,8.74,0,91.39,96.2,0,0,10.05,1.14,22.3,8.74,26.23,70.15,0,100,94.58,9.81,65.05,27.67,37.99,12.67,10.66,73.99,30.66,30.67,27.66,12.67

59,14:30-14:45,6,37.84,130,55,47.34,69,189.19,30,70,35,27.67,1.66,22.3,1.65,0,135.3,0,0.77,9.02,0,8.74,0,88.5,96.2,0,0,9.25,1.14,22.3,8.74,26.23,70.15,0,100,113.79,9.02,76.28,27.67,39,13,14,67.31,38.34,38.33,27.66,13

60,14:45-15:00,6,35.26,119,51,44.52,63,176.31,28,65,31,27.67,1.66,22.3,1.65,0,135.3,0,0.77,8.25,0,8.74,0,88.5,96.2,0,0,8.46,1.14,22.3,8.74,26.23,70.15,0,100,113.79,8.25,76.28,27.67,40.99,13.67,14.33,59.28,38.66,38.67,27.66,13.67

61,15:00-15:15,6,32.1,105,45,40.52,56,160.52,26,60,28,27.83,1.71,22.3,1.65,0,135.3,0,0,7.48,0,8.74,0,100.22,96.2,0,0,7.67,1.22,22.3,8.74,26.23,70.15,0,100,130.59,7.48,86.77,27.83,42.49,14.17,14.67,53.58,41.66,41.67,27.84,14.17

62,15:15-15:30,6,28.62,91,39,36.53,49,143.12,23,53,25,27.83,1.71,22.3,1.65,0,135.3,0,0,6.7,0,8.74,0,100.22,96.2,0,0,6.88,1.22,22.3,8.74,26.23,70.15,0,100,130.59,6.7,86.77,27.83,43.99,14.67,15,49.23,42.66,42.67,27.84,14.67

63,15:30-15:45,6,25.41,77,33,32.54,43,127.02,20,47,21,29.25,1.71,22.3,1.65,0,135.3,0,0.77,5.93,0,8.74,0,100.22,96.2,0,0,6.08,1.22,22.3,8.74,26.23,66,0,100,130.59,5.93,86.77,25,46.01,15.33,15.33,43.15,43.34,43.33,29.25,15.33

64,15:45-16:00,6,21.96,63,27,28.55,37,109.81,17,40,18,32.41,1.71,22.3,1.65,0,135.3,0,0.77,5.16,0,8.74,0,100.22,96.2,0,0,5.29,1.22,22.3,8.74,26.23,66,0,100,130.59,5.16,86.77,18,47.51,15.83,16,36.01,44,44,32.4,15.83

65,16:00-16:15,6,18.49,49,21,24.22,30,92.47,12,33,15,32.84,1.71,22.3,1.74,0,135.3,0,0.77,4.28,0,8.74,0,100.22,96.2,0,0,4.38,1.22,22.3,8.74,26.23,66,0,100,130.59,4.28,86.77,10,55.01,18.33,20,27.76,51.66,51.67,32.83,18.33

66,16:15-16:30,6,14.86,39,16,19.88,23,74.27,8,26,11,33,1.71,22.3,1.74,0,135.3,0,0.77,3.4,0,8.74,0,100.22,96.2,0,0,3.49,1.22,22.3,8.74,26.23,74.49,0,100,130.59,3.4,86.77,5,57.49,19.17,20.67,19.18,52.34,52.33,22.34,19.17

67,16:30-16:45,6,11.43,28,12,15.54,15,57.12,5,19,7,20.84,1.71,22.3,1.74,0,135.3,0,0,2.52,0,8.74,0,100.22,96.2,0,0,2.59,1.22,22.3,8.74,43.29,82.97,0,100,130.59,2.52,73.11,1,79.01,26.33,21.67,10.42,66.34,66.33,12.79,26.33

68,16:45-17:00,6,8.13,14,6,11.21,9,40.64,3,14,4,8.46,1.71,22.3,1.74,0,135.3,0,0,1.64,0,8.74,0,100.22,96.2,0,0,1.69,1.22,22.3,8.74,43.29,115.03,0,100,130.59,1.64,73.11,0,82.5,27.5,22.33,5.99,67,67,5.33,27.5

69,17:00-17:15,6,4.58,7,3,8.58,6,22.91,2,10,3,3.1,1.71,22.3,1.65,0,135.3,0,0.73,1.25,0,8.74,0,100.22,96.2,0,0,1.28,1.3,22.3,8.74,43.29,115.03,0,100,130.59,1.25,73.11,0,82.99,27.67,23,3.11,68,68,1.3,27.67

70,17:15-17:30,6,2.62,4,1,5.94,2,13.08,1,7,1,0.87,1.71,22.3,1.65,0,135.3,0,0.73,0.86,0,8.74,0,100.22,96.2,0,0,0.88,1.3,22.3,8.74,43.29,115.03,0,100,130.59,0.86,73.11,0,84,28,23.67,1.37,69.66,69.67,1.98,28

71,17:30-17:45,6,1.15,1,0,3.3,1,5.72,0,3,0,0.05,1.71,28.86,1.65,0,135.3,0,0.73,0.46,0,8.74,0,100.22,96.2,0,0,0.48,1.3,28.86,8.74,26.23,115.03,0,100,130.59,0.46,73.11,0,85.01,28.33,24.33,0.17,73,73,1.13,28.33

72,17:45-18:00,6,0.25,0,0,0.66,0,1.25,0,2,0,0.03,1.71,28.86,1.65,0,135.3,0,0.73,0.07,0,8.74,0,100.22,96.2,0,0,0.07,1.3,28.86,8.74,26.23,115.03,0,100,130.59,0.07,73.11,0,85.5,28.5,25,0,74,74,0.62,28.5

73,18:00-18:15,6,0,0,0,0.38,0,0,0,0,0,0,1.66,28.86,1.65,150,135.3,0,0.73,0,50,8.74,0,100.22,96.2,0,0,0,1.3,28.86,8.74,26.23,115.03,25.23,100,130.59,0,73.11,0,85.5,28.5,25.67,0,71.33,71.33,0,28.5

74,18:15-18:30,6,0,0,0,0.17,0,0,0,0,0,0,1.66,28.86,1.65,150,135.3,0,0.73,0,50,8.74,0,100.22,96.2,0,0,0,1.3,28.86,8.74,26.23,115.03,25.23,100,130.59,0,73.11,0,85.99,28.67,26,0,73.09,73.08,0,28.67

75,18:30-18:45,6,0,0,0,0,0,0,0,0,0,0,1.66,28.86,1.65,150,135.3,0,0.73,0,50,8.74,0,100.22,96.2,0,0,0,1.3,28.86,8.74,26.23,115.03,25.23,100,130.59,0,73.11,0,93,31,34.67,0,75.18,75.18,0,31

76,18:45-19:00,6,0,0,0,0,0,0,0,0,0,0,1.66,28.86,1.65,150,135.3,0,0.73,0,50,8.74,0,100.22,96.2,0,0,0,1.3,28.86,8.74,26.23,115.03,25.23,100,130.59,0,73.11,0,94.5,31.5,35,0,76.96,76.97,0,31.5

77,19:00-19:15,6,0,0,0,0,0,0,0,0,0,0,1.66,28.86,1.65,150,135.3,0,0.73,0,50,8.74,0,100.22,96.2,0,0,0,1.22,28.86,8.74,26.23,94.29,25.23,100,130.59,0,73.11,0,96,32,35.33,0,78.34,78.33,0,32

78,19:15-19:30,6,0,0,0,0,0,0,0,0,0,0,1.66,28.86,1.65,150,135.3,0,0.73,0,50,8.74,0,100.22,96.2,0,0,0,1.22,28.86,8.74,26.23,66,25.23,100,130.59,0,73.11,0,97.01,32.33,35.67,0,78.34,78.33,0,32.33

79,19:30-19:45,6,0,0,0,0,0,0,0,0,0,0,1.66,28.86,1.65,150,135.3,0,0.73,0,50,8.74,0,100.22,96.2,0,0,0,1.22,28.86,8.74,26.23,66,25.23,100,130.59,0,73.11,0,112.99,37.67,36,0,78.66,78.67,0,37.67

